PLAYER_ID,NAME,SEASON,Base,Total
177,Pedro Vite,2022,"556,000.00  $","609,997.00  $"
178,Kamal Miller,2022,"300,000.00  $","345,000.00  $"
179,Yordy Reyna,2022,"797,500.00  $","797,500.00  $"
180,Pedro Santos,2022,"625,000.00  $","687,500.00  $"
181,Bill Tuiloma,2022,"285,000.00  $","304,450.00  $"
182,Yaw Yeboah,2022,"600,000.00  $","663,750.00  $"
183,Deandre Kerr,2022,"65,500.00  $","70,819.00  $"
184,Latif Blessing,2022,"400,000.00  $","416,667.00  $"
185,Dave Romney,2022,"475,000.00  $","475,000.00  $"
186,Cameron Duke,2022,"90,000.00  $","93,000.00  $"
187,Bryan Acosta,2022,"650,000.00  $","706,667.00  $"
188,Rafael Czichos,2022,"1,300,000.00  $","1,336,670.00  $"
189,Marvin Loría,2022,"125,000.00  $","164,375.00  $"
190,Michael Bradley,2022,"1,500,000.00  $","1,500,000.00  $"
191,Tsiki Ntsabeleng,2022,"65,500.00  $","65,500.00  $"
192,Emerson Rodríguez,2022,"315,000.00  $","350,500.00  $"
193,Déiber Caicedo,2022,"300,000.00  $","331,125.00  $"
194,Matko Miljevic,2022,"545,455.00  $","593,364.00  $"
195,Boris Sekulic,2022,"596,000.00  $","668,900.00  $"
196,Tommy McNamara,2022,"240,000.00  $","240,000.00  $"
197,Lucas Esteves,2022,"373,032.00  $","426,092.00  $"
198,Tesho Akindele,2022,"325,000.00  $","340,000.00  $"
199,Daniel Lovitz,2022,"498,750.00  $","498,750.00  $"
200,Joel Waterman,2022,"125,000.00  $","133,909.00  $"
201,Ruan,2022,"360,000.00  $","360,000.00  $"
202,Aaron Herrera,2022,"700,000.00  $","795,220.00  $"
203,Darlington Nagbe,2022,"1,760,000.00  $","1,760,000.00  $"
204,Erik Thommy,2022,"1,200,000.00  $","1,306,250.00  $"
205,Aaron Long,2022,"1,050,000.00  $","1,080,000.00  $"
206,Christian Fuchs,2022,"375,000.00  $","375,000.00  $"
207,Paul Marie,2022,"145,000.00  $","156,375.00  $"
208,Raheem Edwards,2022,"275,000.00  $","307,500.00  $"
209,Remi Walter,2022,"800,000.00  $","800,000.00  $"
210,Paxton Pomykal,2022,"700,000.00  $","700,000.00  $"
211,Eryk Williamson,2022,"550,000.00  $","550,000.00  $"
212,Jack Elliott,2022,"700,000.00  $","793,750.00  $"
213,Mason Toye,2022,"500,000.00  $","558,000.00  $"
214,Alex Roldan,2022,"200,000.00  $","232,500.00  $"
215,Nigel Robertha,2022,"550,000.00  $","622,406.00  $"
216,Nick Hagglund,2022,"84,000.00  $","84,000.00  $"
217,Max,2022,"212,000.00  $","293,360.00  $"
218,Danny Musovski,2022,"93,988.00  $","93,988.00  $"
219,Nick Lima,2022,"350,000.00  $","350,000.00  $"
220,João Moutinho,2022,"220,000.00  $","263,000.00  $"
221,Jordy Alcívar,2022,"235,000.00  $","325,600.00  $"
222,Ryan Raposo,2022,"100,000.00  $","114,000.00  $"
223,Brandon Servania,2022,"400,000.00  $","455,833.00  $"
224,Mark Delgado,2022,"650,000.00  $","726,250.00  $"
225,Will Bruin,2022,"260,000.00  $","260,000.00  $"
226,DeAndre Yedlin,2022,"800,000.00  $","848,750.00  $"
227,Malte Amundsen,2022,"270,000.00  $","308,700.00  $"
228,Steven Moreira,2022,"550,000.00  $","632,708.00  $"
229,Khiry Shelton,2022,"350,000.00  $","350,000.00  $"
230,Lalas Abubakar,2022,"235,000.00  $","272,125.00  $"
231,Cameron Harper,2022,"225,000.00  $","276,250.00  $"
232,Gareth Bale,2022,"1,600,000.00  $","2,386,670.00  $"
233,Marinos Tzionis,2022,"612,500.00  $","612,500.00  $"
234,Olivier Mbaizo,2022,"300,000.00  $","367,343.00  $"
235,Jayden Nelson,2022,"130,000.00  $","136,586.00  $"
236,Jackson Yueill,2022,"700,000.00  $","736,875.00  $"
237,Ismael Koné,2022,"65,500.00  $","68,125.00  $"
238,Caleb Wiley,2022,"65,500.00  $","67,100.00  $"
239,Indiana Vassilev,2022,"84,000.00  $","134,000.00  $"
240,Zachary Brault-Guillard,2022,"275,000.00  $","319,375.00  $"
241,Marco Farfan,2022,"225,000.00  $","225,000.00  $"
242,Jacob Shaffelburg,2022,"130,000.00  $","136,500.00  $"
243,Steve Birnbaum,2022,"750,000.00  $","762,500.00  $"
244,Justen Glad,2022,"675,000.00  $","735,031.00  $"
245,Anderson Julio,2022,"750,000.00  $","820,000.00  $"
246,Jan Gregus,2022,"600,000.00  $","655,000.00  $"
247,Sean Nealis,2022,"175,000.00  $","196,875.00  $"
248,Teenage Hadebe,2022,"1,014,000.00  $","1,179,180.00  $"
249,Keaton Parks,2022,"500,000.00  $","500,000.00  $"
250,Giacomo Vrioni,2022,"1,500,000.00  $","1,747,500.00  $"
251,Keegan Rosenberry,2022,"400,000.00  $","400,000.00  $"
252,Gastón Brugman,2022,"1,200,000.00  $","1,409,000.00  $"
253,Alvas Powell,2022,"150,000.00  $","167,000.00  $"
254,Sam Nicholson,2022,"300,000.00  $","335,313.00  $"
255,Edison Flores,2022,"1,600,000.00  $","1,733,000.00  $"
256,Ilie Sánchez,2022,"1,150,000.00  $","1,150,000.00  $"
257,Moussa Djitté,2022,"550,000.00  $","550,000.00  $"
258,Mauricio Pineda,2022,"225,000.00  $","248,875.00  $"
259,Rubio Rubín,2022,"510,000.00  $","582,937.00  $"
260,Dylan Borrero,2022,"550,000.00  $","613,962.00  $"
261,Leo Chú,2022,"550,000.00  $","550,000.00  $"
262,Gastón Giménez,2022,"2,060,000.00  $","2,360,670.00  $"
263,Stanislav Ivanov,2022,"300,000.00  $","359,000.00  $"
264,Tommy Thompson,2022,"280,000.00  $","280,000.00  $"
265,Nathan,2022,"650,000.00  $","691,250.00  $"
266,Yuya Kubo,2022,"1,091,000.00  $","1,206,750.00  $"
267,Danny Hoesen,2022,"650,000.00  $","716,667.00  $"
268,Claudio Bravo,2022,"300,000.00  $","323,310.00  $"
269,Alan Franco,2022,"540,000.00  $","667,500.00  $"
270,Damion Lowe,2022,"225,000.00  $","268,333.00  $"
271,Felipe,2022,"84,000.00  $","84,000.00  $"
272,Juan José Purata,2022,"400,000.00  $","483,500.00  $"
273,Nouhou Tolo,2022,"300,000.00  $","344,274.00  $"
274,Luke Haakenson,2022,"84,000.00  $","84,000.00  $"
275,Christian Ortíz,2022,"300,000.00  $","300,000.00  $"
276,Brandt Bronico,2022,"125,000.00  $","134,330.00  $"
277,Luca Petrasso,2022,"65,500.00  $","70,012.00  $"
278,Mathieu Choinière,2022,"125,000.00  $","134,238.00  $"
279,Jesús David Murillo,2022,"450,000.00  $","509,500.00  $"
280,Jackson Hopkins,2022,"65,500.00  $","65,833.00  $"
281,Abu Danladi,2022,"135,000.00  $","142,125.00  $"
282,Leon Flach,2022,"250,000.00  $","263,750.00  $"
283,Daniel Pereira Gil,2022,"84,000.00  $","102,258.00  $"
285,Júnior Moreno,2022,"325,000.00  $","373,750.00  $"
286,Calvin Harris,2022,"85,444.00  $","100,444.00  $"
287,Federico Navarro,2022,"200,004.00  $","277,504.00  $"
288,Andres Jasson,2022,"100,000.00  $","117,144.00  $"
289,Tristan Blackmon,2022,"350,000.00  $","401,208.00  $"
290,Ben Sweat,2022,"200,000.00  $","200,000.00  $"
291,Miguel Ángel Navarro,2022,"200,000.00  $","247,000.00  $"
292,Kosi Thompson,2022,"65,500.00  $","70,760.00  $"
293,Dru Yearwood,2022,"500,000.00  $","568,750.00  $"
294,Jack McGlynn,2022,"77,500.00  $","91,400.00  $"
295,Marcelo Silva,2022,"600,000.00  $","646,667.00  $"
296,Brad Smith,2022,"550,000.00  $","591,250.00  $"
297,Sacha Kljestan,2022,"84,000.00  $","84,000.00  $"
298,Zac McGraw,2022,"84,000.00  $","84,000.00  $"
299,Graham Zusi,2022,"450,000.00  $","450,000.00  $"
300,Fabian Herbers,2022,"260,000.00  $","281,250.00  $"
301,Mender García,2022,"300,000.00  $","322,313.00  $"
302,Felipe Gutiérrez,2022,"552,000.00  $","569,250.00  $"
303,Gregore,2022,"700,000.00  $","801,000.00  $"
304,Elias Manoel,2022,"360,000.00  $","374,800.00  $"
305,Adam Lundkvist,2022,"325,000.00  $","372,500.00  $"
306,Jonathan Mensah,2022,"1,000,000.00  $","1,140,670.00  $"
307,Sergio Ruiz,2022,"550,000.00  $","613,000.00  $"
308,Owen Wolff,2022,"65,500.00  $","78,553.00  $"
309,Tosaint Ricketts,2022,"84,000.00  $","84,000.00  $"
310,Frankie Amaya,2022,"325,000.00  $","381,406.00  $"
311,Andreu Fontàs,2022,"1,125,000.00  $","1,125,000.00  $"
312,Diego Chara,2022,"675,000.00  $","683,333.00  $"
313,Matt Polster,2022,"325,000.00  $","353,437.00  $"
314,Paxten Aaronson,2022,"107,500.00  $","111,500.00  $"
315,D.J. Taylor,2022,"85,444.00  $","85,444.00  $"
316,James Igbekeme,2022,"315,000.00  $","408,281.00  $"
317,Santiago Sosa,2022,"525,000.00  $","643,100.00  $"
318,Ema Twumasi,2022,"290,000.00  $","336,900.00  $"
319,Derrick Williams,2022,"750,000.00  $","821,458.00  $"
320,Collen Warner,2022,"84,000.00  $","84,000.00  $"
321,Mamadou Fall,2022,"106,000.00  $","118,750.00  $"
322,Carlos Terán,2022,"200,000.00  $","255,440.00  $"
323,Jack Price,2022,"662,500.00  $","725,000.00  $"
324,Erik Hurtado,2022,"84,000.00  $","84,000.00  $"
325,Richie Laryea,2022,"1,170,400.00  $","1,276,740.00  $"
326,Nanu,2022,"600,000.00  $","668,750.00  $"
327,Francisco Calvo,2022,"866,087.00  $","925,937.00  $"
328,Tayvon Gray,2022,"125,000.00  $","144,788.00  $"
329,Jozy Altidore,2022,"3,706,140.00  $","4,264,960.00  $"
330,Jasper Löeffelsend,2022,"84,000.00  $","84,000.00  $"
331,Matt Hedges,2022,"900,000.00  $","900,000.00  $"
332,Iván Angulo,2022,"348,000.00  $","380,660.00  $"
333,Christopher McVey,2022,"199,992.00  $","224,292.00  $"
334,Nathan Harriel,2022,"90,000.00  $","107,500.00  $"
335,Kerwin Calderón Vargas,2022,"350,000.00  $","392,167.00  $"
336,Samuel Piette,2022,"400,000.00  $","429,750.00  $"
337,Zan Kolmanic,2022,"300,000.00  $","300,000.00  $"
338,Javain Brown,2022,"84,000.00  $","97,481.00  $"
339,Alfredo Morales,2022,"600,000.00  $","662,250.00  $"
340,Arnór Ingvi Traustason,2022,"400,000.00  $","438,405.00  $"
341,Griffin Dorsey,2022,"125,000.00  $","144,000.00  $"
342,Amar Sejdic,2022,"85,444.00  $","85,444.00  $"
343,Justin Rennicks,2022,"110,000.00  $","120,000.00  $"
344,Raymon Gaddis,2022,"230,000.00  $","230,000.00  $"
345,Caden Clark,2022,"148,800.00  $","331,850.00  $"
346,Haris Medunjanin,2022,"225,000.00  $","248,750.00  $"
347,Danny Wilson,2022,"330,000.00  $","354,750.00  $"
348,Ashley Fletcher,2022,"1,350,000.00  $","1,569,750.00  $"
349,Damir Kreilach,2022,"1,762,570.00  $","1,762,570.00  $"
350,Jon Gallagher,2022,"155,000.00  $","155,000.00  $"
351,Tyler Pasher,2022,"157,500.00  $","165,381.00  $"
352,Domenico Criscito,2022,"1,200,000.00  $","1,510,000.00  $"
353,Jairo Torres,2022,"849,996.00  $","1,219,330.00  $"
354,Facundo Quignón,2022,"786,000.00  $","840,627.00  $"
355,Nicholas Markanich,2022,"65,500.00  $","65,500.00  $"
356,Jake Mulraney,2022,"301,600.00  $","338,777.00  $"
357,Aiden McFadden,2022,"65,500.00  $","65,500.00  $"
358,Jaylin Lindsey,2022,"200,000.00  $","235,625.00  $"
359,Joseph Mora,2022,"200,000.00  $","200,000.00  $"
360,Joseph Rosales,2022,"65,500.00  $","65,500.00  $"
361,Héctor Jiménez,2022,"200,000.00  $","200,000.00  $"
362,Russell Canouse,2022,"515,000.00  $","515,000.00  $"
363,Wyatt Omsberg,2022,"140,000.00  $","157,000.00  $"
364,Dylan Nealis,2022,"175,000.00  $","200,000.00  $"
365,Ruben Gabrielsen,2022,"950,000.00  $","950,000.00  $"
366,Nacho Gil,2022,"100,000.00  $","100,000.00  $"
367,Yeimar Gómez Andrade,2022,"650,004.00  $","719,092.00  $"
368,Damian Rivera,2022,"84,000.00  $","84,000.00  $"
369,Franco Ibarra,2022,"450,000.00  $","520,000.00  $"
370,Robbie Robinson,2022,"140,000.00  $","185,000.00  $"
371,Ranko Veselinovic,2022,"405,000.00  $","490,500.00  $"
372,Héctor Herrera,2022,"4,750,000.00  $","5,246,880.00  $"
373,Brent Kallman,2022,"160,000.00  $","168,000.00  $"
374,Matheus Rossetto,2022,"550,000.00  $","662,500.00  $"
375,Auston Trusty,2022,"718,000.00  $","890,292.00  $"
376,Jack Maher,2022,"130,000.00  $","164,000.00  $"
377,Michael Boxall,2022,"602,210.00  $","655,307.00  $"
378,Alan Steven Franco,2022,"480,000.00  $","538,300.00  $"
379,Franco Escobar,2022,"550,008.00  $","550,008.00  $"
380,Hassani Dotson,2022,"400,000.00  $","457,500.00  $"
381,Kervin Arriaga,2022,"84,000.00  $","103,667.00  $"
382,Obinna Nwobodo,2022,"900,000.00  $","1,028,100.00  $"
383,Derrick Jones,2022,"185,000.00  $","207,969.00  $"
384,George Campbell,2022,"98,000.00  $","98,000.00  $"
385,Quinn Sullivan,2022,"100,000.00  $","103,500.00  $"
386,Guzmán Corujo,2022,"600,000.00  $","633,500.00  $"
387,Martín Rodríguez,2022,"456,000.00  $","597,200.00  $"
388,John Nelson,2022,"65,500.00  $","73,500.00  $"
389,Jakob Glesnes,2022,"675,000.00  $","739,063.00  $"
390,Artur,2022,"564,000.00  $","615,633.00  $"
391,Edwin Mosquera,2022,"300,000.00  $","337,000.00  $"
392,Sebastian Berhalter,2022,"100,000.00  $","137,250.00  $"
393,Tyler Blackett,2022,"840,000.00  $","840,000.00  $"
394,Jimmy Medranda,2022,"200,000.00  $","210,000.00  $"
395,Cecilio Domínguez,2022,"1,530,000.00  $","1,736,000.00  $"
396,Ronald Matarrita,2022,"750,000.00  $","806,875.00  $"
397,Ifunanyachi Achara,2022,"84,000.00  $","84,000.00  $"
398,Geoff Cameron,2022,"387,000.00  $","469,000.00  $"
399,Anton Tinnerholm,2022,"750,000.00  $","800,000.00  $"
400,Nicolás Acevedo,2022,"200,000.00  $","254,800.00  $"
401,Tim Parker,2022,"1,000,000.00  $","1,037,500.00  $"
402,Eric Miller,2022,"168,000.00  $","168,000.00  $"
403,Allan Cruz,2022,"1,140,000.00  $","1,254,000.00  $"
404,Russell Teibert,2022,"400,000.00  $","449,375.00  $"
405,Ravel Morrison,2022,"850,000.00  $","917,844.00  $"
406,José Andrés Martínez,2022,"250,000.00  $","276,250.00  $"
407,José Van Rankin,2022,"85,000.00  $","85,000.00  $"
408,Daniel Steres,2022,"450,000.00  $","468,750.00  $"
409,Noble Okello,2022,"115,000.00  $","126,815.00  $"
410,Shaq Moore,2022,"700,000.00  $","779,400.00  $"
411,Cristián Gutiérrez,2022,"250,000.00  $","267,500.00  $"
412,Victor Pálsson,2022,"850,000.00  $","863,125.00  $"
413,César Araujo,2022,"180,000.00  $","261,000.00  $"
414,Noel Buck,2022,"65,500.00  $","65,500.00  $"
415,Sega Coulibaly,2022,"420,000.00  $","457,000.00  $"
416,Jackson Ragen,2022,"65,500.00  $","65,500.00  $"
417,Darwin Cerén,2022,"190,000.00  $","240,000.00  $"
418,Thomas Edwards,2022,"422,481.00  $","422,481.00  $"
419,Nicolas Isimat-Mirin,2022,"950,000.00  $","1,028,120.00  $"
420,Kelyn Rowe,2022,"275,000.00  $","275,000.00  $"
421,Aníbal Godoy,2022,"800,000.00  $","871,250.00  $"
422,Emiliano Rigoni,2022,"1,846,150.00  $","2,294,150.00  $"
423,Marcos López,2022,"400,000.00  $","440,250.00  $"
424,Kemar Lawrence,2022,"400,000.00  $","482,500.00  $"
