"","Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"","Ibrahim Sunusi","MTL","2023","F","$200,000","$291,250","2023-04-30"
"","Memo Rodríguez","HOU","2021","M","$265,000","$290,935","2021-04-15"
"","Memo Rodríguez","HOU","2021","M","$265,000","$290,935","2021-09-30"
"","Joe Corona","HOU","2021","M","$275,000","$290,000","2021-04-15"
"","Joe Corona","HOU","2021","M","$275,000","$290,000","2021-09-30"
"","Tesho Akindele","ORL","2021","F","$275,000","$290,000","2021-04-15"
"","Tesho Akindele","ORL","2021","F","$275,000","$290,000","2021-09-30"
"","Zarek Valentin","HOU","2022","D","$260,000","$290,000","2022-04-15"
"","Zarek Valentin","HOU","2022","D","$260,000","$290,000","2022-09-02"
"","Danny Wilson","COL","2021","D","$275,000","$288,750","2021-04-15"
"","Danny Wilson","COL","2021","D","$275,000","$288,750","2021-09-30"
"","Quentin Westberg","TOR","2021","GK","$275,000","$288,583","2021-04-15"
"","Quentin Westberg","TOR","2021","GK","$275,000","$288,583","2021-09-30"
"","Joel Waterman","MTL","2023","D","$161,370","$288,202","2023-04-30"
"","Johan Kappelhof","RSL","2022","D","$260,000","$287,000","2022-04-15"
"","Johan Kappelhof","RSL","2022","D","$260,000","$287,000","2022-09-02"
"","Jaylin Lindsey","CLT","2023","D","$250,000","$286,250","2023-04-30"
"","Rafael Romo","DCU","2022","GK","$250,000","$285,833","2022-04-15"
"","Rafael Romo","DCU","2022","GK","$250,000","$285,833","2022-09-02"
"","Carlos Terán","CHI","2023","D","$230,000","$285,440","2023-04-30"
"","Gustavo Vallecilla","CIN","2021","D","$252,000","$284,880","2021-04-15"
"","Gustavo Vallecilla","CIN","2021","D","$252,000","$284,880","2021-09-30"
"","Matej Oravec","PHI","2021","M","$270,000","$284,500","2021-04-15"
"","Matej Oravec","PHI","2021","M","$270,000","$284,500","2021-09-30"
"","Rasmus Alm","STL","2023","F","$220,000","$284,425","2023-04-30"
"","Cristhian Paredes","POR","2021","M","$252,000","$283,500","2021-04-15"
"","Cristhian Paredes","POR","2021","M","$252,000","$283,500","2021-09-30"
"","Andrew Tarbell","ATX","2021","GK","$275,000","$283,333","2021-04-15"
"","Andrew Tarbell","ATX","2021","GK","$275,000","$283,333","2021-09-30"
"","Jonathan Perez","LAG","2023","F","$250,000","$283,000","2023-04-30"
"","Emmanuel Más","ORL","2021","D","$252,000","$282,000","2021-09-30"
"","Franko Kovacevic","CIN","2021","F","$282,000","$282,000","2021-04-15"
"","Indiana Vassilev","STL","2023","M","$250,000","$281,250","2023-04-30"
"","Fabian Herbers","CHI","2022","M","$260,000","$281,250","2022-04-15"
"","Fabian Herbers","CHI","2022","M","$260,000","$281,250","2022-09-02"
"","Wilder Cartagena","ORL","2022","M","$240,000","$280,250","2022-09-02"
"","Jake Nerwinski","VAN","2022","D","$265,000","$280,000","2022-04-15"
"","Jake Nerwinski","VAN","2022","D","$265,000","$280,000","2022-09-02"
"","Tommy Thompson","SJE","2022","D","$280,000","$280,000","2022-04-15"
"","Tommy Thompson","SJE","2022","D","$280,000","$280,000","2022-09-02"
"","Shea Salinas","SJE","2021","F","$280,000","$280,000","2021-04-15"
"","Shea Salinas","SJE","2021","F","$280,000","$280,000","2021-09-30"
"","Shea Salinas","SJE","2022","F","$280,000","$280,000","2022-04-15"
"","Shea Salinas","SJE","2022","F","$280,000","$280,000","2022-09-02"
"","Ryan Meara","NYRB","2023","GK","$280,000","$280,000","2023-04-30"
"","Andrew Tarbell","HOU","2023","GK","$250,000","$280,000","2023-04-30"
"","Zarek Valentin","HOU","2021","D","$250,000","$280,000","2021-04-15"
"","Zarek Valentin","HOU","2021","D","$250,000","$280,000","2021-09-30"
"","Maren Haile-Selassie","CHI","2023","M","$264,000","$279,800","2023-04-30"
"","Joaquín Torres","MTL","2022","M","$230,000","$279,800","2022-04-15"
"","Brandon Austin","ORL","2021","GK","$272,727","$279,477","2021-04-15"
"","Brandon Vázquez","CIN","2021","F","$250,000","$279,167","2021-04-15"
"","Brandon Vázquez","CIN","2021","F","$250,000","$279,167","2021-09-30"
"","Robert Taylor","MIA","2022","F","$252,000","$278,900","2022-04-15"
"","Robert Taylor","MIA","2022","F","$252,000","$278,900","2022-09-02"
"","Mauricio Pineda","CHI","2023","D","$255,000","$278,875","2023-04-30"
"","Malte Amundsen","NYC","2021","D","$240,000","$278,700","2021-04-15"
"","Malte Amundsen","NYC","2021","D","$240,000","$278,700","2021-09-30"
"","Joevin Jones","MIA","2021","D","$180,000","$278,100","2021-09-30"
"","Adilson Malanda","CLT","2022","D","$250,000","$278,083","2022-09-02"
"","Federico Navarro","CHI","2022","M","$200,004","$277,504","2022-04-15"
"","Jake Nerwinski","STL","2023","D","$250,000","$277,500","2023-04-30"
"","Dairon Asprilla","POR","2021","M","$275,000","$277,500","2021-04-15"
"","Dairon Asprilla","POR","2021","M","$275,000","$277,500","2021-09-30"
"","Maxime Crépeau","VAN","2021","GK","$250,000","$277,500","2021-04-15"
"","Maxime Crépeau","VAN","2021","GK","$250,000","$277,500","2021-09-30"
"","Dante Sealy","FCD","2023","F","$250,000","$277,301","2023-04-30"
"","Mathieu Choinière","MTL","2023","M","$250,000","$276,667","2023-04-30"
"","José Andrés Martínez","PHI","2022","M","$250,000","$276,250","2022-04-15"
"","José Andrés Martínez","PHI","2022","M","$250,000","$276,250","2022-09-02"
"","Ballou Tabla","MTL","2021","M","$250,000","$276,250","2021-04-15"
"","Ballou Tabla","MTL","2021","M","$250,000","$276,250","2021-09-30"
"","Cameron Harper","NYRB","2022","M","$225,000","$276,250","2022-04-15"
"","Cameron Harper","NYRB","2022","M","$225,000","$276,250","2022-09-02"
"","Andrew Brody","RSL","2023","D","$250,000","$275,678","2023-04-30"
"","Anton Walkes","ATL","2021","D","$250,000","$275,062","2021-04-15"
"","Anton Walkes","ATL","2021","D","$250,000","$275,062","2021-09-30"
"","Federico Navarro","CHI","2022","M","$200,004","$275,004","2022-09-02"
"","Kelyn Rowe","SEA","2022","M","$275,000","$275,000","2022-04-15"
"","Kelyn Rowe","SEA","2022","M","$275,000","$275,000","2022-09-02"
"","Nicolás Acevedo","NYC","2023","D","$230,000","$274,800","2023-04-30"
"","Brendan Hines-Ike","DCU","2021","D","$240,000","$274,429","2021-04-15"
"","Brendan Hines-Ike","DCU","2021","D","$240,000","$274,429","2021-09-30"
"","Cristian Cásseres Jr","NYRB","2022","M","$230,000","$274,000","2022-04-15"
"","Cristian Cásseres Jr","NYRB","2022","M","$230,000","$274,000","2022-09-02"
"","Joevin Jones","MIA","2021","D","$180,000","$273,900","2021-04-15"
"","Isaac Atanga","CIN","2021","M","$259,000","$273,000","2021-04-15"
"","Isaac Atanga","CIN","2021","F","$259,000","$273,000","2021-09-30"
"","Joe Gyau","CIN","2021","M","$273,000","$273,000","2021-04-15"
"","Joe Gyau","CIN","2021","D","$273,000","$273,000","2021-09-30"
"","Alexandre Pato","ORL","2021","F","$272,727","$272,727","2021-04-15"
"","Alexandre Pato","ORL","2021","F","$272,727","$272,727","2021-09-30"
"","Lalas Abubakar","COL","2022","D","$235,000","$272,125","2022-04-15"
"","Lalas Abubakar","COL","2022","D","$235,000","$272,125","2022-09-02"
"","William Agada","SKC","2023","F","$225,000","$271,875","2023-04-30"
"","Brandon Servania","FCD","2021","M","$230,400","$271,400","2021-04-15"
"","Brandon Servania","FCD","2021","M","$230,400","$271,400","2021-09-30"
"","Ricardo Pepi","FCD","2021","F","$200,000","$271,333","2021-09-30"
"","Alex Gersbach","COL","2023","D","$230,000","$270,433","2023-04-30"
"","Jake Nerwinski","VAN","2021","D","$255,000","$270,000","2021-04-15"
"","Jake Nerwinski","VAN","2021","D","$255,000","$270,000","2021-09-30"
"","Ryan Meara","NYRB","2021","GK","$270,000","$270,000","2021-04-15"
"","Ryan Meara","NYRB","2021","GK","$270,000","$270,000","2021-09-30"
"","Tah Brian Anunga","NSH","2023","M","$250,000","$270,000","2023-04-30"
"","Przemyslaw Tyton","CIN","2021","GK","$262,500","$269,375","2021-04-15"
"","Przemyslaw Tyton","CIN","2021","GK","$262,500","$269,375","2021-09-30"
"","Ulises Segura","ATX","2021","M","$240,000","$269,125","2021-04-15"
"","Ulises Segura","ATX","2021","M","$240,000","$269,125","2021-09-30"
"","Damion Lowe","MIA","2022","D","$225,000","$268,333","2022-04-15"
"","Damion Lowe","MIA","2022","D","$225,000","$268,333","2022-09-02"
"","Jimmy Maurer","FCD","2021","GK","$250,000","$267,888","2021-09-30"
"","Matheus Aias","ORL","2021","F","$252,000","$267,500","2021-04-15"
"","Matheus Aias","ORL","2021","F","$252,000","$267,500","2021-09-30"
"","Matheus Aias","ORL","2022","F","$252,000","$267,500","2022-04-15"
"","Cristián Gutiérrez","VAN","2022","D","$250,000","$267,500","2022-04-15"
"","Cristián Gutiérrez","VAN","2022","D","$250,000","$267,500","2022-09-02"
"","Franco Fragapane","MIN","2023","F","$260,000","$267,500","2023-04-30"
"","Jan Gregus","NSH","2023","M","$240,000","$266,750","2023-04-30"
"","Kyle Smith","ORL","2023","D","$250,000","$265,900","2023-04-30"
"","Tommy Thompson","SJE","2021","D","$265,000","$265,000","2021-04-15"
"","Tommy Thompson","SJE","2021","D","$265,000","$265,000","2021-09-30"
"","Leon Flach","PHI","2022","M","$250,000","$263,750","2022-04-15"
"","Leon Flach","PHI","2022","M","$250,000","$263,750","2022-09-02"
"","Nick DeLeon","TOR","2021","D","$247,500","$263,242","2021-04-15"
"","Nick DeLeon","TOR","2021","D","$247,500","$263,242","2021-09-30"
"","João Moutinho","ORL","2022","D","$220,000","$263,000","2022-04-15"
"","João Moutinho","ORL","2022","D","$220,000","$263,000","2022-09-02"
"","Nick Marsman","MIA","2021","GK","$150,000","$262,188","2021-09-30"
"","César Araujo","ORL","2022","M","$180,000","$261,000","2022-04-15"
"","César Araujo","ORL","2022","M","$180,000","$261,000","2022-09-02"
"","Will Bruin","SEA","2022","F","$260,000","$260,000","2022-04-15"
"","Will Bruin","SEA","2022","F","$260,000","$260,000","2022-09-02"
"","Luis Binks","MTL","2021","D","$260,000","$260,000","2021-04-15"
"","Zeca","HOU","2022","D","$218,182","$259,015","2022-04-15"
"","Zeca","HOU","2022","D","$218,182","$259,015","2022-09-02"
"","Nnamdi Chinonso Offor","MTL","2023","F","$200,000","$257,875","2023-04-30"
"","Federico Navarro","CHI","2021","M","$180,000","$257,500","2021-09-30"
"","Franco Fragapane","MIN","2022","M","$249,996","$257,496","2022-04-15"
"","Franco Fragapane","MIN","2022","M","$249,996","$257,496","2022-09-02"
"","Kwadwo Opoku","LAFC","2023","F","$216,000","$257,288","2023-04-30"
"","Carlos Terán","CHI","2022","D","$200,000","$255,440","2022-04-15"
"","Carlos Terán","CHI","2022","D","$200,000","$255,440","2022-09-02"
"","Nicolás Acevedo","NYC","2022","D","$200,000","$254,800","2022-04-15"
"","Davó","PHI","2021","M","$240,000","$253,000","2021-09-30"
"","Braian Galván","COL","2021","F","$160,000","$252,375","2021-04-15"
"","Braian Galván","COL","2021","F","$160,000","$252,375","2021-09-30"
"","Sebastien Ibeagha","LAFC","2022","D","$225,000","$252,125","2022-04-15"
"","Sebastien Ibeagha","LAFC","2022","D","$225,000","$252,125","2022-09-02"
"","Nicholas DePuy","NSH","2023","D","$252,000","$252,000","2023-04-30"
"","Andres Gomez","RSL","2023","F","$220,000","$252,000","2023-04-30"
"","Daniel Ríos","CLT","2022","F","$230,000","$251,500","2022-04-15"
"","Daniel Ríos","CLT","2022","F","$230,000","$251,500","2022-09-02"
"","José Andrés Martínez","PHI","2021","M","$225,000","$251,250","2021-04-15"
"","José Andrés Martínez","PHI","2021","M","$225,000","$251,250","2021-09-30"
"","Fabian Herbers","CHI","2021","F","$230,000","$251,250","2021-04-15"
"","Fabian Herbers","CHI","2021","M","$230,000","$251,250","2021-09-30"
"","Cameron Harper","NYRB","2021","M","$200,000","$251,250","2021-04-15"
"","Cameron Harper","NYRB","2021","M","$200,000","$251,250","2021-09-30"
"","Judson","SJE","2023","D","$250,000","$250,000","2023-04-30"
"","Joe Bendik","PHI","2022","GK","$250,000","$250,000","2022-04-15"
"","Joe Bendik","PHI","2022","GK","$250,000","$250,000","2022-09-02"
"","A.J. DeLaGarza","NER","2021","D","$250,000","$250,000","2021-04-15"
"","A.J. DeLaGarza","NER","2021","D","$250,000","$250,000","2021-09-30"
"","A.J. DeLaGarza","NER","2022","D","$250,000","$250,000","2022-04-15"
"","A.J. DeLaGarza","NER","2022","D","$250,000","$250,000","2022-09-02"
"","Héctor Jiménez","ATX","2021","M","$250,000","$250,000","2021-04-15"
"","Héctor Jiménez","ATX","2021","D","$250,000","$250,000","2021-09-30"
"","Steve Clark","POR","2021","GK","$250,000","$250,000","2021-04-15"
"","Steve Clark","POR","2021","GK","$250,000","$250,000","2021-09-30"
"","Tanner Beason","SJE","2023","D","$250,000","$250,000","2023-04-30"
"","Ronald Hernández","ATL","2021","D","$250,000","$250,000","2021-04-15"
"","Ronald Hernández","ATL","2021","D","$250,000","$250,000","2021-09-30"
"","José Bizama","HOU","2021","D","$225,000","$250,000","2021-04-15"
"","José Bizama","HOU","2021","D","$225,000","$250,000","2021-09-30"
"","Ben Sweat","ATX","2021","D","$250,000","$250,000","2021-04-15"
"","Ben Sweat","ATX","2021","D","$250,000","$250,000","2021-09-30"
"","Ben Sweat","NER","2023","D","$250,000","$250,000","2023-04-30"
"","Victor Ulloa","MIA","2022","M","$250,000","$250,000","2022-04-15"
"","Victor Ulloa","MIA","2022","M","$250,000","$250,000","2022-09-02"
"","Victor Ulloa","MIA","2023","D","$250,000","$250,000","2023-04-30"
"","Amro Tarek","ATX","2023","D","$249,996","$249,996","2023-04-30"
"","Joaquín Torres","MTL","2021","M","$200,000","$249,800","2021-04-15"
"","Joaquín Torres","MTL","2021","M","$200,000","$249,800","2021-09-30"
"","Cristian Cásseres Jr","NYRB","2021","M","$205,000","$249,000","2021-04-15"
"","Cristian Cásseres Jr","NYRB","2021","M","$205,000","$249,000","2021-09-30"
"","Mauricio Pineda","CHI","2022","D","$225,000","$248,875","2022-04-15"
"","Mauricio Pineda","CHI","2022","D","$225,000","$248,875","2022-09-02"
"","Haris Medunjanin","CIN","2022","M","$225,000","$248,750","2022-04-15"
"","Andrés Perea","ORL","2022","M","$240,000","$248,500","2022-04-15"
"","Andrés Perea","ORL","2022","M","$240,000","$248,500","2022-09-02"
"","Aljaz Ivacic","POR","2022","GK","$220,000","$248,333","2022-04-15"
"","Aljaz Ivacic","POR","2022","GK","$220,000","$248,333","2022-09-02"
"","Patrick Mullins","TOR","2021","F","$234,996","$248,329","2021-04-15"
"","Patrick Mullins","TOR","2021","F","$234,996","$248,329","2021-09-30"
"","Sacha Kljestan","LAG","2021","M","$247,350","$247,350","2021-04-15"
"","Sacha Kljestan","LAG","2021","M","$247,350","$247,350","2021-09-30"
"","Raúl Gudiño","ATL","2022","GK","$200,000","$247,333","2022-09-02"
"","Mark-Anthony Kaye","LAFC","2021","M","$235,625","$247,188","2021-04-15"
"","Mark-Anthony Kaye","COL","2021","M","$235,625","$247,188","2021-09-30"
"","Lalas Abubakar","COL","2021","D","$210,000","$247,125","2021-04-15"
"","Lalas Abubakar","COL","2021","D","$210,000","$247,125","2021-09-30"
"","Miguel Ángel Navarro","CHI","2022","D","$200,000","$247,000","2022-04-15"
"","Ema Twumasi","FCD","2021","F","$200,000","$246,900","2021-04-15"
"","Ema Twumasi","FCD","2021","F","$200,000","$246,900","2021-09-30"
"","William Agada","SKC","2022","F","$200,000","$246,875","2022-09-02"
"","Alex Muyl","NSH","2021","M","$240,000","$246,563","2021-04-15"
"","Alex Muyl","NSH","2021","M","$240,000","$246,563","2021-09-30"
"","Dylan Nealis","NYRB","2023","D","$225,000","$246,250","2023-04-30"
"","Erik Hurtado","MTL","2021","F","$218,182","$245,682","2021-04-15"
"","Erik Hurtado","CLB","2021","F","$218,182","$245,682","2021-09-30"
"","Darwin Cerén","HOU","2021","M","$195,500","$245,500","2021-04-15"
"","Darwin Cerén","HOU","2021","M","$195,500","$245,500","2021-09-30"
"","Jonathan González","MIN","2022","M","$240,000","$245,000","2022-09-02"
"","Nicolás Acevedo","NYC","2022","D","$200,000","$244,800","2022-09-02"
"","Christopher McVey","MIA","2023","D","$219,996","$244,296","2023-04-30"
"","Ronaldo Cisneros","ATL","2022","F","$244,000","$244,000","2022-04-15"
"","Ronaldo Cisneros","ATL","2022","F","$244,000","$244,000","2022-09-02"
"","Lucas Monzón","NYRB","2021","D","$205,000","$243,917","2021-09-30"
"","Lucas Monzón","NYRB","2022","D","$205,000","$243,917","2022-04-15"
"","Jhon Espinoza","CHI","2022","D","$216,000","$242,500","2022-04-15"
"","Jhon Espinoza","CHI","2022","D","$216,000","$242,500","2022-09-02"
"","Nkosi Burgess","FCD","2023","D","$240,750","$240,750","2023-04-30"
"","Ariel Lassiter","MTL","2023","F","$220,000","$240,280","2023-04-30"
"","Miguel Ángel Navarro","CHI","2022","D","$200,004","$240,204","2022-09-02"
"","Brian Gutierrez","CHI","2023","M","$200,004","$240,004","2023-04-30"
"","Darwin Cerén","HOU","2022","M","$190,000","$240,000","2022-04-15"
"","Darwin Cerén","HOU","2022","M","$190,000","$240,000","2022-09-02"
"","George Fochive","POR","2021","M","$240,000","$240,000","2021-09-30"
"","Tommy McNamara","NER","2022","M","$240,000","$240,000","2022-04-15"
"","Tommy McNamara","NER","2022","M","$240,000","$240,000","2022-09-02"
"","Jasser Khmiri","VAN","2021","D","$240,000","$240,000","2021-04-15"
"","Jasser Khmiri","VAN","2021","D","$240,000","$240,000","2021-09-30"
"","Marvin Loría","POR","2023","F","$200,000","$239,375","2023-04-30"
"","Alexander Alvarado","ORL","2021","F","$220,000","$238,240","2021-09-30"
"","Christopher Gloster","NYC","2022","D","$228,000","$238,000","2022-04-15"
"","Christopher Gloster","NYC","2022","D","$228,000","$238,000","2022-09-02"
"","Nelson Quiñones","HOU","2023","F","$216,996","$237,890","2023-04-30"
"","Abu Danladi","NSH","2021","F","$180,000","$237,000","2021-04-15"
"","Abu Danladi","NSH","2021","F","$180,000","$237,000","2021-09-30"
"","Eryk Williamson","POR","2021","M","$220,000","$236,500","2021-04-15"
"","Eryk Williamson","POR","2021","M","$220,000","$236,500","2021-09-30"
"","Jaylin Lindsey","CLT","2022","D","$200,000","$235,625","2022-04-15"
"","Jaylin Lindsey","CLT","2022","D","$200,000","$235,625","2022-09-02"
"","Aljaz Ivacic","POR","2021","GK","$225,000","$235,000","2021-04-15"
"","Aljaz Ivacic","POR","2021","GK","$225,000","$235,000","2021-09-30"
"","Bill Tuiloma","POR","2021","D","$220,000","$234,125","2021-04-15"
"","Bill Tuiloma","POR","2021","D","$220,000","$234,125","2021-09-30"
"","Bruno Gaspar","VAN","2021","D","$200,000","$233,333","2021-04-15"
"","Bruno Gaspar","VAN","2021","D","$200,000","$233,333","2021-09-30"
"","Mason Toye","MTL","2021","F","$175,000","$233,000","2021-09-30"
"","Alex Roldan","SEA","2022","M","$200,000","$232,500","2022-04-15"
"","Alex Roldan","SEA","2022","M","$200,000","$232,500","2022-09-02"
"","Kei Kamara","CHI","2023","F","$220,000","$231,000","2023-04-30"
"","Jack Maher","NSH","2023","D","$200,000","$231,000","2023-04-30"
"","Robbie Robinson","MIA","2023","F","$200,000","$231,000","2023-04-30"
"","Nicholas DePuy","LAG","2022","D","$231,000","$231,000","2022-04-15"
"","Nicholas DePuy","LAG","2022","D","$231,000","$231,000","2022-09-02"
"","Ariel Lassiter","HOU","2021","F","$210,000","$230,280","2021-04-15"
"","Ariel Lassiter","HOU","2021","F","$210,000","$230,280","2021-09-30"
"","Ariel Lassiter","MIA","2022","F","$210,000","$230,280","2022-04-15"
"","Ariel Lassiter","MIA","2022","F","$210,000","$230,280","2022-09-02"
"","Scott Caldwell","RSL","2023","M","$225,000","$230,000","2023-04-30"
"","Raymon Gaddis","CIN","2022","D","$230,000","$230,000","2022-04-15"
"","Raymon Gaddis","CIN","2022","D","$230,000","$230,000","2022-09-02"
"","Waylon Francis","CLB","2021","D","$220,000","$230,000","2021-04-15"
"","Waylon Francis","CLB","2021","D","$220,000","$230,000","2021-09-30"
"","Isak Jensen","STL","2023","F","$175,000","$228,250","2023-04-30"
"","Bryan Reynolds","FCD","2021","D","$200,000","$228,000","2021-04-15"
"","Joshué Quiñonez","FCD","2022","D","$180,000","$227,833","2022-04-15"
"","Joshué Quiñonez","FCD","2022","D","$180,000","$227,833","2022-09-02"
"","Richie Laryea","TOR","2021","M","$200,000","$226,953","2021-04-15"
"","Richie Laryea","TOR","2021","M","$200,000","$226,953","2021-09-30"
"","Emmanuel Boateng","NER","2022","M","$225,000","$225,000","2022-04-15"
"","Emmanuel Boateng","NER","2022","M","$225,000","$225,000","2022-09-02"
"","Christian Makoun","NER","2023","D","$225,000","$225,000","2023-04-30"
"","Đorđe Petrović","NER","2022","GK","$225,000","$225,000","2022-04-15"
"","Đorđe Petrović","NER","2022","GK","$225,000","$225,000","2022-09-02"
"","Dave Romney","NSH","2021","D","$225,000","$225,000","2021-04-15"
"","Dave Romney","NSH","2021","D","$225,000","$225,000","2021-09-30"
"","Tommy McNamara","NER","2021","M","$225,000","$225,000","2021-04-15"
"","Tommy McNamara","NER","2021","M","$225,000","$225,000","2021-09-30"
"","Marco Farfan","FCD","2022","D","$225,000","$225,000","2022-04-15"
"","Marco Farfan","FCD","2022","D","$225,000","$225,000","2022-09-02"
"","Joseph Mora","CLT","2023","D","$225,000","$225,000","2023-04-30"
"","Zan Kolmanic","ATX","2021","D","$225,000","$225,000","2021-04-15"
"","Zan Kolmanic","ATX","2021","D","$225,000","$225,000","2021-09-30"
"","Daniel Vega","SJE","2021","GK","$220,000","$225,000","2021-04-15"
"","Daniel Vega","SJE","2021","GK","$220,000","$225,000","2021-09-30"
"","Danny Leyva","COL","2023","D","$200,000","$224,900","2023-04-30"
"","Christopher McVey","MIA","2022","D","$199,992","$224,292","2022-04-15"
"","Christopher McVey","MIA","2022","D","$199,992","$224,292","2022-09-02"
"","Eddie Segura","LAFC","2021","D","$200,000","$224,000","2021-04-15"
"","Eddie Segura","LAFC","2021","D","$200,000","$224,000","2021-09-30"
"","Eddie Segura","LAFC","2022","D","$200,000","$224,000","2022-04-15"
"","Eddie Segura","LAFC","2022","D","$200,000","$224,000","2022-09-02"
"","Leon Flach","PHI","2021","M","$210,000","$223,750","2021-09-30"
"","João Moutinho","ORL","2021","D","$180,000","$223,000","2021-04-15"
"","João Moutinho","ORL","2021","D","$180,000","$223,000","2021-09-30"
"","Thomas Hasal","VAN","2023","GK","$203,000","$222,412","2023-04-30"
"","Alec Kann","CIN","2022","GK","$200,000","$220,833","2022-04-15"
"","Alec Kann","CIN","2022","GK","$200,000","$220,833","2022-09-02"
"","Alec Kann","CIN","2023","GK","$200,000","$220,833","2023-04-30"
"","Alexander Alvarado","ORL","2021","F","$220,000","$220,000","2021-04-15"
"","Henry Kessler","NER","2023","D","$200,000","$220,000","2023-04-30"
"","Victor Ulloa","MIA","2021","M","$220,000","$220,000","2021-04-15"
"","Victor Ulloa","MIA","2021","M","$220,000","$220,000","2021-09-30"
"","Thiago Andrade","NYC","2023","F","$200,000","$219,600","2023-04-30"
"","Niko Hansen","MIN","2022","M","$200,400","$219,400","2022-04-15"
"","Niko Hansen","MIN","2022","M","$200,400","$219,400","2022-09-02"
"","Erik Holt","RSL","2023","D","$200,000","$218,750","2023-04-30"
"","Alejandro Fuenmayor","HOU","2021","D","$190,008","$217,508","2021-04-15"
"","Alejandro Fuenmayor","HOU","2021","D","$190,008","$217,508","2021-09-30"
"","Stefan Cleveland","SEA","2023","GK","$200,000","$217,500","2023-04-30"
"","Gabriele Corbo","MTL","2023","D","$216,350","$216,350","2023-04-30"
"","Brian White","NYRB","2021","F","$216,000","$216,000","2021-04-15"
"","Brian White","VAN","2021","F","$216,000","$216,000","2021-09-30"
"","Scott Caldwell","NER","2021","M","$205,000","$215,896","2021-04-15"
"","Scott Caldwell","NER","2021","M","$205,000","$215,896","2021-09-30"
"","Andrew Brody","RSL","2022","M","$190,000","$215,678","2022-09-02"
"","Clint Irwin","COL","2022","GK","$200,000","$213,300","2022-04-15"
"","Clint Irwin","COL","2022","GK","$200,000","$213,300","2022-09-02"
"","Chris Brady","CHI","2023","GK","$189,996","$213,246","2023-04-30"
"","Juan Agudelo","MIN","2021","F","$200,000","$212,500","2021-04-15"
"","Juan Agudelo","MIN","2021","F","$200,000","$212,500","2021-09-30"
"","Pablo Sisniega","CLT","2023","GK","$190,000","$210,667","2023-04-30"
"","Memo Rodríguez","LAG","2023","M","$180,000","$210,167","2023-04-30"
"","Jimmy Medranda","SEA","2022","M","$200,000","$210,000","2022-04-15"
"","Jimmy Medranda","SEA","2022","M","$200,000","$210,000","2022-09-02"
"","Aaron Schoenfeld","ATX","2021","F","$210,000","$210,000","2021-04-15"
"","Aaron Schoenfeld","ATX","2021","F","$210,000","$210,000","2021-09-30"
"","Caleb Stanko","CIN","2021","M","$210,000","$210,000","2021-04-15"
"","Caleb Stanko","CIN","2021","M","$210,000","$210,000","2021-09-30"
"","Nick Besler","RSL","2022","M","$210,000","$210,000","2022-04-15"
"","Nick Besler","RSL","2022","M","$210,000","$210,000","2022-09-02"
"","Juan Mosquera","POR","2023","D","$184,000","$209,667","2023-04-30"
"","Nnamdi Chinonso Offor","CHI","2022","F","$159,996","$209,396","2022-04-15"
"","Ethan Zubak","NSH","2023","F","$195,000","$209,000","2023-04-30"
"","Gilbert Fuentes","SJE","2022","M","$190,000","$208,750","2022-04-15"
"","Gilbert Fuentes","SJE","2022","M","$190,000","$208,750","2022-09-02"
"","Mason Toye","MTL","2021","F","$175,000","$208,000","2021-04-15"
"","Derrick Jones","CLT","2022","M","$185,000","$207,969","2022-04-15"
"","Derrick Jones","CLT","2022","M","$185,000","$207,969","2022-09-02"
"","Alvas Powell","CIN","2023","D","$190,000","$207,000","2023-04-30"
"","Christopher Gloster","NYC","2021","D","$197,000","$207,000","2021-04-15"
"","Christopher Gloster","NYC","2021","D","$197,000","$207,000","2021-09-30"
"","Felipe Hernandez","SKC","2023","M","$175,000","$207,000","2023-04-30"
"","Tom Barlow","NYRB","2023","F","$195,000","$206,625","2023-04-30"
"","Brek Shea","MIA","2022","M","$182,000","$206,100","2022-04-15"
"","Brek Shea","MIA","2022","M","$182,000","$206,100","2022-09-02"
"","Carlos Terán","CHI","2021","D","$150,000","$205,440","2021-04-15"
"","Carlos Terán","CHI","2021","D","$150,000","$205,440","2021-09-30"
"","Scott Caldwell","RSL","2022","M","$200,000","$205,000","2022-04-15"
"","Scott Caldwell","RSL","2022","M","$200,000","$205,000","2022-09-02"
"","Donny Toia","RSL","2021","D","$200,000","$205,000","2021-04-15"
"","Donny Toia","RSL","2021","D","$200,000","$205,000","2021-09-30"
"","Zachary Brault-Guillard","MTL","2021","D","$170,000","$203,625","2021-04-15"
"","Zachary Brault-Guillard","MTL","2021","D","$170,000","$203,625","2021-09-30"
"","Clint Irwin","MIN","2023","GK","$190,000","$203,533","2023-04-30"
"","Clint Irwin","COL","2021","GK","$190,000","$203,300","2021-04-15"
"","Clint Irwin","COL","2021","GK","$190,000","$203,300","2021-09-30"
"","Tristan Blackmon","LAFC","2021","D","$193,000","$203,000","2021-04-15"
"","Tristan Blackmon","LAFC","2021","D","$193,000","$203,000","2021-09-30"
"","Aidan Morris","CLB","2023","M","$200,000","$202,000","2023-04-30"
"","Donovan Pines","DCU","2023","D","$200,000","$202,000","2023-04-30"
"","Pablo Sisniega","CLT","2022","GK","$180,000","$200,667","2022-04-15"
"","Pablo Sisniega","CLT","2022","GK","$180,000","$200,667","2022-09-02"
