"","Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"","Bakaye Dibassy","MIN","2022","D","$650,000","$743,125","2022-09-02"
"","Yeimar Gómez Andrade","SEA","2023","D","$672,732","$741,820","2023-04-30"
"","Nathan","SJE","2023","D","$700,000","$741,250","2023-04-30"
"","Jakob Glesnes","PHI","2022","D","$675,000","$739,063","2022-04-15"
"","Jakob Glesnes","PHI","2022","D","$675,000","$739,063","2022-09-02"
"","Miles Robinson","ATL","2022","D","$700,000","$737,500","2022-04-15"
"","Miles Robinson","ATL","2022","D","$700,000","$737,500","2022-09-02"
"","Jackson Yueill","SJE","2022","M","$700,000","$736,875","2022-04-15"
"","Jackson Yueill","SJE","2022","M","$700,000","$736,875","2022-09-02"
"","Maximiliano Urruti","ATX","2023","F","$700,000","$736,250","2023-04-30"
"","Kevin Molino","CLB","2023","F","$735,367","$735,367","2023-04-30"
"","Justen Glad","RSL","2022","D","$675,000","$735,031","2022-04-15"
"","Justen Glad","RSL","2022","D","$675,000","$735,031","2022-09-02"
"","Bryan Acosta","COL","2023","M","$675,000","$731,667","2023-04-30"
"","Júnior Urso","ORL","2021","M","$700,000","$730,000","2021-04-15"
"","Júnior Urso","ORL","2021","M","$700,000","$730,000","2021-09-30"
"","Oswaldo Alanís","SJE","2021","D","$630,000","$730,000","2021-04-15"
"","Oswaldo Alanís","SJE","2021","D","$630,000","$730,000","2021-09-30"
"","Sergio Santos","PHI","2021","F","$660,000","$728,500","2021-04-15"
"","Sergio Santos","PHI","2021","F","$660,000","$728,500","2021-09-30"
"","Mark Delgado","LAG","2022","M","$650,000","$726,250","2022-04-15"
"","Mark Delgado","LAG","2022","M","$650,000","$726,250","2022-09-02"
"","Jack Price","COL","2022","M","$662,500","$725,000","2022-04-15"
"","Jack Price","COL","2022","M","$662,500","$725,000","2022-09-02"
"","Dax McCarty","NSH","2021","M","$725,000","$725,000","2021-04-15"
"","Dax McCarty","NSH","2021","M","$725,000","$725,000","2021-09-30"
"","José Antonio Martínez","FCD","2022","D","$650,000","$723,000","2022-04-15"
"","José Antonio Martínez","FCD","2022","D","$650,000","$723,000","2022-09-02"
"","Yeimar Gómez Andrade","SEA","2022","D","$650,004","$719,092","2022-04-15"
"","Yeimar Gómez Andrade","SEA","2022","D","$650,004","$719,092","2022-09-02"
"","Bakaye Dibassy","MIN","2021","D","$625,000","$718,125","2021-04-15"
"","Bakaye Dibassy","MIN","2021","D","$625,000","$718,125","2021-09-30"
"","Danny Hoesen","ATX","2021","F","$650,000","$716,667","2021-04-15"
"","Danny Hoesen","ATX","2021","F","$650,000","$716,667","2021-09-30"
"","Danny Hoesen","ATX","2022","F","$650,000","$716,667","2022-04-15"
"","Danny Hoesen","ATX","2022","F","$650,000","$716,667","2022-09-02"
