,Date,Home,HG,Away,AG
665,2022-07-23,TOR,4,CLT,0
666,2022-07-23,NYC,2,MIA,0
667,2022-07-17,POR,1,VAN,1
668,2022-07-17,RSL,3,SKC,0
669,2022-07-17,SJE,1,HOU,2
670,2022-07-17,NSH,1,LAFC,2
671,2022-07-17,CLB,2,CIN,0
672,2022-07-17,NYRB,0,NYC,1
673,2022-07-17,ATL,1,ORL,1
674,2022-07-16,MIA,3,CLT,2
675,2022-07-16,COL,2,LAG,0
676,2022-07-16,FCD,1,ATX,1
677,2022-07-16,CHI,1,SEA,0
678,2022-07-16,MIN,2,DCU,0
679,2022-07-16,MTL,0,TOR,0
680,2022-07-16,PHI,2,NER,1
681,2022-07-13,LAG,2,SJE,3
682,2022-07-13,FCD,0,NYC,1
683,2022-07-13,COL,1,ORL,1
684,2022-07-13,NSH,1,SEA,0
685,2022-07-13,CHI,2,TOR,0
686,2022-07-13,DCU,2,CLB,2
687,2022-07-13,MIA,1,PHI,2
688,2022-07-13,MIN,0,SKC,1
689,2022-07-13,CIN,2,VAN,2
690,2022-07-13,ATL,2,RSL,1
691,2022-07-12,ATX,3,HOU,1
692,2022-07-09,ORL,0,MIA,0
693,2022-07-09,RSL,2,COL,2
694,2022-07-09,HOU,2,FCD,2
695,2022-07-09,CHI,2,CLB,3
696,2022-07-09,TOR,2,SJE,2
697,2022-07-09,MTL,1,SKC,2
698,2022-07-09,CIN,1,NYRB,1
699,2022-07-09,ATL,0,ATX,3
700,2022-07-09,CLT,4,NSH,1
701,2022-07-09,SEA,0,POR,3
702,2022-07-09,NYC,4,NER,2
703,2022-07-08,VAN,1,MIN,3
704,2022-07-08,LAFC,3,LAG,2
705,2022-07-08,PHI,7,DCU,0
706,2022-07-04,LAG,4,MTL,0
707,2022-07-04,COL,2,ATX,3
708,2022-07-04,FCD,1,MIA,1
709,2022-07-04,ORL,3,DCU,5
710,2022-07-03,SJE,2,CHI,1
711,2022-07-03,NSH,2,POR,2
712,2022-07-03,HOU,1,CLT,1
713,2022-07-03,MIN,3,RSL,2
714,2022-07-03,SKC,0,NYRB,1
715,2022-07-03,CLB,0,PHI,0
716,2022-07-03,NER,2,CIN,1
717,2022-07-03,NYC,2,ATL,2
718,2022-07-02,VAN,1,LAFC,0
719,2022-07-02,TOR,0,SEA,2
720,2022-06-30,NYRB,2,ATL,1
721,2022-06-30,CLT,0,ATX,1
722,2022-06-29,LAFC,3,FCD,1
723,2022-06-29,LAG,2,MIN,3
724,2022-06-29,POR,2,HOU,1
725,2022-06-29,SEA,1,MTL,2
726,2022-06-29,CHI,1,PHI,0
727,2022-06-29,CIN,4,NYC,4
728,2022-06-29,TOR,1,CLB,2
729,2022-06-26,VAN,0,NER,0
730,2022-06-26,PHI,2,NYC,1
731,2022-06-26,LAFC,2,NYRB,0
732,2022-06-25,POR,3,COL,0
733,2022-06-25,RSL,0,CLB,0
734,2022-06-25,ATX,2,FCD,2
735,2022-06-25,MIA,2,MIN,1
736,2022-06-25,HOU,2,CHI,0
737,2022-06-25,TOR,2,ATL,1
738,2022-06-25,MTL,2,CLT,1
739,2022-06-25,DCU,1,NSH,3
740,2022-06-25,SEA,3,SKC,0
741,2022-06-24,CIN,1,ORL,0
742,2022-06-19,NSH,1,SKC,2
743,2022-06-19,NYC,1,COL,1
744,2022-06-19,NER,2,MIN,1
745,2022-06-19,ATL,2,MIA,0
746,2022-06-18,RSL,2,SJE,0
747,2022-06-18,FCD,0,VAN,2
748,2022-06-18,CHI,1,DCU,0
749,2022-06-18,CLB,1,CLT,1
750,2022-06-18,MTL,0,ATX,1
751,2022-06-18,ORL,2,HOU,1
752,2022-06-18,PHI,1,CIN,1
753,2022-06-18,NYRB,2,TOR,0
754,2022-06-18,LAG,1,POR,1
755,2022-06-18,SEA,1,LAFC,1
756,2022-06-15,NER,1,ORL,1
757,2022-06-14,SEA,4,VAN,0
758,2022-06-12,SKC,1,NER,2
759,2022-06-11,NSH,0,SJE,0
760,2022-06-11,CLT,2,NYRB,0
761,2022-06-04,VAN,2,RSL,1
762,2022-05-29,SEA,2,CLT,1
763,2022-05-29,LAG,4,ATX,1
764,2022-05-28,RSL,3,HOU,0
765,2022-05-28,SKC,0,VAN,1
766,2022-05-28,COL,1,NSH,3
767,2022-05-28,MIA,2,POR,1
768,2022-05-28,MIN,0,NYC,1
769,2022-05-28,NER,1,PHI,1
770,2022-05-28,ORL,1,FCD,3
771,2022-05-28,MTL,4,CIN,3
772,2022-05-28,ATL,1,CLB,2
773,2022-05-28,NYRB,3,DCU,1
774,2022-05-28,TOR,3,CHI,2
775,2022-05-28,LAFC,3,SJE,2
776,2022-05-22,POR,0,PHI,2
777,2022-05-22,ATX,2,ORL,2
778,2022-05-22,COL,1,SEA,0
779,2022-05-22,LAG,0,HOU,3
780,2022-05-22,SJE,1,SKC,1
781,2022-05-22,FCD,1,MIN,2
782,2022-05-22,MIA,2,NYRB,0
783,2022-05-22,CLT,2,VAN,1
784,2022-05-22,NYC,1,CHI,0
785,2022-05-22,MTL,1,RSL,2
786,2022-05-21,NSH,2,ATL,2
787,2022-05-21,CIN,2,NER,3
788,2022-05-21,CLB,0,LAFC,2
789,2022-05-21,DCU,2,TOR,2
790,2022-05-18,SJE,3,POR,2
791,2022-05-18,LAFC,1,ATX,2
792,2022-05-18,VAN,2,FCD,1
793,2022-05-18,SKC,2,COL,1
794,2022-05-18,NSH,2,MTL,1
795,2022-05-18,HOU,0,SEA,1
796,2022-05-18,MIN,1,LAG,1
797,2022-05-18,PHI,0,MIA,0
798,2022-05-18,DCU,0,NYC,2
799,2022-05-18,NYRB,3,CHI,3
800,2022-05-15,SEA,3,MIN,1
801,2022-05-15,ATL,2,NER,2
802,2022-05-14,LAG,1,FCD,3
803,2022-05-14,POR,7,SKC,2
804,2022-05-14,RSL,2,ATX,1
805,2022-05-14,MIA,2,DCU,2
806,2022-05-14,HOU,2,NSH,0
807,2022-05-14,CHI,1,CIN,1
808,2022-05-14,PHI,1,NYRB,1
809,2022-05-14,NYC,2,CLB,0
810,2022-05-14,CLT,0,MTL,2
811,2022-05-14,VAN,3,SJE,3
812,2022-05-14,COL,2,LAFC,0
813,2022-05-14,TOR,0,ORL,1
814,2022-05-08,ATX,0,LAG,1
815,2022-05-08,NSH,2,RSL,0
816,2022-05-08,VAN,1,TOR,0
817,2022-05-07,LAFC,2,PHI,2
818,2022-05-07,SJE,1,COL,0
819,2022-05-07,FCD,2,SEA,0
820,2022-05-07,MIN,0,CIN,1
821,2022-05-07,NER,2,CLB,2
822,2022-05-07,DCU,2,HOU,0
823,2022-05-07,NYRB,1,POR,1
824,2022-05-07,NYC,0,SKC,0
825,2022-05-07,ATL,4,CHI,1
826,2022-05-07,MTL,4,ORL,1
827,2022-05-07,CLT,1,MIA,0
828,2022-05-04,CIN,2,TOR,0
829,2022-05-01,LAFC,2,MIN,0
830,2022-05-01,NSH,1,PHI,1
831,2022-05-01,NYC,3,SJE,0
832,2022-04-30,COL,2,POR,0
833,2022-04-30,SKC,2,FCD,2
834,2022-04-30,CHI,1,NYRB,2
835,2022-04-30,ORL,2,CLT,1
836,2022-04-30,NER,2,MIA,0
837,2022-04-30,CLB,3,DCU,0
838,2022-04-30,MTL,2,ATL,1
839,2022-04-30,RSL,1,LAG,0
840,2022-04-30,TOR,1,CIN,2
841,2022-04-30,HOU,1,ATX,2
842,2022-04-24,CIN,1,LAFC,2
843,2022-04-24,NYC,5,TOR,4
844,2022-04-24,ORL,0,NYRB,3
845,2022-04-24,MIA,2,ATL,1
846,2022-04-23,LAG,1,NSH,0
847,2022-04-23,SJE,4,SEA,3
848,2022-04-23,POR,0,RSL,0
849,2022-04-23,COL,0,CLT,0
850,2022-04-23,SKC,0,CLB,0
851,2022-04-23,ATX,3,VAN,0
852,2022-04-23,DCU,3,NER,2
853,2022-04-23,MIN,3,CHI,0
854,2022-04-23,PHI,1,MTL,1
855,2022-04-23,FCD,2,HOU,1
856,2022-04-17,LAFC,3,SKC,0
857,2022-04-17,NYC,6,RSL,0
858,2022-04-16,SEA,0,MIA,1
859,2022-04-16,DCU,2,ATX,3
860,2022-04-16,MIN,3,COL,1
861,2022-04-16,CHI,0,LAG,0
862,2022-04-16,NER,2,CLT,1
863,2022-04-16,CLB,0,ORL,2
864,2022-04-16,TOR,2,PHI,1
865,2022-04-16,NYRB,0,FCD,0
866,2022-04-16,ATL,0,CIN,0
867,2022-04-16,HOU,0,POR,0
868,2022-04-16,SJE,2,NSH,2
869,2022-04-16,MTL,2,VAN,1
870,2022-04-10,ATX,1,MIN,0
871,2022-04-10,CLT,1,ATL,0
872,2022-04-09,VAN,2,POR,3
873,2022-04-09,FCD,3,COL,1
874,2022-04-09,SKC,1,NSH,2
875,2022-04-09,HOU,4,SJE,3
876,2022-04-09,RSL,2,TOR,2
877,2022-04-09,LAG,2,LAFC,1
878,2022-04-09,PHI,0,CLB,0
879,2022-04-09,NYRB,1,MTL,2
880,2022-04-09,MIA,3,NER,2
881,2022-04-09,ORL,1,CHI,0
882,2022-04-03,POR,1,LAG,2
883,2022-04-02,MIA,1,HOU,3
884,2022-04-02,COL,1,RSL,1
885,2022-04-02,MIN,1,SEA,1
886,2022-04-02,VAN,1,SKC,0
887,2022-04-02,DCU,0,ATL,1
888,2022-04-02,SJE,2,ATX,2
889,2022-04-02,ORL,2,LAFC,4
890,2022-04-02,NER,0,NYRB,0
891,2022-04-02,PHI,2,CLT,0
892,2022-04-02,CLB,0,NSH,1
893,2022-04-02,CIN,2,MTL,4
894,2022-04-02,TOR,1,NYC,1
895,2022-04-02,CHI,0,FCD,0
896,2022-03-27,POR,1,ORL,1
897,2022-03-26,SKC,1,RSL,0
898,2022-03-26,CLT,2,CIN,0
899,2022-03-20,LAFC,3,VAN,1
900,2022-03-20,ATX,1,SEA,1
901,2022-03-20,NYRB,1,CLB,1
902,2022-03-19,RSL,2,NSH,1
903,2022-03-19,HOU,1,COL,1
904,2022-03-19,FCD,4,POR,1
905,2022-03-19,MIN,1,SJE,0
906,2022-03-19,CLT,3,NER,1
907,2022-03-19,CHI,3,SKC,1
908,2022-03-19,ATL,3,MTL,3
909,2022-03-19,LAG,0,ORL,1
910,2022-03-19,TOR,2,DCU,1
911,2022-03-19,NYC,0,PHI,2
912,2022-03-19,CIN,3,MIA,1
913,2022-03-13,NYRB,0,MIN,1
914,2022-03-13,ATL,2,CLT,1
915,2022-03-12,POR,1,ATX,0
916,2022-03-12,COL,2,SKC,0
917,2022-03-12,FCD,2,NSH,0
918,2022-03-12,NER,2,RSL,3
919,2022-03-12,ORL,1,CIN,2
920,2022-03-12,PHI,2,SJE,0
921,2022-03-12,DCU,0,CHI,2
922,2022-03-12,HOU,2,VAN,1
923,2022-03-12,SEA,3,LAG,2
924,2022-03-12,MIA,0,LAFC,2
925,2022-03-12,CLB,2,TOR,1
926,2022-03-12,NYC,4,MTL,1
927,2022-03-06,LAFC,1,POR,1
928,2022-03-06,ATX,5,MIA,1
929,2022-03-05,CLT,0,LAG,1
930,2022-03-05,MIN,1,NSH,1
931,2022-03-05,RSL,1,SEA,0
932,2022-03-05,VAN,0,NYC,0
933,2022-03-05,COL,3,ATL,0
934,2022-03-05,CIN,0,DCU,1
935,2022-03-05,CHI,0,ORL,0
936,2022-03-05,SJE,3,CLB,3
937,2022-03-05,MTL,1,PHI,2
938,2022-03-05,SKC,1,HOU,0
939,2022-03-05,TOR,1,NYRB,4
940,2022-03-05,NER,1,FCD,0
941,2022-02-27,SEA,0,NSH,1
942,2022-02-27,HOU,0,RSL,0
943,2022-02-27,LAG,1,NYC,0
944,2022-02-27,ATL,3,SKC,1
945,2022-02-27,ORL,2,MTL,0
946,2022-02-26,POR,2,NER,2
947,2022-02-26,SJE,1,NYRB,3
948,2022-02-26,ATX,4,CIN,0
949,2022-02-26,MIA,0,CHI,0
950,2022-02-26,DCU,3,CLT,0
951,2022-02-26,FCD,1,TOR,1
952,2022-02-26,LAFC,3,COL,0
953,2022-02-26,CLB,4,VAN,0
954,2022-02-26,PHI,1,MIN,1
955,2021-11-07,LAG,3,MIN,2
956,2021-11-07,POR,3,ATX,0
957,2021-11-07,COL,5,LAFC,2
958,2021-11-07,VAN,1,SEA,1
959,2021-11-07,SJE,1,FCD,1
960,2021-11-07,SKC,0,RSL,1
961,2021-11-07,NYC,1,PHI,1
962,2021-11-07,TOR,1,DCU,3
963,2021-11-07,CIN,1,ATL,2
964,2021-11-07,NSH,1,NYRB,1
965,2021-11-07,MTL,0,ORL,2
966,2021-11-07,CLB,2,CHI,0
967,2021-11-07,NER,0,MIA,1
968,2021-11-03,RSL,1,POR,2
969,2021-11-03,ATX,3,SKC,1
970,2021-11-03,NYRB,0,ATL,0
971,2021-11-03,MTL,2,HOU,0
972,2021-11-02,LAFC,1,VAN,1
973,2021-11-01,SEA,1,LAG,1
974,2021-10-31,PHI,2,CIN,0
975,2021-10-31,ORL,1,NSH,1
976,2021-10-31,HOU,0,COL,1
977,2021-10-31,MIN,2,SKC,1
978,2021-10-30,FCD,2,ATX,1
979,2021-10-30,DCU,1,CLB,3
980,2021-10-30,ATL,1,TOR,1
981,2021-10-30,NYRB,1,MTL,0
982,2021-10-30,RSL,3,SJE,4
983,2021-10-30,MIA,1,NYC,3
984,2021-10-27,POR,2,SJE,0
985,2021-10-27,VAN,1,MIN,1
986,2021-10-27,SKC,2,LAG,0
987,2021-10-27,FCD,1,RSL,2
988,2021-10-27,DCU,1,NYRB,0
989,2021-10-27,NYC,1,CHI,0
990,2021-10-27,TOR,1,PHI,2
991,2021-10-27,CLB,3,ORL,2
992,2021-10-27,ATL,2,MIA,1
993,2021-10-27,CIN,2,NSH,6
994,2021-10-27,NER,1,COL,0
995,2021-10-26,LAFC,3,SEA,0
996,2021-10-24,ORL,2,NER,2
997,2021-10-24,ATX,1,HOU,0
998,2021-10-23,SJE,1,VAN,1
999,2021-10-23,LAG,2,FCD,2
1000,2021-10-23,COL,2,POR,0
1001,2021-10-23,MIA,5,CIN,1
1002,2021-10-23,CHI,1,RSL,0
1003,2021-10-23,MIN,1,LAFC,1
1004,2021-10-23,NYC,6,DCU,0
1005,2021-10-23,TOR,1,MTL,1
1006,2021-10-23,PHI,1,NSH,0
1007,2021-10-23,CLB,1,NYRB,2
1008,2021-10-23,SEA,1,SKC,2
1009,2021-10-20,SJE,4,ATX,0
1010,2021-10-20,POR,2,VAN,3
1011,2021-10-20,COL,1,SEA,1
1012,2021-10-20,HOU,0,LAG,2
1013,2021-10-20,NSH,1,CLB,1
1014,2021-10-20,FCD,2,LAFC,3
1015,2021-10-20,MIN,3,PHI,2
1016,2021-10-20,CIN,3,CHI,4
1017,2021-10-20,DCU,2,NER,3
1018,2021-10-20,MIA,2,TOR,0
1019,2021-10-20,ORL,1,MTL,1
1020,2021-10-20,ATL,1,NYC,1
1021,2021-10-17,VAN,2,SKC,1
1022,2021-10-17,NYRB,1,NYC,0
1023,2021-10-16,LAG,2,POR,1
1024,2021-10-16,RSL,3,COL,1
1025,2021-10-16,ATX,0,MIN,1
1026,2021-10-16,HOU,2,SEA,1
1027,2021-10-16,CIN,0,ORL,1
1028,2021-10-16,DCU,0,NSH,0
1029,2021-10-16,TOR,0,ATL,2
1030,2021-10-16,NER,2,CHI,2
1031,2021-10-16,CLB,3,MIA,0
1032,2021-10-16,LAFC,3,SJE,1
1033,2021-10-16,MTL,2,PHI,1
1034,2021-10-10,MIN,1,COL,3
1035,2021-10-09,SEA,4,VAN,1
1036,2021-10-09,CIN,1,PHI,2
1037,2021-10-09,NYRB,1,MIA,0
1038,2021-10-03,SEA,3,COL,0
1039,2021-10-03,LAG,1,LAFC,1
1040,2021-10-03,POR,1,MIA,0
1041,2021-10-03,SKC,4,HOU,2
1042,2021-10-03,TOR,3,CHI,1
1043,2021-10-03,PHI,3,CLB,0
1044,2021-10-03,NYC,0,NSH,0
1045,2021-10-02,VAN,3,SJE,0
1046,2021-10-02,FCD,0,MIN,0
1047,2021-10-02,CIN,0,NYRB,1
1048,2021-10-02,ORL,2,DCU,1
1049,2021-10-02,MTL,2,ATL,1
1050,2021-10-02,ATX,2,RSL,1
1051,2021-09-29,SJE,0,SEA,3
1052,2021-09-29,LAFC,1,POR,2
1053,2021-09-29,RSL,2,LAG,1
1054,2021-09-29,COL,3,ATX,0
1055,2021-09-29,HOU,0,VAN,0
1056,2021-09-29,NSH,2,ORL,1
1057,2021-09-29,CHI,2,NYC,0
1058,2021-09-29,FCD,1,SKC,3
1059,2021-09-29,MTL,1,NER,3
1060,2021-09-29,NYRB,1,PHI,1
1061,2021-09-29,DCU,3,MIN,1
1062,2021-09-29,ATL,1,MIA,0
1063,2021-09-29,TOR,3,CIN,2
1064,2021-09-26,ATX,2,LAG,0
1065,2021-09-26,SKC,1,SEA,2
1066,2021-09-26,CHI,0,NSH,0
1067,2021-09-25,POR,6,RSL,1
1068,2021-09-25,SJE,2,LAFC,0
1069,2021-09-25,VAN,1,FCD,0
1070,2021-09-25,NYC,0,NYRB,1
1071,2021-09-25,COL,0,TOR,0
1072,2021-09-25,MIN,2,HOU,0
1073,2021-09-25,CLB,2,MTL,1
1074,2021-09-25,DCU,4,CIN,2
1075,2021-09-25,NER,1,ORL,1
1076,2021-09-25,PHI,1,ATL,0
1077,2021-09-22,CHI,2,NER,3
1078,2021-09-22,NYRB,1,NYC,1
1079,2021-09-22,MIA,1,NSH,5
1080,2021-09-19,COL,1,VAN,1
1081,2021-09-19,POR,2,LAFC,1
1082,2021-09-19,PHI,3,ORL,1
1083,2021-09-19,MTL,1,CHI,0
1084,2021-09-18,RSL,1,SEA,0
1085,2021-09-18,HOU,3,FCD,2
1086,2021-09-18,ATX,3,SJE,4
1087,2021-09-18,MIN,3,LAG,0
1088,2021-09-18,CIN,1,NYC,2
1089,2021-09-18,TOR,2,NSH,1
1090,2021-09-18,NER,1,CLB,1
1091,2021-09-18,ATL,3,DCU,2
1092,2021-09-17,MIA,0,NYRB,4
1093,2021-09-15,LAG,1,HOU,1
1094,2021-09-15,SJE,3,RSL,4
1095,2021-09-15,POR,2,COL,2
1096,2021-09-15,ATX,1,LAFC,2
1097,2021-09-15,SKC,4,MIN,0
1098,2021-09-15,DCU,3,CHI,0
1099,2021-09-15,ORL,2,MTL,4
1100,2021-09-15,ATL,4,CIN,0
1101,2021-09-14,TOR,0,MIA,1
1102,2021-09-14,CLB,2,NYRB,1
1103,2021-09-14,NYC,3,FCD,3
1104,2021-09-12,LAFC,2,RSL,2
1105,2021-09-11,SKC,2,CHI,0
1106,2021-09-11,FCD,1,SJE,1
1107,2021-09-11,HOU,3,ATX,0
1108,2021-09-11,MIA,1,CLB,0
1109,2021-09-11,MTL,0,NSH,1
1110,2021-09-11,CIN,2,TOR,0
1111,2021-09-11,NYRB,1,DCU,1
1112,2021-09-11,NER,2,NYC,1
1113,2021-09-11,SEA,1,MIN,0
1114,2021-09-11,COL,1,LAG,1
1115,2021-09-10,VAN,0,POR,0
1116,2021-09-10,ATL,2,ORL,0
1117,2021-09-04,SJE,0,COL,1
1118,2021-09-04,CIN,0,MIA,1
1119,2021-09-04,RSL,3,FCD,2
1120,2021-09-04,ORL,3,CLB,1
1121,2021-09-04,VAN,2,ATX,1
1122,2021-09-03,LAFC,4,SKC,0
1123,2021-09-03,HOU,0,POR,2
1124,2021-09-03,NSH,2,NYC,1
1125,2021-09-03,PHI,0,NER,1
1126,2021-08-29,SEA,0,POR,2
1127,2021-08-29,VAN,3,RSL,1
1128,2021-08-29,ATX,3,FCD,5
1129,2021-08-28,HOU,1,MIN,2
1130,2021-08-28,SKC,1,COL,1
1131,2021-08-28,DCU,3,PHI,0
1132,2021-08-28,NYC,2,NER,0
1133,2021-08-28,LAFC,3,LAG,3
1134,2021-08-28,NYRB,0,CHI,1
1135,2021-08-28,ATL,0,NSH,2
1136,2021-08-27,ORL,0,MIA,0
1137,2021-08-27,MTL,3,TOR,1
1138,2021-08-27,CLB,3,CIN,2
1139,2021-08-21,VAN,2,LAFC,1
1140,2021-08-21,COL,2,RSL,1
1141,2021-08-21,ATX,3,POR,1
1142,2021-08-21,ORL,1,CHI,0
1143,2021-08-21,HOU,2,FCD,2
1144,2021-08-21,PHI,1,MTL,1
1145,2021-08-21,MIA,3,TOR,0
1146,2021-08-21,DCU,1,ATL,2
1147,2021-08-21,NER,4,CIN,1
1148,2021-08-21,CLB,1,SEA,2
1149,2021-08-21,MIN,0,SKC,0
1150,2021-08-20,LAG,1,SJE,1
1151,2021-08-18,RSL,2,HOU,1
1152,2021-08-18,ATX,1,VAN,2
1153,2021-08-18,NSH,1,ORL,1
1154,2021-08-18,SKC,1,POR,1
1155,2021-08-18,FCD,0,SEA,1
1156,2021-08-18,NYRB,1,CLB,0
1157,2021-08-18,MIA,3,CHI,2
1158,2021-08-18,PHI,1,NYC,0
1159,2021-08-18,CIN,0,MTL,0
1160,2021-08-18,ATL,1,TOR,0
1161,2021-08-18,NER,3,DCU,2
1162,2021-08-17,SJE,0,MIN,1
1163,2021-08-17,LAG,1,COL,2
1164,2021-08-15,POR,2,SEA,6
1165,2021-08-15,NSH,5,DCU,2
1166,2021-08-15,CHI,1,CLB,0
1167,2021-08-15,ATL,1,LAFC,0
1168,2021-08-14,RSL,1,ATX,0
1169,2021-08-14,FCD,0,SKC,2
1170,2021-08-14,HOU,1,COL,3
1171,2021-08-14,TOR,1,NER,2
1172,2021-08-14,NYC,2,MIA,0
1173,2021-08-14,MTL,2,NYRB,1
1174,2021-08-14,MIN,0,LAG,1
1175,2021-08-13,SJE,0,VAN,0
1176,2021-08-08,LAG,1,VAN,1
1177,2021-08-08,DCU,2,MTL,1
1178,2021-08-08,SJE,2,LAFC,0
1179,2021-08-08,NER,2,PHI,1
1180,2021-08-08,CHI,2,NYRB,1
1181,2021-08-08,MIA,2,NSH,1
1182,2021-08-07,POR,3,RSL,2
1183,2021-08-07,COL,0,SKC,0
1184,2021-08-07,FCD,2,ATX,0
1185,2021-08-07,TOR,2,NYC,2
1186,2021-08-07,MIN,2,HOU,0
1187,2021-08-07,CLB,2,ATL,3
1188,2021-08-07,CIN,1,ORL,1
1189,2021-08-04,LAG,1,RSL,0
1190,2021-08-04,POR,1,SJE,1
1191,2021-08-04,LAFC,1,SKC,4
1192,2021-08-04,SEA,1,FCD,1
1193,2021-08-04,ATX,3,HOU,2
1194,2021-08-04,CHI,0,NYC,0
1195,2021-08-04,ORL,1,MIA,1
1196,2021-08-04,NYRB,0,CIN,0
1197,2021-08-04,MTL,2,ATL,2
1198,2021-08-04,PHI,3,TOR,0
1199,2021-08-04,CLB,2,DCU,4
1200,2021-08-04,NER,0,NSH,0
1201,2021-08-01,TOR,1,NSH,1
1202,2021-08-01,PHI,1,CHI,1
1203,2021-07-31,VAN,2,MIN,2
1204,2021-07-31,ATX,0,COL,1
1205,2021-07-31,SKC,1,FCD,2
1206,2021-07-31,HOU,0,RSL,0
1207,2021-07-31,MIA,2,MTL,1
1208,2021-07-31,CIN,0,DCU,0
1209,2021-07-31,NYRB,2,NER,3
1210,2021-07-31,SEA,0,SJE,1
1211,2021-07-30,LAG,4,POR,1
1212,2021-07-30,ORL,3,ATL,2
1213,2021-07-30,NYC,4,CLB,1
1214,2021-07-28,LAFC,2,MIN,2
1215,2021-07-25,SEA,1,SKC,3
1216,2021-07-25,DCU,1,NYRB,0
1217,2021-07-25,MIA,1,PHI,1
1218,2021-07-25,NER,2,MTL,1
1219,2021-07-25,NYC,5,ORL,0
1220,2021-07-24,LAFC,2,VAN,2
1221,2021-07-24,SJE,0,HOU,1
1222,2021-07-24,RSL,2,COL,0
1223,2021-07-24,FCD,4,LAG,0
1224,2021-07-24,NSH,3,CIN,0
1225,2021-07-24,MIN,2,POR,1
1226,2021-07-24,CHI,1,TOR,2
1227,2021-07-24,ATL,0,CLB,1
1228,2021-07-22,ATX,0,SEA,1
1229,2021-07-22,ORL,2,PHI,1
1230,2021-07-21,POR,2,LAFC,1
1231,2021-07-21,RSL,2,LAG,2
1232,2021-07-21,COL,2,FCD,0
1233,2021-07-21,SKC,1,SJE,1
1234,2021-07-21,CHI,1,DCU,2
1235,2021-07-21,CIN,1,ATL,1
1236,2021-07-21,MIA,0,NER,5
1237,2021-07-21,CLB,0,NSH,0
1238,2021-07-21,TOR,1,NYRB,1
1239,2021-07-21,NYC,1,MTL,0
1240,2021-07-20,VAN,0,HOU,0
1241,2021-07-18,MIN,1,SEA,0
1242,2021-07-17,LAFC,2,RSL,1
1243,2021-07-17,POR,1,FCD,0
1244,2021-07-17,VAN,2,LAG,1
1245,2021-07-17,COL,1,SJE,1
1246,2021-07-17,NSH,5,CHI,1
1247,2021-07-17,CLB,2,NYC,1
1248,2021-07-17,MTL,5,CIN,4
1249,2021-07-17,TOR,1,ORL,1
1250,2021-07-17,PHI,2,DCU,1
1251,2021-07-17,ATL,0,NER,1
1252,2021-07-09,CIN,2,CLB,2
1253,2021-07-08,NYRB,1,PHI,1
1254,2021-07-08,NSH,2,ATL,2
1255,2021-07-07,LAG,3,FCD,1
1256,2021-07-07,VAN,0,RSL,4
1257,2021-07-07,ATX,0,LAFC,2
1258,2021-07-07,SEA,2,HOU,0
1259,2021-07-07,COL,2,MIN,0
1260,2021-07-07,CHI,3,ORL,1
1261,2021-07-07,MTL,2,NYC,1
1262,2021-07-07,NER,2,TOR,3
1263,2021-07-04,LAG,0,SKC,2
1264,2021-07-04,COL,1,SEA,1
1265,2021-07-04,FCD,1,VAN,2
1266,2021-07-03,RSL,0,LAFC,1
1267,2021-07-03,HOU,1,CIN,1
1268,2021-07-03,NSH,1,PHI,0
1269,2021-07-03,MIN,2,SJE,2
1270,2021-07-03,CHI,3,ATL,0
1271,2021-07-03,MTL,1,MIA,0
1272,2021-07-03,ORL,1,NYRB,2
1273,2021-07-03,DCU,6,TOR,1
1274,2021-07-03,CLB,1,NER,2
1275,2021-07-01,ATX,4,POR,1
1276,2021-06-27,FCD,2,NER,1
1277,2021-06-27,ATX,0,CLB,0
1278,2021-06-27,NYC,2,DCU,1
1279,2021-06-27,ATL,0,NYRB,0
1280,2021-06-26,POR,0,MIN,1
1281,2021-06-26,SJE,1,LAG,2
1282,2021-06-26,SEA,2,VAN,2
1283,2021-06-26,NSH,1,MTL,1
1284,2021-06-26,CHI,2,PHI,2
1285,2021-06-26,RSL,1,HOU,1
1286,2021-06-26,TOR,0,CIN,2
1287,2021-06-26,SKC,2,LAFC,1
1288,2021-06-25,MIA,1,ORL,2
1289,2021-06-23,LAFC,2,FCD,0
1290,2021-06-23,VAN,1,LAG,2
1291,2021-06-23,SEA,2,RSL,1
1292,2021-06-23,NSH,3,TOR,2
1293,2021-06-23,SKC,3,COL,1
1294,2021-06-23,HOU,2,POR,2
1295,2021-06-23,MIN,2,ATX,0
1296,2021-06-23,MTL,0,DCU,0
1297,2021-06-23,CHI,0,CIN,1
1298,2021-06-23,PHI,1,CLB,0
1299,2021-06-23,NYC,1,ATL,0
1300,2021-06-23,NER,3,NYRB,2
1301,2021-06-22,ORL,5,SJE,0
1302,2021-06-20,ATL,1,PHI,2
1303,2021-06-19,LAFC,1,HOU,1
1304,2021-06-19,POR,2,SKC,1
1305,2021-06-19,ATX,0,SJE,0
1306,2021-06-19,LAG,1,SEA,2
1307,2021-06-19,FCD,1,MIN,1
1308,2021-06-19,DCU,1,MIA,0
1309,2021-06-19,NYC,2,NER,3
1310,2021-06-19,TOR,2,ORL,3
1311,2021-06-19,CIN,0,COL,2
1312,2021-06-19,CLB,2,CHI,0
1313,2021-06-18,RSL,3,VAN,1
1314,2021-06-18,NYRB,2,NSH,0
1315,2021-06-12,SKC,1,ATX,1
1316,2021-05-30,SEA,0,ATX,0
1317,2021-05-30,PHI,3,POR,0
