,Player_ID,Season,Base Salary,Guaranteed Compensation
5821,Ethan-Zubak-2023-1,2023,195000,209000
5826,Luis-Silva-2017-1,2017,200004,208671
5828,Jason-Hernandez-2013-1,2013,205000,208333
5832,Teal-Bunbury-2013-1,2013,110000,208000
5835,Derrick-Jones-2022-1,2022,185000,207969
5837,Mohamed-El-Munir-2019-1,2019,185000,207667
5838,Nicolai-Næss-2016-1,2016,200004,207504
5839,A.J.-DeLaGarza-2018-1,2018,200000,207500
5841,Felipe-2015-1,2015,175000,207500
5843,John-Stiven-Mendoza-2016-1,2016,207276,207276
5845,Alvas-Powell-2023-1,2023,190000,207000
5847,Christopher-Gloster-2021-1,2021,197000,207000
5849,Felipe-Hernandez-2023-1,2023,175000,207000
5855,Tom-Barlow-2023-1,2023,195000,206625
5857,Dominique-Badji-2019-1,2019,200000,206250
5858,Robert-Earnshaw-2014-1,2014,204000,206250
5859,Stefan-Frei-2016-1,2016,200000,206250
5862,Brek-Shea-2022-1,2022,182000,206100
5864,Tony-Beltran-2015-1,2015,195000,205950
5866,Todd-Dunivant-2015-1,2015,185000,205750
5868,Kemar-Lawrence-2016-1,2016,100000,205600
5869,Kemar-Lawrence-2017-1,2017,100000,205600
5871,Robbie-Findley-2013-1,2013,175000,205500
5875,Robinho-2020-1,2020,198000,205500
5876,Carlos-Terán-2021-1,2021,150000,205440
5878,Axel-Sjöberg-2020-1,2020,200004,205004
5879,Diego-Fagundez-2019-1,2019,185000,205000
5880,Scott-Caldwell-2022-1,2022,200000,205000
5882,Miles-Robinson-2018-1,2018,135000,205000
5884,Walker-Zimmerman-2017-1,2017,205000,205000
5887,Donny-Toia-2021-1,2021,200000,205000
5889,Lionard-Pajoy-2013-1,2013,190000,205000
5892,Joel-Lindpere-2013-1,2013,180000,205000
5895,Patrice-Bernier-2014-1,2014,165000,205000
5897,Vytautas-Andriuskevicius-2016-1,2016,184992,204992
5898,Juan-Esteban-Ortiz-2016-1,2016,160000,204500
5900,Álvaro-Rey-2013-1,2013,180000,204450
5903,Doneil-Henry-2019-1,2019,190008,204242
5905,Aníbal-Godoy-2015-1,2015,204000,204000
5906,Eric-Alexander-2017-1,2017,190000,203750
5908,Zachary-Brault-Guillard-2021-1,2021,170000,203625
5910,Clint-Irwin-2023-1,2023,190000,203533
5912,John-Goossens-2016-1,2016,200000,203333
5913,Alexander-Callens-2017-1,2017,180000,203333
5914,Clint-Irwin-2021-1,2021,190000,203300
5916,Tosaint-Ricketts-2018-1,2018,190008,203175
5918,Jeremy-Ebobisse-2018-1,2018,140000,203000
5920,João-Moutinho-2019-1,2019,140000,203000
5921,Tristan-Blackmon-2021-1,2021,193000,203000
5927,A.J.-DeLaGarza-2015-1,2015,200000,202500
5929,Sam-Cronin-2015-1,2015,200000,202500
5931,Erik-Friberg-2015-1,2015,180000,202500
5933,Jackson-2014-1,2014,150000,202500
5935,Armando-Cooper-2017-1,2017,189000,202333
5937,Julio-César-2014-1,2014,192000,202000
5940,Donovan-Pines-2023-1,2023,200000,202000
5942,Miles-Robinson-2019-1,2019,145000,201250
5944,Andreas-Ivanschitz-2015-1,2015,180000,201250
5945,Kendall-Waston-2014-1,2014,199992,201242
5946,Pablo-Ruiz-2018-1,2018,180000,201000
5948,Scott-Caldwell-2020-1,2020,190000,200896
5949,Pablo-Sisniega-2022-1,2022,180000,200667
5951,Marvell-Wynne-2015-1,2015,190000,200625
5952,Jonathan-Osorio-2017-1,2017,191763,200237
5954,Julio-Cascante-2020-1,2020,200004,200004
5955,Lawrence-Olum-2018-1,2018,185004,200004
5957,Jonathan-Klinsmann-2023-1,2023,200004,200004
5959,Gonzalo-Verón-2015-1,2015,200004,200004
5960,Andoni-Iraola-2015-1,2015,200004,200004
5962,Andoni-Iraola-2016-1,2016,200004,200004
5964,Marlon-Hairston-2020-1,2020,200004,200004
5966,Maximiliano-Urruti-2014-1,2014,200000,200000
5968,Maximiliano-Urruti-2015-1,2015,200000,200000
5970,Héctor-Jiménez-2019-1,2019,200000,200000
5971,Josh-Williams-2018-1,2018,200000,200000
5973,Yangel-Herrera-2018-1,2018,200000,200000
5975,Dillon-Powers-2019-1,2019,200000,200000
5976,Jeisson-Vargas-2018-1,2018,200000,200000
5978,Michael-Barrios-2017-1,2017,200000,200000
5979,Danilo-Silva-2019-1,2019,200000,200000
5980,Ben-Sweat-2019-1,2019,200000,200000
5981,Giles-Barnes-2018-1,2018,200000,200000
5988,Ronald-Matarrita-2017-1,2017,175000,200000
5990,Juninho-Pernambucano-2013-1,2013,200000,200000
5991,Joe-Bendik-2020-1,2020,200000,200000
5992,Joe-Bendik-2021-1,2021,200000,200000
5994,Emmanuel-Boateng-2021-1,2021,200000,200000
5999,Héctor-Jiménez-2020-1,2020,200000,200000
6000,Héctor-Jiménez-2022-1,2022,200000,200000
6002,Yura-Movsisyan-2016-1,2016,200000,200000
6004,Matías-Laba-2013-1,2013,200000,200000
6007,Claudio-Bieler-2013-1,2013,200000,200000
6013,Soni-Mustivar-2016-1,2016,200000,200000
6015,Soni-Mustivar-2017-1,2017,200000,200000
6019,Jalil-Anibaba-2021-1,2021,200000,200000
6021,Will-Bruin-2023-1,2023,200000,200000
6024,Tanner-Beason-2022-1,2022,200000,200000
6026,Shea-Salinas-2018-1,2018,200000,200000
6028,Joseph-Mora-2022-1,2022,200000,200000
6032,Roy-Miller-2014-1,2014,200000,200000
6034,Roy-Miller-2015-1,2015,200000,200000
6037,Quentin-Westberg-2023-1,2023,200000,200000
6039,Andy-Najar-2020-1,2020,200000,200000
6041,Bobby-Boswell-2015-1,2015,200000,200000
6043,Rodrigo-Schlegel-2022-1,2022,200000,200000
6047,Ben-Sweat-2022-1,2022,200000,200000
6049,Khiry-Shelton-2020-1,2020,200000,200000
6050,Fabian-Espindola-2016-1,2016,200000,200000
6051,James-Sands-2021-1,2021,150000,200000
6055,Hendry-Thomas-2013-1,2013,180000,200000
6058,David-Milinkovic-2020-1,2020,180000,200000
6059,Dilly-Duka-2015-1,2015,175000,200000
6061,Matt-Turner-2020-1,2020,200000,200000
6062,Dylan-Nealis-2022-1,2022,175000,200000
6064,Stefan-Frei-2013-1,2013,145000,200000
6067,Zac-MacMath-2020-1,2020,200000,200000
6068,Zac-MacMath-2021-1,2021,200000,200000
6070,Zac-MacMath-2022-1,2022,200000,200000
6073,Tommy-McNamara-2018-1,2018,200000,200000
6075,Jacori-Hayes-2022-1,2022,190000,199833
6077,Thiago-Andrade-2021-1,2021,180000,199600
6079,Thiago-Andrade-2022-1,2022,180000,199600
6081,Markus-Holgersson-2013-1,2013,199500,199500
6085,Justin-Mapp-2015-1,2015,186725,199225
6087,Waylon-Francis-2019-1,2019,160000,199167
6089,Mauricio-Pineda-2021-1,2021,175000,198875
6091,Cristián-Maidana-2014-1,2014,185000,198750
6093,Erik-Hurtado-2020-1,2020,192500,198750
6094,Joseph-Mora-2021-1,2021,184000,198600
6096,Andrew-Farrell-2015-1,2015,117500,198500
6098,Róbert-Orri-Thorkelsson-2023-1,2023,175000,198500
6100,Tally-Hall-2013-1,2013,185000,198500
6103,Adrian-Winter-2015-1,2015,180000,198333
6104,Adrian-Winter-2016-1,2016,180000,198333
6105,Kevon-Lambert-2023-1,2023,180000,198150
6106,Gyasi-Zardes-2014-1,2014,125000,198000
6109,Nkosi-Burgess-2022-1,2022,197950,197950
6111,Logan-Pause-2013-1,2013,180000,197833
6114,David-Bingham-2017-1,2017,190000,197750
6116,Mike-Grella-2018-1,2018,195300,197550
6118,Steven-Beitashour-2015-1,2015,190000,197167
6120,Miguel-Ángel-Navarro-2021-1,2021,150000,197000
6121,Ema-Twumasi-2019-1,2019,150000,196900
6123,Sean-Nealis-2022-1,2022,175000,196875
6126,Zach-Loyd-2015-1,2015,175000,196667
6128,Alan-Gordon-2013-1,2013,175000,196667
6131,Waylon-Francis-2018-1,2018,165000,196042
6132,Jackson-Yueill-2018-1,2018,135000,196000
6135,Dagur-Dan-Thórhallsson-2023-1,2023,160000,195500
6137,Kofi-Sarkodie-2014-1,2014,150000,195500
6139,Dan-Kennedy-2016-1,2016,180000,195400
6143,Raymon-Gaddis-2020-1,2020,195000,195000
6144,Chance-Myers-2015-1,2015,170000,195000
6146,Fredy-Montero-2023-1,2023,195000,195000
6148,Eddie-Gaven-2013-1,2013,190000,195000
6151,Tony-Tchani-2015-1,2015,170000,195000
6153,Jacob-Shaffelburg-2023-1,2023,150000,195000
6155,Axel-Sjöberg-2018-1,2018,189996,194996
6157,Jack-Jewsbury-2013-1,2013,185000,194750
6160,Jermaine-Taylor-2014-1,2014,185000,194500
6164,Tyrone-Mears-2018-1,2018,194256,194256
6165,Dan-Kennedy-2013-1,2013,192500,194167
6167,Jordy-Delem-2021-1,2021,175000,194000
6169,Kevin-Alston-2013-1,2013,145000,194000
6172,Russell-Teibert-2017-1,2017,126500,194000
6174,Joshua-Yaro-2016-1,2016,130000,194000
6176,Joshua-Yaro-2017-1,2017,130000,194000
6178,Maikel-Chang-2023-1,2023,170000,193750
6180,Dairon-Asprilla-2018-1,2018,180000,193750
6182,Lee-Nguyen-2014-1,2014,175000,193750
6184,Lee-Nguyen-2015-1,2015,175000,193750
6186,Júnior-Moreno-2021-1,2021,184000,193550
6188,Joshua-Gatt-2017-1,2017,175008,193508
6190,Armando-Cooper-2016-1,2016,180000,193333
6191,Tosaint-Ricketts-2017-1,2017,180000,193167
6193,João-Moutinho-2020-1,2020,150000,193000
6194,Mohamed-El-Munir-2018-1,2018,175000,192833
6196,Andy-Rose-2019-1,2019,192500,192500
6197,Joe-Bendik-2023-1,2023,175000,192500
6199,Anton-Nedyalkov-2018-1,2018,180000,192500
6201,Marcelo-Sarvas-2014-1,2014,192500,192500
6203,Conor-Casey-2014-1,2014,192500,192500
6206,Felipe-2014-1,2014,160000,192500
6208,Jackson-2015-1,2015,165000,192500
6210,Luiz-Camargo-2013-1,2013,192000,192000
6211,José-Aja-2016-1,2016,192000,192000
6212,Cyle-Larin-2017-1,2017,150000,192000
6219,Robbie-Rogers-2015-1,2015,175000,191667
6221,Marcel-de-Jong-2015-1,2015,180000,191500
6223,Paul-Marie-2023-1,2023,180000,191375
6225,Patrick-Mullins-2020-1,2020,178000,191333
6228,Cristian-Roldan-2018-1,2018,154000,191000
6230,Alberto-Quintero-2016-1,2016,169992,190717
6232,Jordan-Morris-2016-1,2016,178000,190500
6234,Perry-Kitchen-2013-1,2013,105000,190450
6237,Jackson-Yueill-2019-1,2019,145000,190000
6238,Raymon-Gaddis-2019-1,2019,190000,190000
6239,Russell-Teibert-2019-1,2019,170000,190000
6240,Ruan-2021-1,2021,190000,190000
6243,Jimmy-Medranda-2021-1,2021,180000,190000
6246,Marco-Farfan-2021-1,2021,190000,190000
6250,Rodney-Wallace-2015-1,2015,165000,190000
6252,Chris-Pontius-2019-1,2019,190000,190000
6253,Andrew-Wenger-2016-1,2016,190000,190000
6255,Diego-Fagundez-2018-1,2018,170000,190000
6257,Jhon-Kennedy-Hurtado-2013-1,2013,190000,190000
6260,Donny-Toia-2020-1,2020,185000,190000
6263,Fatai-Alashe-2019-1,2019,190000,190000
6264,Zac-MacMath-2019-1,2019,190000,190000
6269,Joe-Cannon-2013-1,2013,180500,189917
6272,Atiba-Harris-2014-1,2014,181500,189775
6274,Corey-Ashe-2015-1,2015,180000,189750
6276,Kervin-Arriaga-2023-1,2023,170000,189667
6278,Jack-McInerney-2013-1,2013,125500,189667
6282,Aaron-Maund-2018-1,2018,180000,189438
6284,Joe-Bendik-2018-1,2018,180000,189083
6286,Brian-White-2020-1,2020,189000,189000
6287,Matteo-Mancosu-2016-1,2016,189000,189000
6289,Nick-Hagglund-2023-1,2023,175000,188521
6290,Jhon-Espinoza-2021-1,2021,162000,188500
6292,Clément-Diop-2021-1,2021,160000,188500
6293,Andrés-Perea-2021-1,2021,180000,188500
6294,David-Guzmán-2017-1,2017,185004,188337
6296,Steve-Clark-2015-1,2015,170000,188333
6298,Mike-Grella-2017-1,2017,186000,188250
6300,Tom-Barlow-2022-1,2022,175000,188151
6302,Mason-Toye-2019-1,2019,135000,188000
6306,Amobi-Okugo-2017-1,2017,65004,187942
6308,Lamar-Neagle-2016-1,2016,185000,187833
6310,Joe-Willis-2020-1,2020,180000,187833
6311,Maarten-Paes-2022-1,2022,150000,187500
6313,Sam-Cronin-2014-1,2014,185000,187500
6315,Jeff-Attinella-2019-1,2019,175000,187250
6316,Jeff-Attinella-2020-1,2020,175000,187250
6318,Wyatt-Omsberg-2023-1,2023,170000,187000
6320,Frankie-Amaya-2021-1,2021,150000,187000
6322,Mikael-Silvestre-2013-1,2013,180000,186667
6325,Jack-McGlynn-2023-1,2023,160000,186533
6327,Andre-Blake-2017-1,2017,148500,186500
6329,Joe-Gyau-2020-1,2020,166000,186473
6330,Tony-Beltran-2014-1,2014,186450,186450
6332,Vicente-Sánchez-2013-1,2013,144000,186188
6334,Abu-Danladi-2018-1,2018,135000,186000
6336,Freddy-Vargas-2021-1,2021,160000,186000
6340,Rodolfo-Zelaya-2019-1,2019,162500,185833
6343,Jesús-Bueno-2023-1,2023,170000,185378
6345,Brian-Carroll-2014-1,2014,185220,185220
6348,Tommy-McNamara-2017-1,2017,185000,185000
6350,Jason-Hernandez-2015-1,2015,175000,185000
6352,Jordan-Harvey-2020-1,2020,185000,185000
6354,Will-Bruin-2015-1,2015,140000,185000
6356,Tyler-Deric-2017-1,2017,185000,185000
6358,Rolando-Escobar-2015-1,2015,180000,185000
6360,Shea-Salinas-2017-1,2017,185000,185000
6362,Toni-Dovale-2014-1,2014,180000,185000
6364,Chance-Myers-2014-1,2014,160000,185000
6366,Brad-Stuver-2022-1,2022,175000,185000
6368,Robbie-Robinson-2022-1,2022,140000,185000
6370,Justin-Meram-2016-1,2016,175000,185000
6372,Jon-Busch-2014-1,2014,173250,184583
6374,Nick-Hagglund-2021-1,2021,175000,184375
6376,Marcelo-Sarvas-2013-1,2013,157500,184375
6379,Amobi-Okugo-2013-1,2013,101250,184250
6382,Ulises-Segura-2019-1,2019,170000,184250
6383,Giles-Barnes-2013-1,2013,175000,184188
6386,Sheanon-Williams-2017-1,2017,175000,184000
6388,Tyrone-Mears-2016-1,2016,175000,184000
6392,Tyrone-Mears-2017-1,2017,183756,183756
6396,Zachary-Brault-Guillard-2020-1,2020,150000,183625
6397,Stéfano-Pinho-2018-1,2018,150000,183333
6399,Warren-Creavalle-2020-1,2020,170000,183300
6400,Chris-Brady-2022-1,2022,159996,183246
6401,Boniek-García-2019-1,2019,168000,183000
6403,Derrick-Jones-2021-1,2021,160000,182969
6405,Raymon-Gaddis-2018-1,2018,180000,182500
6407,Russell-Teibert-2016-1,2016,115000,182500
6409,Felipe-2013-1,2013,150000,182500
6411,Victor-Ulloa-2018-1,2018,180000,182500
6413,Chris-Schuler-2015-1,2015,165000,182000
6415,Bobby-Shuttleworth-2018-1,2018,165000,181875
6417,Cameron-Dunbar-2023-1,2023,165000,181750
6419,Christian-Fernández-2014-1,2014,170000,181688
6420,Nathan-Harriel-2023-1,2023,160000,181675
6422,Nnamdi-Chinonso-Offor-2021-1,2021,132000,181400
6424,Mohammed-Abu-2018-1,2018,175008,181258
6426,Erik-Hurtado-2019-1,2019,175000,181250
6428,Brad-Evans-2013-1,2013,167296,181046
6431,Taty-Castellanos-2018-1,2018,150000,181008
6432,Kelyn-Rowe-2014-1,2014,100000,181000
6434,Ema-Twumasi-2018-1,2018,135000,180900
6436,Clint-Irwin-2020-1,2020,168000,180707
6437,Jay-Chapman-2021-1,2021,167500,180333
6439,Walker-Zimmerman-2015-1,2015,100000,180100
6441,Abu-Danladi-2019-1,2019,145000,180000
6442,Matt-Besler-2013-1,2013,180000,180000
6446,Ruan-2020-1,2020,180000,180000
6447,Jordan-Harvey-2017-1,2017,180000,180000
6449,Je-Vaughn-Watson-2015-1,2015,160000,180000
6451,Kelyn-Rowe-2021-1,2021,180000,180000
6453,Will-Bruin-2014-1,2014,135000,180000
6456,Dillon-Powers-2018-1,2018,180000,180000
6458,Cristian-Lobato-2017-1,2017,180000,180000
6459,Kevin-Harbottle-2013-1,2013,180000,180000
6460,Hogan-Ephraim-2013-1,2013,180000,180000
6461,Hassoun-Camara-2016-1,2016,180000,180000
6463,Diego-Fagundez-2017-1,2017,160000,180000
6465,Conor-Casey-2015-1,2015,180000,180000
6467,Matt-Freese-2023-1,2023,161250,180000
6469,Alan-Gordon-2017-1,2017,180000,180000
6471,Hendry-Thomas-2014-1,2014,180000,180000
6475,Nick-LaBrocca-2015-1,2015,160000,180000
6477,Jasser-Khmiri-2019-1,2019,180000,180000
6479,Axel-Sjöberg-2019-1,2019,174996,179996
6481,Alejandro-Fuenmayor-2020-1,2020,152250,179750
6482,Justin-Morrow-2015-1,2015,170000,179563
6484,Jesús-David-Murillo-2020-1,2020,120000,179500
6485,Kevin-Kratz-2018-1,2018,165000,179250
6489,Jordy-Delem-2020-1,2020,160000,179000
6490,Francis-Atuahene-2019-1,2019,135000,179000
6492,Brandon-Bye-2021-1,2021,170000,178875
6494,David-Arshakyan-2017-1,2017,156000,178850
6500,Wil-Trapp-2016-1,2016,151250,178250
6502,Juan-Mosquera-2022-1,2022,160000,178167
6503,Jaime-Penedo-2015-1,2015,175000,178125
6505,Jordan-Allen-2017-1,2017,178000,178000
6507,Mason-Toye-2018-1,2018,125000,178000
6509,Mark-Anthony-Kaye-2019-1,2019,166248,177811
6511,Sam-Cronin-2013-1,2013,175000,177500
6514,Shamit-Shome-2020-1,2020,150000,177500
6515,Richard-Sánchez-2020-1,2020,175000,177500
6516,Collen-Warner-2016-1,2016,149934,177434
6517,Steven-Beitashour-2014-1,2014,170000,177167
6521,Cyle-Larin-2016-1,2016,135000,177000
6523,JT-Marcinkowski-2021-1,2021,165000,177000
6525,Zach-Loyd-2014-1,2014,155000,176667
6527,Adam-Moffat-2014-1,2014,165000,176608
6529,Brian-Carroll-2013-1,2013,176400,176400
6532,Jon-Busch-2013-1,2013,165000,176333
6535,Phelipe-2021-1,2021,150000,176250
6537,Abu-Danladi-2017-1,2017,125000,176000
6539,Tah-Brian-Anunga-2022-1,2022,156000,176000
6541,Andrew-Farrell-2014-1,2014,95000,176000
6543,Christian-Dean-2015-1,2015,95000,176000
6545,Omir-Fernandez-2023-1,2023,161000,176000
6546,Gershon-Koffie-2013-1,2013,165000,176000
6549,Jackson-Yueill-2017-1,2017,124992,175992
6551,Warren-Creavalle-2019-1,2019,162000,175300
6553,Nick-DeLeon-2019-1,2019,159528,175270
6555,Jeremy-Brockie-2013-1,2013,175200,175200
6556,Jeff-Larentowicz-2017-1,2017,175008,175008
6558,Damien-Perrinelle-2017-1,2017,175008,175008
6560,Greg-Garza-2018-1,2018,175008,175008
6562,Aurélien-Collin-2019-1,2019,175000,175000
6563,Anthony-Jackson-Hamel-2019-1,2019,160000,175000
6564,Jeff-Larentowicz-2016-1,2016,175000,175000
6566,Ronald-Matarrita-2016-1,2016,150000,175000
6571,Tommy-Thompson-2019-1,2019,175000,175000
6572,Christian-Makoun-2021-1,2021,175000,175000
6574,Aljaz-Ivacic-2020-1,2020,165000,175000
6575,Joao-Plata-2016-1,2016,175000,175000
6577,Jalil-Anibaba-2020-1,2020,175000,175000
6579,Juan-Luis-Anangonó-2014-1,2014,175000,175000
6583,Rodney-Wallace-2014-1,2014,150000,175000
6585,Derrick-Etienne-2022-1,2022,175000,175000
6587,Emil-Larsen-2016-1,2016,175000,175000
6588,Danny-O'Rourke-2013-1,2013,170000,175000
6591,Ned-Grabavoy-2014-1,2014,160000,175000
6593,Conor-Casey-2013-1,2013,175000,175000
6596,Fabian-Espindola-2015-1,2015,175000,175000
6598,Marvin-Chávez-2013-1,2013,175000,175000
6601,Alan-Gordon-2015-1,2015,175000,175000
6603,Andrew-Jacobson-2017-1,2017,150000,175000
6605,Tony-Tchani-2014-1,2014,150000,175000
6608,Dilly-Duka-2017-1,2017,175000,175000
6609,Justin-Meram-2015-1,2015,165000,175000
6612,Marlon-Hairston-2022-1,2022,175000,175000
6614,Ryan-Hollingshead-2019-1,2019,175000,175000
6615,Baggio-Husidic-2017-1,2017,175000,175000
6617,Dejan-Jakovic-2020-1,2020,175000,175000
6618,Zarek-Valentin-2020-1,2020,175000,175000
6621,Chris-Pontius-2018-1,2018,175000,175000
6624,Baggio-Husidic-2018-1,2018,175000,175000
6626,Harry-Shipp-2018-1,2018,175000,175000
6628,Justin-Mapp-2014-1,2014,162250,174750
6630,Corey-Ashe-2014-1,2014,165000,174750
6632,Jonathan-Osorio-2016-1,2016,166750,174571
6634,Getterson-2016-1,2016,144000,174500
6639,Joseph-Mora-2020-1,2020,160000,174250
6640,Anderson-Conceicão-2016-1,2016,150000,174167
6641,Joe-Bendik-2017-1,2017,165000,174083
6643,Bernie-Ibini-Isei-2017-1,2017,135000,174000
6644,Walker-Zimmerman-2016-1,2016,174000,174000
6647,Tyrone-Mears-2015-1,2015,165000,174000
6649,Thomas-Hasal-2022-1,2022,155000,173934
6652,Fafa-Picault-2019-1,2019,160000,173667
6654,John-Pulskamp-2023-1,2023,150000,173500
6657,Róbert-Orri-Thorkelsson-2022-1,2022,150000,173500
6658,Gonzalo-Segares-2014-1,2014,160000,173333
6660,Atiba-Harris-2013-1,2013,165000,173275
6663,Luke-Mulholland-2018-1,2018,173250,173250
6665,Gyasi-Zardes-2013-1,2013,100000,173000
6668,Erik-Sorga-2021-1,2021,150000,173000
6670,Jeremy-Ebobisse-2017-1,2017,130000,173000
6672,Dwayne-De-Rosario-2014-1,2014,137000,173000
6675,Joe-Willis-2019-1,2019,165000,172833
6677,Jacob-Peterson-2017-1,2017,165300,172550
6678,Alejandro-Fuenmayor-2019-1,2019,145008,172508
6681,Luke-Mulholland-2017-1,2017,172500,172500
6683,Steven-Beitashour-2022-1,2022,150000,172500
6685,Steven-Beitashour-2023-1,2023,150000,172500
6687,Drew-Moor-2022-1,2022,150000,172500
6689,Nökkvi-Þeyr-Þórisson-2023-1,2023,150000,172438
6691,Frankie-Amaya-2019-1,2019,110000,172000
6692,Diego-Chara-2016-1,2016,150000,172000
6696,Mikey-Lopez-2015-1,2015,100000,172000
6698,Aidan-Morris-2022-1,2022,170000,172000
6700,Dave-Romney-2020-1,2020,155000,171950
6701,Nelson-Quiñones-2022-1,2022,150996,171890
6702,Bobby-Shuttleworth-2017-1,2017,155000,171875
6704,Jonathan-Perez-2022-1,2022,150000,171750
6707,Sheanon-Williams-2016-1,2016,162500,171500
6709,Danny-Mwanga-2013-1,2013,130000,171250
6712,Danny-Mwanga-2014-1,2014,130000,171250
6714,Mohammed-Abu-2017-1,2017,165000,171250
6716,Kelyn-Rowe-2013-1,2013,90000,171000
6720,Fabian-Castillo-2016-1,2016,155750,170750
6722,Chris-Wingert-2014-1,2014,163590,170590
6725,Brian-Mullan-2013-1,2013,162000,170335
6729,Scott-Sutter-2019-1,2019,155000,170177
6731,Waylon-Francis-2015-1,2015,144000,170167
6733,Julio-Cascante-2019-1,2019,170004,170004
6735,Gustav-Svensson-2017-1,2017,170000,170000
6741,Tommy-Thompson-2018-1,2018,165000,170000
6743,Pa-Modou-Kah-2015-1,2015,170000,170000
6745,Diego-Chara-2014-1,2014,170000,170000
6747,Diego-Chara-2015-1,2015,170000,170000
6749,Tyler-Deric-2016-1,2016,170000,170000
6751,Henry-Kessler-2022-1,2022,150000,170000
6754,Alan-Gordon-2016-1,2016,170000,170000
6756,Alex-2017-1,2017,170000,170000
6758,Robbie-Robinson-2021-1,2021,125000,170000
6760,Zac-MacMath-2018-1,2018,170000,170000
6762,João-Moutinho-2018-1,2018,130000,170000
6764,Jacori-Hayes-2021-1,2021,160000,169833
6766,Justin-Morrow-2014-1,2014,160000,169563
6768,Júnior-Moreno-2020-1,2020,160000,169500
6769,Jermaine-Taylor-2013-1,2013,160000,169500
6772,Nouhou-Tolo-2021-1,2021,125000,169274
6774,Griffin-Dorsey-2023-1,2023,150000,169000
6779,Oswaldo-Minda-2014-1,2014,150000,168750
6781,Joe-Gyau-2019-1,2019,148200,168640
6786,Gonzalo-Segares-2013-1,2013,155000,168333
6788,Michael-Petrasso-2018-1,2018,155004,168129
6790,Brent-Kallman-2022-1,2022,160000,168000
6792,Brent-Kallman-2023-1,2023,160000,168000
6794,John-Nelson-2023-1,2023,160000,168000
6796,Eric-Calvillo-2020-1,2020,150000,168000
6797,Eric-Miller-2022-1,2022,168000,168000
6799,Joel-Qwiberg-2018-1,2018,130000,168000
6801,Ezequiel-Cirigliano-2015-1,2015,125000,168000
6803,Lamar-Neagle-2015-1,2015,165000,167833
6806,Fabinho-2017-1,2017,159759,167759
6808,Julian-Hall-2023-1,2023,85444,167685
6809,Matt-Reis-2013-1,2013,165000,167667
6812,Chris-Wingert-2013-1,2013,160598,167598
6815,Raymon-Gaddis-2017-1,2017,165000,167500
6817,Tyler-Deric-2019-1,2019,160000,167500
6818,Russell-Teibert-2015-1,2015,100000,167500
6820,Stefan-Cleveland-2022-1,2022,150000,167500
6822,Cristián-Gutiérrez-2021-1,2021,150000,167500
6824,Nick-Besler-2021-1,2021,167500,167500
6826,Tim-Melia-2017-1,2017,165000,167500
6828,Robbie-Rogers-2014-1,2014,160000,167500
6831,David-Carney-2013-1,2013,144000,167000
6833,Alvas-Powell-2022-1,2022,150000,167000
6835,Jhon-Durán-2022-1,2022,120000,167000
6838,Cyle-Larin-2015-1,2015,125000,167000
6840,Michael-Harrington-2013-1,2013,140000,166833
6843,Mustafa-Kizza-2021-1,2021,150000,166800
6845,Tony-Beltran-2013-1,2013,166800,166800
6848,Tomás-Conechny-2018-1,2018,150000,166667
6849,Shea-Salinas-2016-1,2016,163125,166458
6851,David-Ousted-2013-1,2013,150000,166156
6853,Brandon-Vázquez-2019-1,2019,150000,166000
6856,Chris-Tierney-2018-1,2018,157500,165833
6858,Diego-Rodríguez-2015-1,2015,124000,165750
6861,Jack-Harrison-2017-1,2017,130000,165500
6863,Tyler-Pasher-2022-1,2022,157500,165381
6864,Jackson-2013-1,2013,144000,165375
6868,Leonardo-2018-1,2018,157505,165171
6870,Keaton-Parks-2019-1,2019,150000,165000
6872,Jordan-Harvey-2016-1,2016,165000,165000
6874,Jordan-Harvey-2019-1,2019,165000,165000
6876,Danny-Califf-2013-1,2013,165000,165000
6877,Chris-Seitz-2019-1,2019,165000,165000
6879,Leonardo-2016-1,2016,160000,165000
6881,Will-Bruin-2013-1,2013,120000,165000
6884,Felipe-Gutiérrez-2023-1,2023,165000,165000
6886,Tommy-McNamara-2019-1,2019,165000,165000
6888,Leonardo-González-2015-1,2015,165000,165000
6890,Joao-Meira-2017-1,2017,150000,165000
6892,Boniek-García-2018-1,2018,150000,165000
6894,Justin-Haak-2023-1,2023,150000,165000
6896,Jairo-Arrieta-2015-1,2015,150000,165000
6898,Diego-Fagundez-2016-1,2016,145000,165000
6900,Steven-Beitashour-2021-1,2021,150000,165000
6902,Drew-Moor-2021-1,2021,150000,165000
6904,Tosaint-Ricketts-2021-1,2021,160000,165000
6906,Stefan-Frei-2015-1,2015,165000,165000
6908,Patrice-Bernier-2017-1,2017,165000,165000
6910,Keegan-Rosenberry-2019-1,2019,151195,164945
6912,Wil-Trapp-2015-1,2015,137500,164500
6914,Marcel-de-Jong-2018-1,2018,150000,164500
6917,Maicon-Santos-2013-1,2013,157000,164433
6921,Marvin-Loría-2022-1,2022,125000,164375
6923,Ariel-Lassiter-2020-1,2020,144000,164280
6924,Kevin-Kratz-2017-1,2017,150000,164250
6926,Joseph-Mora-2019-1,2019,150000,164250
6928,Richie-Laryea-2018-1,2018,135000,164000
6930,Alex-Bono-2018-1,2018,132000,164000
6931,Jack-Maher-2022-1,2022,130000,164000
6933,James-Pantemis-2023-1,2023,144996,163996
