"Date","Time","Home","HG","HxGt","HxGp","Away","AG","AxGt","AxGp","GD","xGDt","xGDp","Final","HxPts","AxPts"
"2021-10-30","12:30 CDT","MIA","1","0.84","0.86","NYC","3","1.48","1.48","-2","-0.63","-0.62","-2","0.81","1.91"
"2021-10-27","21:00 CDT","POR","2","3.36","3.85","SJE","0","0.98","1.06","2","2.38","2.79","2","2.63","0.28"
"2021-10-27","21:00 CDT","VAN","1","0.68","0.68","MIN","1","1.83","2.06","0","-1.15","-1.38","1","0.50","2.28"
"2021-10-27","19:30 CDT","SKC","2","0.59","0.59","LAG","0","0.49","0.49","2","0.10","0.10","2","1.37","1.19"
"2021-10-27","19:00 CDT","FCD","1","1.51","1.51","RSL","2","1.18","1.18","-1","0.34","0.33","-1","1.61","1.15"
"2021-10-27","18:30 CDT","DCU","1","0.38","0.38","NYRB","0","1.52","1.55","1","-1.13","-1.16","1","0.48","2.29"
"2021-10-27","18:30 CDT","NYC","1","2.03","2.13","CHI","0","0.45","0.45","1","1.58","1.68","1","2.56","0.29"
"2021-10-27","18:30 CDT","TOR","1","1.16","1.16","PHI","2","1.40","1.40","-1","-0.24","-0.24","0","1.13","1.60"
"2021-10-27","18:30 CDT","CLB","3","1.55","1.55","ORL","2","1.66","1.78","1","-0.12","-0.24","1","1.26","1.46"
"2021-10-27","18:30 CDT","ATL","2","1.24","1.25","MIA","1","1.92","1.92","1","-0.68","-0.68","1","0.86","1.91"
"2021-10-27","18:30 CDT","CIN","2","2.35","2.35","NSH","6","1.91","1.91","-4","0.44","0.44","-3","1.85","0.88"
"2021-10-27","18:00 CDT","NER","1","1.49","1.52","COL","0","0.34","0.34","1","1.15","1.18","1","2.26","0.50"
"2021-10-26","21:30 CDT","LAFC","3","1.22","1.22","SEA","0","0.97","0.99","3","0.24","0.23","3","1.59","1.12"
"2021-10-24","18:30 CDT","ORL","2","2.05","2.05","NER","2","1.29","1.31","0","0.76","0.75","0","1.96","0.80"
"2021-10-24","16:00 CDT","ATX","1","1.83","1.84","HOU","0","0.80","0.81","1","1.03","1.03","1","2.23","0.57"
"2021-10-23","21:00 CDT","SJE","1","1.37","1.38","VAN","1","0.73","0.75","0","0.65","0.63","0","1.82","0.92"
"2021-10-23","21:00 CDT","LAG","2","2.05","2.05","FCD","2","1.36","1.41","0","0.69","0.64","0","1.92","0.86"
"2021-10-23","20:00 CDT","COL","2","1.36","1.39","POR","0","0.30","0.30","2","1.06","1.09","2","2.26","0.48"
"2021-10-23","19:00 CDT","MIA","5","1.59","1.59","CIN","1","1.34","1.35","4","0.26","0.24","4","1.59","1.14"
"2021-10-23","19:00 CDT","CHI","1","1.37","1.37","RSL","0","0.90","0.90","1","0.47","0.47","1","1.67","1.03"
"2021-10-23","19:00 CDT","MIN","1","1.83","1.86","LAFC","1","0.58","0.58","0","1.25","1.27","0","2.32","0.47"
"2021-10-23","18:30 CDT","NYC","6","3.08","3.16","DCU","0","0.69","0.69","6","2.39","2.46","6","2.73","0.18"
"2021-10-23","18:30 CDT","TOR","1","2.06","2.07","MTL","1","1.78","1.78","0","0.27","0.29","0","1.51","1.20"
"2021-10-23","18:30 CDT","PHI","1","1.53","1.53","NSH","0","0.23","0.23","1","1.30","1.30","1","2.54","0.28"
"2021-10-23","17:00 CDT","CLB","1","0.52","0.52","NYRB","2","3.04","3.06","-1","-2.52","-2.54","-1","0.12","2.81"
"2021-10-23","14:30 CDT","SEA","1","1.69","1.71","SKC","2","1.06","1.09","-1","0.63","0.62","-1","1.76","0.99"
"2021-10-20","21:30 CDT","SJE","4","2.27","2.28","ATX","0","0.83","0.83","4","1.44","1.45","4","2.32","0.49"
"2021-10-20","21:00 CDT","POR","2","1.36","1.37","VAN","3","1.60","1.60","-1","-0.24","-0.22","-1","1.20","1.54"
"2021-10-20","20:00 CDT","COL","1","1.26","1.31","SEA","1","1.71","1.71","0","-0.45","-0.40","0","0.99","1.76"
"2021-10-20","19:30 CDT","HOU","0","1.35","1.35","LAG","2","1.70","1.70","-2","-0.35","-0.35","-3","0.94","1.78"
"2021-10-20","19:30 CDT","NSH","1","1.10","1.10","CLB","1","0.70","0.70","0","0.40","0.40","0","1.68","1.01"
"2021-10-20","19:00 CDT","FCD","2","1.02","1.06","LAFC","3","1.53","1.53","-1","-0.51","-0.47","-1","0.92","1.82"
"2021-10-20","19:00 CDT","MIN","3","1.50","1.54","PHI","2","2.04","2.05","1","-0.54","-0.51","1","0.99","1.78"
"2021-10-20","18:30 CDT","CIN","3","2.55","2.65","CHI","4","1.98","2.06","-1","0.57","0.59","-1","1.76","1.02"
"2021-10-20","18:30 CDT","DCU","2","1.98","2.09","NER","3","1.89","1.91","-1","0.09","0.18","-1","1.50","1.30"
"2021-10-20","18:30 CDT","MIA","2","1.19","1.19","TOR","0","0.57","0.57","2","0.62","0.62","3","1.81","0.85"
"2021-10-20","18:30 CDT","ORL","1","1.39","1.48","MTL","1","0.75","0.75","0","0.65","0.73","0","1.90","0.79"
"2021-10-20","18:30 CDT","ATL","1","0.65","0.65","NYC","1","0.79","0.79","0","-0.14","-0.14","0","1.20","1.44"
"2021-10-17","21:00 CDT","VAN","2","0.51","0.51","SKC","1","0.31","0.31","1","0.19","0.19","1","1.41","1.07"
"2021-10-17","12:00 CDT","NYRB","1","1.58","1.67","NYC","0","0.56","0.56","1","1.02","1.11","1","2.22","0.54"
"2021-10-16","21:30 CDT","LAG","2","2.95","3.03","POR","1","0.39","0.39","1","2.56","2.64","1","2.86","0.09"
"2021-10-16","20:30 CDT","RSL","3","1.46","1.46","COL","1","0.66","0.67","2","0.80","0.79","2","2.03","0.72"
"2021-10-16","20:00 CDT","ATX","0","1.43","1.43","MIN","1","1.35","1.37","-1","0.08","0.06","-1","1.41","1.29"
"2021-10-16","19:30 CDT","HOU","2","1.24","1.25","SEA","1","0.78","0.78","1","0.46","0.47","1","1.74","0.97"
"2021-10-16","18:30 CDT","CIN","0","0.94","0.95","ORL","1","0.91","0.91","-1","0.03","0.04","-1","1.35","1.31"
"2021-10-16","18:30 CDT","DCU","0","1.04","1.11","NSH","0","0.22","0.22","0","0.82","0.89","0","2.12","0.52"
"2021-10-16","18:30 CDT","TOR","0","1.05","1.09","ATL","2","1.32","1.32","-2","-0.26","-0.24","-2","1.14","1.58"
"2021-10-16","18:00 CDT","NER","2","1.34","1.34","CHI","2","1.04","1.04","0","0.30","0.30","0","1.61","1.12"
"2021-10-16","17:00 CDT","CLB","3","2.76","2.88","MIA","0","0.63","0.63","3","2.12","2.24","4","2.69","0.21"
"2021-10-16","14:30 CDT","LAFC","3","2.61","2.61","SJE","1","2.43","2.54","2","0.18","0.07","2","1.53","1.23"
"2021-10-16","12:00 CDT","MTL","2","0.70","0.71","PHI","1","0.20","0.20","1","0.51","0.51","0","1.84","0.71"
"2021-10-10","15:00 CDT","MIN","1","1.57","1.61","COL","3","2.15","2.26","-2","-0.58","-0.65","-2","1.02","1.73"
"2021-10-09","20:00 CDT","SEA","4","1.62","1.63","VAN","1","1.54","1.58","3","0.08","0.05","3","1.40","1.34"
"2021-10-09","19:00 CDT","CIN","1","1.37","1.38","PHI","2","1.18","1.18","-1","0.19","0.20","-1","1.48","1.24"
"2021-10-09","17:00 CDT","NYRB","1","1.80","1.83","MIA","0","0.42","0.42","1","1.38","1.41","1","2.51","0.31"
"2021-10-03","21:00 CDT","SEA","3","1.32","1.32","COL","0","0.80","0.80","3","0.53","0.53","3","1.87","0.84"
"2021-10-03","19:00 CDT","LAG","1","1.20","1.20","LAFC","1","0.95","0.95","0","0.25","0.25","0","1.52","1.19"
"2021-10-03","16:30 CDT","POR","1","1.98","2.02","MIA","0","0.92","0.92","1","1.07","1.11","1","2.15","0.65"
"2021-10-03","15:00 CDT","SKC","4","3.45","3.46","HOU","2","1.81","1.81","2","1.64","1.65","2","2.36","0.47"
"2021-10-03","15:00 CDT","TOR","3","2.46","2.47","CHI","1","0.66","0.67","2","1.79","1.80","2","2.61","0.27"
"2021-10-03","15:00 CDT","PHI","3","0.64","0.64","CLB","0","1.49","1.49","3","-0.84","-0.84","3","0.65","2.07"
"2021-10-03","11:00 CDT","NYC","0","1.95","1.95","NSH","0","1.06","1.07","0","0.89","0.88","0","2.03","0.74"
"2021-10-02","21:00 CDT","VAN","3","1.95","2.19","SJE","0","0.53","0.53","3","1.42","1.66","3","2.38","0.44"
"2021-10-02","19:00 CDT","FCD","0","0.74","0.74","MIN","0","1.49","1.52","0","-0.76","-0.78","0","0.73","2.01"
"2021-10-02","18:30 CDT","CIN","0","0.41","0.41","NYRB","1","0.94","0.94","-1","-0.53","-0.53","-1","0.77","1.86"
"2021-10-02","18:30 CDT","ORL","2","1.39","1.43","DCU","1","0.62","0.62","1","0.77","0.81","1","2.07","0.65"
"2021-10-02","18:00 CDT","MTL","2","2.05","2.05","ATL","1","1.20","1.20","1","0.85","0.85","1","2.04","0.71"
"2021-10-02","14:30 CDT","ATX","2","2.26","2.30","RSL","1","0.97","0.97","1","1.30","1.33","1","2.33","0.49"
"2021-09-29","21:30 CDT","SJE","0","0.70","0.70","SEA","3","2.07","2.07","-3","-1.37","-1.37","-2","0.38","2.44"
"2021-09-29","21:30 CDT","LAFC","1","1.08","1.09","POR","2","0.93","0.96","-1","0.15","0.13","-1","1.42","1.29"
"2021-09-29","20:30 CDT","RSL","2","1.20","1.20","LAG","1","1.97","1.97","1","-0.77","-0.77","1","0.82","1.94"
"2021-09-29","20:00 CDT","COL","3","1.15","1.15","ATX","0","0.53","0.53","3","0.62","0.62","3","1.98","0.74"
"2021-09-29","20:00 CDT","HOU","0","1.62","1.62","VAN","0","0.20","0.20","0","1.42","1.42","0","2.50","0.31"
"2021-09-29","19:30 CDT","NSH","2","2.18","2.41","ORL","1","1.13","1.13","1","1.05","1.28","0","2.24","0.54"
"2021-09-29","19:00 CDT","CHI","2","1.18","1.20","NYC","0","0.34","0.34","2","0.84","0.86","2","2.10","0.61"
"2021-09-29","19:00 CDT","FCD","1","0.76","0.76","SKC","3","1.66","1.66","-2","-0.90","-0.89","-2","0.59","2.15"
"2021-09-29","18:30 CDT","MTL","1","1.95","1.95","NER","3","1.36","1.37","-2","0.59","0.58","-3","1.81","0.95"
"2021-09-29","18:30 CDT","NYRB","1","0.80","0.80","PHI","1","0.59","0.59","0","0.21","0.21","0","1.47","1.16"
"2021-09-29","18:30 CDT","DCU","3","3.45","3.46","MIN","1","0.24","0.24","2","3.21","3.22","2","2.94","0.04"
"2021-09-29","18:00 CDT","ATL","1","2.65","2.77","MIA","0","0.41","0.41","1","2.23","2.36","1","2.81","0.12"
"2021-09-29","18:00 CDT","TOR","3","2.72","2.72","CIN","2","0.51","0.51","1","2.22","2.22","1","2.78","0.14"
"2021-09-26","20:30 CDT","ATX","2","0.98","1.01","LAG","0","0.85","0.85","2","0.13","0.16","2","1.41","1.25"
"2021-09-26","18:00 CDT","SKC","1","0.46","0.46","SEA","2","0.88","0.88","-1","-0.42","-0.42","-1","0.89","1.72"
"2021-09-26","12:00 CDT","CHI","0","0.43","0.43","NSH","0","0.42","0.42","0","0.01","0.01","0","1.17","1.32"
"2021-09-25","21:30 CDT","POR","6","1.69","1.69","RSL","1","1.67","2.11","5","0.02","-0.42","5","1.36","1.38"
"2021-09-25","21:00 CDT","SJE","2","1.42","1.42","LAFC","0","1.31","1.31","2","0.11","0.11","2","1.47","1.22"
"2021-09-25","21:00 CDT","VAN","1","1.07","1.08","FCD","0","2.03","2.04","1","-0.96","-0.97","1","0.66","2.13"
"2021-09-25","19:00 CDT","NYC","0","0.84","0.84","NYRB","1","1.47","1.51","-1","-0.64","-0.68","-1","0.87","1.88"
"2021-09-25","19:00 CDT","COL","0","0.55","0.55","TOR","0","0.47","0.47","0","0.09","0.09","0","1.40","1.13"
"2021-09-25","19:00 CDT","MIN","2","0.93","0.94","HOU","0","1.37","1.44","2","-0.44","-0.50","2","0.96","1.76"
"2021-09-25","18:30 CDT","CLB","2","0.61","0.61","MTL","1","1.21","1.29","1","-0.60","-0.68","1","0.71","1.96"
"2021-09-25","18:30 CDT","DCU","4","2.18","2.24","CIN","2","1.05","1.06","2","1.13","1.18","2","2.23","0.58"
"2021-09-25","18:00 CDT","NER","1","0.85","0.85","ORL","1","1.84","1.84","0","-0.99","-0.99","1","0.61","2.16"
"2021-09-25","14:30 CDT","PHI","1","1.07","1.07","ATL","0","0.17","0.17","1","0.90","0.90","1","2.25","0.45"
"2021-09-22","19:00 CDT","CHI","2","2.62","2.66","NER","3","1.83","1.83","-1","0.79","0.83","-1","1.91","0.92"
"2021-09-22","19:00 CDT","NYRB","1","1.42","1.49","NYC","1","0.96","0.96","0","0.46","0.53","0","1.80","0.91"
"2021-09-22","18:30 CDT","MIA","1","0.81","0.81","NSH","5","2.56","2.57","-4","-1.76","-1.76","-4","0.35","2.50"
"2021-09-19","20:00 CDT","COL","1","2.17","2.19","VAN","1","0.98","0.98","0","1.19","1.21","0","2.16","0.64"
"2021-09-19","18:30 CDT","POR","2","1.19","1.24","LAFC","1","2.30","2.33","1","-1.11","-1.08","1","0.67","2.15"
"2021-09-19","15:00 CDT","PHI","3","2.08","2.08","ORL","1","0.70","0.71","2","1.38","1.38","2","2.47","0.37"
"2021-09-19","12:00 CDT","MTL","1","1.48","1.48","CHI","0","0.65","0.65","1","0.84","0.84","2","2.11","0.63"
"2021-09-18","20:30 CDT","RSL","1","1.63","1.63","SEA","0","0.46","0.46","1","1.16","1.16","1","2.30","0.48"
"2021-09-18","20:30 CDT","HOU","3","2.20","2.21","FCD","2","1.51","1.51","1","0.69","0.70","1","1.91","0.86"
"2021-09-18","19:00 CDT","ATX","3","2.62","2.91","SJE","4","2.26","2.30","-1","0.36","0.61","-1","1.69","1.07"
"2021-09-18","19:00 CDT","MIN","3","0.79","0.79","LAG","0","0.68","0.68","3","0.11","0.11","3","1.45","1.16"
"2021-09-18","18:30 CDT","CIN","1","0.69","0.69","NYC","2","1.40","1.40","-1","-0.70","-0.71","-1","0.68","2.04"
"2021-09-18","18:30 CDT","TOR","2","1.25","1.25","NSH","1","1.28","1.28","1","-0.02","-0.03","1","1.34","1.36"
"2021-09-18","18:00 CDT","NER","1","2.67","2.69","CLB","1","0.64","0.64","0","2.03","2.06","0","2.60","0.28"
"2021-09-18","14:30 CDT","ATL","3","2.94","2.96","DCU","2","1.14","1.14","1","1.80","1.81","1","2.53","0.33"
"2021-09-17","18:00 CDT","MIA","0","0.05","0.05","NYRB","4","2.57","2.61","-4","-2.52","-2.56","-4","0.08","2.85"
"2021-09-15","21:30 CDT","LAG","1","0.88","0.88","HOU","1","1.17","1.17","0","-0.28","-0.28","0","1.02","1.68"
"2021-09-15","21:30 CDT","SJE","3","1.95","1.96","RSL","4","1.86","1.88","-1","0.09","0.08","-1","1.43","1.28"
"2021-09-15","21:00 CDT","POR","2","1.30","1.30","COL","2","1.80","1.81","0","-0.50","-0.51","0","0.97","1.78"
"2021-09-15","20:00 CDT","ATX","1","1.35","1.69","LAFC","2","2.48","2.49","-1","-1.12","-0.79","-1","0.55","2.26"
"2021-09-15","19:30 CDT","SKC","4","1.71","1.73","MIN","0","0.69","0.69","4","1.02","1.04","4","2.28","0.52"
"2021-09-15","18:30 CDT","DCU","3","2.00","2.01","CHI","0","0.72","0.72","3","1.28","1.29","3","2.46","0.38"
"2021-09-15","18:30 CDT","ORL","2","0.65","0.65","MTL","4","1.99","2.00","-2","-1.34","-1.35","-2","0.47","2.35"
"2021-09-15","18:00 CDT","ATL","4","2.11","2.14","CIN","0","0.93","0.93","4","1.18","1.21","4","2.31","0.51"
"2021-09-14","18:30 CDT","TOR","0","0.62","0.62","MIA","1","1.48","1.48","-1","-0.86","-0.86","-1","0.59","2.15"
"2021-09-14","18:30 CDT","CLB","2","1.95","2.07","NYRB","1","0.96","0.96","1","0.99","1.10","1","2.14","0.63"
"2021-09-14","18:30 CDT","NYC","3","2.37","2.46","FCD","3","1.17","1.17","0","1.20","1.28","0","2.17","0.64"
"2021-09-12","21:30 CDT","LAFC","2","1.36","1.37","RSL","2","1.09","1.09","0","0.27","0.28","1","1.54","1.15"
"2021-09-11","19:30 CDT","SKC","2","2.12","2.25","CHI","0","0.73","0.73","2","1.38","1.52","2","2.35","0.47"
"2021-09-11","19:30 CDT","FCD","1","1.46","1.46","SJE","1","1.45","1.48","0","0.02","-0.01","0","1.37","1.36"
"2021-09-11","19:30 CDT","HOU","3","1.32","1.33","ATX","0","0.99","0.99","3","0.32","0.34","3","1.64","1.09"
"2021-09-11","19:00 CDT","MIA","1","0.82","0.82","CLB","0","0.42","0.42","1","0.40","0.40","1","1.74","0.85"
"2021-09-11","19:00 CDT","MTL","0","1.07","1.17","NSH","1","0.98","1.01","-1","0.09","0.15","-1","1.45","1.23"
"2021-09-11","19:00 CDT","CIN","2","1.26","1.26","TOR","0","0.78","0.79","2","0.48","0.47","2","1.73","0.97"
"2021-09-11","18:00 CDT","NYRB","1","0.43","0.43","DCU","1","1.68","1.71","0","-1.24","-1.27","0","0.36","2.45"
"2021-09-11","18:00 CDT","NER","2","1.85","1.87","NYC","1","0.82","0.82","1","1.03","1.05","1","2.10","0.63"
"2021-09-11","16:00 CDT","SEA","1","0.74","0.75","MIN","0","1.11","1.11","1","-0.37","-0.36","1","1.04","1.63"
"2021-09-11","14:30 CDT","COL","1","1.38","1.39","LAG","1","1.24","1.24","0","0.14","0.14","0","1.48","1.26"
"2021-09-10","21:00 CDT","VAN","0","1.25","1.26","POR","0","0.68","0.76","0","0.57","0.51","-1","1.84","0.85"
"2021-09-10","18:00 CDT","ATL","2","1.61","1.61","ORL","0","0.25","0.25","2","1.35","1.35","3","2.46","0.34"
"2021-09-04","21:00 CDT","SJE","0","0.72","0.72","COL","1","1.44","1.44","-1","-0.72","-0.72","-1","0.72","2.03"
"2021-09-04","19:00 CDT","CIN","0","0.50","0.50","MIA","1","0.61","0.62","-1","-0.11","-0.12","-1","1.12","1.45"
"2021-09-04","19:00 CDT","RSL","3","2.41","2.42","FCD","2","1.40","1.40","1","1.01","1.02","1","2.06","0.74"
"2021-09-04","18:30 CDT","ORL","3","1.12","1.12","CLB","1","0.86","0.86","2","0.26","0.26","1","1.59","1.09"
"2021-09-04","18:00 CDT","VAN","2","1.39","1.43","ATX","1","1.47","1.47","1","-0.07","-0.03","1","1.28","1.42"
"2021-09-03","21:00 CDT","LAFC","4","3.07","3.07","SKC","0","0.67","0.67","4","2.40","2.40","4","2.77","0.15"
"2021-09-03","19:00 CDT","HOU","0","1.18","1.19","POR","2","1.91","2.08","-2","-0.72","-0.89","-2","0.86","1.89"
"2021-09-03","18:30 CDT","NSH","2","1.09","1.09","NYC","1","1.97","1.99","1","-0.88","-0.91","2","0.79","1.98"
"2021-09-03","18:30 CDT","PHI","0","0.93","0.94","NER","1","1.13","1.13","-1","-0.20","-0.19","-1","1.15","1.52"
"2021-08-29","21:30 CDT","SEA","0","0.85","0.86","POR","2","0.84","0.84","-2","0.01","0.02","-2","1.25","1.40"
"2021-08-29","21:00 CDT","VAN","3","2.14","2.15","RSL","1","0.81","0.81","2","1.33","1.34","3","2.44","0.36"
"2021-08-29","19:00 CDT","ATX","3","1.28","1.28","FCD","5","2.80","2.83","-2","-1.51","-1.55","-2","0.50","2.34"
"2021-08-28","20:00 CDT","HOU","1","0.78","0.79","MIN","2","1.19","1.20","-1","-0.41","-0.41","-1","0.91","1.81"
"2021-08-28","20:00 CDT","SKC","1","1.82","1.82","COL","1","1.62","1.67","0","0.20","0.15","0","1.47","1.26"
"2021-08-28","19:00 CDT","DCU","3","2.28","2.46","PHI","0","0.41","0.41","3","1.87","2.05","2","2.70","0.19"
"2021-08-28","18:30 CDT","NYC","2","1.85","1.85","NER","0","1.49","1.49","2","0.36","0.36","2","1.64","1.11"
"2021-08-28","18:00 CDT","LAFC","3","2.45","2.49","LAG","3","1.06","1.06","0","1.38","1.43","0","2.32","0.51"
"2021-08-28","17:00 CDT","NYRB","0","1.38","1.39","CHI","1","0.88","0.88","-1","0.49","0.51","-1","1.69","1.01"
"2021-08-28","14:30 CDT","ATL","0","0.65","0.65","NSH","2","1.28","1.29","-2","-0.63","-0.64","-2","0.87","1.83"
"2021-08-27","19:30 CDT","ORL","0","1.84","1.89","MIA","0","0.74","0.81","0","1.10","1.08","0","2.27","0.50"
"2021-08-27","18:30 CDT","MTL","3","2.44","2.52","TOR","1","0.25","0.25","2","2.19","2.27","2","2.81","0.11"
"2021-08-27","17:30 CDT","CLB","3","2.09","2.14","CIN","2","1.30","1.30","1","0.80","0.84","1","1.94","0.83"
"2021-08-21","21:00 CDT","VAN","2","1.11","1.11","LAFC","1","3.35","3.40","1","-2.24","-2.30","1","0.27","2.63"
"2021-08-21","20:00 CDT","COL","2","1.37","1.38","RSL","1","1.35","1.35","1","0.02","0.03","1","1.44","1.27"
"2021-08-21","20:00 CDT","ATX","3","2.55","2.57","POR","1","1.02","1.02","2","1.54","1.55","2","2.40","0.44"
"2021-08-21","19:45 CDT","ORL","1","0.72","0.73","CHI","0","1.06","1.06","1","-0.34","-0.33","1","1.05","1.63"
"2021-08-21","19:30 CDT","HOU","2","1.91","1.94","FCD","2","0.76","0.76","0","1.15","1.18","0","2.30","0.49"
"2021-08-21","19:00 CDT","PHI","1","0.91","0.91","MTL","1","1.57","1.57","0","-0.66","-0.66","0","0.84","1.90"
"2021-08-21","19:00 CDT","MIA","3","1.84","1.84","TOR","0","0.78","0.78","3","1.06","1.06","2","2.21","0.56"
"2021-08-21","19:00 CDT","DCU","1","1.88","1.91","ATL","2","1.14","1.14","-1","0.74","0.77","-1","1.87","0.87"
"2021-08-21","19:00 CDT","NER","4","2.10","2.10","CIN","1","1.01","1.01","3","1.09","1.09","3","2.21","0.60"
"2021-08-21","16:30 CDT","CLB","1","0.77","0.77","SEA","2","1.65","1.66","-1","-0.89","-0.89","-1","0.60","2.11"
"2021-08-21","14:30 CDT","MIN","0","2.77","2.86","SKC","0","1.18","1.18","0","1.59","1.68","0","2.41","0.43"
"2021-08-20","21:30 CDT","LAG","1","2.04","2.07","SJE","1","1.52","1.59","0","0.51","0.48","-1","1.78","1.00"
"2021-08-18","21:00 CDT","RSL","2","0.79","0.79","HOU","1","1.92","1.92","1","-1.13","-1.13","1","0.53","2.26"
"2021-08-18","20:00 CDT","ATX","1","0.75","0.75","VAN","2","2.42","2.45","-1","-1.66","-1.69","-1","0.37","2.47"
"2021-08-18","19:30 CDT","NSH","1","0.85","0.85","ORL","1","0.76","0.77","0","0.08","0.08","0","1.37","1.27"
"2021-08-18","19:30 CDT","SKC","1","1.96","2.03","POR","1","0.80","0.80","0","1.16","1.22","0","2.29","0.51"
"2021-08-18","19:30 CDT","FCD","0","1.02","1.03","SEA","1","0.56","0.57","-1","0.46","0.47","-1","1.72","0.97"
"2021-08-18","19:00 CDT","NYRB","1","1.10","1.10","CLB","0","1.84","2.02","1","-0.74","-0.92","1","0.83","1.93"
"2021-08-18","18:30 CDT","MIA","3","1.65","1.72","CHI","2","1.05","1.06","1","0.60","0.66","1","1.91","0.83"
"2021-08-18","18:30 CDT","PHI","1","0.99","0.99","NYC","0","1.01","1.01","1","-0.02","-0.02","1","1.37","1.33"
"2021-08-18","18:30 CDT","CIN","0","0.83","0.83","MTL","0","0.30","0.30","0","0.53","0.53","0","1.82","0.81"
"2021-08-18","18:00 CDT","ATL","1","1.37","1.38","TOR","0","0.92","0.93","1","0.45","0.46","1","1.74","1.01"
"2021-08-18","18:00 CDT","NER","3","1.88","1.93","DCU","2","1.99","2.00","1","-0.11","-0.07","1","1.25","1.50"
"2021-08-17","21:30 CDT","SJE","0","0.19","0.19","MIN","1","1.23","1.23","-1","-1.04","-1.04","0","0.41","2.35"
"2021-08-17","21:30 CDT","LAG","1","1.71","1.78","COL","2","1.92","1.93","-1","-0.21","-0.15","-1","1.22","1.54"
"2021-08-15","21:00 CDT","POR","2","1.76","1.77","SEA","6","2.55","2.70","-4","-0.79","-0.94","-4","0.87","1.95"
"2021-08-15","18:00 CDT","NSH","5","2.24","2.27","DCU","2","1.23","1.23","3","1.02","1.04","3","2.19","0.61"
"2021-08-15","17:00 CDT","CHI","1","1.55","1.59","CLB","0","0.58","0.59","1","0.97","1.01","1","2.11","0.64"
"2021-08-15","15:00 CDT","ATL","1","0.84","0.84","LAFC","0","1.05","1.05","1","-0.21","-0.21","1","1.17","1.51"
"2021-08-14","21:00 CDT","RSL","1","1.17","1.17","ATX","0","0.90","0.91","1","0.27","0.26","1","1.52","1.17"
"2021-08-14","19:30 CDT","FCD","0","1.69","1.72","SKC","2","0.94","0.94","-2","0.75","0.79","-2","1.95","0.79"
"2021-08-14","19:30 CDT","HOU","1","2.53","2.56","COL","3","1.34","1.34","-2","1.18","1.22","-2","2.20","0.60"
"2021-08-14","19:00 CDT","TOR","1","1.08","1.08","NER","2","1.49","1.62","-1","-0.42","-0.54","-1","0.93","1.79"
"2021-08-14","19:00 CDT","NYC","2","1.90","1.99","MIA","0","0.28","0.28","2","1.62","1.72","2","2.66","0.21"
"2021-08-14","19:00 CDT","MTL","2","2.58","2.59","NYRB","1","1.69","1.70","1","0.89","0.89","1","2.00","0.76"
"2021-08-14","17:00 CDT","MIN","0","1.64","1.65","LAG","1","1.34","1.34","-1","0.30","0.31","-1","1.49","1.25"
"2021-08-13","21:30 CDT","SJE","0","1.11","1.12","VAN","0","0.77","0.79","0","0.34","0.34","0","1.58","1.08"
"2021-08-08","19:00 CDT","LAG","1","1.60","1.60","VAN","1","1.11","1.11","0","0.49","0.49","0","1.72","1.02"
"2021-08-08","19:00 CDT","DCU","2","1.49","1.49","MTL","1","0.61","0.61","1","0.88","0.88","1","2.09","0.66"
"2021-08-08","18:00 CDT","SJE","2","1.17","1.17","LAFC","0","1.31","1.34","2","-0.15","-0.17","1","1.22","1.49"
"2021-08-08","17:00 CDT","NER","2","2.86","2.86","PHI","1","1.43","1.44","1","1.43","1.43","1","2.35","0.49"
"2021-08-08","17:00 CDT","CHI","2","1.04","1.04","NYRB","1","1.00","1.02","1","0.04","0.02","1","1.34","1.34"
"2021-08-08","17:00 CDT","MIA","2","1.59","1.59","NSH","1","0.57","0.57","1","1.02","1.02","1","2.17","0.61"
"2021-08-07","21:30 CDT","POR","3","1.68","1.79","RSL","2","2.48","2.67","1","-0.81","-0.89","1","0.89","1.90"
"2021-08-07","20:00 CDT","COL","0","2.03","2.04","SKC","0","0.46","0.46","0","1.56","1.57","0","2.50","0.32"
"2021-08-07","19:30 CDT","FCD","2","0.60","0.61","ATX","0","1.31","1.31","2","-0.71","-0.71","2","0.79","1.92"
"2021-08-07","19:00 CDT","TOR","2","2.18","2.18","NYC","2","1.08","1.08","0","1.10","1.10","0","2.17","0.63"
"2021-08-07","19:00 CDT","MIN","2","1.20","1.21","HOU","0","0.29","0.29","2","0.90","0.91","2","2.17","0.52"
"2021-08-07","18:30 CDT","CLB","2","1.26","1.27","ATL","3","2.83","2.83","-1","-1.57","-1.56","-1","0.35","2.50"
"2021-08-07","18:30 CDT","CIN","1","0.97","0.98","ORL","1","1.11","1.11","0","-0.14","-0.13","0","1.20","1.49"
"2021-08-04","21:30 CDT","LAG","1","1.74","1.79","RSL","0","1.16","1.16","1","0.58","0.63","1","1.78","0.98"
"2021-08-04","21:30 CDT","POR","1","2.40","2.43","SJE","1","1.58","1.59","0","0.82","0.84","0","1.91","0.90"
"2021-08-04","21:30 CDT","LAFC","1","2.00","2.01","SKC","4","1.17","1.17","-3","0.83","0.84","-3","1.98","0.78"
"2021-08-04","21:00 CDT","SEA","1","1.83","1.83","FCD","1","1.12","1.27","0","0.71","0.56","0","1.80","0.94"
