,Date,Home_team_ID,HG,Away_team_ID,AG,Year
497,2022-10-09,FCD2022,2,SKC2022,1,2022
498,2022-10-09,RSL2022,3,POR2022,1,2022
499,2022-10-09,LAFC2022,0,NSH2022,1,2022
500,2022-10-09,ATL2022,1,NYC2022,2,2022
501,2022-10-09,MIA2022,0,MTL2022,3,2022
502,2022-10-09,NYRB2022,2,CLT2022,0,2022
503,2022-10-09,PHI2022,4,TOR2022,0,2022
504,2022-10-09,CHI2022,1,NER2022,1,2022
505,2022-10-09,ORL2022,2,CLB2022,1,2022
506,2022-10-09,DCU2022,2,CIN2022,5,2022
507,2022-10-05,MIA2022,4,ORL2022,1,2022
508,2022-10-05,CLT2022,2,CLB2022,2,2022
509,2022-10-02,NSH2022,1,HOU2022,2,2022
510,2022-10-02,SKC2022,1,SEA2022,0,2022
511,2022-10-02,POR2022,1,LAFC2022,2,2022
512,2022-10-02,NYC2022,2,ORL2022,1,2022
513,2022-10-01,LAG2022,1,RSL2022,1,2022
514,2022-10-01,VAN2022,2,ATX2022,0,2022
515,2022-10-01,SJE2022,2,MIN2022,0,2022
516,2022-10-01,CLB2022,2,NYRB2022,1,2022
517,2022-10-01,MTL2022,0,DCU2022,0,2022
518,2022-10-01,CIN2022,2,CHI2022,3,2022
519,2022-10-01,CLT2022,4,PHI2022,0,2022
520,2022-10-01,COL2022,1,FCD2022,0,2022
521,2022-10-01,NER2022,2,ATL2022,1,2022
522,2022-09-30,TOR2022,0,MIA2022,1,2022
523,2022-09-27,SEA2022,1,CIN2022,1,2022
524,2022-09-24,SJE2022,2,LAG2022,3,2022
525,2022-09-18,LAFC2022,3,HOU2022,1,2022
526,2022-09-18,DCU2022,2,MIA2022,3,2022
527,2022-09-18,CLB2022,1,POR2022,1,2022
528,2022-09-17,SJE2022,1,FCD2022,1,2022
529,2022-09-17,LAG2022,4,COL2022,1,2022
530,2022-09-17,VAN2022,2,SEA2022,1,2022
531,2022-09-17,RSL2022,1,CIN2022,2,2022
532,2022-09-17,ATX2022,1,NSH2022,1,2022
533,2022-09-17,SKC2022,3,MIN2022,1,2022
534,2022-09-17,CHI2022,2,CLT2022,3,2022
535,2022-09-17,ORL2022,3,TOR2022,0,2022
536,2022-09-17,NER2022,0,MTL2022,1,2022
537,2022-09-17,ATL2022,0,PHI2022,0,2022
538,2022-09-17,NYC2022,2,NYRB2022,0,2022
539,2022-09-14,VAN2022,3,LAG2022,0,2022
540,2022-09-14,COL2022,2,SJE2022,1,2022
541,2022-09-14,ATX2022,3,RSL2022,0,2022
542,2022-09-14,ORL2022,0,ATL2022,1,2022
543,2022-09-13,HOU2022,3,NER2022,1,2022
544,2022-09-13,SKC2022,3,DCU2022,0,2022
545,2022-09-13,MIA2022,2,CLB2022,1,2022
546,2022-09-13,MIN2022,1,LAFC2022,1,2022
547,2022-09-13,MTL2022,3,CHI2022,2,2022
548,2022-09-10,POR2022,1,MIN2022,0,2022
549,2022-09-10,RSL2022,0,DCU2022,0,2022
550,2022-09-10,COL2022,3,VAN2022,1,2022
551,2022-09-10,FCD2022,2,LAFC2022,1,2022
552,2022-09-10,HOU2022,0,SKC2022,0,2022
553,2022-09-10,CHI2022,3,MIA2022,1,2022
554,2022-09-10,SEA2022,2,ATX2022,0,2022
555,2022-09-10,PHI2022,4,ORL2022,1,2022
556,2022-09-10,ATL2022,4,TOR2022,2,2022
557,2022-09-10,CIN2022,6,SJE2022,0,2022
558,2022-09-10,NYRB2022,2,NER2022,1,2022
559,2022-09-10,NSH2022,1,LAG2022,1,2022
560,2022-09-10,CLT2022,1,NYC2022,0,2022
561,2022-09-09,MTL2022,2,CLB2022,2,2022
562,2022-09-07,NYC2022,1,CIN2022,0,2022
563,2022-09-04,LAFC2022,2,RSL2022,0,2022
564,2022-09-04,SJE2022,2,VAN2022,0,2022
565,2022-09-04,SEA2022,2,HOU2022,1,2022
566,2022-09-04,LAG2022,2,SKC2022,2,2022
567,2022-09-04,NER2022,3,NYC2022,0,2022
568,2022-09-04,DCU2022,0,COL2022,0,2022
569,2022-09-04,TOR2022,3,MTL2022,4,2022
570,2022-09-04,POR2022,2,ATL2022,1,2022
571,2022-09-03,NSH2022,3,ATX2022,0,2022
572,2022-09-03,CIN2022,2,CLT2022,0,2022
573,2022-09-03,NYRB2022,0,PHI2022,2,2022
574,2022-09-03,CLB2022,0,CHI2022,0,2022
575,2022-09-03,MIN2022,0,FCD2022,2,2022
576,2022-08-31,ATX2022,1,POR2022,2,2022
577,2022-08-31,RSL2022,3,MIN2022,0,2022
578,2022-08-31,ORL2022,3,SEA2022,2,2022
579,2022-08-31,NSH2022,4,COL2022,1,2022
580,2022-08-31,HOU2022,2,LAFC2022,1,2022
581,2022-08-31,NYC2022,1,DCU2022,2,2022
582,2022-08-31,NER2022,0,CHI2022,0,2022
583,2022-08-31,CLB2022,1,MIA2022,0,2022
584,2022-08-31,MTL2022,0,NYRB2022,1,2022
585,2022-08-31,TOR2022,2,LAG2022,2,2022
586,2022-08-31,PHI2022,4,ATL2022,1,2022
587,2022-08-28,NER2022,1,LAG2022,2,2022
588,2022-08-28,ORL2022,2,NYC2022,1,2022
589,2022-08-28,ATL2022,3,DCU2022,2,2022
590,2022-08-27,VAN2022,0,NSH2022,3,2022
591,2022-08-27,FCD2022,1,RSL2022,1,2022
592,2022-08-27,SKC2022,1,SJE2022,0,2022
593,2022-08-27,CLT2022,0,TOR2022,2,2022
594,2022-08-27,CHI2022,0,MTL2022,2,2022
595,2022-08-27,PHI2022,6,COL2022,0,2022
596,2022-08-27,CIN2022,2,CLB2022,2,2022
597,2022-08-27,NYRB2022,3,MIA2022,1,2022
598,2022-08-27,MIN2022,1,HOU2022,1,2022
599,2022-08-26,POR2022,2,SEA2022,1,2022
600,2022-08-26,ATX2022,4,LAFC2022,1,2022
601,2022-08-21,NSH2022,4,FCD2022,0,2022
602,2022-08-21,SKC2022,4,POR2022,1,2022
603,2022-08-21,CLT2022,1,ORL2022,2,2022
604,2022-08-21,CLB2022,2,ATL2022,2,2022
605,2022-08-21,CHI2022,0,NYC2022,2,2022
606,2022-08-20,RSL2022,1,VAN2022,1,2022
607,2022-08-20,SJE2022,2,LAFC2022,1,2022
608,2022-08-20,COL2022,1,HOU2022,1,2022
609,2022-08-20,MIN2022,2,ATX2022,1,2022
610,2022-08-20,MIA2022,2,TOR2022,1,2022
611,2022-08-20,MTL2022,4,NER2022,0,2022
612,2022-08-20,DCU2022,0,PHI2022,6,2022
613,2022-08-20,NYRB2022,1,CIN2022,1,2022
614,2022-08-19,LAG2022,3,SEA2022,3,2022
615,2022-08-17,VAN2022,2,COL2022,1,2022
616,2022-08-17,FCD2022,1,PHI2022,0,2022
617,2022-08-17,NYC2022,1,CLT2022,3,2022
618,2022-08-17,TOR2022,2,NER2022,2,2022
619,2022-08-17,ATL2022,1,NYRB2022,2,2022
620,2022-08-16,LAFC2022,1,DCU2022,0,2022
621,2022-08-14,SEA2022,1,RSL2022,2,2022
622,2022-08-14,NSH2022,1,MIN2022,2,2022
623,2022-08-13,LAFC2022,4,CLT2022,0,2022
624,2022-08-13,LAG2022,5,VAN2022,2,2022
625,2022-08-13,COL2022,1,CLB2022,1,2022
626,2022-08-13,HOU2022,2,MTL2022,3,2022
627,2022-08-13,ATX2022,4,SKC2022,3,2022
628,2022-08-13,FCD2022,4,SJE2022,1,2022
629,2022-08-13,MIA2022,3,NYC2022,2,2022
630,2022-08-13,NER2022,1,DCU2022,0,2022
631,2022-08-13,TOR2022,3,POR2022,1,2022
632,2022-08-13,CIN2022,2,ATL2022,2,2022
633,2022-08-13,PHI2022,4,CHI2022,1,2022
634,2022-08-13,NYRB2022,0,ORL2022,1,2022
635,2022-08-06,POR2022,1,FCD2022,0,2022
636,2022-08-06,RSL2022,1,LAFC2022,4,2022
637,2022-08-06,ATX2022,3,SJE2022,3,2022
638,2022-08-06,COL2022,4,MIN2022,3,2022
639,2022-08-06,SKC2022,4,LAG2022,2,2022
640,2022-08-06,NSH2022,3,TOR2022,4,2022
641,2022-08-06,MTL2022,2,MIA2022,2,2022
642,2022-08-06,DCU2022,0,NYRB2022,0,2022
643,2022-08-06,ORL2022,0,NER2022,3,2022
644,2022-08-06,CIN2022,3,PHI2022,1,2022
645,2022-08-06,CLB2022,3,NYC2022,1,2022
646,2022-08-06,CLT2022,2,CHI2022,3,2022
647,2022-08-06,ATL2022,2,SEA2022,1,2022
648,2022-08-05,VAN2022,2,HOU2022,1,2022
649,2022-08-03,POR2022,1,NSH2022,1,2022
650,2022-08-03,SJE2022,0,MIA2022,1,2022
651,2022-08-03,CLB2022,1,MTL2022,2,2022
652,2022-08-03,CLT2022,2,DCU2022,0,2022
653,2022-08-02,SEA2022,1,FCD2022,0,2022
654,2022-08-02,NYRB2022,4,COL2022,5,2022
655,2022-07-31,DCU2022,2,ORL2022,1,2022
656,2022-07-30,SJE2022,2,RSL2022,2,2022
657,2022-07-30,FCD2022,1,LAG2022,0,2022
658,2022-07-30,SKC2022,0,ATX2022,2,2022
659,2022-07-30,MIA2022,4,CIN2022,4,2022
660,2022-07-30,NSH2022,1,VAN2022,1,2022
661,2022-07-30,NER2022,0,TOR2022,0,2022
662,2022-07-30,MTL2022,0,NYC2022,0,2022
663,2022-07-30,PHI2022,6,HOU2022,0,2022
664,2022-07-30,CHI2022,0,ATL2022,0,2022
665,2022-07-30,MIN2022,4,POR2022,3,2022
666,2022-07-29,LAFC2022,2,SEA2022,0,2022
667,2022-07-24,LAG2022,2,ATL2022,0,2022
668,2022-07-24,ATX2022,3,NYRB2022,4,2022
669,2022-07-23,POR2022,2,SJE2022,1,2022
670,2022-07-23,RSL2022,0,FCD2022,1,2022
671,2022-07-23,VAN2022,1,CHI2022,3,2022
672,2022-07-23,SEA2022,2,COL2022,1,2022
673,2022-07-23,SKC2022,0,LAFC2022,2,2022
674,2022-07-23,HOU2022,1,MIN2022,2,2022
675,2022-07-23,DCU2022,1,MTL2022,2,2022
676,2022-07-23,CIN2022,1,NSH2022,1,2022
677,2022-07-23,CLB2022,0,NER2022,0,2022
678,2022-07-23,ORL2022,0,PHI2022,1,2022
679,2022-07-23,TOR2022,4,CLT2022,0,2022
680,2022-07-23,NYC2022,2,MIA2022,0,2022
681,2022-07-17,POR2022,1,VAN2022,1,2022
682,2022-07-17,RSL2022,3,SKC2022,0,2022
683,2022-07-17,SJE2022,1,HOU2022,2,2022
684,2022-07-17,NSH2022,1,LAFC2022,2,2022
685,2022-07-17,CLB2022,2,CIN2022,0,2022
686,2022-07-17,NYRB2022,0,NYC2022,1,2022
687,2022-07-17,ATL2022,1,ORL2022,1,2022
688,2022-07-16,MIA2022,3,CLT2022,2,2022
689,2022-07-16,COL2022,2,LAG2022,0,2022
690,2022-07-16,FCD2022,1,ATX2022,1,2022
691,2022-07-16,CHI2022,1,SEA2022,0,2022
692,2022-07-16,MIN2022,2,DCU2022,0,2022
693,2022-07-16,MTL2022,0,TOR2022,0,2022
694,2022-07-16,PHI2022,2,NER2022,1,2022
695,2022-07-13,LAG2022,2,SJE2022,3,2022
696,2022-07-13,FCD2022,0,NYC2022,1,2022
697,2022-07-13,COL2022,1,ORL2022,1,2022
698,2022-07-13,NSH2022,1,SEA2022,0,2022
699,2022-07-13,CHI2022,2,TOR2022,0,2022
700,2022-07-13,DCU2022,2,CLB2022,2,2022
701,2022-07-13,MIA2022,1,PHI2022,2,2022
702,2022-07-13,MIN2022,0,SKC2022,1,2022
703,2022-07-13,CIN2022,2,VAN2022,2,2022
704,2022-07-13,ATL2022,2,RSL2022,1,2022
705,2022-07-12,ATX2022,3,HOU2022,1,2022
706,2022-07-09,ORL2022,0,MIA2022,0,2022
707,2022-07-09,RSL2022,2,COL2022,2,2022
708,2022-07-09,HOU2022,2,FCD2022,2,2022
709,2022-07-09,CHI2022,2,CLB2022,3,2022
710,2022-07-09,TOR2022,2,SJE2022,2,2022
711,2022-07-09,MTL2022,1,SKC2022,2,2022
712,2022-07-09,CIN2022,1,NYRB2022,1,2022
713,2022-07-09,ATL2022,0,ATX2022,3,2022
714,2022-07-09,CLT2022,4,NSH2022,1,2022
715,2022-07-09,SEA2022,0,POR2022,3,2022
716,2022-07-09,NYC2022,4,NER2022,2,2022
717,2022-07-08,VAN2022,1,MIN2022,3,2022
718,2022-07-08,LAFC2022,3,LAG2022,2,2022
719,2022-07-08,PHI2022,7,DCU2022,0,2022
720,2022-07-04,LAG2022,4,MTL2022,0,2022
721,2022-07-04,COL2022,2,ATX2022,3,2022
722,2022-07-04,FCD2022,1,MIA2022,1,2022
723,2022-07-04,ORL2022,3,DCU2022,5,2022
724,2022-07-03,SJE2022,2,CHI2022,1,2022
725,2022-07-03,NSH2022,2,POR2022,2,2022
726,2022-07-03,HOU2022,1,CLT2022,1,2022
727,2022-07-03,MIN2022,3,RSL2022,2,2022
728,2022-07-03,SKC2022,0,NYRB2022,1,2022
729,2022-07-03,CLB2022,0,PHI2022,0,2022
730,2022-07-03,NER2022,2,CIN2022,1,2022
731,2022-07-03,NYC2022,2,ATL2022,2,2022
732,2022-07-02,VAN2022,1,LAFC2022,0,2022
733,2022-07-02,TOR2022,0,SEA2022,2,2022
734,2022-06-30,NYRB2022,2,ATL2022,1,2022
735,2022-06-30,CLT2022,0,ATX2022,1,2022
736,2022-06-29,LAFC2022,3,FCD2022,1,2022
737,2022-06-29,LAG2022,2,MIN2022,3,2022
738,2022-06-29,POR2022,2,HOU2022,1,2022
739,2022-06-29,SEA2022,1,MTL2022,2,2022
740,2022-06-29,CHI2022,1,PHI2022,0,2022
741,2022-06-29,CIN2022,4,NYC2022,4,2022
742,2022-06-29,TOR2022,1,CLB2022,2,2022
743,2022-06-26,VAN2022,0,NER2022,0,2022
744,2022-06-26,PHI2022,2,NYC2022,1,2022
745,2022-06-26,LAFC2022,2,NYRB2022,0,2022
746,2022-06-25,POR2022,3,COL2022,0,2022
747,2022-06-25,RSL2022,0,CLB2022,0,2022
748,2022-06-25,ATX2022,2,FCD2022,2,2022
749,2022-06-25,MIA2022,2,MIN2022,1,2022
750,2022-06-25,HOU2022,2,CHI2022,0,2022
751,2022-06-25,TOR2022,2,ATL2022,1,2022
752,2022-06-25,MTL2022,2,CLT2022,1,2022
753,2022-06-25,DCU2022,1,NSH2022,3,2022
754,2022-06-25,SEA2022,3,SKC2022,0,2022
755,2022-06-24,CIN2022,1,ORL2022,0,2022
756,2022-06-19,NSH2022,1,SKC2022,2,2022
757,2022-06-19,NYC2022,1,COL2022,1,2022
758,2022-06-19,NER2022,2,MIN2022,1,2022
759,2022-06-19,ATL2022,2,MIA2022,0,2022
760,2022-06-18,RSL2022,2,SJE2022,0,2022
761,2022-06-18,FCD2022,0,VAN2022,2,2022
762,2022-06-18,CHI2022,1,DCU2022,0,2022
763,2022-06-18,CLB2022,1,CLT2022,1,2022
764,2022-06-18,MTL2022,0,ATX2022,1,2022
765,2022-06-18,ORL2022,2,HOU2022,1,2022
766,2022-06-18,PHI2022,1,CIN2022,1,2022
767,2022-06-18,NYRB2022,2,TOR2022,0,2022
768,2022-06-18,LAG2022,1,POR2022,1,2022
769,2022-06-18,SEA2022,1,LAFC2022,1,2022
770,2022-06-15,NER2022,1,ORL2022,1,2022
771,2022-06-14,SEA2022,4,VAN2022,0,2022
772,2022-06-12,SKC2022,1,NER2022,2,2022
773,2022-06-11,NSH2022,0,SJE2022,0,2022
774,2022-06-11,CLT2022,2,NYRB2022,0,2022
775,2022-06-04,VAN2022,2,RSL2022,1,2022
776,2022-05-29,SEA2022,2,CLT2022,1,2022
777,2022-05-29,LAG2022,4,ATX2022,1,2022
778,2022-05-28,RSL2022,3,HOU2022,0,2022
779,2022-05-28,SKC2022,0,VAN2022,1,2022
780,2022-05-28,COL2022,1,NSH2022,3,2022
781,2022-05-28,MIA2022,2,POR2022,1,2022
782,2022-05-28,MIN2022,0,NYC2022,1,2022
783,2022-05-28,NER2022,1,PHI2022,1,2022
784,2022-05-28,ORL2022,1,FCD2022,3,2022
785,2022-05-28,MTL2022,4,CIN2022,3,2022
786,2022-05-28,ATL2022,1,CLB2022,2,2022
787,2022-05-28,NYRB2022,3,DCU2022,1,2022
788,2022-05-28,TOR2022,3,CHI2022,2,2022
789,2022-05-28,LAFC2022,3,SJE2022,2,2022
790,2022-05-22,POR2022,0,PHI2022,2,2022
791,2022-05-22,ATX2022,2,ORL2022,2,2022
792,2022-05-22,COL2022,1,SEA2022,0,2022
793,2022-05-22,LAG2022,0,HOU2022,3,2022
794,2022-05-22,SJE2022,1,SKC2022,1,2022
795,2022-05-22,FCD2022,1,MIN2022,2,2022
796,2022-05-22,MIA2022,2,NYRB2022,0,2022
797,2022-05-22,CLT2022,2,VAN2022,1,2022
798,2022-05-22,NYC2022,1,CHI2022,0,2022
799,2022-05-22,MTL2022,1,RSL2022,2,2022
800,2022-05-21,NSH2022,2,ATL2022,2,2022
801,2022-05-21,CIN2022,2,NER2022,3,2022
802,2022-05-21,CLB2022,0,LAFC2022,2,2022
803,2022-05-21,DCU2022,2,TOR2022,2,2022
804,2022-05-18,SJE2022,3,POR2022,2,2022
805,2022-05-18,LAFC2022,1,ATX2022,2,2022
806,2022-05-18,VAN2022,2,FCD2022,1,2022
807,2022-05-18,SKC2022,2,COL2022,1,2022
808,2022-05-18,NSH2022,2,MTL2022,1,2022
809,2022-05-18,HOU2022,0,SEA2022,1,2022
810,2022-05-18,MIN2022,1,LAG2022,1,2022
811,2022-05-18,PHI2022,0,MIA2022,0,2022
812,2022-05-18,DCU2022,0,NYC2022,2,2022
813,2022-05-18,NYRB2022,3,CHI2022,3,2022
814,2022-05-15,SEA2022,3,MIN2022,1,2022
815,2022-05-15,ATL2022,2,NER2022,2,2022
816,2022-05-14,LAG2022,1,FCD2022,3,2022
817,2022-05-14,POR2022,7,SKC2022,2,2022
818,2022-05-14,RSL2022,2,ATX2022,1,2022
819,2022-05-14,MIA2022,2,DCU2022,2,2022
820,2022-05-14,HOU2022,2,NSH2022,0,2022
821,2022-05-14,CHI2022,1,CIN2022,1,2022
822,2022-05-14,PHI2022,1,NYRB2022,1,2022
823,2022-05-14,NYC2022,2,CLB2022,0,2022
824,2022-05-14,CLT2022,0,MTL2022,2,2022
825,2022-05-14,VAN2022,3,SJE2022,3,2022
826,2022-05-14,COL2022,2,LAFC2022,0,2022
827,2022-05-14,TOR2022,0,ORL2022,1,2022
828,2022-05-08,ATX2022,0,LAG2022,1,2022
829,2022-05-08,NSH2022,2,RSL2022,0,2022
830,2022-05-08,VAN2022,1,TOR2022,0,2022
831,2022-05-07,LAFC2022,2,PHI2022,2,2022
832,2022-05-07,SJE2022,1,COL2022,0,2022
833,2022-05-07,FCD2022,2,SEA2022,0,2022
834,2022-05-07,MIN2022,0,CIN2022,1,2022
835,2022-05-07,NER2022,2,CLB2022,2,2022
836,2022-05-07,DCU2022,2,HOU2022,0,2022
837,2022-05-07,NYRB2022,1,POR2022,1,2022
838,2022-05-07,NYC2022,0,SKC2022,0,2022
839,2022-05-07,ATL2022,4,CHI2022,1,2022
840,2022-05-07,MTL2022,4,ORL2022,1,2022
841,2022-05-07,CLT2022,1,MIA2022,0,2022
842,2022-05-04,CIN2022,2,TOR2022,0,2022
843,2022-05-01,LAFC2022,2,MIN2022,0,2022
844,2022-05-01,NSH2022,1,PHI2022,1,2022
845,2022-05-01,NYC2022,3,SJE2022,0,2022
846,2022-04-30,COL2022,2,POR2022,0,2022
847,2022-04-30,SKC2022,2,FCD2022,2,2022
848,2022-04-30,CHI2022,1,NYRB2022,2,2022
849,2022-04-30,ORL2022,2,CLT2022,1,2022
850,2022-04-30,NER2022,2,MIA2022,0,2022
851,2022-04-30,CLB2022,3,DCU2022,0,2022
852,2022-04-30,MTL2022,2,ATL2022,1,2022
853,2022-04-30,RSL2022,1,LAG2022,0,2022
854,2022-04-30,TOR2022,1,CIN2022,2,2022
855,2022-04-30,HOU2022,1,ATX2022,2,2022
856,2022-04-24,CIN2022,1,LAFC2022,2,2022
857,2022-04-24,NYC2022,5,TOR2022,4,2022
858,2022-04-24,ORL2022,0,NYRB2022,3,2022
859,2022-04-24,MIA2022,2,ATL2022,1,2022
860,2022-04-23,LAG2022,1,NSH2022,0,2022
861,2022-04-23,SJE2022,4,SEA2022,3,2022
862,2022-04-23,POR2022,0,RSL2022,0,2022
863,2022-04-23,COL2022,0,CLT2022,0,2022
864,2022-04-23,SKC2022,0,CLB2022,0,2022
865,2022-04-23,ATX2022,3,VAN2022,0,2022
866,2022-04-23,DCU2022,3,NER2022,2,2022
867,2022-04-23,MIN2022,3,CHI2022,0,2022
868,2022-04-23,PHI2022,1,MTL2022,1,2022
869,2022-04-23,FCD2022,2,HOU2022,1,2022
870,2022-04-17,LAFC2022,3,SKC2022,0,2022
871,2022-04-17,NYC2022,6,RSL2022,0,2022
872,2022-04-16,SEA2022,0,MIA2022,1,2022
873,2022-04-16,DCU2022,2,ATX2022,3,2022
874,2022-04-16,MIN2022,3,COL2022,1,2022
875,2022-04-16,CHI2022,0,LAG2022,0,2022
876,2022-04-16,NER2022,2,CLT2022,1,2022
877,2022-04-16,CLB2022,0,ORL2022,2,2022
878,2022-04-16,TOR2022,2,PHI2022,1,2022
879,2022-04-16,NYRB2022,0,FCD2022,0,2022
880,2022-04-16,ATL2022,0,CIN2022,0,2022
881,2022-04-16,HOU2022,0,POR2022,0,2022
882,2022-04-16,SJE2022,2,NSH2022,2,2022
883,2022-04-16,MTL2022,2,VAN2022,1,2022
884,2022-04-10,ATX2022,1,MIN2022,0,2022
885,2022-04-10,CLT2022,1,ATL2022,0,2022
886,2022-04-09,VAN2022,2,POR2022,3,2022
887,2022-04-09,FCD2022,3,COL2022,1,2022
888,2022-04-09,SKC2022,1,NSH2022,2,2022
889,2022-04-09,HOU2022,4,SJE2022,3,2022
890,2022-04-09,RSL2022,2,TOR2022,2,2022
891,2022-04-09,LAG2022,2,LAFC2022,1,2022
892,2022-04-09,PHI2022,0,CLB2022,0,2022
893,2022-04-09,NYRB2022,1,MTL2022,2,2022
894,2022-04-09,MIA2022,3,NER2022,2,2022
895,2022-04-09,ORL2022,1,CHI2022,0,2022
896,2022-04-03,POR2022,1,LAG2022,2,2022
897,2022-04-02,MIA2022,1,HOU2022,3,2022
898,2022-04-02,COL2022,1,RSL2022,1,2022
899,2022-04-02,MIN2022,1,SEA2022,1,2022
900,2022-04-02,VAN2022,1,SKC2022,0,2022
901,2022-04-02,DCU2022,0,ATL2022,1,2022
902,2022-04-02,SJE2022,2,ATX2022,2,2022
903,2022-04-02,ORL2022,2,LAFC2022,4,2022
904,2022-04-02,NER2022,0,NYRB2022,0,2022
905,2022-04-02,PHI2022,2,CLT2022,0,2022
906,2022-04-02,CLB2022,0,NSH2022,1,2022
907,2022-04-02,CIN2022,2,MTL2022,4,2022
908,2022-04-02,TOR2022,1,NYC2022,1,2022
909,2022-04-02,CHI2022,0,FCD2022,0,2022
910,2022-03-27,POR2022,1,ORL2022,1,2022
911,2022-03-26,SKC2022,1,RSL2022,0,2022
912,2022-03-26,CLT2022,2,CIN2022,0,2022
913,2022-03-20,LAFC2022,3,VAN2022,1,2022
914,2022-03-20,ATX2022,1,SEA2022,1,2022
915,2022-03-20,NYRB2022,1,CLB2022,1,2022
916,2022-03-19,RSL2022,2,NSH2022,1,2022
917,2022-03-19,HOU2022,1,COL2022,1,2022
918,2022-03-19,FCD2022,4,POR2022,1,2022
919,2022-03-19,MIN2022,1,SJE2022,0,2022
920,2022-03-19,CLT2022,3,NER2022,1,2022
921,2022-03-19,CHI2022,3,SKC2022,1,2022
922,2022-03-19,ATL2022,3,MTL2022,3,2022
923,2022-03-19,LAG2022,0,ORL2022,1,2022
924,2022-03-19,TOR2022,2,DCU2022,1,2022
925,2022-03-19,NYC2022,0,PHI2022,2,2022
926,2022-03-19,CIN2022,3,MIA2022,1,2022
927,2022-03-13,NYRB2022,0,MIN2022,1,2022
928,2022-03-13,ATL2022,2,CLT2022,1,2022
929,2022-03-12,POR2022,1,ATX2022,0,2022
930,2022-03-12,COL2022,2,SKC2022,0,2022
931,2022-03-12,FCD2022,2,NSH2022,0,2022
932,2022-03-12,NER2022,2,RSL2022,3,2022
933,2022-03-12,ORL2022,1,CIN2022,2,2022
934,2022-03-12,PHI2022,2,SJE2022,0,2022
935,2022-03-12,DCU2022,0,CHI2022,2,2022
936,2022-03-12,HOU2022,2,VAN2022,1,2022
937,2022-03-12,SEA2022,3,LAG2022,2,2022
938,2022-03-12,MIA2022,0,LAFC2022,2,2022
939,2022-03-12,CLB2022,2,TOR2022,1,2022
940,2022-03-12,NYC2022,4,MTL2022,1,2022
941,2022-03-06,LAFC2022,1,POR2022,1,2022
942,2022-03-06,ATX2022,5,MIA2022,1,2022
943,2022-03-05,CLT2022,0,LAG2022,1,2022
944,2022-03-05,MIN2022,1,NSH2022,1,2022
945,2022-03-05,RSL2022,1,SEA2022,0,2022
946,2022-03-05,VAN2022,0,NYC2022,0,2022
947,2022-03-05,COL2022,3,ATL2022,0,2022
948,2022-03-05,CIN2022,0,DCU2022,1,2022
949,2022-03-05,CHI2022,0,ORL2022,0,2022
950,2022-03-05,SJE2022,3,CLB2022,3,2022
951,2022-03-05,MTL2022,1,PHI2022,2,2022
952,2022-03-05,SKC2022,1,HOU2022,0,2022
953,2022-03-05,TOR2022,1,NYRB2022,4,2022
954,2022-03-05,NER2022,1,FCD2022,0,2022
955,2022-02-27,SEA2022,0,NSH2022,1,2022
956,2022-02-27,HOU2022,0,RSL2022,0,2022
957,2022-02-27,LAG2022,1,NYC2022,0,2022
958,2022-02-27,ATL2022,3,SKC2022,1,2022
959,2022-02-27,ORL2022,2,MTL2022,0,2022
960,2022-02-26,POR2022,2,NER2022,2,2022
961,2022-02-26,SJE2022,1,NYRB2022,3,2022
962,2022-02-26,ATX2022,4,CIN2022,0,2022
963,2022-02-26,MIA2022,0,CHI2022,0,2022
964,2022-02-26,DCU2022,3,CLT2022,0,2022
965,2022-02-26,FCD2022,1,TOR2022,1,2022
966,2022-02-26,LAFC2022,3,COL2022,0,2022
967,2022-02-26,CLB2022,4,VAN2022,0,2022
968,2022-02-26,PHI2022,1,MIN2022,1,2022
969,2021-11-07,LAG2021,3,MIN2021,2,2021
970,2021-11-07,POR2021,3,ATX2021,0,2021
971,2021-11-07,COL2021,5,LAFC2021,2,2021
972,2021-11-07,VAN2021,1,SEA2021,1,2021
973,2021-11-07,SJE2021,1,FCD2021,1,2021
974,2021-11-07,SKC2021,0,RSL2021,1,2021
975,2021-11-07,NYC2021,1,PHI2021,1,2021
976,2021-11-07,TOR2021,1,DCU2021,3,2021
977,2021-11-07,CIN2021,1,ATL2021,2,2021
978,2021-11-07,NSH2021,1,NYRB2021,1,2021
979,2021-11-07,MTL2021,0,ORL2021,2,2021
980,2021-11-07,CLB2021,2,CHI2021,0,2021
981,2021-11-07,NER2021,0,MIA2021,1,2021
982,2021-11-03,RSL2021,1,POR2021,2,2021
983,2021-11-03,ATX2021,3,SKC2021,1,2021
984,2021-11-03,NYRB2021,0,ATL2021,0,2021
985,2021-11-03,MTL2021,2,HOU2021,0,2021
986,2021-11-02,LAFC2021,1,VAN2021,1,2021
987,2021-11-01,SEA2021,1,LAG2021,1,2021
988,2021-10-31,PHI2021,2,CIN2021,0,2021
989,2021-10-31,ORL2021,1,NSH2021,1,2021
990,2021-10-31,HOU2021,0,COL2021,1,2021
991,2021-10-31,MIN2021,2,SKC2021,1,2021
992,2021-10-30,FCD2021,2,ATX2021,1,2021
993,2021-10-30,DCU2021,1,CLB2021,3,2021
994,2021-10-30,ATL2021,1,TOR2021,1,2021
995,2021-10-30,NYRB2021,1,MTL2021,0,2021
996,2021-10-30,RSL2021,3,SJE2021,4,2021
