"","Player","Team","Season","Position","Minutes","Shots","SoT","G","xG","xPlace","G-xG","KeyP","A","xA","A-xA","xG+xA","PA","xPA"
"","Jimmy Medranda","SKC","2016","FB","2103","41","8","1","1.67","-0.89","-0.67","24","1","1.53","-0.53","3.20","0.48","1.34"
"","Alex Roldan","SEA","2023","FB","2667","19","4","1","0.78","-0.45","0.22","29","1","2.42","-1.42","3.20","1.14","0.50"
"","Tony Tchani","CLB","2016","DM","1925","27","8","1","1.53","-0.51","-0.53","30","2","1.67","0.33","3.20","0.43","1.22"
"","Tranquillo Barnetta","PHI","2015","W","815","19","7","1","1.74","-0.94","-0.74","14","2","1.46","0.54","3.20","0.50","0.91"
"","Nathan Sturgis","COL","2013","DM","2190","27","7","4","2.25","1.51","1.75","19","1","0.94","0.06","3.20","1.69","1.41"
"","Adam Jahn","SJE","2015","ST","1137","21","6","1","2.40","-1.12","-1.40","10","1","0.80","0.20","3.19","0.58","1.65"
"","Erik Hurtado","SKC","2019","ST","897","20","9","2","2.82","-0.88","-0.82","6","0","0.37","-0.37","3.19","0.34","1.40"
"","Dom Dwyer","SKC","2013","ST","747","28","7","2","2.74","-1.69","-0.74","7","1","0.45","0.55","3.19","1.31","1.67"
"","Gary Mackay-Steven","NYC","2019","W","594","17","7","1","2.18","-0.13","-1.18","11","1","1.01","-0.01","3.19","0.10","1.04"
"","Kenny Saief","CIN","2019","ST","619","5","2","1","1.36","0.35","-0.36","11","2","1.83","0.17","3.19","0.09","0.56"
"","Michael Bradley","TOR","2021","DM","2945","18","4","1","0.95","0.46","0.04","29","1","2.23","-1.23","3.19","0.43","0.47"
"","Remi Walter","SKC","2022","DM","3246","17","6","3","1.04","0.09","1.96","34","1","2.15","-1.15","3.19","1.59","0.59"
"","Ager Aketxe","TOR","2018","CM","777","26","7","0","1.72","-0.47","-1.72","16","1","1.47","-0.47","3.19","0.00","0.51"
"","Ryan Finley","CLB","2013","ST","503","18","5","1","3.09","-1.28","-2.09","1","0","0.09","-0.09","3.19","0.53","1.44"
"","Ethan Zubak","LAG","2020","ST","847","19","7","2","2.78","0.39","-0.78","5","0","0.40","-0.40","3.19","1.17","1.51"
"","Robbie Findley","RSL","2014","ST","836","24","9","1","2.76","-0.23","-1.76","6","0","0.43","-0.43","3.18","0.48","2.63"
"","Carlos Gruezo","FCD","2018","DM","2763","28","6","2","2.48","-0.55","-0.48","14","1","0.70","0.30","3.18","0.40","1.12"
"","Tesho Akindele","ORL","2020","ST","913","12","6","3","2.32","0.61","0.68","11","0","0.86","-0.86","3.18","0.66","1.26"
"","Bradley Wright-Phillips","NYRB","2013","ST","364","12","6","1","2.50","0.22","-1.50","2","1","0.68","0.32","3.18","0.01","1.12"
"","Chad Barrett","SJE","2016","ST","621","17","7","2","2.33","0.10","-0.33","9","1","0.84","0.16","3.18","3.11","2.54"
"","Valeri Qazaishvili","SJE","2020","W","859","28","14","3","2.84","1.19","0.16","8","1","0.34","0.66","3.17","2.11","1.82"
"","Emmanuel Boateng","NER","2021","W","431","6","2","2","0.91","-0.16","1.09","12","3","2.27","0.73","3.17","0.77","0.49"
"","Alvas Powell","POR","2015","FB","2924","18","4","0","0.77","-0.24","-0.77","21","1","2.40","-1.40","3.17","0.00","0.47"
"","Waylon Francis","CLB","2014","FB","2267","11","3","0","0.22","0.80","-0.22","29","6","2.95","3.05","3.17","0.00","0.16"
"","Szabolcs Schon","FCD","2021","W","1059","22","3","0","2.20","-1.94","-2.20","11","5","0.96","4.04","3.16","0.00","1.43"
"","David Texeira","FCD","2014","ST","896","18","10","4","2.60","1.26","1.40","6","0","0.55","-0.55","3.16","2.07","1.76"
"","Fabinho","PHI","2016","FB","2705","10","2","0","0.25","-0.20","-0.25","26","4","2.91","1.09","3.15","0.00","0.20"
"","Paxton Pomykal","FCD","2022","CM","2627","21","3","0","1.16","-0.44","-1.16","20","2","1.99","0.01","3.14","0.00","0.80"
"","Adam Bedell","CLB","2014","ST","694","14","10","2","2.16","1.98","-0.16","7","0","0.98","-0.98","3.14","1.05","1.72"
"","Andrew Wenger","PHI","2015","W","1823","26","9","1","1.83","-0.58","-0.83","12","2","1.31","0.69","3.14","0.52","1.11"
"","Mauro Rosales","FCD","2016","W","649","6","3","2","0.85","0.50","1.15","24","3","2.29","0.71","3.14","0.50","0.65"
"","Dagur Dan Thórhallsson","ORL","2023","FB","1413","13","3","2","1.19","0.08","0.81","10","3","1.94","1.06","3.13","0.20","0.37"
"","Mix Diskerud","NYC","2016","CM","875","20","7","1","1.53","-0.17","-0.53","11","2","1.60","0.40","3.13","0.18","0.97"
"","Bojan","MTL","2019","AM","652","18","6","3","2.68","0.54","0.32","6","0","0.44","-0.44","3.13","2.44","1.72"
"","Jonathan Osorio","TOR","2017","CM","1174","16","6","2","1.67","-0.19","0.33","11","1","1.46","-0.46","3.12","0.00","0.69"
"","Eryk Williamson","POR","2022","DM","1284","6","1","0","0.28","-0.25","-0.28","23","5","2.84","2.16","3.12","0.00","0.22"
"","Walker Zimmerman","NSH","2023","CB","2065","12","4","2","1.68","-0.32","0.32","8","1","1.44","-0.44","3.12","1.07","1.18"
"","Yoshimar Yotún","ORL","2017","CM","963","16","4","1","1.01","0.06","-0.01","35","4","2.11","1.89","3.12","0.00","1.01"
"","Nicolas Hasler","TOR, CHI","2018","FB","1854","11","4","0","1.15","0.24","-1.15","17","3","1.97","1.03","3.12","0.00","0.65"
"","Tristan Bowen","CHV","2013","ST","1259","32","7","2","1.58","-0.23","0.42","12","1","1.54","-0.54","3.12","1.23","0.98"
"","Marc Burch","COL","2014","FB","2037","11","1","1","0.36","-0.02","0.64","28","3","2.75","0.25","3.12","0.41","0.21"
"","Jack Elliott","PHI","2022","CB","3167","24","6","2","2.86","-0.43","-0.86","1","0","0.25","-0.25","3.12","0.22","1.05"
"","Shamit Shome","MTL","2019","CM","1782","8","3","1","1.89","-0.63","-0.89","9","1","1.22","-0.22","3.11","0.36","1.17"
"","Seb Hines","ORL","2016","CB","2286","27","9","3","3.05","0.13","-0.05","1","0","0.06","-0.06","3.11","1.79","2.03"
"","Mathieu Deplagne","CIN","2019","FB","3157","23","7","1","2.12","-0.34","-1.12","9","1","0.98","0.02","3.11","0.03","1.17"
"","Mason Toye","MTL","2022","ST","802","20","7","2","2.84","-0.73","-0.84","3","0","0.27","-0.27","3.10","1.27","1.61"
"","Jack McBean","LAG","2013","ST","613","19","8","1","2.93","0.41","-1.93","3","0","0.17","-0.17","3.10","0.24","1.94"
"","Justin Morrow","TOR","2015","FB","2966","9","4","2","1.16","0.89","0.84","17","2","1.93","0.07","3.10","0.44","0.26"
"","Ronald Matarrita","NYC","2016","FB","2141","25","9","1","1.19","-0.22","-0.19","16","2","1.91","0.09","3.10","0.01","0.70"
"","Kevin Molino","ORL","2015","W","650","14","4","0","1.79","-1.02","-1.79","13","1","1.30","-0.30","3.10","0.00","1.44"
"","Matt Besler","SKC","2013","CB","2253","6","0","0","0.30","-0.30","-0.30","21","1","2.80","-1.80","3.10","0.00","0.17"
"","Andrés Ricaurte","FCD","2020","AM","1186","17","6","1","0.88","0.55","0.12","30","1","2.21","-1.21","3.09","0.48","0.34"
"","Jeremy Ebobisse","POR","2018","ST","496","12","3","2","2.52","-0.71","-0.52","5","0","0.57","-0.57","3.09","0.74","1.47"
"","Henok Goitom","SJE","2016","ST","464","14","2","0","1.69","-1.63","-1.69","4","1","1.40","-0.40","3.09","0.00","1.32"
"","Daniel Steres","LAG","2019","CB","2861","20","6","3","2.47","0.05","0.53","6","0","0.62","-0.62","3.08","1.54","1.70"
"","Nick Hagglund","TOR","2014","CB","2254","22","6","2","1.62","0.14","0.38","9","2","1.47","0.53","3.08","1.85","1.13"
"","Shaq Moore","NSH","2023","FB","3062","9","0","0","0.27","-0.27","-0.27","25","4","2.81","1.19","3.08","0.00","0.18"
"","Fabinho","PHI","2015","FB","2255","14","3","1","0.44","-0.19","0.56","17","3","2.64","0.36","3.08","0.55","0.32"
"","Maikel Chang","RSL","2021","FB","1191","15","9","2","1.12","1.55","0.88","26","1","1.96","-0.96","3.08","0.66","0.70"
"","Darlington Nagbe","CLB","2021","DM","3192","17","4","2","1.30","0.28","0.70","22","2","1.78","0.22","3.08","1.74","0.99"
"","Alex Roldan","SEA","2022","FB","2851","9","3","1","0.30","0.05","0.70","37","4","2.77","1.23","3.07","0.00","0.22"
"","Jonathan Menéndez","RSL","2021","W","959","20","5","1","1.36","-0.57","-0.36","20","3","1.71","1.29","3.07","0.68","1.15"
"","Nicolás Mezquida","VAN","2015","W","997","28","12","1","1.85","0.10","-0.85","17","0","1.22","-1.22","3.07","0.59","1.01"
"","Sean Davis","NYRB","2017","DM","1941","28","10","2","1.58","0.30","0.42","27","2","1.49","0.51","3.07","0.48","0.82"
"","Clint Dempsey","SEA","2013","ST","706","32","7","1","2.15","-1.08","-1.15","11","0","0.91","-0.91","3.06","0.29","1.11"
"","Nigel Robertha","DCU","2022","W","815","10","4","1","0.92","0.04","0.08","19","3","2.15","0.85","3.06","0.00","0.41"
"","Saad Abdul-Salaam","SKC","2016","FB","2583","15","3","0","0.93","-0.45","-0.93","27","3","2.13","0.87","3.06","0.00","0.62"
"","Jorge Villafaña","POR","2019","FB","2142","8","0","0","0.31","-0.31","-0.31","31","4","2.75","1.25","3.06","0.00","0.10"
"","Rodolfo Pizarro","MIA","2023","AM","1020","13","4","0","0.88","-0.58","-0.88","21","0","2.19","-2.19","3.06","0.00","0.49"
"","Yangel Herrera","NYC","2017","CM","1330","20","7","1","2.10","-1.16","-1.10","13","2","0.96","1.04","3.06","1.23","1.74"
"","Andrew Farrell","NER","2018","FB","2938","12","3","2","0.56","0.12","1.44","29","2","2.50","-0.50","3.06","0.78","0.32"
"","Johan Venegas","MTL","2015","W","800","21","7","1","2.47","-1.43","-1.47","9","0","0.59","-0.59","3.06","0.44","1.75"
"","Nick Hagglund","CIN","2022","CB","2968","16","7","1","1.70","0.75","-0.70","10","1","1.36","-0.36","3.06","0.47","1.23"
"","Max","COL","2022","CM","1038","23","6","0","2.04","-1.28","-2.04","10","1","1.02","-0.02","3.06","0.00","1.67"
"","Ryan Raposo","VAN","2023","FB","1479","16","4","0","0.92","-0.07","-0.92","16","2","2.13","-0.13","3.05","0.00","0.81"
"","Héctor Jiménez","CLB","2015","FB","1211","3","0","0","0.08","-0.08","-0.08","29","4","2.97","1.03","3.05","0.00","0.04"
"","Drew Moor","COL","2013","CB","3024","17","6","3","2.63","0.82","0.37","4","0","0.42","-0.42","3.04","1.01","1.83"
"","Alex","CHI","2013","CM","1747","34","9","1","1.40","0.06","-0.40","24","0","1.65","-1.65","3.04","0.30","0.73"
"","Jahmir Hyka","SJE","2018","W","978","18","6","3","1.95","0.44","1.05","20","0","1.10","-1.10","3.04","2.33","1.30"
"","Jonathan Osorio","TOR","2020","DM","1531","18","6","1","2.14","-0.95","-1.14","15","2","0.91","1.09","3.04","0.75","1.25"
"","Ignacio Aliseda","CHI","2020","W","1526","26","6","1","2.06","-0.20","-1.06","14","1","0.98","0.02","3.04","0.01","1.25"
"","Anthony Fontana","PHI","2020","AM","587","16","13","6","2.63","3.07","3.37","4","0","0.41","-0.41","3.03","1.36","0.61"
"","Lewis O'Brien","DCU","2023","CM","1686","20","5","1","1.16","-0.56","-0.16","23","1","1.88","-0.88","3.03","0.54","0.52"
"","Aníbal Godoy","SJE","2016","CM","2088","28","9","1","1.65","-0.73","-0.65","20","2","1.38","0.62","3.03","0.49","1.02"
"","Aníbal Godoy","SJE","2017","CM","2284","20","4","2","1.56","-0.60","0.44","19","0","1.48","-1.48","3.03","0.80","0.78"
"","Cristian Dájome","DCU, VAN","2023","W","1244","19","8","2","1.92","0.11","0.08","17","1","1.11","-0.11","3.03","0.18","1.13"
"","Griffin Dorsey","HOU","2023","FB","1173","11","5","3","0.45","0.60","2.55","15","2","2.58","-0.58","3.03","0.81","0.16"
"","Brandon Servania","FCD","2019","DM","1247","26","9","2","2.18","-0.08","-0.18","14","1","0.85","0.15","3.03","0.37","0.62"
"","Patrick Mullins","CLB, TOR","2019","ST","628","15","4","2","2.35","-0.41","-0.35","6","0","0.67","-0.67","3.03","1.86","1.59"
"","Connor Hallisey","SKC","2016","W","1165","18","8","0","1.51","-0.49","-1.51","15","1","1.52","-0.52","3.02","0.00","0.80"
"","Scott Caldwell","NER","2017","CM","2358","11","2","1","1.01","0.16","-0.01","15","2","2.02","-0.02","3.02","0.54","0.61"
"","Sean Franklin","DCU","2015","FB","2255","11","3","1","1.09","0.58","-0.09","22","0","1.93","-1.93","3.02","0.40","0.77"
"","Danny Musovski","LAFC, RSL","2022","W","636","13","6","2","2.86","0.37","-0.86","3","0","0.16","-0.16","3.02","0.70","1.22"
"","Gershon Koffie","VAN","2014","DM","1673","20","5","1","1.20","-0.48","-0.20","21","1","1.83","-0.83","3.02","0.58","1.23"
"","Matt Polster","CHI","2017","FB","1896","9","3","1","0.46","-0.01","0.54","21","5","2.56","2.44","3.02","0.37","0.32"
"","Alex","CHI","2014","W","2119","28","7","0","1.60","0.32","-1.60","24","1","1.42","-0.42","3.02","0.00","1.15"
"","Tyler Adams","NYRB","2017","DM","2171","12","7","2","0.89","1.17","1.11","19","3","2.13","0.87","3.02","1.47","0.36"
"","Pablo Ruiz","RSL","2021","DM","2217","35","8","0","1.17","-0.80","-1.17","27","2","1.85","0.15","3.02","0.00","0.89"
"","Mason Toye","MTL","2023","ST","722","18","5","3","2.75","-0.67","0.25","7","0","0.27","-0.27","3.02","0.74","1.05"
"","Auro","TOR","2019","FB","2038","8","3","0","0.37","-0.08","-0.37","18","3","2.64","0.36","3.02","0.00","0.30"
"","Edison Flores","DCU","2020","W","959","15","4","0","0.83","-0.32","-0.83","19","3","2.19","0.81","3.02","0.00","0.55"
"","Brandon Vincent","CHI","2017","FB","2520","18","4","2","0.67","0.82","1.33","20","4","2.35","1.65","3.02","0.66","0.32"
"","Davy Arnaud","DCU","2014","CM","2821","21","6","2","1.52","0.69","0.48","22","0","1.50","-1.50","3.01","1.33","0.61"
"","Bobby Wood","RSL","2021","ST","702","19","6","2","2.14","0.06","-0.14","7","1","0.87","0.13","3.01","0.87","1.43"
"","Alexander López","HOU","2015","W","1011","18","3","0","1.02","-0.60","-1.02","27","2","1.99","0.01","3.01","0.00","0.65"
"","Fabian Herbers","CHI","2019","CM","868","18","6","3","2.04","0.50","0.96","12","1","0.97","0.03","3.01","1.34","0.92"
"","Nick Lima","ATX","2022","FB","2591","20","1","0","0.68","-0.61","-0.68","20","3","2.33","0.67","3.01","0.00","0.52"
"","Gastón Giménez","CHI","2021","DM","2136","35","11","2","1.20","0.55","0.80","24","1","1.80","-0.80","3.01","1.60","1.03"
"","Diego Campos","CHI","2018","W","1310","19","6","1","1.88","0.42","-0.88","15","1","1.12","-0.12","3.00","0.54","1.30"
"","Ifunanyachi Achara","TOR","2021","W","883","18","8","2","2.26","-0.19","-0.26","5","1","0.74","0.26","3.00","1.25","0.99"
"","Mamadou Fall","LAFC","2021","CB","1689","15","6","4","1.77","1.37","2.23","6","0","1.23","-1.23","3.00","1.81","1.07"
"","Andrés Flores","POR","2018","CM","1323","14","2","1","1.61","-0.57","-0.61","18","2","1.38","0.62","3.00","0.98","0.98"
"","Andrés Ríos","SJE","2021","ST","1123","24","6","0","2.19","-1.40","-2.19","12","0","0.81","-0.81","3.00","0.00","1.59"
"","Florian Jungwirth","SJE","2017","CB","2779","13","3","2","1.70","0.54","0.30","14","3","1.30","1.70","3.00","1.44","1.08"
"","Larrys Mabiala","POR","2018","CB","3012","26","11","5","2.57","1.38","2.43","5","1","0.42","0.58","2.99","1.88","1.59"
"","Andrés Perea","PHI, NYC","2023","DM","1055","28","7","2","2.38","0.38","-0.38","4","0","0.61","-0.61","2.99","0.85","1.42"
"","Gianluca Busio","SKC","2021","DM","1258","27","7","2","1.67","0.66","0.33","18","1","1.30","-0.30","2.98","1.34","1.27"
"","Jermaine Jones","COL","2016","AM","768","21","9","3","1.95","0.76","1.05","9","1","1.03","-0.03","2.98","1.58","1.35"
"","Ayo Akinola","TOR","2021","ST","694","14","6","3","2.71","0.08","0.29","4","0","0.26","-0.26","2.98","1.80","1.76"
"","Ryan Hollingshead","LAFC","2023","FB","2629","21","7","4","1.71","0.02","2.29","22","0","1.26","-1.26","2.98","0.75","1.01"
"","Brian Carroll","PHI","2013","CM","3224","16","5","2","1.13","0.64","0.87","21","1","1.85","-0.85","2.97","1.15","0.61"
"","Andy Najar","DCU","2021","CB","2093","16","3","1","1.52","-0.48","-0.52","15","3","1.45","1.55","2.97","0.74","0.74"
"","Dax McCarty","CHI","2017","DM","2637","15","3","0","0.91","-0.27","-0.91","25","4","2.06","1.94","2.97","0.00","0.48"
"","Matt Besler","SKC","2015","CB","3052","0","0","0","0.00","0.00","0.00","22","3","2.97","0.03","2.97","0.00","0.00"
"","Mario González","LAFC","2023","ST","419","8","4","1","2.19","-0.82","-1.19","4","1","0.78","0.22","2.97","1.23","2.34"
"","Rafael Ramos","ORL","2015","FB","2156","8","3","0","0.39","0.13","-0.39","22","1","2.58","-1.58","2.97","0.00","0.32"
"","Lovel Palmer","CHI","2014","FB","2826","30","8","1","1.22","-0.39","-0.22","21","1","1.74","-0.74","2.96","0.50","0.97"
"","Alex Muyl","NSH","2023","W","2249","23","6","1","1.88","-0.03","-0.88","16","0","1.09","-1.09","2.96","0.33","1.22"
"","Darlington Nagbe","CLB","2023","CM","3106","18","7","3","2.00","-0.55","1.00","19","1","0.96","0.04","2.96","1.27","0.86"
"","Ben Bender","CLT","2023","CM","997","17","5","3","1.75","0.40","1.25","17","2","1.21","0.79","2.96","1.81","1.17"
"","Omar González","TOR","2021","CB","2510","10","6","3","1.35","0.77","1.65","5","1","1.60","-0.60","2.96","1.55","0.89"
"","Enzo Martinez","COL","2018","CM","1553","22","7","0","1.25","-0.69","-1.25","19","3","1.70","1.30","2.96","0.00","0.62"
"","Sheanon Williams","HOU, PHI","2015","FB","2612","9","2","0","0.26","-0.20","-0.26","19","3","2.70","0.30","2.96","0.00","0.15"
"","Remi Walter","SKC","2023","CM","3035","25","8","2","2.01","0.28","-0.01","17","2","0.95","1.05","2.96","0.83","1.17"
"","Maicon Santos","CHI","2013","ST","445","20","5","2","2.41","-0.62","-0.41","5","0","0.55","-0.55","2.95","0.38","1.34"
"","Tosaint Ricketts","TOR","2016","ST","436","20","9","3","2.70","0.64","0.30","3","0","0.25","-0.25","2.95","2.40","1.70"
"","Dominique Badji","NSH","2020","ST","786","18","5","1","2.35","-0.98","-1.35","7","1","0.60","0.40","2.95","0.59","1.66"
"","Shea Salinas","SJE","2020","W","882","10","3","2","1.60","-0.39","0.40","13","2","1.35","0.65","2.95","1.60","0.38"
"","Tommy McNamara","NYC","2017","W","1678","23","11","3","2.49","0.88","0.51","11","1","0.46","0.54","2.95","2.30","2.24"
"","Jürgen Locadia","CIN","2021","ST","410","13","5","1","2.56","-1.05","-1.56","5","0","0.39","-0.39","2.95","1.29","1.37"
"","Luis Amarilla","MIN","2020","ST","451","16","5","2","2.84","-0.63","-0.84","3","1","0.10","0.90","2.94","0.71","1.15"
"","Calum Mallace","MTL","2015","DM","1933","19","4","0","0.83","-0.16","-0.83","15","3","2.11","0.89","2.94","0.00","0.56"
"","Alex Muyl","NYRB, NSH","2020","W","1228","17","5","0","1.81","-0.60","-1.81","10","2","1.13","0.87","2.94","0.00","1.11"
"","João Moutinho","ORL","2022","FB","2712","18","4","2","1.31","-0.34","0.69","25","1","1.63","-0.63","2.94","1.66","1.08"
"","Erik Friberg","SEA","2016","DM","1700","12","2","0","0.91","-0.77","-0.91","24","1","2.03","-1.03","2.94","0.00","0.81"
"","Ashley Cole","LAG","2017","FB","2702","8","2","1","1.01","0.05","-0.01","20","2","1.92","0.08","2.94","0.67","0.62"
"","Darlington Nagbe","ATL","2018","CM","2158","18","2","0","1.05","-0.99","-1.05","26","1","1.89","-0.89","2.93","0.00","0.48"
"","Matt Hedges","FCD","2018","CB","3214","15","7","2","2.72","0.53","-0.72","3","0","0.22","-0.22","2.93","0.79","1.82"
"","Elliot Collier","CHI","2018","W","994","15","5","1","2.03","-0.88","-1.03","10","1","0.90","0.10","2.93","1.10","1.84"
"","Jordy Alcívar","CLT","2022","CM","1123","16","7","1","1.50","0.40","-0.50","22","1","1.43","-0.43","2.93","0.61","0.98"
"","Kellyn Acosta","FCD","2015","DM","1731","29","8","3","1.81","0.54","1.19","13","1","1.12","-0.12","2.93","0.63","0.87"
"","Theo Bair","VAN","2019","AM","910","12","7","2","2.49","-0.30","-0.49","9","2","0.44","1.56","2.93","1.01","1.40"
"","Douglas Martínez","RSL","2020","ST","909","20","8","2","2.36","-0.65","-0.36","8","0","0.57","-0.57","2.93","1.40","1.85"
"","Atiba Harris","FCD","2016","FB","2145","17","5","1","1.40","-0.23","-0.40","15","2","1.53","0.47","2.92","0.85","1.00"
"","Timothy Tillman","LAFC","2023","CM","1820","25","9","4","1.82","-0.06","2.18","20","1","1.10","-0.10","2.92","0.99","0.86"
"","Andrew Gutman","NYRB","2021","FB","2019","16","4","2","1.04","0.68","0.96","22","1","1.88","-0.88","2.92","0.91","0.74"
"","Luis Gil","RSL","2014","CM","1500","20","6","2","0.82","0.66","1.18","20","2","2.10","-0.10","2.92","0.81","0.50"
"","Chris Donovan","PHI","2023","ST","496","7","3","1","1.43","-0.55","-0.43","4","1","1.49","-0.49","2.92","0.05","0.49"
"","Chris Duvall","MTL","2017","FB","2368","11","4","1","1.19","-0.01","-0.19","18","2","1.73","0.27","2.91","0.31","0.63"
"","Kevin Paredes","DCU","2021","FB","1657","21","8","3","1.94","-0.07","1.06","13","1","0.97","0.03","2.91","1.77","1.33"
"","Andres Jasson","NYC","2023","W","933","17","5","3","2.04","0.40","0.96","11","1","0.88","0.12","2.91","1.50","1.01"
"","Edgar Castillo","NER","2019","FB","1836","16","1","0","0.59","-0.58","-0.59","14","5","2.33","2.67","2.91","0.00","0.26"
"","Raheem Edwards","TOR","2017","FB","1149","11","4","1","1.08","-0.51","-0.08","13","4","1.83","2.17","2.91","0.00","0.60"
"","Ryan Raposo","VAN","2022","FB","1600","19","4","2","1.24","0.39","0.76","21","1","1.67","-0.67","2.91","1.61","0.85"
"","Anthony Blondell","VAN","2018","ST","730","20","7","1","2.22","-0.26","-1.22","7","0","0.69","-0.69","2.91","0.19","1.06"
"","Alexander Ring","ATX","2023","CB","2397","19","6","2","1.13","0.87","0.87","15","1","1.78","-0.78","2.91","2.48","0.69"
"","Brandon Servania","FCD","2022","CM","1457","28","8","2","1.52","-0.40","0.48","8","3","1.38","1.62","2.91","0.72","1.19"
"","Hendry Thomas","COL","2013","DM","2484","33","5","2","2.39","-0.30","-0.39","7","0","0.51","-0.51","2.90","0.98","1.48"
"","Mark Delgado","LAG","2022","CM","2764","11","3","2","1.25","-0.02","0.75","27","2","1.65","0.35","2.90","0.85","0.55"
"","Will Bruin","SEA","2022","ST","982","20","5","3","2.67","0.00","0.33","6","0","0.23","-0.23","2.90","2.06","1.63"
"","Josué Colmán","ORL","2018","W","1174","28","11","1","1.48","-0.63","-0.48","21","2","1.42","0.58","2.90","0.31","0.83"
"","Diego Chara","POR","2017","DM","2756","5","2","1","0.99","0.36","0.01","25","1","1.91","-0.91","2.90","0.48","0.45"
"","Mark-Anthony Kaye","NER, TOR","2023","DM","2859","13","5","2","1.67","-0.06","0.33","19","3","1.23","1.77","2.90","0.39","0.73"
"","Jason Johnson","CHI","2015","ST","698","30","9","2","2.37","-0.53","-0.37","3","1","0.53","0.47","2.90","2.04","1.60"
"","Roy Miller","NYRB","2014","FB","2090","10","0","0","0.44","-0.44","-0.44","22","3","2.46","0.54","2.90","0.00","0.32"
"","DeAndre Yedlin","MIA","2022","FB","3299","5","0","0","0.16","-0.16","-0.16","26","3","2.73","0.27","2.89","0.00","0.11"
"","Malte Amundsen","NYC","2021","FB","1585","10","3","1","0.86","0.29","0.14","17","3","2.03","0.97","2.89","0.00","0.25"
"","Matt Hedges","FCD","2013","CB","3030","13","4","3","2.61","-0.13","0.39","4","0","0.27","-0.27","2.89","1.29","1.52"
"","Marco Farfan","FCD","2023","FB","2954","11","3","1","0.96","0.58","0.04","16","3","1.92","1.08","2.88","0.01","0.74"
"","Diego Chara","POR","2019","DM","2908","7","1","0","1.31","-0.91","-1.31","25","1","1.57","-0.57","2.88","0.00","0.35"
"","Austin Berry","CHI","2013","CB","3300","14","5","1","1.59","0.51","-0.59","7","2","1.29","0.71","2.88","0.63","1.15"
"","Reto Ziegler","FCD","2020","CB","1673","6","4","2","1.72","0.22","0.28","15","1","1.17","-0.17","2.88","0.67","0.65"
"","Malte Amundsen","NYC","2022","FB","2361","14","2","0","0.50","-0.40","-0.50","22","1","2.38","-1.38","2.88","0.00","0.30"
"","Hérculez Gómez","SEA","2016","W","922","14","7","0","1.49","-0.72","-1.49","12","0","1.39","-1.39","2.88","0.00","1.48"
"","Anthony Markanich","COL, STL","2023","FB","1129","14","3","1","1.38","-0.62","-0.38","10","0","1.50","-1.50","2.87","0.21","1.08"
"","Luke Boden","ORL","2016","FB","1738","5","0","0","0.17","-0.17","-0.17","23","2","2.70","-0.70","2.87","0.00","0.10"
"","Steven Moreira","CLB","2022","FB","3087","11","4","1","0.54","0.15","0.46","36","5","2.33","2.67","2.87","1.95","0.43"
"","Nicolás Mezquida","VAN","2014","W","484","11","5","2","1.34","0.58","0.66","10","0","1.53","-1.53","2.87","1.22","0.90"
"","Dave Romney","LAG","2017","CB","2463","19","9","2","2.25","2.09","-0.24","5","0","0.62","-0.62","2.87","1.99","1.63"
"","Maynor Figueroa","FCD","2017","FB","2520","34","6","3","1.82","0.61","1.18","11","0","1.05","-1.05","2.87","1.30","1.11"
"","Dan Gargan","LAG","2014","FB","2556","7","1","0","0.17","0.15","-0.17","26","3","2.70","0.30","2.87","0.00","0.14"
"","Gonzalo Verón","NYRB","2015","W","371","10","4","1","1.00","-0.02","0.00","11","1","1.87","-0.87","2.86","0.00","0.21"
"","Diego Polenta","LAG","2019","CB","2764","18","4","1","0.81","0.13","0.19","17","2","2.05","-0.05","2.86","0.23","0.46"
"","Zarek Valentin","POR","2018","FB","2988","12","0","0","0.32","-0.32","-0.32","28","0","2.54","-2.54","2.86","0.00","0.19"
"","Ilie Sánchez","SKC","2017","DM","3231","19","2","0","0.95","-0.73","-0.95","26","1","1.91","-0.91","2.86","0.00","0.70"
