"","Player","Team","Season","Position","Minutes","Passes","Pass %","xPass %","Score","Per100","Distance","Vertical","Touch %","Games"
"","Erik Hurtado","VAN","2015","W","227","52","73.1%","75.9%","-1.47","-2.82","13.87","-3.28","1.8%","9"
"","Chris Ritter","CHI","2015","CM","427","190","81.0%","81.8%","-1.47","-0.77","23.77","5.99","5.7%","7"
"","Robert Earnshaw","CHI","2014","ST","199","28","78.6%","83.8%","-1.47","-5.26","16.25","0.33","2.0%","5"
"","Luis Caicedo","NER","2021","CM","210","91","84.6%","86.2%","-1.48","-1.63","18.53","2.80","5.1%","4"
"","Tosaint Ricketts","VAN","2022","ST","563","112","71.4%","72.8%","-1.48","-1.32","13.50","-1.76","1.3%","23"
"","Teal Bunbury","NER","2021","ST","1286","401","76.6%","76.9%","-1.48","-0.37","15.30","-2.33","3.4%","29"
"","Jordy Delem","SEA","2021","CM","53","15","73.3%","83.2%","-1.48","-9.89","15.49","3.82","0.8%","4"
"","Fabinho","PHI","2019","FB","100","40","72.5%","76.2%","-1.49","-3.73","14.65","3.43","10.1%","1"
"","Damian Rivera","NER","2022","W","474","141","80.1%","81.2%","-1.49","-1.06","16.96","-1.29","2.4%","13"
"","Ibrahim Kasule","NYRB","2023","W","30","6","50.0%","75.0%","-1.50","-24.95","9.96","0.57","2.6%","1"
"","George Campbell","ATL","2020","CB","57","44","84.1%","87.5%","-1.50","-3.41","21.14","4.36","6.8%","1"
"","Antoine Hoppenot","PHI","2014","ST","263","54","64.8%","67.6%","-1.51","-2.79","13.79","3.81","1.4%","13"
"","James Pantemis","MTL","2021","GK","1783","513","81.1%","81.4%","-1.51","-0.29","28.25","20.01","5.2%","18"
"","Bobby Edwards","CIN","2020","GK","199","42","52.4%","56.0%","-1.51","-3.60","49.17","41.96","4.3%","2"
"","Danny Hoesen","ATX","2021","ST","329","39","76.9%","80.8%","-1.51","-3.88","19.08","-0.60","1.9%","5"
"","Victor Pineda","CHI","2014","W","64","23","73.9%","80.5%","-1.51","-6.58","12.27","-2.65","2.0%","4"
"","Darren Mattocks","POR","2016","W","1013","226","70.3%","71.0%","-1.52","-0.67","16.19","3.16","4.0%","19"
"","Jesús Jiménez","FCD","2023","ST","794","188","80.3%","81.1%","-1.52","-0.81","15.87","-1.58","2.1%","22"
"","Ben Speas","CLB","2014","AM","750","243","72.0%","72.6%","-1.52","-0.63","22.42","3.77","3.8%","13"
"","Samuel Tetteh","NYRB","2020","ST","369","94","76.6%","78.2%","-1.53","-1.62","14.68","0.40","2.4%","10"
"","Lee Nguyen","NER","2013","CM","3072","1579","77.4%","77.5%","-1.53","-0.10","20.81","6.63","10.9%","33"
"","Shaun Wright-Phillips","NYRB","2016","W","151","55","72.7%","75.5%","-1.53","-2.78","13.53","1.75","1.7%","7"
"","Niki Jackson","COL","2019","ST","57","12","58.3%","71.1%","-1.53","-12.76","13.60","-4.90","0.8%","4"
"","Cordell Cato","SJE","2013","W","1123","365","64.4%","64.8%","-1.53","-0.42","15.84","2.04","5.0%","20"
"","Alan Winn","NSH","2020","W","273","124","75.0%","76.2%","-1.53","-1.24","16.35","-1.57","4.1%","7"
"","Kim Moon-Hwan","LAFC","2022","FB","83","60","81.7%","84.2%","-1.54","-2.56","15.46","2.59","10.4%","1"
"","Yura Movsisyan","CHI","2018","AM","75","9","44.4%","61.5%","-1.54","-17.10","12.55","7.10","1.0%","4"
"","Dante Sealy","FCD","2023","W","349","121","73.6%","74.8%","-1.54","-1.27","16.86","2.52","3.4%","10"
"","Themi Antonoglou","TOR","2023","FB","521","233","82.4%","83.1%","-1.54","-0.66","20.41","0.43","4.3%","11"
"","Jonathan Dean","CHI","2023","FB","1543","652","77.0%","77.2%","-1.55","-0.24","18.56","3.67","6.6%","22"
"","Chris Donovan","PHI","2023","ST","496","116","64.7%","66.0%","-1.55","-1.33","13.89","-0.13","1.9%","18"
"","Shamit Shome","MTL","2017","CM","15","5","40.0%","71.0%","-1.55","-30.98","23.12","15.29","1.5%","1"
"","Tommy McNamara","NER","2023","DM","214","103","85.4%","86.9%","-1.55","-1.50","17.63","4.87","3.2%","6"
"","Andrew Carleton","ATL","2018","W","186","75","76.0%","78.1%","-1.55","-2.07","19.00","-0.73","2.2%","7"
"","Tristan Bowen","SEA","2014","W","69","37","64.9%","69.0%","-1.55","-4.19","15.65","-2.83","4.4%","2"
"","Jorge Cabezas","NYRB","2023","ST","141","27","74.1%","79.8%","-1.55","-5.75","12.35","-2.43","2.1%","5"
"","Yimmi Chará","POR","2023","W","813","305","79.3%","79.8%","-1.56","-0.51","14.97","-0.11","4.3%","17"
"","Adam Armour","CLT","2022","W","109","40","72.5%","76.4%","-1.56","-3.90","16.66","2.26","2.0%","5"
"","Matt Freese","PHI","2020","GK","101","25","36.0%","42.2%","-1.56","-6.24","56.46","52.75","5.0%","1"
"","Pablo Ruiz","RSL","2022","CM","2629","1425","81.1%","81.2%","-1.56","-0.11","24.70","4.46","10.5%","29"
"","Jay Chapman","TOR","2015","W","239","103","77.7%","79.2%","-1.56","-1.52","15.01","0.96","2.4%","10"
"","Krisztián Németh","SKC, NER","2018","ST","958","259","76.1%","76.7%","-1.56","-0.60","15.37","0.80","2.5%","24"
"","Mehdi Ballouchy","VAN","2014","CM","335","195","78.5%","79.3%","-1.57","-0.80","20.17","6.06","4.5%","9"
"","Hamady Diop","CLT","2023","FB","46","13","61.5%","73.6%","-1.57","-12.05","19.23","12.28","1.3%","3"
"","Paxten Aaronson","PHI","2021","AM","674","191","73.3%","74.1%","-1.57","-0.82","14.38","3.95","3.6%","14"
"","José Mari","COL","2014","CM","1859","1211","83.7%","83.9%","-1.57","-0.13","22.75","6.79","11.8%","20"
"","Héctor Jiménez","ATX","2023","FB","55","20","65.0%","72.9%","-1.57","-7.86","19.24","-3.32","2.5%","2"
"","Adrien Pérez","LAFC","2019","W","262","98","73.5%","75.1%","-1.58","-1.61","15.68","-1.09","1.6%","12"
"","Cameron Porter","SKC","2016","W","43","14","57.1%","68.5%","-1.58","-11.31","24.17","-5.01","1.8%","2"
"","Lucas Cavallini","VAN","2022","ST","1666","401","73.6%","74.0%","-1.59","-0.40","17.29","1.62","5.9%","24"
"","Cameron Duke","SKC","2023","FB","152","91","76.9%","78.7%","-1.59","-1.75","20.40","3.88","4.9%","4"
"","Brandon Allen","NYRB","2016","ST","11","2","0.0%","80.0%","-1.60","-79.96","0.00","0.00","0.9%","1"
"","Nigel Robertha","DCU","2023","ST","365","68","69.1%","71.5%","-1.60","-2.36","14.12","1.18","2.0%","10"
"","Raymond Lee","PHI","2015","FB","19","8","25.0%","45.0%","-1.60","-20.03","26.34","25.40","2.0%","1"
"","Ethan Finlay","ATX","2023","W","1883","382","71.7%","72.2%","-1.61","-0.42","16.61","-0.22","2.9%","34"
"","Timo Pitter","FCD","2016","AM","13","5","60.0%","92.2%","-1.61","-32.20","14.31","-6.77","1.1%","1"
"","Yordy Reyna","VAN, DCU","2020","ST","711","215","81.9%","82.6%","-1.61","-0.75","18.97","3.88","4.3%","13"
"","Agustín Jara","FCD","2016","W","24","5","40.0%","72.3%","-1.61","-32.26","14.13","-12.02","0.4%","3"
"","Sergio Córdova","VAN","2023","ST","955","191","73.8%","74.7%","-1.61","-0.85","14.70","0.67","3.0%","19"
"","Brandon Vázquez","ATL","2017","W","238","66","66.7%","69.1%","-1.62","-2.45","17.36","0.02","1.5%","13"
"","Daniel Royer","NYRB","2021","ST","578","185","68.7%","69.5%","-1.62","-0.87","13.46","0.97","3.0%","15"
"","Jermaine Jones","NER","2014","DM","663","402","78.6%","79.0%","-1.62","-0.40","22.92","6.62","9.7%","10"
"","Chris Donovan","PHI","2022","ST","150","40","47.5%","51.5%","-1.62","-4.05","13.44","-0.67","2.1%","6"
"","Adam Pearlman","TOR","2023","CB","11","11","63.6%","78.4%","-1.62","-14.75","21.46","9.22","1.9%","1"
"","Tommy McNamara","HOU, NER","2020","DM","1126","595","80.7%","81.0%","-1.62","-0.27","21.41","4.60","6.4%","18"
"","Derrick Jones","PHI","2018","DM","454","221","84.2%","84.9%","-1.63","-0.74","18.45","3.21","4.0%","12"
"","Leon Flach","PHI","2023","CM","2004","487","78.2%","78.6%","-1.64","-0.34","16.63","3.89","5.0%","25"
"","Collen Warner","MTL, TOR","2014","CM","2443","1232","78.3%","78.5%","-1.64","-0.13","21.79","6.92","9.5%","29"
"","Sean Franklin","DCU","2017","FB","1540","744","73.1%","73.3%","-1.64","-0.22","21.52","10.29","8.8%","19"
"","Lisandro López","ATL","2021","ST","149","44","81.8%","85.6%","-1.64","-3.74","15.85","-1.76","4.4%","2"
"","Joe Nasco","COL","2014","GK","290","90","55.6%","57.4%","-1.65","-1.83","49.27","43.45","5.7%","4"
"","Isaiah Parente","CLB","2021","DM","245","144","85.4%","86.6%","-1.65","-1.14","20.97","4.04","4.9%","6"
"","Artur","CLB","2020","DM","2005","1190","88.0%","88.1%","-1.65","-0.14","21.55","3.47","10.2%","22"
"","Ben Mines","NYRB","2020","W","202","63","60.3%","62.9%","-1.65","-2.62","17.57","-0.26","3.2%","5"
"","Paxton Pomykal","FCD","2018","CM","152","73","74.0%","76.2%","-1.65","-2.26","20.18","2.25","2.5%","6"
"","Nökkvi Þeyr Þórisson","STL","2023","ST","328","77","75.3%","77.5%","-1.65","-2.15","16.21","-0.40","2.8%","9"
"","Henry Wingo","SEA","2019","W","231","76","77.6%","79.8%","-1.65","-2.18","16.33","-0.78","3.0%","6"
"","Derrick Etienne","CLB","2021","W","1992","625","74.6%","74.8%","-1.66","-0.27","17.49","-0.98","5.1%","29"
"","Bernie Ibini-Isei","VAN","2018","W","456","109","72.5%","74.0%","-1.66","-1.52","16.21","-0.14","4.0%","8"
"","Kwadwo Poku","NYC","2016","CM","295","132","77.3%","78.5%","-1.66","-1.26","19.82","4.36","4.1%","7"
"","Rodney Wallace","NYC","2018","W","901","303","76.2%","76.8%","-1.66","-0.55","14.52","-0.47","3.4%","18"
"","Nathan Ordaz","LAFC","2023","ST","356","76","75.0%","77.2%","-1.66","-2.19","13.82","-1.31","1.1%","17"
"","Erik Holt","RSL","2019","CB","403","142","77.5%","78.6%","-1.67","-1.18","24.11","10.33","7.0%","5"
"","Steven Vitória","PHI","2015","CB","1701","479","74.5%","74.9%","-1.67","-0.35","26.37","15.20","7.2%","18"
"","Maximiliano Urruti","POR, TOR","2013","ST","374","81","77.8%","79.8%","-1.68","-2.08","15.12","0.15","3.0%","7"
"","Cal Jennings","LAFC","2022","W","33","5","40.0%","73.7%","-1.69","-33.73","10.43","1.24","0.5%","3"
"","Matt Real","PHI","2023","FB","583","232","74.6%","75.3%","-1.69","-0.73","21.47","4.95","4.4%","13"
"","Juan David Cabezas","HOU","2019","DM","618","249","81.5%","82.2%","-1.69","-0.68","20.05","4.86","3.9%","15"
"","Robert Voloder","SKC","2022","CB","788","505","84.2%","84.5%","-1.69","-0.34","23.26","7.73","7.9%","12"
"","Walker Zimmerman","FCD","2015","CB","1202","400","74.3%","74.7%","-1.69","-0.42","24.15","11.63","5.4%","20"
"","Efraín Juárez","VAN","2018","CM","1266","535","85.6%","85.9%","-1.70","-0.32","17.98","1.13","7.2%","16"
"","Daniel Antunez","CHV","2013","CM","88","33","72.7%","77.9%","-1.70","-5.14","19.13","5.96","2.6%","3"
"","Tosaint Ricketts","VAN","2021","ST","244","48","64.6%","68.1%","-1.70","-3.53","14.58","-0.68","1.0%","14"
"","Emanuel Pogatetz","CLB","2014","CB","61","19","68.4%","77.3%","-1.70","-8.93","19.33","12.34","2.5%","2"
"","Teal Bunbury","NSH","2022","ST","747","176","71.6%","72.6%","-1.70","-0.97","15.33","-2.01","3.0%","17"
"","David Arshakyan","CHI","2016","ST","360","96","71.9%","73.7%","-1.70","-1.77","13.19","-2.00","2.6%","9"
"","Carlos Fierro","SJE","2020","W","1044","297","68.3%","68.9%","-1.70","-0.57","18.33","3.89","4.3%","16"
"","Dani Fragoso","CHV","2014","ST","19","7","71.4%","95.9%","-1.71","-24.43","13.18","-7.53","0.8%","2"
"","Ema Twumasi","FCD","2020","W","52","19","63.2%","72.2%","-1.72","-9.06","15.30","2.26","1.2%","4"
"","Aarón Guillén","FCD","2017","FB","403","199","77.4%","78.3%","-1.72","-0.87","19.74","5.98","7.2%","6"
"","Rodrigo Piñeiro","NSH","2021","W","16","13","53.8%","67.1%","-1.72","-13.26","18.03","-3.60","1.2%","2"
"","William Sands","CLB","2023","FB","529","243","79.4%","80.1%","-1.72","-0.71","15.28","-1.26","6.5%","7"
"","Andrew Gutman","ATL","2022","FB","2162","1045","78.7%","78.8%","-1.73","-0.17","18.68","3.72","8.3%","25"
"","Alphonso Davies","VAN","2018","W","2670","916","75.7%","75.8%","-1.73","-0.19","17.01","0.61","9.1%","31"
"","Jhohan Romaña","ATX","2022","CB","395","212","86.3%","87.1%","-1.73","-0.82","21.09","7.56","4.5%","10"
"","Luke Haakenson","NSH","2021","W","430","110","70.0%","71.6%","-1.73","-1.58","18.62","3.37","1.4%","19"
"","Carlos Joaquim dos Santos","MIA","2023","GK","97","58","72.4%","75.4%","-1.74","-2.99","34.06","26.79","8.5%","1"
"","Tony Rocha","ORL","2017","W","36","10","60.0%","77.4%","-1.74","-17.39","15.28","-6.68","0.9%","3"
"","Jason Hernandez","TOR","2018","CB","577","235","80.8%","81.6%","-1.75","-0.74","22.71","8.93","4.7%","10"
"","Ali Adnan","VAN","2020","FB","1949","960","71.7%","71.9%","-1.75","-0.18","21.32","5.14","10.3%","22"
"","Danny Mwanga","COL","2014","ST","237","44","72.7%","76.7%","-1.75","-3.98","13.92","1.03","2.2%","6"
"","Amar Sejdic","ATL","2023","DM","1181","497","86.1%","86.5%","-1.75","-0.35","20.06","1.57","4.0%","23"
"","Eryk Williamson","POR","2020","DM","1536","641","83.0%","83.3%","-1.76","-0.27","18.77","4.06","7.3%","21"
"","Renzo Zambrano","POR","2021","CM","662","293","85.3%","85.9%","-1.76","-0.60","21.36","1.63","4.8%","14"
"","Krisztián Németh","CLB","2020","ST","212","36","77.8%","82.7%","-1.77","-4.90","15.69","-1.17","2.5%","4"
"","Javier Casas","CHI","2021","DM","65","29","75.9%","82.0%","-1.77","-6.10","21.70","4.34","2.8%","2"
"","Aljaz Ivacic","POR","2020","GK","193","67","62.7%","65.3%","-1.77","-2.64","40.63","32.75","7.1%","2"
"","Benny Feilhaber","COL, SKC","2019","CM","1873","878","83.1%","83.4%","-1.77","-0.20","19.42","3.20","7.0%","26"
"","Tate Schmitt","HOU","2023","FB","441","257","79.8%","80.5%","-1.78","-0.69","21.33","2.39","8.8%","5"
"","Tommy Thompson","SJE","2015","CM","546","187","79.1%","80.1%","-1.79","-0.96","17.81","1.29","3.0%","17"
"","Jacen Russel-Rowe","CLB","2023","ST","651","166","73.5%","74.6%","-1.79","-1.08","14.02","1.56","1.8%","21"
"","Karifa Yao","MTL","2020","CB","137","42","73.8%","78.1%","-1.79","-4.27","23.86","9.50","6.0%","2"
"","Ryan Meara","NYRB","2019","GK","101","30","36.7%","42.7%","-1.81","-6.03","63.11","59.26","6.4%","1"
"","Mike Magee","CHI","2014","ST","1629","574","74.9%","75.2%","-1.81","-0.32","17.46","3.31","7.6%","17"
"","Gilbert Fuentes","SJE","2020","W","10","10","70.0%","88.2%","-1.82","-18.23","14.67","0.31","1.4%","1"
"","Kyle Zobeck","FCD","2020","GK","355","112","77.7%","79.3%","-1.82","-1.63","31.80","21.70","5.4%","4"
"","Dominic Oduro","MTL, SJE","2018","W","105","25","60.0%","67.3%","-1.83","-7.30","18.48","3.37","0.6%","10"
"","Victor Giro","VAN","2019","W","899","370","81.6%","82.1%","-1.84","-0.50","15.89","1.31","4.3%","18"
"","Isaac Atanga","CIN","2022","FB","51","10","40.0%","58.4%","-1.84","-18.38","22.07","16.51","3.5%","1"
"","Tim Melia","CHV","2013","GK","191","79","69.6%","72.0%","-1.84","-2.33","34.75","28.11","8.5%","2"
"","Zach Steinberger","HOU","2015","CM","41","11","63.6%","80.4%","-1.84","-16.75","19.58","1.50","1.2%","3"
"","Zachary Brault-Guillard","MTL","2022","FB","731","382","79.1%","79.5%","-1.84","-0.48","17.61","0.85","4.0%","18"
"","Cal Jennings","LAFC","2021","ST","152","24","58.3%","66.0%","-1.85","-7.69","14.96","0.45","1.0%","6"
"","Clarence Goodson","SJE","2015","CB","2595","996","73.3%","73.5%","-1.85","-0.19","27.61","13.88","8.8%","28"
"","Raul Mendiola","LAG","2017","AM","50","19","63.2%","72.9%","-1.85","-9.73","15.33","2.57","1.1%","4"
"","Michael Seaton","DCU","2014","ST","66","12","66.7%","82.1%","-1.85","-15.42","9.24","-0.46","2.2%","2"
"","Jared Jeffrey","DCU","2015","CM","67","35","80.0%","85.3%","-1.85","-5.29","18.70","4.17","3.8%","2"
"","Cameron Porter","MTL","2015","ST","45","7","28.6%","55.0%","-1.85","-26.48","15.32","-2.18","1.1%","2"
"","Brandon Bye","NER","2021","FB","2709","1510","70.7%","70.8%","-1.86","-0.12","19.17","5.86","10.0%","29"
"","Milos Kocic","POR","2013","GK","195","66","56.1%","58.9%","-1.86","-2.82","47.47","41.69","6.0%","2"
"","Niko Tsakiris","SJE","2023","CM","689","380","83.4%","83.9%","-1.87","-0.49","16.32","1.84","5.2%","15"
"","Deybi Flores","VAN","2016","DM","48","14","71.4%","84.8%","-1.87","-13.37","17.52","2.05","5.2%","1"
"","Brian Brown","PHI","2014","ST","266","61","73.8%","76.8%","-1.87","-3.07","11.99","1.70","2.1%","8"
"","Alexander López","HOU","2014","DM","301","155","81.9%","83.2%","-1.87","-1.21","19.55","2.22","3.1%","10"
"","Danny Koevermans","TOR","2013","ST","95","29","62.1%","68.6%","-1.88","-6.49","20.92","5.47","1.9%","4"
"","Orrin McKinze Gaines II","CLT","2022","W","1197","325","68.3%","68.9%","-1.88","-0.58","15.88","-2.76","3.3%","24"
"","Tega Ikoba","POR","2023","ST","104","21","61.9%","70.9%","-1.88","-8.97","10.73","-0.32","2.2%","4"
"","Ricardo Clark","CLB","2019","DM","389","192","81.8%","82.8%","-1.88","-0.98","18.59","5.60","6.1%","7"
"","Harry Novillo","MTL","2019","W","495","168","72.6%","73.7%","-1.89","-1.12","21.03","1.07","3.7%","11"
"","Andreas Görlitz","SJE","2014","FB","240","138","72.5%","73.8%","-1.89","-1.37","23.26","9.57","8.8%","3"
"","Kemar Lawrence","MIN","2022","FB","2506","1057","76.7%","76.9%","-1.90","-0.18","18.45","3.72","8.3%","27"
"","Juan Manuel Martínez","RSL","2015","W","695","391","77.0%","77.5%","-1.90","-0.49","15.54","3.91","10.6%","8"
"","Quinn Sullivan","PHI","2021","ST","643","198","77.3%","78.2%","-1.91","-0.96","14.16","-0.93","2.3%","21"
"","Darren Mattocks","POR","2017","ST","1187","255","72.2%","72.9%","-1.91","-0.75","15.19","-0.22","3.2%","24"
"","José Escalante","HOU","2016","W","123","28","60.7%","67.5%","-1.91","-6.81","19.59","1.53","2.9%","3"
"","Jaroslaw Niezgoda","POR","2022","ST","2156","403","73.0%","73.4%","-1.91","-0.47","13.70","1.40","3.5%","30"
"","Henok Goitom","SJE","2016","ST","464","112","68.8%","70.5%","-1.91","-1.71","16.33","2.99","3.4%","8"
"","Abdoul Zanne","DCU","2022","ST","6","4","25.0%","72.8%","-1.91","-47.81","15.57","2.99","0.9%","1"
"","Lloyd Sam","DCU","2017","W","2145","929","70.6%","70.8%","-1.91","-0.21","19.37","2.66","7.1%","30"
"","José Bizama","HOU","2019","FB","388","184","75.0%","76.0%","-1.92","-1.04","18.55","3.23","9.2%","5"
"","Zico Bailey","CIN","2022","FB","88","36","77.8%","83.1%","-1.92","-5.34","15.12","1.78","3.4%","3"
"","David Horst","HOU","2014","CB","2856","979","79.7%","79.9%","-1.93","-0.20","23.45","9.35","7.9%","31"
"","Oliver Larraz","COL","2021","CM","40","18","77.8%","88.5%","-1.93","-10.70","16.69","-1.65","1.1%","4"
"","Joe Bendik","TOR","2015","GK","1262","397","62.0%","62.5%","-1.93","-0.49","44.47","36.85","7.0%","13"
"","Vytautas Andriuskevicius","POR","2018","FB","39","24","62.5%","70.5%","-1.93","-8.04","21.23","5.68","1.2%","3"
"","Déiber Caicedo","VAN","2021","W","2449","733","75.2%","75.4%","-1.94","-0.26","18.60","-0.35","5.9%","33"
"","Bruno Miranda","DCU","2017","W","72","20","75.0%","84.7%","-1.94","-9.70","18.64","-0.11","1.3%","5"
"","Darwin Jones","SEA","2015","ST","143","36","63.9%","69.3%","-1.94","-5.39","17.99","-4.46","1.1%","9"
"","Eugene Ansah","FCD","2023","W","230","43","69.8%","74.3%","-1.95","-4.53","11.97","-4.03","1.6%","8"
"","Aboubacar Keita","CLB","2019","CB","888","320","83.1%","83.7%","-1.95","-0.61","24.16","8.55","7.0%","10"
"","Paul Arriola","DCU","2020","FB","29","17","64.7%","76.2%","-1.95","-11.48","17.36","8.47","3.6%","1"
"","Alex De John","ORL","2020","FB","93","22","63.6%","72.5%","-1.96","-8.89","20.80","7.76","1.0%","6"
"","Brett Levis","VAN","2019","FB","377","144","75.7%","77.0%","-1.96","-1.36","18.57","3.58","4.3%","9"
"","Álvaro Rey","CLB, TOR","2014","W","525","162","72.2%","73.4%","-1.96","-1.21","19.07","2.87","5.1%","9"
"","Joe Cannon","VAN","2013","GK","974","268","58.2%","58.9%","-1.96","-0.73","46.05","39.49","5.6%","10"
"","Shane O'Neill","COL","2015","CB","315","63","69.8%","73.0%","-1.96","-3.12","23.86","10.63","4.7%","4"
"","Jesse Gonzalez","FCD","2020","GK","200","61","82.0%","85.2%","-1.98","-3.25","29.07","20.50","5.0%","2"
"","John Berner","COL","2014","GK","486","152","59.2%","60.5%","-1.99","-1.31","44.86","37.81","5.8%","5"
"","Andrés Romero","MTL","2017","W","479","191","75.9%","77.0%","-1.99","-1.04","17.94","3.55","5.2%","9"
"","Nico Lemoine","HOU","2020","W","221","43","72.1%","76.7%","-2.00","-4.65","13.01","-4.37","1.1%","11"
"","Patrice Bernier","MTL","2015","DM","765","369","83.7%","84.3%","-2.00","-0.54","21.76","3.62","4.0%","20"
"","Spencer Richey","SEA","2021","GK","196","54","38.9%","42.6%","-2.00","-3.70","56.63","52.59","6.7%","2"
"","Brian Ching","HOU","2013","ST","301","131","74.1%","75.6%","-2.00","-1.53","15.64","2.93","2.0%","14"
"","Dimitry Imbongo Boele","NER","2014","ST","41","7","42.9%","71.5%","-2.01","-28.66","8.91","-6.29","1.1%","2"
"","Nouhou Tolo","SEA","2017","FB","1141","669","78.0%","78.3%","-2.01","-0.30","18.30","2.09","7.1%","19"
"","Angeliño","NYC","2015","FB","1074","576","75.9%","76.2%","-2.02","-0.35","20.12","5.51","8.4%","14"
"","Michael Salazar","MTL","2017","W","756","222","73.0%","73.9%","-2.02","-0.91","17.67","1.46","3.4%","17"
"","Marcos López","SJE","2021","FB","1544","710","75.9%","76.2%","-2.03","-0.29","19.96","3.69","7.6%","21"
"","Marvin Loría","POR","2023","W","855","238","72.7%","73.5%","-2.03","-0.85","18.19","0.15","3.9%","17"
"","Cristián Maidana","PHI","2014","W","1994","1303","69.1%","69.2%","-2.03","-0.16","19.11","3.41","9.8%","26"
"","Tom Heinemann","VAN","2013","ST","348","82","61.0%","63.4%","-2.03","-2.48","13.02","1.18","1.7%","14"
