,Season,Player,Team,Position,Minutes,Shots,SoT,G,Player_ID,Count
1736,2023,Bill-Tuiloma,CLT,CB,1515,6,2,0,Bill-Tuiloma-2023-1,1
1737,2022,Kortne-Ford,SKC,CB,906,2,0,0,Kortne-Ford-2022-1,1
1738,2022,Edison-Azcona,MIA,W,22,0,0,0,Edison-Azcona-2022-1,1
1739,2021,Christian-Ramirez,HOU,ST,110,2,1,1,Christian-Ramirez-2021-1,1
1740,2021,Siad-Haji,SJE,W,70,2,0,0,Siad-Haji-2021-1,1
1741,2022,Rodney-Redes,ATX,W,228,4,2,0,Rodney-Redes-2022-1,1
1742,2021,Toni-Datkovic,RSL,CB,643,1,1,0,Toni-Datkovic-2021-1,1
1743,2021,Erik-Sorga,DCU,ST,265,1,1,0,Erik-Sorga-2021-1,1
1744,2022,Michael-Baldisimo,VAN,CM,520,3,2,0,Michael-Baldisimo-2022-1,1
1745,2023,Josh-Bauer,NSH,CB,578,2,0,0,Josh-Bauer-2023-1,1
1746,2022,Cristian-Tello,LAFC,W,121,4,3,0,Cristian-Tello-2022-1,1
1747,2023,Christopher-McVey,MIA,CB,1376,0,0,0,Christopher-McVey-2023-1,1
1748,2021,Wilson-Harris,SKC,ST,222,3,2,0,Wilson-Harris-2021-1,1
1749,2023,Bakaye-Dibassy,MIN,CB,434,3,1,0,Bakaye-Dibassy-2023-1,1
1750,2022,Nicolás-Mezquida,COL,AM,159,1,1,0,Nicolás-Mezquida-2022-1,1
1751,2022,Jackson-Conway,ATL,ST,52,3,0,0,Jackson-Conway-2022-1,1
1752,2023,Yosuke-Hanya,COL,ST,56,1,0,0,Yosuke-Hanya-2023-1,1
1753,2021,Franco-Ibarra,ATL,CM,862,4,2,0,Franco-Ibarra-2021-1,1
1754,2021,Cal-Jennings,LAFC,ST,152,4,2,0,Cal-Jennings-2021-1,1
1755,2022,Chris-Donovan,PHI,ST,150,1,1,0,Chris-Donovan-2022-1,1
1756,2022,Isaac-Atanga,CIN,FB,51,0,0,0,Isaac-Atanga-2022-1,1
1757,2022,Corentin-Jean,MIA,W,91,2,0,0,Corentin-Jean-2022-1,1
1758,2023,Patrick-Schulte,CLB,GK,3035,0,0,0,Patrick-Schulte-2023-1,1
1759,2022,Daniel-Trejo,LAFC,W,59,1,1,0,Daniel-Trejo-2022-1,1
1760,2023,Sigurd-Rosted,TOR,CB,1806,5,0,0,Sigurd-Rosted-2023-1,1
1761,2021,Michael-Baldisimo,VAN,DM,1371,7,1,0,Michael-Baldisimo-2021-1,1
1762,2022,Ethan-Bartlow,HOU,CB,1024,1,1,0,Ethan-Bartlow-2022-1,1
1763,2022,Kadin-Chung,TOR,FB,495,1,0,0,Kadin-Chung-2022-1,1
1764,2023,Russell-Teibert,VAN,CM,183,3,1,0,Russell-Teibert-2023-1,1
1765,2022,Brendan-Hines-Ike,DCU,CB,1884,4,1,0,Brendan-Hines-Ike-2022-1,1
1766,2022,Robert-Voloder,SKC,CB,788,1,1,1,Robert-Voloder-2022-1,1
1767,2023,Aaron-Bibout,LAG,ST,33,1,0,0,Aaron-Bibout-2023-1,1
1768,2021,Roberto-Puncec,SKC,CB,140,2,1,0,Roberto-Puncec-2021-1,1
1769,2021,Dylan-Nealis,NSH,FB,165,1,0,0,Dylan-Nealis-2021-1,1
1770,2021,Sega-Coulibaly,LAG,CB,1552,2,0,0,Sega-Coulibaly-2021-1,1
1771,2023,Omar-González,NER,CB,960,2,1,1,Omar-González-2023-1,1
1772,2021,Grayson-Barber,SKC,W,255,2,0,0,Grayson-Barber-2021-1,1
1773,2022,Mohamed-Farsi,CLB,FB,121,0,0,0,Mohamed-Farsi-2022-1,1
1774,2021,Joe-Willis,NSH,GK,3336,0,0,0,Joe-Willis-2021-1,1
1775,2021,Vito-Wormgoor,CLB,CB,1398,5,0,0,Vito-Wormgoor-2021-1,1
1776,2022,Benjamin-Redzic,FCD,DM,97,4,0,0,Benjamin-Redzic-2022-1,1
1777,2022,Adilson-Malanda,CLT,CB,595,3,0,0,Adilson-Malanda-2022-1,1
1778,2022,Christopher-Hegardt,CLT,CM,35,0,0,0,Christopher-Hegardt-2022-1,1
1779,2023,Tommy-McNamara,NER,CM,117,1,0,0,Tommy-McNamara-2023-1,1
1780,2021,Kenneth-Vermeer,CIN,GK,1849,0,0,0,Kenneth-Vermeer-2021-1,1
1781,2023,Sean-Johnson,TOR,GK,1865,0,0,0,Sean-Johnson-2023-1,1
1782,2022,Matt-Real,PHI,CM,205,3,1,1,Matt-Real-2022-1,1
1783,2022,Miles-Robinson,ATL,CB,717,3,0,0,Miles-Robinson-2022-1,1
1784,2023,Robert-Voloder,SKC,CB,1149,2,0,0,Robert-Voloder-2023-1,1
1785,2021,Michael-Halliday,ORL,FB,412,2,0,0,Michael-Halliday-2021-1,1
1786,2023,Brooklyn-Raines,HOU,CM,234,2,0,0,Brooklyn-Raines-2023-1,1
1787,2023,Andrew-Privett,CLT,CB,1082,4,0,0,Andrew-Privett-2023-1,1
1788,2022,Adrien-Pérez,DCU,AM,151,1,1,0,Adrien-Pérez-2022-1,1
1789,2022,Wilder-Cartagena,ORL,DM,371,6,1,0,Wilder-Cartagena-2022-1,1
1790,2022,Jan-Sobociński,CLT,CB,436,1,0,0,Jan-Sobociński-2022-1,1
1791,2022,Anton-Walkes,CLT,CB,2005,5,1,0,Anton-Walkes-2022-1,1
1792,2021,Chris-Odoi-Atsem,DCU,CB,418,3,1,0,Chris-Odoi-Atsem-2021-1,1
1793,2023,Levonte-Johnson,VAN,FB,229,2,0,0,Levonte-Johnson-2023-1,1
1794,2022,Kendall-Burks,CHI,CB,206,2,0,0,Kendall-Burks-2022-1,1
1795,2021,Patrick-Weah,MIN,W,34,3,1,0,Patrick-Weah-2021-1,1
1796,2021,Oliver-Larraz,COL,CM,40,2,0,0,Oliver-Larraz-2021-1,1
1797,2023,Justin-Haak,NYC,CB,1037,1,1,1,Justin-Haak-2023-1,1
1798,2022,Harrison-Robledo,CIN,CM,58,0,0,0,Harrison-Robledo-2022-1,1
1799,2023,Víctor-Vázquez,TOR,W,297,2,1,0,Víctor-Vázquez-2023-1,1
1800,2023,Héctor-Jiménez,ATX,FB,55,0,0,0,Héctor-Jiménez-2023-1,1
1801,2022,Cody-Cropper,VAN,GK,1360,0,0,0,Cody-Cropper-2022-1,1
1802,2022,Siad-Haji,SJE,CB,25,0,0,0,Siad-Haji-2022-1,1
1803,2022,Vuk-Latinovich,NYC,CB,284,1,0,0,Vuk-Latinovich-2022-1,1
1804,2023,Kristijan-Kahlina,CLT,GK,2329,0,0,0,Kristijan-Kahlina-2023-1,1
1805,2023,Ian-Murphy,CIN,CB,1609,1,0,0,Ian-Murphy-2023-1,1
1806,2023,Carlos-Coronel,NYRB,GK,3336,0,0,0,Carlos-Coronel-2023-1,1
1807,2023,Aleksandar-Radovanovic,ATX,CB,391,2,0,0,Aleksandar-Radovanovic-2023-1,1
1808,2022,Oniel-Fisher,MIN,FB,691,1,0,0,Oniel-Fisher-2022-1,1
1809,2021,George-Campbell,ATL,CB,704,3,1,1,George-Campbell-2021-1,1
1810,2021,Ryan-Shawcross,MIA,CB,901,3,0,0,Ryan-Shawcross-2021-1,1
1811,2022,Eddie-Segura,LAFC,CB,921,3,1,0,Eddie-Segura-2022-1,1
1812,2021,Kamohelo-Mokotjo,CIN,CM,522,2,1,0,Kamohelo-Mokotjo-2021-1,1
1813,2023,Andrew-Farrell,NER,CB,2036,1,0,0,Andrew-Farrell-2023-1,1
1814,2023,Ronald-Hernández,ATL,FB,680,4,1,0,Ronald-Hernández-2023-1,1
1815,2021,Foster-Langsdorf,MIN,ST,38,1,0,0,Foster-Langsdorf-2021-1,1
1816,2021,Joevin-Jones,MIA,FB,564,0,0,0,Joevin-Jones-2021-1,1
1817,2021,Brad-Guzan,ATL,GK,2860,0,0,0,Brad-Guzan-2021-1,1
1818,2023,Tani-Oluwaseyi,MIN,W,22,1,0,0,Tani-Oluwaseyi-2023-1,1
1819,2023,Ethan-Bristow,MIN,FB,588,0,0,0,Ethan-Bristow-2023-1,1
1820,2022,Braian-Ojeda,RSL,CM,395,3,0,0,Braian-Ojeda-2022-1,1
1821,2022,Everton-Luiz,RSL,CM,488,1,0,0,Everton-Luiz-2022-1,1
1822,2021,Lisandro-López,ATL,ST,149,2,1,0,Lisandro-López-2021-1,1
1823,2021,Jalil-Anibaba,NSH,CB,697,3,1,1,Jalil-Anibaba-2021-1,1
1824,2022,Nick-Besler,RSL,CM,296,2,1,0,Nick-Besler-2022-1,1
1825,2021,Patrick-Metcalfe,VAN,DM,421,1,0,0,Patrick-Metcalfe-2021-1,1
1826,2022,Marlon-Hairston,CLB,FB,168,0,0,0,Marlon-Hairston-2022-1,1
1827,2022,Chase-Gasper,LAG,FB,933,2,0,0,Chase-Gasper-2022-1,1
1828,2021,Robert-Castellanos,NSH,CB,96,2,1,1,Robert-Castellanos-2021-1,1
1829,2022,Oskar-Aegren,SJE,CB,267,1,0,0,Oskar-Aegren-2022-1,1
1830,2023,Herbert-Endeley,FCD,W,262,1,1,0,Herbert-Endeley-2023-1,1
1831,2023,Gustavo-Vallecilla,CLB,CB,940,3,1,0,Gustavo-Vallecilla-2023-1,1
1832,2023,Alex-Gersbach,COL,FB,276,1,0,0,Alex-Gersbach-2023-1,1
1833,2023,Calvin-Fodrey,ATX,FB,46,0,0,0,Calvin-Fodrey-2023-1,1
1834,2023,Ronald-Donkor,NYRB,AM,63,0,0,0,Ronald-Donkor-2023-1,1
1835,2023,Tomás-Romero,TOR,GK,601,0,0,0,Tomás-Romero-2023-1,1
1836,2022,Tah-Brian-Anunga,NSH,CM,959,4,0,0,Tah-Brian-Anunga-2022-1,1
1837,2022,Kelvin-Leerdam,LAG,FB,549,1,1,0,Kelvin-Leerdam-2022-1,1
1838,2023,Milos-Degenek,CLB,CB,981,3,0,0,Milos-Degenek-2023-1,1
1839,2021,Christopher-Gloster,NYC,FB,88,0,0,0,Christopher-Gloster-2021-1,1
1840,2021,Tim-Melia,SKC,GK,2777,0,0,0,Tim-Melia-2021-1,1
1841,2021,Ian-Hoffman,HOU,FB,277,1,0,0,Ian-Hoffman-2021-1,1
1842,2021,Ethan-Dobbelaere,SEA,FB,219,0,0,0,Ethan-Dobbelaere-2021-1,1
1843,2021,Ralph-Priso-Mbongue,TOR,DM,621,1,1,1,Ralph-Priso-Mbongue-2021-1,1
1844,2023,Jackson-Conway,ATL,ST,61,1,1,0,Jackson-Conway-2023-1,1
1845,2023,Vinicius-Mello,CLT,W,73,1,0,0,Vinicius-Mello-2023-1,1
1846,2022,Jason-Pendant,NYRB,FB,100,1,0,0,Jason-Pendant-2022-1,1
1847,2023,Pablo-Bonilla,POR,FB,83,0,0,0,Pablo-Bonilla-2023-1,1
1848,2022,Machop-Chol,ATL,FB,105,1,0,0,Machop-Chol-2022-1,1
1849,2021,Caleb-Stanko,CIN,CM,1264,2,0,0,Caleb-Stanko-2021-1,1
1850,2021,Chris-Duvall,CIN,FB,103,0,0,0,Chris-Duvall-2021-1,1
1851,2021,Renzo-Zambrano,POR,CM,662,4,0,0,Renzo-Zambrano-2021-1,1
1852,2022,Abdoul-Zanne,DCU,ST,6,1,0,0,Abdoul-Zanne-2022-1,1
1853,2022,Gustavo-Vallecilla,COL,CB,632,4,0,0,Gustavo-Vallecilla-2022-1,1
1854,2021,Marcus-Godinho,VAN,FB,129,1,0,0,Marcus-Godinho-2021-1,1
1855,2023,Nicolas-Firmino,ATL,DM,11,1,1,1,Nicolas-Firmino-2023-1,1
1856,2021,Alex-De-John,ATL,CB,146,1,1,0,Alex-De-John-2021-1,1
1857,2023,Selmir-Pidro,STL,FB,53,0,0,0,Selmir-Pidro-2023-1,1
1858,2022,Gedion-Zelalem,NYC,DM,230,1,1,0,Gedion-Zelalem-2022-1,1
1859,2023,Sidnei-Tavares,COL,DM,315,2,0,0,Sidnei-Tavares-2023-1,1
1860,2022,Alex-Bono,TOR,GK,2449,0,0,0,Alex-Bono-2022-1,1
1861,2022,Nabilai-Kibunguchy,MIN,DM,199,2,0,0,Nabilai-Kibunguchy-2022-1,1
1862,2023,Jojea-Kwizera,MTL,FB,159,2,1,0,Jojea-Kwizera-2023-1,1
1863,2022,Matías-Pellegrini,NYC,FB,81,3,0,0,Matías-Pellegrini-2022-1,1
1864,2021,Luis-Caicedo,NER,CM,210,0,0,0,Luis-Caicedo-2021-1,1
1865,2023,Pedro-Gallese,ORL,GK,3031,0,0,0,Pedro-Gallese-2023-1,1
1866,2023,Prince-Osei-Owusu,TOR,ST,217,1,1,0,Prince-Osei-Owusu-2023-1,1
1867,2021,Daniel-Crisostomo,LAFC,CM,442,2,0,0,Daniel-Crisostomo-2021-1,1
1868,2022,Kipp-Keller,ATX,CB,359,0,0,0,Kipp-Keller-2022-1,1
1869,2022,Zac-MacMath,RSL,GK,3361,2,1,0,Zac-MacMath-2022-1,1
1870,2021,Stuart-Findlay,PHI,CB,419,2,1,0,Stuart-Findlay-2021-1,1
1871,2021,Christian-Mafla,NER,FB,565,1,0,0,Christian-Mafla-2021-1,1
1872,2022,Kevin-O'Toole,NYC,W,302,2,1,0,Kevin-O'Toole-2022-1,1
1873,2023,Júnior-Urso,ORL,DM,223,3,0,0,Júnior-Urso-2023-1,1
1874,2023,José-Mulato,FCD,ST,151,1,0,0,José-Mulato-2023-1,1
1875,2023,Jan-Sobociński,CLT,CB,745,3,1,0,Jan-Sobociński-2023-1,1
1876,2022,Ali-Ahmed,VAN,FB,62,1,0,0,Ali-Ahmed-2022-1,1
1877,2023,David-Bingham,POR,GK,1814,0,0,0,David-Bingham-2023-1,1
1878,2023,Tah-Brian-Anunga,NSH,CM,648,1,1,0,Tah-Brian-Anunga-2023-1,1
1879,2022,Juan-Mosquera,POR,FB,218,2,1,0,Juan-Mosquera-2022-1,1
1880,2023,Shane-O'Neill,TOR,CB,925,3,0,0,Shane-O'Neill-2023-1,1
1881,2023,Kevin-Molino,CLB,AM,103,1,0,0,Kevin-Molino-2023-1,1
1882,2021,Joey-Dezart,ORL,DM,668,1,0,0,Joey-Dezart-2021-1,1
1883,2021,Arquimides-Ordonez,CIN,FB,57,0,0,0,Arquimides-Ordonez-2021-1,1
1884,2022,Martín-Cáceres,LAG,CB,475,2,0,0,Martín-Cáceres-2022-1,1
1885,2023,Liam-Fraser,FCD,CM,392,3,1,0,Liam-Fraser-2023-1,1
1886,2023,Luis-Abram,ATL,CB,1551,2,0,0,Luis-Abram-2023-1,1
1887,2023,Matai-Akinmboni,DCU,CB,202,1,0,0,Matai-Akinmboni-2023-1,1
1888,2023,Osvaldo-Alonso,ATL,DM,139,2,0,0,Osvaldo-Alonso-2023-1,1
1889,2023,Rida-Zouhir,MTL,CM,243,2,0,0,Rida-Zouhir-2023-1,1
1890,2023,Luis-Caicedo,HOU,DM,1390,3,0,0,Luis-Caicedo-2023-1,1
1891,2021,Ilsinho,PHI,CM,105,2,0,0,Ilsinho-2021-1,1
1892,2021,Aedan-Stanley,ATX,FB,275,1,0,0,Aedan-Stanley-2021-1,1
1893,2022,Jhojan-Valencia,ATX,DM,540,3,0,0,Jhojan-Valencia-2022-1,1
1894,2021,Jesús-Bueno,PHI,CM,53,0,0,0,Jesús-Bueno-2021-1,1
1895,2022,Dantouma-Toure,COL,W,70,1,1,1,Dantouma-Toure-2022-1,1
1896,2021,Cameron-Harper,NYRB,ST,129,1,0,0,Cameron-Harper-2021-1,1
1897,2022,Jhohan-Romaña,ATX,CB,395,2,1,0,Jhohan-Romaña-2022-1,1
1898,2023,Zayden-Bello,MIN,W,23,0,0,0,Zayden-Bello-2023-1,1
1899,2023,Dayne-St.-Clair,MIN,GK,2859,0,0,0,Dayne-St.-Clair-2023-1,1
1900,2022,Brek-Shea,MIA,FB,182,0,0,0,Brek-Shea-2022-1,1
1901,2023,Luis-Barraza,NYC,GK,2425,0,0,0,Luis-Barraza-2023-1,1
1902,2023,Daniel-Crisostomo,LAFC,CM,323,1,0,0,Daniel-Crisostomo-2023-1,1
1903,2022,Tony-Alfaro,DCU,CB,1062,1,0,0,Tony-Alfaro-2022-1,1
1904,2023,Malik-Pinto,CIN,CM,494,1,0,0,Malik-Pinto-2023-1,1
1905,2023,Jean-Claude-Ngando,VAN,CM,123,2,0,0,Jean-Claude-Ngando-2023-1,1
1906,2023,Ethan-Dobbelaere,SEA,W,101,1,0,0,Ethan-Dobbelaere-2023-1,1
1907,2021,Derek-Cornelius,VAN,CB,175,2,0,0,Derek-Cornelius-2021-1,1
1908,2021,Daniel-Aguirre,LAG,DM,51,2,0,0,Daniel-Aguirre-2021-1,1
1909,2021,Ashtone-Morgan,RSL,FB,427,0,0,0,Ashtone-Morgan-2021-1,1
1910,2021,Davó,PHI,DM,23,2,1,0,Davó-2021-1,1
1911,2022,Jairo-Quinteros,MIA,CB,310,1,0,0,Jairo-Quinteros-2022-1,1
1912,2021,Ben-Sweat,ATX,FB,94,0,0,0,Ben-Sweat-2021-1,1
1913,2021,Nicolas-Isimat-Mirin,SKC,CB,1050,0,0,0,Nicolas-Isimat-Mirin-2021-1,1
1914,2022,Washington-Corozo,ATX,DM,70,2,1,0,Washington-Corozo-2022-1,1
1915,2022,Osvaldo-Alonso,ATL,DM,365,1,0,0,Osvaldo-Alonso-2022-1,1
1916,2023,Đorđe-Petrović,NER,GK,2186,0,0,0,Đorđe-Petrović-2023-1,1
1917,2022,Jaziel-Orozco,RSL,CB,345,3,1,0,Jaziel-Orozco-2022-1,1
1918,2022,Joe-Willis,NSH,GK,3178,0,0,0,Joe-Willis-2022-1,1
1919,2023,Christopher-Hegardt,CLT,W,75,0,0,0,Christopher-Hegardt-2023-1,1
1920,2023,Jonathan-Sirois,MTL,GK,3084,0,0,0,Jonathan-Sirois-2023-1,1
1921,2023,Jack-Price,COL,CM,42,0,0,0,Jack-Price-2023-1,1
1922,2023,Judson,SJE,CM,548,1,0,0,Judson-2023-1,1
1923,2023,Tony-Alfaro,"NYC,-LAG",CB,786,1,0,0,Tony-Alfaro-2023-1,1
1924,2022,Noah-Allen,MIA,FB,368,3,0,0,Noah-Allen-2022-1,1
1925,2022,Caio-Alexandre,VAN,CM,102,1,0,0,Caio-Alexandre-2022-1,1
1926,2022,Ryan-Spaulding,NER,FB,293,2,0,0,Ryan-Spaulding-2022-1,1
1927,2021,Uri-Rosell,ORL,DM,579,2,0,0,Uri-Rosell-2021-1,1
1928,2021,Kyle-Scott,CIN,CM,110,1,1,0,Kyle-Scott-2021-1,1
1929,2022,Themi-Antonoglou,TOR,FB,44,1,0,0,Themi-Antonoglou-2022-1,1
1930,2021,Dayne-St.-Clair,MIN,GK,395,1,0,0,Dayne-St.-Clair-2021-1,1
1931,2022,Jacori-Hayes,MIN,DM,105,1,0,0,Jacori-Hayes-2022-1,1
1932,2022,Tega-Ikoba,POR,ST,32,1,0,0,Tega-Ikoba-2022-1,1
1933,2022,Zarek-Valentin,HOU,FB,403,0,0,0,Zarek-Valentin-2022-1,1
1934,2021,Juan-Castilla,HOU,AM,19,1,0,0,Juan-Castilla-2021-1,1
1935,2022,Eriq-Zavaleta,LAG,CB,222,1,0,0,Eriq-Zavaleta-2022-1,1
1936,2023,Favian-Loyola,ORL,AM,7,0,0,0,Favian-Loyola-2023-1,1
1937,2023,Steven-Beitashour,COL,FB,662,0,0,0,Steven-Beitashour-2023-1,1
1938,2022,Aimé-Mabika,MIA,CB,1126,2,0,0,Aimé-Mabika-2022-1,1
1939,2021,Franko-Kovacevic,CIN,W,57,1,0,0,Franko-Kovacevic-2021-1,1
1940,2023,Jesus-Batiz,TOR,W,71,1,0,0,Jesus-Batiz-2023-1,1
1941,2023,Steve-Clark,HOU,GK,3235,0,0,0,Steve-Clark-2023-1,1
1942,2023,Edison-Azcona,MIA,W,75,2,2,0,Edison-Azcona-2023-1,1
1943,2023,Adrián-Alonso-Martínez-Batista,NYC,W,44,2,0,0,Adrián-Alonso-Martínez-Batista-2023-1,1
1944,2021,Quentin-Westberg,TOR,GK,967,0,0,0,Quentin-Westberg-2021-1,1
1945,2023,Tyler-Miller,DCU,GK,2481,0,0,0,Tyler-Miller-2023-1,1
1946,2022,Joshué-Quiñonez,FCD,CB,139,0,0,0,Joshué-Quiñonez-2022-1,1
1947,2021,Alex-Monis,CHI,ST,25,1,0,0,Alex-Monis-2021-1,1
1948,2023,Ilijah-Paul,RSL,ST,109,2,1,0,Ilijah-Paul-2023-1,1
1949,2021,Carlos-Coronel,NYRB,GK,3398,0,0,0,Carlos-Coronel-2021-1,1
1950,2021,Perry-Kitchen,CLB,DM,235,1,0,0,Perry-Kitchen-2021-1,1
1951,2023,Joshua-Yaro,STL,CB,1042,0,0,0,Joshua-Yaro-2023-1,1
1952,2021,Oniel-Fisher,LAG,FB,554,2,0,0,Oniel-Fisher-2021-1,1
1953,2021,Sami-Guediri,MIA,FB,251,2,0,0,Sami-Guediri-2021-1,1
1954,2023,Jack-Lynn,ORL,ST,61,1,1,0,Jack-Lynn-2023-1,1
1955,2021,Tyler-Wolff,ATL,CM,257,0,0,0,Tyler-Wolff-2021-1,1
1956,2022,Pablo-Bonilla,POR,FB,285,0,0,0,Pablo-Bonilla-2022-1,1
1957,2023,Fernando-Alvarez,MTL,CB,276,1,0,0,Fernando-Alvarez-2023-1,1
1958,2022,Drew-Moor,COL,CB,279,1,0,0,Drew-Moor-2022-1,1
1959,2022,Esmir-Bajraktarevic,NER,CM,141,0,0,0,Esmir-Bajraktarevic-2022-1,1
1960,2022,Tim-Melia,SKC,GK,2033,0,0,0,Tim-Melia-2022-1,1
1961,2023,Guzmán-Corujo,CLT,CB,389,3,0,0,Guzmán-Corujo-2023-1,1
1962,2023,Gino-Vivi,LAG,W,96,0,0,0,Gino-Vivi-2023-1,1
1963,2023,O’Vonte-Mullings,NYRB,FB,53,0,0,0,O’Vonte-Mullings-2023-1,1
1964,2023,Miguel-Araujo,POR,CB,186,1,0,0,Miguel-Araujo-2023-1,1
1965,2022,Theodore-Ku-Dipietro,DCU,W,286,0,0,0,Theodore-Ku-Dipietro-2022-1,1
1966,2023,Sebastian-Anderson,COL,FB,198,1,0,0,Sebastian-Anderson-2023-1,1
1967,2021,Joseph-Rosales,MIN,CM,130,1,0,0,Joseph-Rosales-2021-1,1
1968,2022,Bernard-Kamungo,FCD,W,26,0,0,0,Bernard-Kamungo-2022-1,1
1969,2022,Jalil-Anibaba,CLB,CB,252,1,0,0,Jalil-Anibaba-2022-1,1
1970,2022,Kristian-Fletcher,DCU,W,71,1,1,1,Kristian-Fletcher-2022-1,1
1971,2023,Asier-Illarramendi,FCD,DM,684,3,0,0,Asier-Illarramendi-2023-1,1
1972,2021,Youba-Diarra,NYRB,CM,151,2,0,0,Youba-Diarra-2021-1,1
1973,2021,Jimmy-Maurer,FCD,GK,2331,0,0,0,Jimmy-Maurer-2021-1,1
1974,2022,Rafael-Romo,DCU,GK,1341,0,0,0,Rafael-Romo-2022-1,1
1975,2022,Jonathan-Bond,LAG,GK,3396,0,0,0,Jonathan-Bond-2022-1,1
1976,2022,Miguel-Trauco,SJE,FB,144,1,0,0,Miguel-Trauco-2022-1,1
1977,2023,Joshua-Bolma,NER,DM,31,1,0,0,Joshua-Bolma-2023-1,1
1978,2023,Joseph-Mora,CLT,FB,221,0,0,0,Joseph-Mora-2023-1,1
1979,2022,Sean-Zawadzki,CLB,CM,318,1,1,1,Sean-Zawadzki-2022-1,1
1980,2022,Emiliano-Brienza,VAN,ST,8,1,0,0,Emiliano-Brienza-2022-1,1
1981,2022,Kalil-ElMedkhar,FCD,W,116,2,0,0,Kalil-ElMedkhar-2022-1,1
1982,2021,David-Loera,ORL,AM,28,1,1,0,David-Loera-2021-1,1
1983,2022,Silvester-van-der-Water,ORL,W,65,1,1,0,Silvester-van-der-Water-2022-1,1
1984,2023,Ryan-Sailor,MIA,CB,362,0,0,0,Ryan-Sailor-2023-1,1
1985,2023,Israel-Boatwright,MIA,FB,91,1,1,0,Israel-Boatwright-2023-1,1
1986,2022,A.J.-DeLaGarza,NER,FB,314,0,0,0,A.J.-DeLaGarza-2022-1,1
1987,2021,Jonathan-Perez,LAG,W,29,1,0,0,Jonathan-Perez-2021-1,1
1988,2022,Handwalla-Bwana,NSH,W,18,0,0,0,Handwalla-Bwana-2022-1,1
1989,2023,John-McCarthy,LAFC,GK,2518,0,0,0,John-McCarthy-2023-1,1
1990,2023,Javier-Casas,CHI,DM,74,1,0,0,Javier-Casas-2023-1,1
1991,2021,Joshua-Penn,MIA,ST,30,0,0,0,Joshua-Penn-2021-1,1
1992,2022,William-Richmond,SJE,W,56,1,0,0,William-Richmond-2022-1,1
1993,2022,Kwaku-Owusu,NYC,CB,13,1,0,0,Kwaku-Owusu-2022-1,1
1994,2021,Jonathan-Bond,LAG,GK,3069,0,0,0,Jonathan-Bond-2021-1,1
1995,2022,Moses-Nyeman,DCU,CM,155,1,0,0,Moses-Nyeman-2022-1,1
1996,2021,Kalil-ElMedkhar,FCD,W,151,0,0,0,Kalil-ElMedkhar-2021-1,1
1997,2022,Mikey-Ambrose,ATL,FB,61,1,0,0,Mikey-Ambrose-2022-1,1
1998,2023,Daniel-Munie,SJE,CB,134,1,0,0,Daniel-Munie-2023-1,1
1999,2021,Isaiah-Parente,CLB,DM,245,0,0,0,Isaiah-Parente-2021-1,1
2000,2023,Cameron-Duke,SKC,FB,152,0,0,0,Cameron-Duke-2023-1,1
2001,2023,Juninho,ORL,DM,3,1,0,0,Juninho-2023-1,1
2002,2023,Lawson-Sunderland,MIA,CM,70,0,0,0,Lawson-Sunderland-2023-1,1
2003,2021,Maxime-Crépeau,VAN,GK,2684,0,0,0,Maxime-Crépeau-2021-1,1
2004,2021,Brad-Knighton,NER,GK,589,0,0,0,Brad-Knighton-2021-1,1
2005,2023,Rémi-Cabral,COL,FB,17,1,0,0,Rémi-Cabral-2023-1,1
2006,2023,Alex-Bono,DCU,GK,964,0,0,0,Alex-Bono-2023-1,1
2007,2023,Matthew-Nocita,NYRB,CB,32,1,0,0,Matthew-Nocita-2023-1,1
2008,2022,Samuel-Adeniran,SEA,ST,79,1,0,0,Samuel-Adeniran-2022-1,1
2009,2021,Jukka-Raitala,MIN,CB,602,1,0,0,Jukka-Raitala-2021-1,1
2010,2021,Mohammed-Adams,ATL,DM,171,1,0,0,Mohammed-Adams-2021-1,1
2011,2021,Vuk-Latinovich,NYC,CB,114,1,1,0,Vuk-Latinovich-2021-1,1
2012,2021,Gedion-Zelalem,NYC,DM,122,0,0,0,Gedion-Zelalem-2021-1,1
2013,2023,Victor-Ulloa,MIA,CM,210,0,0,0,Victor-Ulloa-2023-1,1
2014,2021,Drew-Moor,COL,CB,373,1,0,0,Drew-Moor-2021-1,1
2015,2023,Moses-Nyeman,RSL,CM,36,1,1,0,Moses-Nyeman-2023-1,1
2016,2022,George-Acosta,MIA,CM,12,1,1,0,George-Acosta-2022-1,1
2017,2023,Joakim-Nilsson,STL,CB,543,0,0,0,Joakim-Nilsson-2023-1,1
2018,2022,Raúl-Gudiño,ATL,GK,555,1,0,0,Raúl-Gudiño-2022-1,1
2019,2021,Julian-Dunn-Johnson,TOR,CB,95,1,0,0,Julian-Dunn-Johnson-2021-1,1
2020,2022,Abdoulaye-Cissoko,SEA,CB,457,1,1,0,Abdoulaye-Cissoko-2022-1,1
2021,2022,Steven-Sserwadda,NYRB,DM,37,1,0,0,Steven-Sserwadda-2022-1,1
2022,2022,Andre-Reynolds,CHI,W,470,0,0,0,Andre-Reynolds-2022-1,1
2023,2021,Álvaro-Quezada,LAFC,FB,30,0,0,0,Álvaro-Quezada-2021-1,1
2024,2021,Danilo-Acosta,LAG,FB,73,0,0,0,Danilo-Acosta-2021-1,1
