"","Player","Team","Season","Position","Minutes","Shots","SoT","G","xG","xPlace","G-xG","KeyP","A","xA","A-xA","xG+xA","PA","xPA"
"","Felipe Mora","POR","2021","ST","2211","65","26","11","10.96","-0.70","0.04","28","4","2.83","1.17","13.80","4.35","5.67"
"","Georgios Giakoumakis","ATL","2023","ST","1853","61","29","15","12.07","0.66","2.93","15","0","1.70","-1.70","13.77","6.23","5.38"
"","Gonzalo Higuaín","MIA","2022","ST","1930","50","20","16","10.13","-0.09","5.87","32","3","3.55","-0.55","13.68","8.97","6.64"
"","Alejandro Pozuelo","TOR, MIA","2022","AM","2651","33","20","6","5.35","2.53","0.65","59","7","8.24","-1.24","13.59","4.05","4.07"
"","Xherdan Shaqiri","CHI","2022","AM","2456","51","16","7","6.37","-0.83","0.63","71","6","7.18","-1.18","13.56","3.15","4.06"
"","Carlos Ferreira","HOU","2022","ST","2521","68","26","13","11.65","-1.50","1.35","24","2","1.85","0.15","13.50","8.80","7.26"
"","Fabio","NYRB","2021","ST","2393","86","18","7","10.12","-2.88","-3.12","32","5","3.31","1.69","13.43","2.20","6.08"
"","Luiz Araújo","ATL","2022","W","2382","98","33","4","8.76","-1.14","-4.76","41","5","4.65","0.35","13.41","3.04","7.00"
"","Ryan Gauld","VAN","2022","AM","2435","75","25","8","8.09","0.47","-0.09","47","5","5.23","-0.23","13.33","4.05","5.10"
"","Lucas Zelarayán","CLB","2021","AM","2882","90","33","12","6.95","0.49","5.05","78","4","6.35","-2.35","13.30","6.50","4.38"
"","Jordan Morris","SEA","2022","W","2500","54","24","7","8.90","0.08","-1.90","30","2","4.37","-2.37","13.27","3.40","5.21"
"","Luciano Acosta","CIN","2021","AM","2967","60","24","7","6.34","1.55","0.66","76","8","6.86","1.14","13.20","3.05","3.88"
"","Robert Beric","CHI","2021","ST","2369","78","27","8","11.00","-2.19","-3.00","23","2","2.17","-0.17","13.17","3.55","7.17"
"","Emanuel Reynoso","MIN","2021","AM","2563","97","23","5","5.61","-1.22","-0.61","89","4","7.47","-3.47","13.08","2.76","4.33"
"","Luis Amarilla","MIN","2022","ST","2536","76","26","9","9.35","-3.70","-0.35","26","4","3.71","0.29","13.06","4.12","6.17"
"","Santiago Moreno","POR","2022","W","2659","48","21","7","7.42","1.21","-0.42","51","6","5.57","0.43","12.99","4.00","3.53"
"","Brandon Vázquez","CIN","2023","ST","2529","68","31","8","11.37","-1.69","-3.37","16","2","1.58","0.42","12.95","2.77","6.87"
"","Lucas Zelarayán","CLB","2022","AM","2550","85","33","10","6.10","1.32","3.90","86","7","6.83","0.17","12.93","3.61","3.34"
"","Cristian Dájome","VAN","2021","W","2890","56","21","10","8.24","0.07","1.76","35","4","4.68","-0.68","12.92","7.01","5.84"
"","Dániel Sallói","SKC","2023","W","3043","74","32","7","6.70","0.20","0.30","56","5","6.01","-1.01","12.72","2.89","4.11"
"","Paul Arriola","FCD","2022","W","2813","55","22","10","6.61","-0.15","3.39","55","4","6.01","-2.02","12.63","4.43","4.27"
"","Amine Bassi","HOU","2023","AM","2080","40","17","10","8.11","1.54","1.89","49","1","4.50","-3.50","12.61","4.22","4.13"
"","Fafa Picault","HOU","2021","W","2668","49","20","11","9.40","-0.17","1.60","21","4","3.18","0.82","12.58","6.22","5.40"
"","Julian Gressel","DCU","2021","FB","2925","46","11","2","2.87","-0.86","-0.87","88","8","9.67","-1.67","12.54","1.10","1.77"
"","Darwin Quintero","HOU","2022","AM","1938","42","19","8","5.41","1.44","2.59","58","3","6.86","-3.86","12.27","4.45","3.15"
"","Kacper Przybylko","PHI","2021","ST","2923","63","31","12","10.84","0.61","1.17","20","2","1.36","0.64","12.20","7.79","7.66"
"","José Cifuentes","LAFC","2021","CM","2552","64","17","5","5.78","-0.32","-0.78","50","5","6.26","-1.26","12.04","2.29","3.31"
"","Josef Martínez","ATL","2021","ST","1759","58","21","12","10.20","-1.38","1.80","18","0","1.84","-1.84","12.04","6.52","7.07"
"","Nicolás Lodeiro","SEA","2022","AM","2527","40","15","7","6.21","0.58","0.79","54","7","5.80","1.20","12.02","3.20","4.17"
"","Karol Swiderski","CLT","2022","ST","2656","72","36","10","9.16","3.74","0.84","24","4","2.81","1.19","11.97","4.64","6.43"
"","Romell Quioto","MTL","2021","ST","1331","46","18","8","8.85","-1.54","-0.85","22","5","3.11","1.89","11.96","3.49","4.91"
"","Brenner","CIN","2021","ST","3035","67","24","8","10.00","-1.87","-2.00","22","1","1.94","-0.94","11.94","3.08","5.17"
"","Jesús Jiménez","TOR","2022","ST","2608","53","21","9","8.71","-0.94","0.29","23","3","3.15","-0.15","11.86","5.63","5.84"
"","Johnny Russell","SKC","2022","W","2923","65","21","8","7.77","-1.18","0.23","39","1","4.02","-3.02","11.79","4.93","4.88"
"","Djordje Mihailovic","MTL","2022","CM","2193","41","24","9","5.56","2.67","3.44","57","4","6.18","-2.18","11.75","4.95","3.23"
"","Nicholas Gioacchini","STL","2023","ST","2214","43","22","10","9.57","1.28","0.43","23","1","2.18","-1.18","11.75","3.13","4.22"
"","Robin Lod","MIN","2021","W","1950","67","23","9","8.61","0.46","0.39","28","4","3.11","0.89","11.71","4.03","5.56"
"","Lucas Zelarayán","CLB","2023","AM","1892","66","24","10","7.29","-0.16","2.71","54","6","4.41","1.59","11.71","5.47","4.38"
"","Mikael Uhre","PHI","2023","ST","2270","57","21","9","8.63","0.68","0.37","23","3","3.04","-0.04","11.67","3.51","4.62"
"","Dejan Joveljic","LAG","2023","ST","1729","48","22","6","8.63","0.17","-2.63","24","3","3.04","-0.04","11.66","2.36","4.19"
"","Riqui Puig","LAG","2023","CM","2776","86","34","7","8.22","0.56","-1.22","54","4","3.45","0.55","11.66","3.42","4.89"
"","Jeremy Ebobisse","SJE","2023","ST","3162","59","20","10","8.85","-1.35","1.15","27","1","2.79","-1.79","11.64","4.82","5.16"
"","Javier López","SJE","2021","AM","2418","53","23","12","6.80","2.04","5.20","51","3","4.83","-1.83","11.64","7.12","4.46"
"","Jordan Morris","SEA","2023","W","2085","40","18","11","9.63","1.60","1.37","19","0","1.96","-1.96","11.60","4.19","5.57"
"","Jesús Ferreira","FCD","2021","AM","2430","56","24","8","5.46","2.00","2.54","58","8","6.14","1.86","11.60","4.60","3.36"
"","Jesús Medina","NYC","2021","W","2442","56","28","9","8.57","1.79","0.43","48","2","2.91","-0.91","11.48","4.17","4.99"
"","Cecilio Domínguez","ATX","2021","W","2560","66","33","7","9.61","-1.23","-2.61","28","3","1.82","1.18","11.43","2.58","5.36"
"","Sergio Córdova","RSL","2022","ST","2458","59","31","9","9.69","0.87","-0.69","21","1","1.72","-0.72","11.40","4.64","6.62"
"","Federico Bernardeschi","TOR","2023","W","2736","76","31","5","6.50","-0.44","-1.50","54","2","4.88","-2.88","11.38","4.06","4.95"
"","C.J. Sapong","NSH","2022","ST","2653","51","15","5","8.10","-3.72","-3.10","23","4","3.22","0.78","11.31","2.09","5.16"
"","Patryk Klimala","NYRB","2022","ST","1792","54","24","5","8.90","-0.87","-3.90","20","3","2.39","0.61","11.29","4.04","5.40"
"","Emanuel Reynoso","MIN","2023","AM","1381","44","16","6","6.18","-0.07","-0.18","52","3","4.94","-1.94","11.11","1.69","2.58"
"","Ercan Kara","ORL","2022","ST","1929","48","19","11","9.11","0.01","1.89","16","3","1.97","1.03","11.08","5.10","5.48"
"","Cristian Roldan","SEA","2021","AM","2581","53","14","6","5.86","-2.38","0.14","36","4","5.19","-1.19","11.05","3.81","4.51"
"","Tyler Boyd","LAG","2023","W","2414","63","25","7","4.88","0.94","2.12","45","3","6.05","-3.05","10.94","3.52","2.86"
"","Dairon Asprilla","POR","2022","W","2052","50","17","10","8.13","-0.69","1.87","14","2","2.81","-0.81","10.93","5.15","4.01"
"","Alan Pulido","SKC","2023","ST","2300","54","29","14","9.14","2.16","4.86","24","0","1.74","-1.74","10.88","7.59","4.81"
"","Álvaro Barreal","CIN","2023","FB","3009","55","13","5","2.80","1.56","2.20","66","5","8.04","-3.04","10.85","2.23","1.82"
"","Michael Barrios","COL","2021","ST","2255","55","21","8","6.90","-1.40","1.10","36","5","3.92","1.08","10.82","3.39","3.78"
"","Rubio Rubín","RSL","2021","ST","2410","70","25","8","8.54","-0.87","-0.54","19","4","2.25","1.75","10.78","3.25","4.60"
"","Sebastián Blanco","POR","2022","AM","2010","59","20","7","5.57","0.81","1.43","43","7","5.16","1.84","10.73","2.73","2.87"
"","Ricardo Pepi","FCD","2021","ST","2284","67","31","13","8.85","3.18","4.15","23","1","1.87","-0.87","10.72","5.93","4.68"
"","Brian White","NYRB, VAN","2021","ST","2262","47","24","12","8.61","1.22","3.39","16","5","2.09","2.91","10.69","7.17","5.65"
"","Kevin Cabral","LAG","2021","W","2182","48","24","5","7.90","-0.29","-2.90","18","2","2.74","-0.74","10.63","2.96","4.58"
"","Cole Bassett","COL","2021","AM","2412","60","19","5","7.49","-1.54","-2.49","32","2","3.12","-1.12","10.62","3.23","5.52"
"","Julian Gressel","CLB, VAN","2023","CM","2243","39","12","4","3.48","-0.66","0.52","58","6","7.13","-1.13","10.61","1.15","1.66"
"","Diego Fagundez","ATX","2022","W","2952","37","12","6","3.53","0.67","2.47","65","12","7.06","4.94","10.58","4.38","2.54"
"","Franco Jara","FCD","2021","ST","1410","59","19","7","8.68","-1.67","-1.68","18","2","1.90","0.10","10.58","4.72","6.37"
"","Ezequiel Barco","ATL","2021","ST","2330","61","20","7","5.30","0.79","1.70","51","6","5.19","0.81","10.49","2.19","2.81"
"","Carlos Vela","LAFC","2021","W","1402","59","18","5","6.61","-1.60","-1.61","35","5","3.85","1.15","10.45","2.51","4.00"
"","Ola Kamara","DCU","2022","ST","1652","36","21","9","9.64","-0.45","-0.64","10","1","0.78","0.22","10.42","5.45","6.25"
"","Kwadwo Opoku","LAFC","2022","W","1946","58","25","7","6.81","0.91","0.19","26","2","3.59","-1.59","10.40","3.23","3.30"
"","Leonardo Campana","MIA","2023","ST","1713","52","23","9","8.59","0.58","0.41","12","3","1.80","1.20","10.38","5.62","4.85"
"","Santiago Rodríguez","NYC","2023","AM","2786","46","16","5","5.14","-0.80","-0.14","61","4","5.23","-1.23","10.37","2.42","3.88"
"","Adrien Hunou","MIN","2021","ST","1823","66","24","7","8.89","-1.65","-1.89","17","1","1.42","-0.42","10.32","3.44","6.44"
"","Gadi Kinda","SKC","2021","CM","2200","51","25","5","6.94","-0.98","-1.94","31","6","3.34","2.66","10.28","1.51","3.74"
"","Mateusz Klich","DCU","2023","CM","3025","43","17","4","3.45","2.06","0.55","77","7","6.80","0.20","10.25","2.24","1.72"
"","Ronaldo Cisneros","ATL","2022","ST","1867","48","18","7","8.93","-1.77","-1.93","18","1","1.27","-0.27","10.20","2.21","5.65"
"","Fafa Picault","HOU","2022","W","2604","58","23","7","7.44","-0.42","-0.44","20","2","2.74","-0.74","10.17","3.01","4.26"
"","Maximiliano Morález","NYC","2022","AM","2321","40","14","2","3.94","0.56","-1.94","68","6","6.17","-0.17","10.11","1.52","2.48"
"","Diego Rossi","LAFC","2021","ST","1823","63","24","6","8.49","-1.86","-2.49","14","1","1.61","-0.61","10.10","2.53","5.83"
"","Yimmi Chará","POR","2021","W","2491","44","16","6","4.49","0.69","1.51","66","4","5.60","-1.60","10.09","2.77","2.49"
"","Franco Fragapane","MIN","2021","W","1635","30","10","5","5.92","-1.73","-0.92","38","8","4.05","3.95","9.98","2.54","5.07"
"","José Cifuentes","LAFC","2022","CM","2557","56","23","7","5.47","0.72","1.53","40","6","4.47","1.53","9.94","1.71","2.41"
"","Mikael Uhre","PHI","2022","ST","1758","47","32","13","7.37","5.03","5.63","15","3","2.52","0.48","9.89","5.20","2.89"
"","Alan Pulido","SKC","2021","ST","1578","59","16","8","7.06","-0.33","0.94","28","2","2.78","-0.78","9.85","3.18","3.08"
"","Michael Barrios","COL","2022","W","2087","46","12","2","4.24","-1.66","-2.24","36","6","5.59","0.41","9.83","0.75","2.66"
"","Nicolás Lodeiro","SEA","2023","AM","2717","47","12","1","3.94","-1.57","-2.94","62","5","5.88","-0.88","9.82","0.71","3.13"
"","Kwadwo Opoku","MTL, LAFC","2023","W","2183","53","19","6","6.81","-2.20","-0.81","25","3","2.99","0.01","9.80","2.27","4.08"
"","Dániel Sallói","SKC","2022","W","2759","72","28","7","6.24","0.50","0.76","31","3","3.56","-0.56","9.80","3.98","3.89"
"","Dejan Joveljic","LAG","2022","ST","1194","34","22","11","8.07","3.08","2.93","15","3","1.70","1.30","9.77","6.44","5.04"
"","Leonardo Campana","MIA","2022","ST","1732","54","25","11","8.08","1.70","2.92","12","1","1.67","-0.67","9.75","7.31","5.17"
"","Jhon Durán","CHI","2022","ST","1534","60","24","8","7.51","-2.04","0.49","8","3","2.19","0.81","9.70","3.37","4.05"
"","Sebastián Blanco","POR","2021","AM","1312","43","20","7","5.13","0.95","1.87","26","6","4.55","1.45","9.68","4.76","2.29"
"","Santiago Moreno","POR","2023","W","2416","39","16","3","5.00","-0.38","-2.00","44","6","4.64","1.36","9.64","1.15","3.54"
"","Josef Martínez","ATL","2022","ST","1637","49","21","9","7.28","1.14","1.72","23","4","2.34","1.66","9.62","6.81","5.43"
"","Héctor Herrera","HOU","2023","CM","2733","65","24","4","4.66","-0.76","-0.66","59","10","4.95","5.05","9.61","1.66","2.58"
"","Derrick Etienne","CLB","2022","W","2431","49","21","9","6.51","0.61","2.49","33","5","3.05","1.95","9.56","6.65","5.56"
"","Nani","ORL","2021","W","1993","65","25","10","5.95","1.23","4.05","41","6","3.58","2.42","9.53","6.45","4.81"
"","Jáder Obrian","FCD","2023","W","2033","23","9","5","4.90","-0.96","0.10","30","3","4.63","-1.63","9.52","3.23","3.10"
"","Evander","POR","2023","AM","2309","70","28","9","6.63","0.89","2.37","46","3","2.87","0.13","9.50","4.23","3.72"
"","Emiliano Rigoni","ATX","2023","W","2310","46","22","5","4.96","1.38","0.04","42","3","4.51","-1.51","9.47","1.43","2.60"
"","Eduard Löwen","STL","2023","CM","2462","75","26","6","5.37","0.50","0.63","44","9","4.10","4.90","9.47","2.32","3.00"
"","Robin Lod","MIN","2022","W","2702","59","21","6","6.52","1.08","-0.52","31","2","2.89","-0.89","9.40","3.85","4.43"
"","Yimmi Chará","POR","2022","W","2998","46","16","4","5.71","-0.35","-1.71","48","3","3.69","-0.69","9.40","2.40","4.11"
"","Facundo Torres","ORL","2022","W","2798","53","14","9","5.34","-0.73","3.66","43","7","3.87","3.13","9.22","4.42","3.31"
"","Franco Fragapane","MIN","2022","W","2170","34","15","7","5.88","0.69","1.12","41","1","3.33","-2.33","9.21","2.97","3.39"
"","Martín Ojeda","ORL","2023","W","1862","64","26","6","5.11","1.78","0.89","46","7","4.09","2.91","9.20","4.28","2.79"
"","Diego Fagundez","ATX","2021","W","2757","49","21","7","5.09","1.12","1.91","54","4","4.09","-0.09","9.18","3.82","3.07"
"","Leo Chú","SEA","2023","W","2113","39","16","5","3.76","-0.16","1.24","34","7","5.36","1.64","9.12","3.47","3.24"
"","Jaroslaw Niezgoda","POR","2022","ST","2156","36","18","9","6.07","1.65","2.93","25","2","3.02","-1.02","9.09","4.72","3.42"
"","Lucas Cavallini","VAN","2022","ST","1666","53","20","9","7.47","1.54","1.53","11","1","1.61","-0.61","9.08","4.32","4.89"
"","Alexandru Matan","CLB","2023","AM","2402","29","8","1","2.92","-2.57","-1.92","33","8","6.13","1.87","9.05","0.61","1.90"
"","Yeferson Soteldo","TOR","2021","W","1888","45","17","3","5.37","-1.03","-2.37","34","6","3.65","2.35","9.02","1.32","2.73"
"","Tajon Buchanan","NER","2021","W","1868","61","23","8","5.80","-0.12","2.20","18","5","3.21","1.79","9.02","3.61","3.62"
"","Justin Meram","RSL","2022","W","2451","38","11","3","3.03","-1.32","-0.03","52","6","5.94","0.06","8.97","1.53","1.82"
"","Rándall Leal","NSH","2021","W","2308","67","33","8","3.56","2.49","4.44","37","7","5.40","1.60","8.96","3.03","1.70"
"","Cristian Espinoza","SJE","2021","W","2431","53","19","3","5.06","-0.90","-2.06","44","8","3.90","4.10","8.95","1.83","2.90"
"","Déiber Caicedo","VAN","2021","W","2449","51","18","5","5.65","-0.39","-0.65","33","5","3.29","1.71","8.94","3.58","4.28"
"","Maximiliano Urruti","HOU","2021","ST","2446","78","27","7","7.47","-1.46","-0.47","22","0","1.45","-1.45","8.92","4.72","4.93"
"","Sergio Santos","PHI","2021","ST","1485","45","22","6","6.54","0.98","-0.54","16","1","2.37","-1.37","8.91","4.31","3.93"
"","Josef Martínez","MIA","2023","ST","1934","44","19","7","7.75","1.38","-0.75","11","1","1.16","-0.16","8.91","4.91","4.68"
"","Jáder Obrian","FCD","2021","W","2370","47","24","9","6.35","0.22","2.65","26","2","2.56","-0.56","8.91","4.97","3.84"
"","Dairon Asprilla","POR","2021","W","2281","63","23","10","6.68","0.55","3.32","26","3","2.21","0.79","8.89","4.75","4.17"
"","Jonathan Lewis","COL","2022","W","2418","57","24","5","7.16","-1.39","-2.16","22","2","1.59","0.41","8.75","1.60","4.05"
"","Jefferson Savarino","RSL","2023","W","2105","70","24","7","5.04","1.25","1.96","47","3","3.63","-0.63","8.67","3.42","3.27"
"","Brian Gutierrez","CHI","2023","W","2513","44","11","2","4.09","-1.51","-2.09","41","6","4.55","1.45","8.64","1.22","2.57"
"","Jamiro Monteiro","SJE","2022","AM","2847","36","15","4","3.05","0.60","0.95","56","6","5.56","0.44","8.61","2.27","2.05"
"","Chris Mueller","CHI","2022","W","2132","48","19","4","5.30","1.25","-1.30","33","4","3.26","0.74","8.56","1.83","3.45"
"","Taxiarchis Fountas","DCU","2022","AM","1613","80","33","12","6.82","3.67","5.18","12","1","1.71","-0.71","8.53","5.96","4.00"
"","Kei Kamara","MTL","2022","ST","1751","45","17","9","6.06","1.86","2.94","15","7","2.44","4.56","8.49","5.70","3.34"
"","Federico Bernardeschi","TOR","2022","W","1202","40","16","8","6.02","0.33","1.98","24","2","2.46","-0.46","8.47","3.49","3.96"
"","Corey Baird","HOU","2023","ST","2480","36","18","8","6.28","1.12","1.72","17","5","2.18","2.82","8.46","2.88","3.26"
"","Gustavo Bou","NER","2022","ST","1740","73","31","8","6.44","1.61","1.56","21","2","2.00","-0.00","8.44","4.41","5.09"
"","Paul Arriola","DCU","2021","W","1453","39","11","6","5.24","-0.03","0.76","22","2","3.15","-1.15","8.39","1.75","3.42"
"","Cory Burke","PHI","2022","ST","1353","43","17","7","6.54","-0.77","0.46","14","3","1.85","1.15","8.39","1.58","2.54"
"","Víctor Vázquez","LAG","2021","AM","1762","26","10","3","2.27","0.30","0.73","57","5","6.08","-1.08","8.35","2.33","1.84"
"","Alan Velasco","FCD","2022","W","2064","57","18","6","4.18","0.31","1.82","44","5","4.15","0.85","8.33","2.13","2.63"
"","Lewis Morgan","MIA","2021","W","3067","47","16","2","2.83","-0.38","-0.83","60","1","5.50","-4.50","8.33","1.35","1.75"
"","Jefferson Savarino","RSL","2022","ST","1668","55","21","7","4.64","0.10","2.36","45","4","3.65","0.35","8.29","3.50","2.60"
"","Tesho Akindele","ORL","2021","ST","1554","29","11","3","6.16","-1.66","-3.16","16","5","2.13","2.87","8.29","1.46","3.55"
"","Cucho Hernández","CLB","2022","ST","1445","88","30","9","7.05","2.34","1.95","18","1","1.21","-0.21","8.27","5.14","4.95"
"","Xherdan Shaqiri","CHI","2023","AM","2183","32","11","5","3.44","0.12","1.56","36","3","4.82","-1.82","8.26","3.20","2.35"
"","Daniel Ríos","CLT","2022","ST","1558","38","14","7","6.87","0.59","0.13","14","1","1.37","-0.37","8.24","2.73","3.36"
"","Pedro Santos","CLB","2021","W","2792","55","22","4","5.40","-0.56","-1.40","28","6","2.83","3.17","8.24","1.49","2.15"
"","Ariel Lassiter","MIA","2022","W","1790","49","22","4","5.42","-0.74","-1.42","22","4","2.81","1.19","8.23","2.18","3.63"
"","Talles Magno","NYC","2023","W","2025","46","28","4","5.86","1.05","-1.86","23","1","2.34","-1.34","8.20","2.11","3.33"
"","William Agada","SKC","2022","ST","1002","41","22","8","7.61","1.54","0.39","10","2","0.56","1.44","8.17","2.02","3.31"
"","Elias Manoel","NYRB","2023","ST","1740","39","14","3","6.43","-1.93","-3.43","12","3","1.74","1.26","8.17","1.60","5.29"
"","Brooks Lennon","ATL","2022","FB","2249","17","9","2","1.69","-0.07","0.31","69","6","6.48","-0.48","8.17","1.82","1.10"
"","Raúl Ruidíaz","SEA","2022","ST","1419","51","22","9","7.20","2.46","1.80","5","1","0.95","0.05","8.16","4.15","3.61"
"","Fredy Montero","SEA","2021","ST","1644","54","26","7","6.56","0.32","0.44","15","2","1.56","0.44","8.12","2.17","4.96"
"","Chris Wondolowski","SJE","2021","ST","1427","45","18","5","7.11","-0.18","-2.11","15","0","0.99","-0.99","8.10","2.95","4.92"
"","Samuel Grandsir","LAG","2021","W","2226","56","19","3","5.77","-2.49","-2.77","25","3","2.33","0.67","8.10","2.16","3.54"
"","Marcelino Moreno","ATL","2022","AM","1957","56","17","2","3.47","0.61","-1.47","42","5","4.62","0.38","8.09","1.18","2.77"
"","Iván Angulo","ORL","2023","W","2680","45","15","5","5.36","-0.10","-0.36","25","6","2.73","3.27","8.09","2.68","3.02"
"","Omir Fernandez","NYRB","2023","W","1867","39","16","6","5.63","-0.16","0.37","27","3","2.36","0.64","7.99","4.77","4.23"
"","Kacper Przybylko","CHI","2022","ST","1742","46","15","5","5.98","-0.75","-0.98","20","1","1.99","-0.99","7.97","2.28","4.11"
"","Daniel Gazdag","PHI","2021","AM","1445","35","13","4","5.73","-0.97","-1.73","13","3","2.19","0.81","7.92","2.14","3.06"
"","Diego Rubio","COL","2021","ST","1810","51","17","5","4.94","-0.62","0.06","29","4","2.98","1.02","7.92","2.11","3.04"
"","Connor Ronan","COL","2023","CM","3001","25","6","1","2.33","-0.43","-1.33","60","8","5.55","2.45","7.89","0.67","2.17"
"","Alexander Ring","ATX","2022","DM","3066","41","15","4","4.93","-1.74","-0.93","29","3","2.95","0.05","7.87","1.35","3.09"
"","Kevin Cabral","LAG","2022","W","1832","35","11","1","5.17","-2.34","-4.17","25","3","2.66","0.34","7.83","0.49","3.01"
"","Franck Boli","POR","2023","ST","1566","51","21","7","6.82","-0.98","0.18","10","1","1.01","-0.01","7.83","4.97","4.09"
"","Álvaro Medrán","CHI","2021","CM","2488","53","21","3","2.86","0.76","0.14","69","6","4.95","1.05","7.81","2.16","2.17"
"","Maximiliano Urruti","ATX","2022","ST","2363","58","19","9","6.95","-1.00","2.05","12","0","0.86","-0.86","7.80","3.61","4.24"
"","Tom Barlow","NYRB","2023","ST","1961","31","15","3","6.41","-1.38","-3.41","13","0","1.39","-1.39","7.80","2.51","4.57"
"","Rándall Leal","NSH","2022","AM","2277","60","16","2","3.04","-0.07","-1.04","36","5","4.73","0.27","7.77","1.95","2.44"
"","Cade Cowell","SJE","2021","W","1847","42","19","5","4.37","-0.02","0.63","21","5","3.38","1.62","7.75","1.22","2.88"
"","Hassani Dotson","MIN","2023","DM","2717","47","15","3","5.02","-0.15","-2.02","34","3","2.73","0.27","7.75","1.51","2.84"
"","Jonathan Lewis","COL","2021","ST","1435","43","16","7","6.23","-0.40","0.77","15","1","1.50","-0.50","7.72","2.28","3.27"
"","Teemu Pukki","MIN","2023","ST","1008","38","20","10","6.16","1.64","3.84","9","1","1.55","-0.55","7.72","3.20","2.92"
"","Gabriel Pereira","NYC","2023","W","1706","49","22","6","4.42","2.42","1.58","30","3","3.27","-0.28","7.70","3.97","3.30"
"","Mauricio Pereyra","ORL","2022","AM","2720","33","10","1","2.37","0.13","-1.37","70","7","5.31","1.69","7.68","0.54","1.63"
"","Mathieu Choinière","MTL","2023","CM","2661","39","17","5","3.50","-0.94","1.50","45","2","4.18","-2.18","7.68","0.60","1.04"
"","Duncan McGuire","ORL","2023","ST","1503","31","22","11","5.34","1.70","5.66","14","2","2.33","-0.33","7.67","7.42","2.98"
"","Paul Arriola","FCD","2023","W","1723","27","9","2","3.75","-1.47","-1.75","27","3","3.92","-0.92","7.67","1.84","3.40"
"","Julian Gressel","VAN, DCU","2022","FB","2557","33","11","2","2.54","-0.01","-0.54","59","6","5.12","0.88","7.66","2.02","1.48"
"","Alexandre Pato","ORL","2022","ST","1339","40","13","3","4.36","0.66","-1.36","27","4","3.29","0.71","7.65","2.34","2.85"
"","Pablo Ruiz","RSL","2022","CM","2629","46","13","2","4.02","-0.61","-2.02","39","4","3.61","0.39","7.63","0.59","2.68"
"","Jeremy Ebobisse","POR, SJE","2021","ST","1887","48","26","5","7.03","-0.20","-2.03","11","0","0.58","-0.58","7.61","4.26","4.68"
"","Cristian Roldan","SEA","2022","W","2297","36","13","4","3.94","-0.09","0.06","33","4","3.64","0.36","7.58","1.97","2.79"
"","Brooks Lennon","ATL","2023","FB","3226","19","8","4","1.98","-0.16","2.02","57","9","5.56","3.44","7.54","0.68","1.04"
"","Héber","SEA","2023","ST","1204","38","13","2","6.25","-1.49","-4.25","17","1","1.28","-0.28","7.53","0.21","3.65"
"","Christian Ramirez","CLB","2023","ST","1716","45","15","8","5.99","1.77","2.01","21","3","1.52","1.48","7.51","2.19","3.32"
"","Erik Thommy","SKC","2023","CM","2713","79","27","5","5.01","0.32","-0.01","42","4","2.47","1.53","7.48","1.82","3.33"
"","Lorenzo Insigne","TOR","2023","W","1556","61","20","4","4.50","-0.56","-0.50","31","4","2.95","1.05","7.44","1.79","2.55"
"","Darwin Quintero","HOU","2021","AM","1137","38","17","3","3.91","0.98","-0.91","41","2","3.53","-1.53","7.44","1.25","1.78"
"","Alejandro Bedoya","PHI","2022","CM","2677","36","13","6","2.88","1.40","3.12","34","5","4.48","0.52","7.36","2.69","1.35"
"","Gabriel Pereira","NYC","2022","W","1486","33","16","8","4.50","2.49","3.50","27","2","2.85","-0.85","7.34","3.31","1.87"
"","João Paulo","SEA","2021","CM","2756","28","11","3","1.94","0.61","1.06","68","7","5.38","1.63","7.31","1.16","1.22"
"","Andre Shinyashiki","COL","2021","AM","1583","45","17","4","4.90","-1.53","-0.90","18","2","2.40","-0.40","7.31","1.50","3.08"
"","Ryan Gauld","VAN","2021","AM","1427","36","19","4","3.83","1.68","0.17","43","4","3.47","0.53","7.30","1.72","2.99"
"","Bongokuhle Hlongwane","MIN","2022","W","1754","44","19","2","4.38","-0.43","-2.38","23","4","2.87","1.13","7.25","0.61","2.98"
"","Derrick Etienne","CLB","2021","W","1992","26","9","1","3.03","-1.04","-2.03","29","4","4.17","-0.17","7.20","0.29","1.47"
"","Bobby Wood","NER","2023","ST","1613","31","12","7","6.36","-1.63","0.64","10","5","0.84","4.16","7.20","2.44","3.17"
"","Johnny Russell","SKC","2023","W","1746","35","15","6","4.50","0.71","1.50","27","3","2.69","0.31","7.18","2.83","2.15"
"","Mender García","MIN","2023","ST","1152","25","9","3","4.41","-1.56","-1.41","15","1","2.75","-1.75","7.16","1.02","2.99"
"","Jamiro Monteiro","PHI","2021","AM","2521","38","13","2","2.76","-0.30","-0.76","53","6","4.38","1.62","7.15","0.85","2.33"
"","Efrain Álvarez","LAG","2022","W","1566","49","17","3","3.22","-0.32","-0.22","35","4","3.89","0.11","7.10","0.30","1.61"
"","Sebastián Driussi","ATX","2021","AM","1487","38","16","5","4.75","1.19","0.25","31","3","2.34","0.66","7.09","1.82","2.80"
"","Kai Wagner","PHI","2022","FB","3278","14","2","0","0.73","-0.26","-0.73","82","8","6.36","1.64","7.08","0.00","0.43"
"","Brian White","VAN","2022","ST","1805","41","19","4","5.03","0.83","-1.03","14","1","2.02","-1.02","7.05","3.13","2.99"
"","Brandon Bye","NER","2022","FB","2806","34","9","2","2.12","-0.09","-0.12","46","7","4.91","2.09","7.03","0.96","1.50"
