"","Player","Team","Season","Position","Minutes","Shots","SoT","G","xG","xPlace","G-xG","KeyP","A","xA","A-xA","xG+xA","PA","xPA"
"","Luis Martins","SKC","2021","FB","3241","19","6","1","0.81","0.02","0.19","29","3","2.40","0.60","3.21","0.25","0.45"
"","Cristhian Paredes","POR","2021","DM","1295","20","4","3","2.37","-0.51","0.63","6","1","0.83","0.17","3.21","0.96","0.89"
"","Jonathan Lewis","COL","2023","ST","1270","22","9","1","2.84","-0.49","-1.84","10","0","0.36","-0.36","3.20","0.00","2.01"
"","Michael Bradley","TOR","2021","DM","2945","18","4","1","0.95","0.46","0.04","29","1","2.23","-1.23","3.19","0.43","0.47"
"","Remi Walter","SKC","2022","DM","3246","17","6","3","1.04","0.09","1.96","34","1","2.15","-1.15","3.19","1.59","0.59"
"","Ashley Westwood","CLT","2023","CM","2727","16","3","3","0.91","0.25","2.09","34","2","2.28","-0.28","3.19","1.96","0.66"
"","Xande Silva","ATL","2023","W","609","14","6","2","1.28","-0.35","0.72","11","2","1.90","0.10","3.18","1.01","0.69"
"","Emmanuel Boateng","NER","2021","W","431","6","2","2","0.91","-0.16","1.09","12","3","2.27","0.73","3.17","0.77","0.49"
"","Andrew Brody","RSL","2023","FB","2406","6","3","0","0.98","-0.41","-0.98","20","2","2.19","-0.19","3.17","0.00","0.74"
"","Szabolcs Schon","FCD","2021","W","1059","22","3","0","2.20","-1.94","-2.20","11","5","0.96","4.04","3.16","0.00","1.43"
"","Paxton Pomykal","FCD","2022","CM","2627","21","3","0","1.16","-0.44","-1.16","20","2","1.99","0.01","3.14","0.00","0.80"
"","Ali Ahmed","VAN","2023","CM","1195","14","8","1","1.86","1.14","-0.86","12","1","1.27","-0.27","3.13","0.00","0.70"
"","Dagur Dan Thórhallsson","ORL","2023","FB","1413","13","3","2","1.19","0.08","0.81","10","3","1.94","1.06","3.13","0.20","0.37"
"","Alex Roldan","SEA","2023","FB","2566","18","4","1","0.75","-0.42","0.25","28","1","2.38","-1.38","3.13","1.14","0.48"
"","Eryk Williamson","POR","2022","DM","1284","6","1","0","0.28","-0.25","-0.28","23","5","2.84","2.16","3.12","0.00","0.22"
"","Jack Elliott","PHI","2022","CB","3167","24","6","2","2.86","-0.43","-0.86","1","0","0.25","-0.25","3.12","0.22","1.05"
"","Mason Toye","MTL","2022","ST","802","20","7","2","2.84","-0.73","-0.84","3","0","0.27","-0.27","3.10","1.27","1.61"
"","Maikel Chang","RSL","2021","FB","1191","15","9","2","1.12","1.55","0.88","26","1","1.96","-0.96","3.08","0.66","0.70"
"","Darlington Nagbe","CLB","2021","DM","3192","17","4","2","1.30","0.28","0.70","22","2","1.78","0.22","3.08","1.74","0.99"
"","Alex Roldan","SEA","2022","FB","2851","9","3","1","0.30","0.05","0.70","37","4","2.77","1.23","3.07","0.00","0.22"
"","Jonathan Menéndez","RSL","2021","W","959","20","5","1","1.36","-0.57","-0.36","20","3","1.71","1.29","3.07","0.68","1.15"
"","Nigel Robertha","DCU","2022","W","815","10","4","1","0.92","0.04","0.08","19","3","2.15","0.85","3.06","0.00","0.41"
"","Rodolfo Pizarro","MIA","2023","AM","1020","13","4","0","0.88","-0.58","-0.88","21","0","2.19","-2.19","3.06","0.00","0.49"
"","Nick Hagglund","CIN","2022","CB","2968","16","7","1","1.70","0.75","-0.70","10","1","1.36","-0.36","3.06","0.47","1.23"
"","Max","COL","2022","CM","1038","23","6","0","2.04","-1.28","-2.04","10","1","1.02","-0.02","3.06","0.00","1.67"
"","Ryan Raposo","VAN","2023","FB","1406","16","4","0","0.92","-0.07","-0.92","16","2","2.13","-0.13","3.05","0.00","0.81"
"","Shaq Moore","NSH","2023","FB","2956","8","0","0","0.24","-0.24","-0.24","25","4","2.81","1.19","3.05","0.00","0.16"
"","Lewis O'Brien","DCU","2023","CM","1686","20","5","1","1.16","-0.56","-0.16","23","1","1.88","-0.88","3.03","0.54","0.52"
"","Cristian Dájome","DCU, VAN","2023","W","1244","19","8","2","1.92","0.11","0.08","17","1","1.11","-0.11","3.03","0.18","1.13"
"","Danny Musovski","LAFC, RSL","2022","W","636","13","6","2","2.86","0.37","-0.86","3","0","0.16","-0.16","3.02","0.70","1.22"
"","Pablo Ruiz","RSL","2021","DM","2217","35","8","0","1.17","-0.80","-1.17","27","2","1.85","0.15","3.02","0.00","0.89"
"","Mason Toye","MTL","2023","ST","713","18","5","3","2.75","-0.67","0.25","7","0","0.27","-0.27","3.02","0.74","1.05"
"","Robbie Robinson","MIA","2023","W","363","15","4","1","2.45","-0.24","-1.45","5","0","0.56","-0.56","3.02","1.51","1.87"
"","Bobby Wood","RSL","2021","ST","702","19","6","2","2.14","0.06","-0.14","7","1","0.87","0.13","3.01","0.87","1.43"
"","Nick Lima","ATX","2022","FB","2591","20","1","0","0.68","-0.61","-0.68","20","3","2.33","0.67","3.01","0.00","0.52"
"","Gastón Giménez","CHI","2021","DM","2136","35","11","2","1.20","0.55","0.80","24","1","1.80","-0.80","3.01","1.60","1.03"
"","Ifunanyachi Achara","TOR","2021","W","883","18","8","2","2.26","-0.19","-0.26","5","1","0.74","0.26","3.00","1.25","0.99"
"","Mamadou Fall","LAFC","2021","CB","1689","15","6","4","1.77","1.37","2.23","6","0","1.23","-1.23","3.00","1.81","1.07"
"","Andrés Ríos","SJE","2021","ST","1123","24","6","0","2.19","-1.40","-2.19","12","0","0.81","-0.81","3.00","0.00","1.59"
"","Andrés Perea","PHI, NYC","2023","DM","1020","28","7","2","2.38","0.38","-0.38","4","0","0.61","-0.61","2.99","0.85","1.42"
"","Gianluca Busio","SKC","2021","DM","1258","27","7","2","1.67","0.66","0.33","18","1","1.30","-0.30","2.98","1.34","1.27"
"","Ayo Akinola","TOR","2021","ST","694","14","6","3","2.71","0.08","0.29","4","0","0.26","-0.26","2.98","1.80","1.76"
"","Ryan Hollingshead","LAFC","2023","FB","2527","21","7","4","1.71","0.02","2.29","22","0","1.26","-1.26","2.98","0.75","1.01"
"","Andy Najar","DCU","2021","CB","2093","16","3","1","1.52","-0.48","-0.52","15","3","1.45","1.55","2.97","0.74","0.74"
"","Ben Bender","CLT","2023","CM","997","17","5","3","1.75","0.40","1.25","17","2","1.21","0.79","2.96","1.81","1.17"
"","Omar González","TOR","2021","CB","2510","10","6","3","1.35","0.77","1.65","5","1","1.60","-0.60","2.96","1.55","0.89"
"","Jürgen Locadia","CIN","2021","ST","410","13","5","1","2.56","-1.05","-1.56","5","0","0.39","-0.39","2.95","1.29","1.37"
"","Walker Zimmerman","NSH","2023","CB","1959","12","4","2","1.68","-0.32","0.32","7","1","1.26","-0.27","2.95","1.07","1.18"
"","João Moutinho","ORL","2022","FB","2712","18","4","2","1.31","-0.34","0.69","25","1","1.63","-0.63","2.94","1.66","1.08"
"","Jordy Alcívar","CLT","2022","CM","1123","16","7","1","1.50","0.40","-0.50","22","1","1.43","-0.43","2.93","0.61","0.98"
"","Andrew Gutman","NYRB","2021","FB","2019","16","4","2","1.04","0.68","0.96","22","1","1.88","-0.88","2.92","0.91","0.74"
"","Chris Donovan","PHI","2023","ST","496","7","3","1","1.43","-0.55","-0.43","4","1","1.49","-0.49","2.92","0.05","0.49"
"","Kevin Paredes","DCU","2021","FB","1657","21","8","3","1.94","-0.07","1.06","13","1","0.97","0.03","2.91","1.77","1.33"
"","Andres Jasson","NYC","2023","W","922","17","5","3","2.04","0.40","0.96","11","1","0.88","0.12","2.91","1.50","1.01"
"","Ryan Raposo","VAN","2022","FB","1600","19","4","2","1.24","0.39","0.76","21","1","1.67","-0.67","2.91","1.61","0.85"
"","Alexander Ring","ATX","2023","CB","2297","19","6","2","1.13","0.87","0.87","15","1","1.78","-0.78","2.91","2.48","0.69"
"","Brandon Servania","FCD","2022","CM","1457","28","8","2","1.52","-0.40","0.48","8","3","1.38","1.62","2.91","0.72","1.19"
"","Mark Delgado","LAG","2022","CM","2764","11","3","2","1.25","-0.02","0.75","27","2","1.65","0.35","2.90","0.85","0.55"
"","Will Bruin","SEA","2022","ST","982","20","5","3","2.67","0.00","0.33","6","0","0.23","-0.23","2.90","2.06","1.63"
"","Mark-Anthony Kaye","NER, TOR","2023","DM","2859","13","5","2","1.67","-0.06","0.33","19","3","1.23","1.77","2.90","0.39","0.73"
"","DeAndre Yedlin","MIA","2022","FB","3299","5","0","0","0.16","-0.16","-0.16","26","3","2.73","0.27","2.89","0.00","0.11"
"","Malte Amundsen","NYC","2021","FB","1585","10","3","1","0.86","0.29","0.14","17","3","2.03","0.97","2.89","0.00","0.25"
"","Marco Farfan","FCD","2023","FB","2865","11","3","1","0.96","0.58","0.04","16","3","1.92","1.08","2.88","0.01","0.74"
"","Malte Amundsen","NYC","2022","FB","2361","14","2","0","0.50","-0.40","-0.50","22","1","2.38","-1.38","2.88","0.00","0.30"
"","Steven Moreira","CLB","2022","FB","3087","11","4","1","0.54","0.15","0.46","36","5","2.33","2.67","2.87","1.95","0.43"
"","Khiry Shelton","SKC","2022","ST","1544","18","6","1","2.31","-0.04","-1.31","8","1","0.54","0.46","2.85","0.40","1.39"
"","Lalas Abubakar","COL","2022","CB","2781","22","5","4","2.23","-0.00","1.77","4","1","0.62","0.38","2.84","3.60","1.85"
"","Joe Corona","HOU","2021","CM","1900","20","2","0","0.98","-0.72","-0.98","29","1","1.85","-0.85","2.84","0.00","0.66"
"","Cameron Harper","NYRB","2022","FB","875","13","5","2","1.39","-0.91","0.61","9","2","1.45","0.55","2.84","1.01","0.73"
