,Date,Home_team_ID,HG,Away_team_ID,AG
558,2022-09-03,CIN2022,2,CLT2022,0
559,2022-09-03,NYRB2022,0,PHI2022,2
560,2022-09-03,CLB2022,0,CHI2022,0
561,2022-09-03,MIN2022,0,FCD2022,2
562,2022-08-31,ATX2022,1,POR2022,2
563,2022-08-31,RSL2022,3,MIN2022,0
564,2022-08-31,ORL2022,3,SEA2022,2
565,2022-08-31,NSH2022,4,COL2022,1
566,2022-08-31,HOU2022,2,LAFC2022,1
567,2022-08-31,NYC2022,1,DCU2022,2
568,2022-08-31,NER2022,0,CHI2022,0
569,2022-08-31,CLB2022,1,MIA2022,0
570,2022-08-31,MTL2022,0,NYRB2022,1
571,2022-08-31,TOR2022,2,LAG2022,2
572,2022-08-31,PHI2022,4,ATL2022,1
573,2022-08-28,NER2022,1,LAG2022,2
574,2022-08-28,ORL2022,2,NYC2022,1
575,2022-08-28,ATL2022,3,DCU2022,2
576,2022-08-27,VAN2022,0,NSH2022,3
577,2022-08-27,FCD2022,1,RSL2022,1
578,2022-08-27,SKC2022,1,SJE2022,0
579,2022-08-27,CLT2022,0,TOR2022,2
580,2022-08-27,CHI2022,0,MTL2022,2
581,2022-08-27,PHI2022,6,COL2022,0
582,2022-08-27,CIN2022,2,CLB2022,2
583,2022-08-27,NYRB2022,3,MIA2022,1
584,2022-08-27,MIN2022,1,HOU2022,1
585,2022-08-26,POR2022,2,SEA2022,1
586,2022-08-26,ATX2022,4,LAFC2022,1
587,2022-08-21,NSH2022,4,FCD2022,0
588,2022-08-21,SKC2022,4,POR2022,1
589,2022-08-21,CLT2022,1,ORL2022,2
590,2022-08-21,CLB2022,2,ATL2022,2
591,2022-08-21,CHI2022,0,NYC2022,2
592,2022-08-20,RSL2022,1,VAN2022,1
593,2022-08-20,SJE2022,2,LAFC2022,1
594,2022-08-20,COL2022,1,HOU2022,1
595,2022-08-20,MIN2022,2,ATX2022,1
596,2022-08-20,MIA2022,2,TOR2022,1
597,2022-08-20,MTL2022,4,NER2022,0
598,2022-08-20,DCU2022,0,PHI2022,6
599,2022-08-20,NYRB2022,1,CIN2022,1
600,2022-08-19,LAG2022,3,SEA2022,3
601,2022-08-17,VAN2022,2,COL2022,1
602,2022-08-17,FCD2022,1,PHI2022,0
603,2022-08-17,NYC2022,1,CLT2022,3
604,2022-08-17,TOR2022,2,NER2022,2
605,2022-08-17,ATL2022,1,NYRB2022,2
606,2022-08-16,LAFC2022,1,DCU2022,0
607,2022-08-14,SEA2022,1,RSL2022,2
608,2022-08-14,NSH2022,1,MIN2022,2
609,2022-08-13,LAFC2022,4,CLT2022,0
610,2022-08-13,LAG2022,5,VAN2022,2
611,2022-08-13,COL2022,1,CLB2022,1
612,2022-08-13,HOU2022,2,MTL2022,3
613,2022-08-13,ATX2022,4,SKC2022,3
614,2022-08-13,FCD2022,4,SJE2022,1
615,2022-08-13,MIA2022,3,NYC2022,2
616,2022-08-13,NER2022,1,DCU2022,0
617,2022-08-13,TOR2022,3,POR2022,1
618,2022-08-13,CIN2022,2,ATL2022,2
619,2022-08-13,PHI2022,4,CHI2022,1
620,2022-08-13,NYRB2022,0,ORL2022,1
621,2022-08-06,POR2022,1,FCD2022,0
622,2022-08-06,RSL2022,1,LAFC2022,4
623,2022-08-06,ATX2022,3,SJE2022,3
624,2022-08-06,COL2022,4,MIN2022,3
625,2022-08-06,SKC2022,4,LAG2022,2
626,2022-08-06,NSH2022,3,TOR2022,4
627,2022-08-06,MTL2022,2,MIA2022,2
628,2022-08-06,DCU2022,0,NYRB2022,0
629,2022-08-06,ORL2022,0,NER2022,3
630,2022-08-06,CIN2022,3,PHI2022,1
631,2022-08-06,CLB2022,3,NYC2022,1
632,2022-08-06,CLT2022,2,CHI2022,3
633,2022-08-06,ATL2022,2,SEA2022,1
634,2022-08-05,VAN2022,2,HOU2022,1
635,2022-08-03,POR2022,1,NSH2022,1
636,2022-08-03,SJE2022,0,MIA2022,1
637,2022-08-03,CLB2022,1,MTL2022,2
638,2022-08-03,CLT2022,2,DCU2022,0
639,2022-08-02,SEA2022,1,FCD2022,0
640,2022-08-02,NYRB2022,4,COL2022,5
641,2022-07-31,DCU2022,2,ORL2022,1
642,2022-07-30,SJE2022,2,RSL2022,2
643,2022-07-30,FCD2022,1,LAG2022,0
644,2022-07-30,SKC2022,0,ATX2022,2
645,2022-07-30,MIA2022,4,CIN2022,4
646,2022-07-30,NSH2022,1,VAN2022,1
647,2022-07-30,NER2022,0,TOR2022,0
648,2022-07-30,MTL2022,0,NYC2022,0
649,2022-07-30,PHI2022,6,HOU2022,0
650,2022-07-30,CHI2022,0,ATL2022,0
651,2022-07-30,MIN2022,4,POR2022,3
652,2022-07-29,LAFC2022,2,SEA2022,0
653,2022-07-24,LAG2022,2,ATL2022,0
654,2022-07-24,ATX2022,3,NYRB2022,4
655,2022-07-23,POR2022,2,SJE2022,1
656,2022-07-23,RSL2022,0,FCD2022,1
657,2022-07-23,VAN2022,1,CHI2022,3
658,2022-07-23,SEA2022,2,COL2022,1
659,2022-07-23,SKC2022,0,LAFC2022,2
660,2022-07-23,HOU2022,1,MIN2022,2
661,2022-07-23,DCU2022,1,MTL2022,2
662,2022-07-23,CIN2022,1,NSH2022,1
663,2022-07-23,CLB2022,0,NER2022,0
664,2022-07-23,ORL2022,0,PHI2022,1
665,2022-07-23,TOR2022,4,CLT2022,0
666,2022-07-23,NYC2022,2,MIA2022,0
667,2022-07-17,POR2022,1,VAN2022,1
668,2022-07-17,RSL2022,3,SKC2022,0
669,2022-07-17,SJE2022,1,HOU2022,2
670,2022-07-17,NSH2022,1,LAFC2022,2
671,2022-07-17,CLB2022,2,CIN2022,0
672,2022-07-17,NYRB2022,0,NYC2022,1
673,2022-07-17,ATL2022,1,ORL2022,1
674,2022-07-16,MIA2022,3,CLT2022,2
675,2022-07-16,COL2022,2,LAG2022,0
676,2022-07-16,FCD2022,1,ATX2022,1
677,2022-07-16,CHI2022,1,SEA2022,0
678,2022-07-16,MIN2022,2,DCU2022,0
679,2022-07-16,MTL2022,0,TOR2022,0
680,2022-07-16,PHI2022,2,NER2022,1
681,2022-07-13,LAG2022,2,SJE2022,3
682,2022-07-13,FCD2022,0,NYC2022,1
683,2022-07-13,COL2022,1,ORL2022,1
684,2022-07-13,NSH2022,1,SEA2022,0
685,2022-07-13,CHI2022,2,TOR2022,0
686,2022-07-13,DCU2022,2,CLB2022,2
687,2022-07-13,MIA2022,1,PHI2022,2
688,2022-07-13,MIN2022,0,SKC2022,1
689,2022-07-13,CIN2022,2,VAN2022,2
690,2022-07-13,ATL2022,2,RSL2022,1
691,2022-07-12,ATX2022,3,HOU2022,1
692,2022-07-09,ORL2022,0,MIA2022,0
693,2022-07-09,RSL2022,2,COL2022,2
694,2022-07-09,HOU2022,2,FCD2022,2
695,2022-07-09,CHI2022,2,CLB2022,3
696,2022-07-09,TOR2022,2,SJE2022,2
697,2022-07-09,MTL2022,1,SKC2022,2
698,2022-07-09,CIN2022,1,NYRB2022,1
699,2022-07-09,ATL2022,0,ATX2022,3
700,2022-07-09,CLT2022,4,NSH2022,1
701,2022-07-09,SEA2022,0,POR2022,3
702,2022-07-09,NYC2022,4,NER2022,2
703,2022-07-08,VAN2022,1,MIN2022,3
704,2022-07-08,LAFC2022,3,LAG2022,2
705,2022-07-08,PHI2022,7,DCU2022,0
706,2022-07-04,LAG2022,4,MTL2022,0
707,2022-07-04,COL2022,2,ATX2022,3
708,2022-07-04,FCD2022,1,MIA2022,1
709,2022-07-04,ORL2022,3,DCU2022,5
710,2022-07-03,SJE2022,2,CHI2022,1
711,2022-07-03,NSH2022,2,POR2022,2
712,2022-07-03,HOU2022,1,CLT2022,1
713,2022-07-03,MIN2022,3,RSL2022,2
714,2022-07-03,SKC2022,0,NYRB2022,1
715,2022-07-03,CLB2022,0,PHI2022,0
716,2022-07-03,NER2022,2,CIN2022,1
717,2022-07-03,NYC2022,2,ATL2022,2
718,2022-07-02,VAN2022,1,LAFC2022,0
719,2022-07-02,TOR2022,0,SEA2022,2
720,2022-06-30,NYRB2022,2,ATL2022,1
721,2022-06-30,CLT2022,0,ATX2022,1
722,2022-06-29,LAFC2022,3,FCD2022,1
723,2022-06-29,LAG2022,2,MIN2022,3
724,2022-06-29,POR2022,2,HOU2022,1
725,2022-06-29,SEA2022,1,MTL2022,2
726,2022-06-29,CHI2022,1,PHI2022,0
727,2022-06-29,CIN2022,4,NYC2022,4
728,2022-06-29,TOR2022,1,CLB2022,2
729,2022-06-26,VAN2022,0,NER2022,0
730,2022-06-26,PHI2022,2,NYC2022,1
731,2022-06-26,LAFC2022,2,NYRB2022,0
732,2022-06-25,POR2022,3,COL2022,0
733,2022-06-25,RSL2022,0,CLB2022,0
734,2022-06-25,ATX2022,2,FCD2022,2
735,2022-06-25,MIA2022,2,MIN2022,1
736,2022-06-25,HOU2022,2,CHI2022,0
737,2022-06-25,TOR2022,2,ATL2022,1
738,2022-06-25,MTL2022,2,CLT2022,1
739,2022-06-25,DCU2022,1,NSH2022,3
740,2022-06-25,SEA2022,3,SKC2022,0
741,2022-06-24,CIN2022,1,ORL2022,0
742,2022-06-19,NSH2022,1,SKC2022,2
743,2022-06-19,NYC2022,1,COL2022,1
744,2022-06-19,NER2022,2,MIN2022,1
745,2022-06-19,ATL2022,2,MIA2022,0
746,2022-06-18,RSL2022,2,SJE2022,0
747,2022-06-18,FCD2022,0,VAN2022,2
748,2022-06-18,CHI2022,1,DCU2022,0
749,2022-06-18,CLB2022,1,CLT2022,1
750,2022-06-18,MTL2022,0,ATX2022,1
751,2022-06-18,ORL2022,2,HOU2022,1
752,2022-06-18,PHI2022,1,CIN2022,1
753,2022-06-18,NYRB2022,2,TOR2022,0
754,2022-06-18,LAG2022,1,POR2022,1
755,2022-06-18,SEA2022,1,LAFC2022,1
756,2022-06-15,NER2022,1,ORL2022,1
757,2022-06-14,SEA2022,4,VAN2022,0
758,2022-06-12,SKC2022,1,NER2022,2
759,2022-06-11,NSH2022,0,SJE2022,0
760,2022-06-11,CLT2022,2,NYRB2022,0
761,2022-06-04,VAN2022,2,RSL2022,1
762,2022-05-29,SEA2022,2,CLT2022,1
763,2022-05-29,LAG2022,4,ATX2022,1
764,2022-05-28,RSL2022,3,HOU2022,0
765,2022-05-28,SKC2022,0,VAN2022,1
766,2022-05-28,COL2022,1,NSH2022,3
767,2022-05-28,MIA2022,2,POR2022,1
768,2022-05-28,MIN2022,0,NYC2022,1
769,2022-05-28,NER2022,1,PHI2022,1
770,2022-05-28,ORL2022,1,FCD2022,3
771,2022-05-28,MTL2022,4,CIN2022,3
772,2022-05-28,ATL2022,1,CLB2022,2
773,2022-05-28,NYRB2022,3,DCU2022,1
774,2022-05-28,TOR2022,3,CHI2022,2
775,2022-05-28,LAFC2022,3,SJE2022,2
776,2022-05-22,POR2022,0,PHI2022,2
777,2022-05-22,ATX2022,2,ORL2022,2
778,2022-05-22,COL2022,1,SEA2022,0
779,2022-05-22,LAG2022,0,HOU2022,3
780,2022-05-22,SJE2022,1,SKC2022,1
781,2022-05-22,FCD2022,1,MIN2022,2
782,2022-05-22,MIA2022,2,NYRB2022,0
783,2022-05-22,CLT2022,2,VAN2022,1
784,2022-05-22,NYC2022,1,CHI2022,0
785,2022-05-22,MTL2022,1,RSL2022,2
786,2022-05-21,NSH2022,2,ATL2022,2
787,2022-05-21,CIN2022,2,NER2022,3
788,2022-05-21,CLB2022,0,LAFC2022,2
789,2022-05-21,DCU2022,2,TOR2022,2
790,2022-05-18,SJE2022,3,POR2022,2
791,2022-05-18,LAFC2022,1,ATX2022,2
792,2022-05-18,VAN2022,2,FCD2022,1
793,2022-05-18,SKC2022,2,COL2022,1
794,2022-05-18,NSH2022,2,MTL2022,1
795,2022-05-18,HOU2022,0,SEA2022,1
796,2022-05-18,MIN2022,1,LAG2022,1
797,2022-05-18,PHI2022,0,MIA2022,0
798,2022-05-18,DCU2022,0,NYC2022,2
799,2022-05-18,NYRB2022,3,CHI2022,3
800,2022-05-15,SEA2022,3,MIN2022,1
801,2022-05-15,ATL2022,2,NER2022,2
802,2022-05-14,LAG2022,1,FCD2022,3
803,2022-05-14,POR2022,7,SKC2022,2
804,2022-05-14,RSL2022,2,ATX2022,1
805,2022-05-14,MIA2022,2,DCU2022,2
806,2022-05-14,HOU2022,2,NSH2022,0
807,2022-05-14,CHI2022,1,CIN2022,1
808,2022-05-14,PHI2022,1,NYRB2022,1
809,2022-05-14,NYC2022,2,CLB2022,0
810,2022-05-14,CLT2022,0,MTL2022,2
811,2022-05-14,VAN2022,3,SJE2022,3
812,2022-05-14,COL2022,2,LAFC2022,0
813,2022-05-14,TOR2022,0,ORL2022,1
814,2022-05-08,ATX2022,0,LAG2022,1
815,2022-05-08,NSH2022,2,RSL2022,0
816,2022-05-08,VAN2022,1,TOR2022,0
817,2022-05-07,LAFC2022,2,PHI2022,2
818,2022-05-07,SJE2022,1,COL2022,0
819,2022-05-07,FCD2022,2,SEA2022,0
820,2022-05-07,MIN2022,0,CIN2022,1
821,2022-05-07,NER2022,2,CLB2022,2
822,2022-05-07,DCU2022,2,HOU2022,0
823,2022-05-07,NYRB2022,1,POR2022,1
824,2022-05-07,NYC2022,0,SKC2022,0
825,2022-05-07,ATL2022,4,CHI2022,1
826,2022-05-07,MTL2022,4,ORL2022,1
827,2022-05-07,CLT2022,1,MIA2022,0
828,2022-05-04,CIN2022,2,TOR2022,0
829,2022-05-01,LAFC2022,2,MIN2022,0
830,2022-05-01,NSH2022,1,PHI2022,1
831,2022-05-01,NYC2022,3,SJE2022,0
832,2022-04-30,COL2022,2,POR2022,0
833,2022-04-30,SKC2022,2,FCD2022,2
834,2022-04-30,CHI2022,1,NYRB2022,2
835,2022-04-30,ORL2022,2,CLT2022,1
836,2022-04-30,NER2022,2,MIA2022,0
837,2022-04-30,CLB2022,3,DCU2022,0
838,2022-04-30,MTL2022,2,ATL2022,1
839,2022-04-30,RSL2022,1,LAG2022,0
840,2022-04-30,TOR2022,1,CIN2022,2
841,2022-04-30,HOU2022,1,ATX2022,2
842,2022-04-24,CIN2022,1,LAFC2022,2
843,2022-04-24,NYC2022,5,TOR2022,4
844,2022-04-24,ORL2022,0,NYRB2022,3
845,2022-04-24,MIA2022,2,ATL2022,1
846,2022-04-23,LAG2022,1,NSH2022,0
847,2022-04-23,SJE2022,4,SEA2022,3
848,2022-04-23,POR2022,0,RSL2022,0
849,2022-04-23,COL2022,0,CLT2022,0
850,2022-04-23,SKC2022,0,CLB2022,0
851,2022-04-23,ATX2022,3,VAN2022,0
852,2022-04-23,DCU2022,3,NER2022,2
853,2022-04-23,MIN2022,3,CHI2022,0
854,2022-04-23,PHI2022,1,MTL2022,1
855,2022-04-23,FCD2022,2,HOU2022,1
856,2022-04-17,LAFC2022,3,SKC2022,0
857,2022-04-17,NYC2022,6,RSL2022,0
858,2022-04-16,SEA2022,0,MIA2022,1
859,2022-04-16,DCU2022,2,ATX2022,3
860,2022-04-16,MIN2022,3,COL2022,1
861,2022-04-16,CHI2022,0,LAG2022,0
862,2022-04-16,NER2022,2,CLT2022,1
863,2022-04-16,CLB2022,0,ORL2022,2
864,2022-04-16,TOR2022,2,PHI2022,1
865,2022-04-16,NYRB2022,0,FCD2022,0
866,2022-04-16,ATL2022,0,CIN2022,0
867,2022-04-16,HOU2022,0,POR2022,0
868,2022-04-16,SJE2022,2,NSH2022,2
869,2022-04-16,MTL2022,2,VAN2022,1
870,2022-04-10,ATX2022,1,MIN2022,0
871,2022-04-10,CLT2022,1,ATL2022,0
872,2022-04-09,VAN2022,2,POR2022,3
873,2022-04-09,FCD2022,3,COL2022,1
874,2022-04-09,SKC2022,1,NSH2022,2
875,2022-04-09,HOU2022,4,SJE2022,3
876,2022-04-09,RSL2022,2,TOR2022,2
877,2022-04-09,LAG2022,2,LAFC2022,1
878,2022-04-09,PHI2022,0,CLB2022,0
879,2022-04-09,NYRB2022,1,MTL2022,2
880,2022-04-09,MIA2022,3,NER2022,2
881,2022-04-09,ORL2022,1,CHI2022,0
882,2022-04-03,POR2022,1,LAG2022,2
883,2022-04-02,MIA2022,1,HOU2022,3
884,2022-04-02,COL2022,1,RSL2022,1
885,2022-04-02,MIN2022,1,SEA2022,1
886,2022-04-02,VAN2022,1,SKC2022,0
887,2022-04-02,DCU2022,0,ATL2022,1
888,2022-04-02,SJE2022,2,ATX2022,2
889,2022-04-02,ORL2022,2,LAFC2022,4
890,2022-04-02,NER2022,0,NYRB2022,0
891,2022-04-02,PHI2022,2,CLT2022,0
892,2022-04-02,CLB2022,0,NSH2022,1
893,2022-04-02,CIN2022,2,MTL2022,4
894,2022-04-02,TOR2022,1,NYC2022,1
895,2022-04-02,CHI2022,0,FCD2022,0
896,2022-03-27,POR2022,1,ORL2022,1
897,2022-03-26,SKC2022,1,RSL2022,0
898,2022-03-26,CLT2022,2,CIN2022,0
899,2022-03-20,LAFC2022,3,VAN2022,1
900,2022-03-20,ATX2022,1,SEA2022,1
901,2022-03-20,NYRB2022,1,CLB2022,1
902,2022-03-19,RSL2022,2,NSH2022,1
903,2022-03-19,HOU2022,1,COL2022,1
904,2022-03-19,FCD2022,4,POR2022,1
905,2022-03-19,MIN2022,1,SJE2022,0
906,2022-03-19,CLT2022,3,NER2022,1
907,2022-03-19,CHI2022,3,SKC2022,1
908,2022-03-19,ATL2022,3,MTL2022,3
909,2022-03-19,LAG2022,0,ORL2022,1
910,2022-03-19,TOR2022,2,DCU2022,1
911,2022-03-19,NYC2022,0,PHI2022,2
912,2022-03-19,CIN2022,3,MIA2022,1
913,2022-03-13,NYRB2022,0,MIN2022,1
914,2022-03-13,ATL2022,2,CLT2022,1
915,2022-03-12,POR2022,1,ATX2022,0
916,2022-03-12,COL2022,2,SKC2022,0
917,2022-03-12,FCD2022,2,NSH2022,0
918,2022-03-12,NER2022,2,RSL2022,3
919,2022-03-12,ORL2022,1,CIN2022,2
920,2022-03-12,PHI2022,2,SJE2022,0
921,2022-03-12,DCU2022,0,CHI2022,2
922,2022-03-12,HOU2022,2,VAN2022,1
923,2022-03-12,SEA2022,3,LAG2022,2
924,2022-03-12,MIA2022,0,LAFC2022,2
925,2022-03-12,CLB2022,2,TOR2022,1
926,2022-03-12,NYC2022,4,MTL2022,1
927,2022-03-06,LAFC2022,1,POR2022,1
928,2022-03-06,ATX2022,5,MIA2022,1
929,2022-03-05,CLT2022,0,LAG2022,1
930,2022-03-05,MIN2022,1,NSH2022,1
931,2022-03-05,RSL2022,1,SEA2022,0
932,2022-03-05,VAN2022,0,NYC2022,0
933,2022-03-05,COL2022,3,ATL2022,0
934,2022-03-05,CIN2022,0,DCU2022,1
935,2022-03-05,CHI2022,0,ORL2022,0
936,2022-03-05,SJE2022,3,CLB2022,3
937,2022-03-05,MTL2022,1,PHI2022,2
938,2022-03-05,SKC2022,1,HOU2022,0
939,2022-03-05,TOR2022,1,NYRB2022,4
940,2022-03-05,NER2022,1,FCD2022,0
941,2022-02-27,SEA2022,0,NSH2022,1
942,2022-02-27,HOU2022,0,RSL2022,0
943,2022-02-27,LAG2022,1,NYC2022,0
944,2022-02-27,ATL2022,3,SKC2022,1
945,2022-02-27,ORL2022,2,MTL2022,0
946,2022-02-26,POR2022,2,NER2022,2
947,2022-02-26,SJE2022,1,NYRB2022,3
948,2022-02-26,ATX2022,4,CIN2022,0
949,2022-02-26,MIA2022,0,CHI2022,0
950,2022-02-26,DCU2022,3,CLT2022,0
951,2022-02-26,FCD2022,1,TOR2022,1
952,2022-02-26,LAFC2022,3,COL2022,0
953,2022-02-26,CLB2022,4,VAN2022,0
954,2022-02-26,PHI2022,1,MIN2022,1
955,2021-11-07,LAG2021,3,MIN2021,2
956,2021-11-07,POR2021,3,ATX2021,0
957,2021-11-07,COL2021,5,LAFC2021,2
958,2021-11-07,VAN2021,1,SEA2021,1
959,2021-11-07,SJE2021,1,FCD2021,1
960,2021-11-07,SKC2021,0,RSL2021,1
961,2021-11-07,NYC2021,1,PHI2021,1
962,2021-11-07,TOR2021,1,DCU2021,3
963,2021-11-07,CIN2021,1,ATL2021,2
964,2021-11-07,NSH2021,1,NYRB2021,1
965,2021-11-07,MTL2021,0,ORL2021,2
966,2021-11-07,CLB2021,2,CHI2021,0
967,2021-11-07,NER2021,0,MIA2021,1
968,2021-11-03,RSL2021,1,POR2021,2
969,2021-11-03,ATX2021,3,SKC2021,1
970,2021-11-03,NYRB2021,0,ATL2021,0
971,2021-11-03,MTL2021,2,HOU2021,0
972,2021-11-02,LAFC2021,1,VAN2021,1
973,2021-11-01,SEA2021,1,LAG2021,1
974,2021-10-31,PHI2021,2,CIN2021,0
975,2021-10-31,ORL2021,1,NSH2021,1
976,2021-10-31,HOU2021,0,COL2021,1
977,2021-10-31,MIN2021,2,SKC2021,1
978,2021-10-30,FCD2021,2,ATX2021,1
979,2021-10-30,DCU2021,1,CLB2021,3
980,2021-10-30,ATL2021,1,TOR2021,1
981,2021-10-30,NYRB2021,1,MTL2021,0
982,2021-10-30,RSL2021,3,SJE2021,4
983,2021-10-30,MIA2021,1,NYC2021,3
984,2021-10-27,POR2021,2,SJE2021,0
985,2021-10-27,VAN2021,1,MIN2021,1
986,2021-10-27,SKC2021,2,LAG2021,0
987,2021-10-27,FCD2021,1,RSL2021,2
988,2021-10-27,DCU2021,1,NYRB2021,0
989,2021-10-27,NYC2021,1,CHI2021,0
990,2021-10-27,TOR2021,1,PHI2021,2
991,2021-10-27,CLB2021,3,ORL2021,2
992,2021-10-27,ATL2021,2,MIA2021,1
993,2021-10-27,CIN2021,2,NSH2021,6
994,2021-10-27,NER2021,1,COL2021,0
995,2021-10-26,LAFC2021,3,SEA2021,0
996,2021-10-24,ORL2021,2,NER2021,2
997,2021-10-24,ATX2021,1,HOU2021,0
998,2021-10-23,SJE2021,1,VAN2021,1
999,2021-10-23,LAG2021,2,FCD2021,2
1000,2021-10-23,COL2021,2,POR2021,0
1001,2021-10-23,MIA2021,5,CIN2021,1
1002,2021-10-23,CHI2021,1,RSL2021,0
1003,2021-10-23,MIN2021,1,LAFC2021,1
1004,2021-10-23,NYC2021,6,DCU2021,0
1005,2021-10-23,TOR2021,1,MTL2021,1
1006,2021-10-23,PHI2021,1,NSH2021,0
1007,2021-10-23,CLB2021,1,NYRB2021,2
1008,2021-10-23,SEA2021,1,SKC2021,2
1009,2021-10-20,SJE2021,4,ATX2021,0
1010,2021-10-20,POR2021,2,VAN2021,3
1011,2021-10-20,COL2021,1,SEA2021,1
1012,2021-10-20,HOU2021,0,LAG2021,2
1013,2021-10-20,NSH2021,1,CLB2021,1
1014,2021-10-20,FCD2021,2,LAFC2021,3
1015,2021-10-20,MIN2021,3,PHI2021,2
1016,2021-10-20,CIN2021,3,CHI2021,4
1017,2021-10-20,DCU2021,2,NER2021,3
1018,2021-10-20,MIA2021,2,TOR2021,0
1019,2021-10-20,ORL2021,1,MTL2021,1
1020,2021-10-20,ATL2021,1,NYC2021,1
1021,2021-10-17,VAN2021,2,SKC2021,1
1022,2021-10-17,NYRB2021,1,NYC2021,0
1023,2021-10-16,LAG2021,2,POR2021,1
1024,2021-10-16,RSL2021,3,COL2021,1
1025,2021-10-16,ATX2021,0,MIN2021,1
1026,2021-10-16,HOU2021,2,SEA2021,1
1027,2021-10-16,CIN2021,0,ORL2021,1
1028,2021-10-16,DCU2021,0,NSH2021,0
1029,2021-10-16,TOR2021,0,ATL2021,2
1030,2021-10-16,NER2021,2,CHI2021,2
1031,2021-10-16,CLB2021,3,MIA2021,0
1032,2021-10-16,LAFC2021,3,SJE2021,1
1033,2021-10-16,MTL2021,2,PHI2021,1
1034,2021-10-10,MIN2021,1,COL2021,3
1035,2021-10-09,SEA2021,4,VAN2021,1
1036,2021-10-09,CIN2021,1,PHI2021,2
1037,2021-10-09,NYRB2021,1,MIA2021,0
1038,2021-10-03,SEA2021,3,COL2021,0
1039,2021-10-03,LAG2021,1,LAFC2021,1
1040,2021-10-03,POR2021,1,MIA2021,0
1041,2021-10-03,SKC2021,4,HOU2021,2
1042,2021-10-03,TOR2021,3,CHI2021,1
1043,2021-10-03,PHI2021,3,CLB2021,0
1044,2021-10-03,NYC2021,0,NSH2021,0
1045,2021-10-02,VAN2021,3,SJE2021,0
1046,2021-10-02,FCD2021,0,MIN2021,0
1047,2021-10-02,CIN2021,0,NYRB2021,1
1048,2021-10-02,ORL2021,2,DCU2021,1
1049,2021-10-02,MTL2021,2,ATL2021,1
1050,2021-10-02,ATX2021,2,RSL2021,1
1051,2021-09-29,SJE2021,0,SEA2021,3
1052,2021-09-29,LAFC2021,1,POR2021,2
1053,2021-09-29,RSL2021,2,LAG2021,1
1054,2021-09-29,COL2021,3,ATX2021,0
1055,2021-09-29,HOU2021,0,VAN2021,0
1056,2021-09-29,NSH2021,2,ORL2021,1
1057,2021-09-29,CHI2021,2,NYC2021,0
1058,2021-09-29,FCD2021,1,SKC2021,3
1059,2021-09-29,MTL2021,1,NER2021,3
1060,2021-09-29,NYRB2021,1,PHI2021,1
1061,2021-09-29,DCU2021,3,MIN2021,1
1062,2021-09-29,ATL2021,1,MIA2021,0
1063,2021-09-29,TOR2021,3,CIN2021,2
1064,2021-09-26,ATX2021,2,LAG2021,0
1065,2021-09-26,SKC2021,1,SEA2021,2
1066,2021-09-26,CHI2021,0,NSH2021,0
1067,2021-09-25,POR2021,6,RSL2021,1
1068,2021-09-25,SJE2021,2,LAFC2021,0
1069,2021-09-25,VAN2021,1,FCD2021,0
1070,2021-09-25,NYC2021,0,NYRB2021,1
1071,2021-09-25,COL2021,0,TOR2021,0
1072,2021-09-25,MIN2021,2,HOU2021,0
1073,2021-09-25,CLB2021,2,MTL2021,1
1074,2021-09-25,DCU2021,4,CIN2021,2
1075,2021-09-25,NER2021,1,ORL2021,1
1076,2021-09-25,PHI2021,1,ATL2021,0
1077,2021-09-22,CHI2021,2,NER2021,3
1078,2021-09-22,NYRB2021,1,NYC2021,1
1079,2021-09-22,MIA2021,1,NSH2021,5
1080,2021-09-19,COL2021,1,VAN2021,1
1081,2021-09-19,POR2021,2,LAFC2021,1
1082,2021-09-19,PHI2021,3,ORL2021,1
1083,2021-09-19,MTL2021,1,CHI2021,0
1084,2021-09-18,RSL2021,1,SEA2021,0
1085,2021-09-18,HOU2021,3,FCD2021,2
1086,2021-09-18,ATX2021,3,SJE2021,4
1087,2021-09-18,MIN2021,3,LAG2021,0
1088,2021-09-18,CIN2021,1,NYC2021,2
1089,2021-09-18,TOR2021,2,NSH2021,1
1090,2021-09-18,NER2021,1,CLB2021,1
1091,2021-09-18,ATL2021,3,DCU2021,2
1092,2021-09-17,MIA2021,0,NYRB2021,4
1093,2021-09-15,LAG2021,1,HOU2021,1
1094,2021-09-15,SJE2021,3,RSL2021,4
1095,2021-09-15,POR2021,2,COL2021,2
1096,2021-09-15,ATX2021,1,LAFC2021,2
1097,2021-09-15,SKC2021,4,MIN2021,0
1098,2021-09-15,DCU2021,3,CHI2021,0
1099,2021-09-15,ORL2021,2,MTL2021,4
1100,2021-09-15,ATL2021,4,CIN2021,0
1101,2021-09-14,TOR2021,0,MIA2021,1
1102,2021-09-14,CLB2021,2,NYRB2021,1
1103,2021-09-14,NYC2021,3,FCD2021,3
1104,2021-09-12,LAFC2021,2,RSL2021,2
1105,2021-09-11,SKC2021,2,CHI2021,0
1106,2021-09-11,FCD2021,1,SJE2021,1
1107,2021-09-11,HOU2021,3,ATX2021,0
1108,2021-09-11,MIA2021,1,CLB2021,0
1109,2021-09-11,MTL2021,0,NSH2021,1
1110,2021-09-11,CIN2021,2,TOR2021,0
1111,2021-09-11,NYRB2021,1,DCU2021,1
1112,2021-09-11,NER2021,2,NYC2021,1
