,Player_ID,Passes,Distance,Vertical,Score,Season
2048,Khiry-Shelton-2022-1,299,13.47,-2.24,-12.99,2022
2049,Russell-Canouse-2022-1,424,18.01,3.32,-13.02,2022
2050,Nigel-Robertha-2021-1,183,14.09,-1.98,-13.09,2021
2051,Luciano-Abecasis-2021-1,779,21.05,3.73,-13.09,2021
2052,Robert-Voloder-2023-1,681,22.9,5.31,-13.09,2023
2053,Thomas-Edwards-2021-1,1111,28.04,13.51,-13.1,2021
2054,Ramón-Ábila-2021-1,112,14.29,0.43,-13.1,2021
2055,Jonathan-Bell-2022-1,543,22.39,8.68,-13.22,2022
2056,Chicharito-2022-1,658,15.98,0.28,-13.3,2022
2057,Nkosi-Burgess-2023-1,1548,23.79,10.15,-13.32,2023
2058,Bryce-Duke-2022-1,780,17.38,3.0,-13.36,2022
2059,Cameron-Harper-2022-1,251,19.77,4.58,-13.41,2022
2060,Sean-Davis-2021-1,1570,19.42,7.93,-13.41,2021
2061,Dante-Vanzeir-2023-1,185,14.48,-0.67,-13.44,2023
2062,Jonathan-Bond-2022-1,1201,32.05,23.32,-13.45,2022
2063,Victor-Pálsson-2022-1,400,20.44,5.1,-13.54,2022
2064,Thorleifur-Úlfarsson-2022-1,234,15.6,-2.08,-13.54,2022
2065,Alex-Muyl-2023-1,714,17.64,3.06,-13.65,2023
2066,Owen-Wolff-2023-1,686,19.19,2.11,-13.65,2023
2067,Franco-Jara-2022-1,245,15.91,-2.11,-13.66,2022
2068,Adalberto-Carrasquilla-2023-1,988,19.2,5.07,-13.71,2023
2069,Joaquín-Torres-2022-1,466,19.69,3.01,-13.87,2022
2070,Zac-MacMath-2022-1,1215,45.1,38.16,-13.88,2022
2071,Corey-Baird-2021-1,295,14.69,-0.43,-13.91,2021
2072,Chris-Brady-2023-1,754,37.91,29.47,-13.93,2023
2073,Donovan-Pines-2021-1,675,22.3,9.05,-13.96,2021
2074,Kelyn-Rowe-2021-1,1167,19.72,6.66,-13.97,2021
2075,Cristian-Espinoza-2021-1,935,20.87,-1.42,-13.99,2021
2076,Raúl-Ruidíaz-2021-1,470,14.99,-1.01,-14.01,2021
2077,Brad-Stuver-2022-1,1173,34.42,25.32,-14.03,2022
2078,Derrick-Jones-2021-1,477,19.87,4.91,-14.08,2021
2079,Nnamdi-Chinonso-Offor-2021-1,290,12.57,-0.92,-14.13,2021
2080,Alexander-Ring-2022-1,1435,21.23,5.42,-14.21,2022
2081,Leon-Flach-2021-1,812,16.27,3.55,-14.22,2021
2082,Luquinhas-2022-1,533,15.5,5.42,-14.23,2022
2083,John-Tolkin-2021-1,1186,20.68,2.97,-14.27,2021
2084,Teal-Bunbury-2023-1,394,13.38,-1.24,-14.28,2023
2085,Tom-Barlow-2023-1,388,12.89,0.4,-14.3,2023
2086,Nicolas-Benezet-2021-1,467,15.38,0.98,-14.3,2021
2087,Luciano-Acosta-2023-1,1396,19.44,5.31,-14.39,2023
2088,Franck-Boli-2023-1,246,15.83,1.2,-14.43,2023
2089,Gustavo-Vallecilla-2021-1,1048,22.46,6.4,-14.46,2021
2090,Bongokuhle-Hlongwane-2022-1,486,15.99,1.83,-14.51,2022
2091,Darwin-Quintero-2021-1,582,21.41,6.32,-14.58,2021
2092,Alan-Pulido-2023-1,740,15.63,-2.29,-14.6,2023
2093,Ibrahim-Sunusi-2023-1,297,15.91,-0.14,-14.73,2023
2094,Diego-Rubio-2022-1,868,20.74,5.75,-14.77,2022
2095,Dairon-Asprilla-2023-1,481,15.73,0.19,-14.82,2023
2096,Julián-Carranza-2021-1,189,13.58,-1.95,-14.84,2021
2097,Eric-Remedi-2021-1,1309,22.11,5.08,-14.95,2021
2098,Brian-Gutierrez-2023-1,953,18.06,4.71,-14.98,2023
2099,Jasper-Löeffelsend-2022-1,811,19.68,1.41,-15.02,2022
2100,Dayne-St.-Clair-2022-1,876,40.59,33.36,-15.13,2022
2101,Andrés-Reyes-2023-1,1112,21.17,9.25,-15.2,2023
2102,Tom-Barlow-2022-1,257,12.91,0.27,-15.31,2022
2103,Kyle-Smith-2023-1,891,18.75,4.97,-15.34,2023
2104,Darren-Yapi-2023-1,175,14.72,-1.54,-15.36,2023
2105,Gastón-Giménez-2021-1,1206,20.54,4.13,-15.37,2021
2106,Cristhian-Paredes-2021-1,451,18.18,5.78,-15.42,2021
2107,Iván-Franco-2023-1,369,14.84,0.12,-15.46,2023
2108,Phelipe-2021-1,350,32.3,23.69,-15.47,2021
2109,Bruno-Gaspar-2021-1,441,17.59,2.98,-15.48,2021
2110,Sofiane-Djeffal-2022-1,768,22.04,5.07,-15.55,2022
2111,Jared-Stroud-2021-1,409,17.49,-2.06,-15.61,2021
2112,Jake-Mulraney-2022-1,322,17.71,-3.06,-15.66,2022
2113,Kendall-McIntosh-2023-1,399,33.12,23.65,-15.8,2023
2114,Brian-Gutierrez-2021-1,226,17.61,4.58,-15.82,2021
2115,Jon-Gallagher-2022-1,1442,20.56,2.0,-15.86,2022
2116,Jáder-Obrian-2022-1,380,14.33,1.01,-15.92,2022
2117,Raheem-Edwards-2021-1,638,17.16,3.48,-15.96,2021
2118,Johnny-Russell-2023-1,664,21.04,1.75,-16.06,2023
2119,Cory-Burke-2023-1,198,15.58,4.66,-16.14,2023
2120,Daniel-Edelman-2023-1,906,19.34,5.26,-16.16,2023
2121,Ilias-Iliadis-2023-1,128,20.09,2.98,-16.19,2023
2122,Marcos-López-2022-1,885,18.95,4.32,-16.29,2022
2123,Andre-Shinyashiki-2022-1,437,17.38,2.39,-16.29,2022
2124,Jacob-Shaffelburg-2023-1,337,17.41,3.04,-16.32,2023
2125,Jozy-Altidore-2021-1,221,13.54,0.75,-16.48,2021
2126,Bobby-Wood-2023-1,297,13.2,-1.66,-16.55,2023
2127,Yeimar-Gómez-Andrade-2021-1,1448,22.39,7.61,-16.56,2021
2128,Miguel-Perez-2023-1,254,17.29,4.02,-16.58,2023
2129,Cameron-Duke-2022-1,438,16.66,-0.33,-16.59,2022
2130,Sean-Nealis-2022-1,1173,22.57,10.32,-16.63,2022
2131,Pablo-Bonilla-2021-1,509,19.12,4.99,-16.66,2021
2132,Brian-White-2022-1,364,13.77,-1.68,-16.69,2022
2133,Moses-Nyeman-2021-1,377,18.8,3.68,-16.71,2021
2134,Samuel-Grandsir-2021-1,903,16.98,-0.72,-16.82,2021
2135,Damion-Lowe-2023-1,448,24.64,11.76,-16.84,2023
2136,José-Cifuentes-2023-1,771,18.72,6.8,-16.89,2023
2137,Daniel-Gazdag-2022-1,1086,16.84,5.65,-16.91,2022
2138,Djordje-Mihailovic-2021-1,1442,19.55,2.28,-16.98,2021
2139,Nathan-2021-1,1005,23.66,7.06,-16.99,2021
2140,Sebastián-Blanco-2021-1,716,21.94,7.17,-17.07,2021
2141,Fredy-Montero-2021-1,587,19.08,4.92,-17.22,2021
2142,Ariel-Lassiter-2022-1,445,16.05,-1.35,-17.3,2022
2143,Jordan-Morris-2023-1,552,14.26,-2.22,-17.34,2023
2144,Alan-Velasco-2022-1,719,20.24,1.49,-17.34,2022
2145,Roger-Espinoza-2021-1,1008,21.14,3.93,-17.34,2021
2146,Miguel-Ángel-Navarro-2023-1,1104,19.67,6.51,-17.35,2023
2147,Sam-Nicholson-2023-1,567,16.34,1.02,-17.36,2023
2148,Zan-Kolmanic-2022-1,794,21.62,4.32,-17.38,2022
2149,Tomás-Chancalay-2023-1,304,20.49,-0.89,-17.42,2023
2150,Nanu-2022-1,718,17.57,1.56,-17.54,2022
2151,Pedro-Santos-2022-1,1544,20.91,7.19,-17.56,2022
2152,Tyler-Miller-2021-1,909,42.75,35.77,-17.67,2021
2153,Franco-Ibarra-2022-1,515,18.22,3.95,-17.74,2022
2154,Kyle-Smith-2022-1,807,20.61,5.18,-17.83,2022
2155,Ethan-Finlay-2021-1,418,14.52,0.8,-17.88,2021
2156,Drake-Callender-2022-1,796,36.16,27.24,-17.97,2022
2157,Fafa-Picault-2023-1,429,14.93,-0.92,-18.01,2023
2158,Luis-Barraza-2023-1,1092,31.21,19.25,-18.11,2023
2159,Yamil-Asad-2021-1,287,19.42,5.44,-18.19,2021
2160,Lucas-Cavallini-2021-1,294,15.52,-0.56,-18.22,2021
2161,Dániel-Sallói-2022-1,785,16.37,0.95,-18.26,2022
2162,Drake-Callender-2023-1,1140,35.36,26.58,-18.3,2023
2163,Alvas-Powell-2022-1,826,22.42,7.45,-18.43,2022
2164,Shea-Salinas-2021-1,699,18.39,2.67,-18.49,2021
2165,Mason-Toye-2023-1,155,17.04,-2.66,-18.56,2023
2166,Gonzalo-Higuaín-2022-1,546,20.47,-0.61,-18.66,2022
2167,Danny-Musovski-2023-1,233,13.39,-0.42,-18.67,2023
2168,Claudio-Bravo-2021-1,1219,20.32,6.82,-18.68,2021
2169,Paxton-Pomykal-2021-1,602,18.17,2.03,-18.72,2021
2170,Anthony-Markanich-2023-1,457,19.46,6.09,-18.84,2023
2171,Ismael-Koné-2022-1,807,19.1,0.9,-18.93,2022
2172,Ercan-Kara-2023-1,140,12.11,-2.75,-18.93,2023
2173,Nick-Lima-2023-1,1304,23.21,3.62,-19.05,2023
2174,John-McCarthy-2023-1,667,38.02,29.42,-19.06,2023
2175,Maximiliano-Morález-2021-1,1636,20.83,5.36,-19.11,2021
2176,Corey-Baird-2023-1,659,14.13,-0.33,-19.19,2023
2177,Mason-Toye-2021-1,158,16.01,-1.5,-19.2,2021
2178,Sebastián-Blanco-2022-1,1037,21.38,6.41,-19.22,2022
2179,Ariel-Lassiter-2023-1,685,19.46,0.2,-19.28,2023
2180,Joaquín-Torres-2021-1,758,17.07,1.09,-19.35,2021
2181,Alex-Bono-2021-1,797,40.05,33.51,-19.36,2021
2182,Johnny-Russell-2022-1,953,19.56,1.71,-19.64,2022
2183,Maarten-Paes-2023-1,981,36.02,27.64,-19.87,2023
2184,John-Nelson-2022-1,618,16.45,2.08,-20.14,2022
2185,Diego-Rubio-2023-1,358,20.53,3.45,-20.16,2023
2186,Klauss-2023-1,359,15.68,2.47,-20.23,2023
2187,Robert-Beric-2021-1,556,13.86,-2.8,-20.36,2021
2188,Sebastian-Berhalter-2022-1,564,23.86,6.41,-20.37,2022
2189,Gustavo-Bou-2023-1,420,18.55,0.83,-20.44,2023
2190,Lewis-Morgan-2021-1,1133,19.88,0.02,-20.45,2021
2191,Ercan-Kara-2022-1,274,12.74,-2.97,-20.49,2022
2192,Kosi-Thompson-2022-1,797,15.88,2.35,-20.52,2022
2193,Kyle-Hiebert-2023-1,940,21.0,8.06,-20.53,2023
2194,Bongokuhle-Hlongwane-2023-1,819,14.81,2.57,-20.53,2023
2195,Bill-Hamid-2021-1,548,41.73,33.56,-20.54,2021
2196,Romell-Quioto-2022-1,583,16.4,-1.74,-20.56,2022
2197,Luiz-Araújo-2021-1,514,20.24,2.2,-20.69,2021
2198,Alejandro-Bedoya-2023-1,869,17.02,3.99,-21.06,2023
2199,Mark-Anthony-Kaye-2022-1,967,18.59,3.62,-21.08,2022
2200,Brenner-2021-1,759,16.11,-1.74,-21.12,2021
2201,Maximiliano-Urruti-2021-1,443,17.28,2.0,-21.21,2021
2202,Rasmus-Alm-2023-1,304,17.77,2.99,-21.27,2023
2203,Donny-Toia-2021-1,700,21.25,6.33,-21.34,2021
2204,Raúl-Ruidíaz-2022-1,351,15.64,-1.0,-21.34,2022
2205,Johnny-Russell-2021-1,870,20.47,0.36,-21.49,2021
2206,Kyle-Duncan-2021-1,1515,18.85,5.74,-21.62,2021
2207,Tomás-Pochettino-2021-1,1001,20.8,5.2,-21.8,2021
2208,Lorenzo-Insigne-2023-1,954,18.54,-0.1,-21.88,2023
2209,Ethan-Bartlow-2023-1,1132,25.26,7.81,-21.93,2023
2210,Patryk-Klimala-2022-1,290,15.72,2.46,-21.95,2022
2211,Brian-White-2023-1,569,13.54,-2.43,-22.01,2023
2212,Paul-Arriola-2021-1,457,17.67,4.28,-22.1,2021
2213,Cucho-Hernández-2022-1,492,19.29,3.34,-22.14,2022
2214,Taxiarchis-Fountas-2022-1,361,17.31,0.75,-22.3,2022
2215,José-Andrés-Martínez-2022-1,1256,22.1,7.83,-22.39,2022
2216,Kelyn-Rowe-2022-1,814,19.66,6.45,-22.61,2022
2217,Alan-Velasco-2023-1,903,19.72,1.91,-22.69,2023
2218,Jack-Elliott-2022-1,1235,26.58,12.87,-22.71,2022
2219,Diego-Rubio-2021-1,606,17.91,2.67,-22.78,2021
2220,Taty-Castellanos-2022-1,443,15.29,2.41,-22.82,2022
2221,Ricardo-Pepi-2021-1,517,15.49,-2.45,-22.99,2021
2222,Federico-Bernardeschi-2022-1,440,21.06,2.7,-23.04,2022
2223,Cade-Cowell-2021-1,338,15.52,0.2,-23.05,2021
2224,Đorđe-Petrović-2023-1,703,39.05,30.21,-23.29,2023
2225,Fabian-Herbers-2022-1,482,17.12,1.39,-23.39,2022
2226,Carlos-Terán-2023-1,877,24.77,8.69,-23.48,2023
2227,Elias-Manoel-2023-1,309,14.61,-3.6,-23.79,2023
2228,John-Tolkin-2023-1,1469,22.12,5.41,-23.83,2023
2229,Dru-Yearwood-2023-1,293,20.78,6.47,-23.87,2023
2230,Kyle-Duncan-2022-1,344,18.04,7.2,-23.89,2022
2231,Adalberto-Carrasquilla-2022-1,1280,21.62,5.85,-23.92,2022
2232,Jesús-Ferreira-2023-1,918,20.41,2.58,-24.09,2023
2233,Đorđe-Petrović-2022-1,660,36.67,28.47,-24.27,2022
2234,Luiz-Araújo-2022-1,936,19.63,2.41,-24.7,2022
2235,Leon-Flach-2022-1,748,16.29,3.04,-24.82,2022
2236,Yuya-Kubo-2021-1,1246,20.02,3.92,-25.05,2021
2237,Kenneth-Vermeer-2021-1,526,34.18,23.23,-25.13,2021
2238,Julián-Carranza-2022-1,615,13.26,-0.6,-25.4,2022
2239,Georgios-Giakoumakis-2023-1,347,14.07,-1.08,-25.41,2023
2240,Jacob-Shaffelburg-2022-1,481,17.98,4.93,-25.48,2022
2241,Paul-Arriola-2022-1,903,17.74,2.29,-25.53,2022
2242,Gustavo-Bou-2021-1,807,18.63,1.86,-25.54,2021
2243,Nicolás-Stefanelli-2023-1,568,16.37,0.58,-25.83,2023
2244,Jesús-Ferreira-2022-1,863,20.88,2.18,-25.88,2022
2245,Adilson-Malanda-2023-1,1668,23.14,8.21,-25.89,2023
2246,Claudio-Bravo-2023-1,1337,21.48,9.03,-25.94,2023
2247,Emiliano-Rigoni-2023-1,717,21.78,0.53,-26.15,2023
2248,Zarek-Valentin-2021-1,1264,21.64,7.36,-26.25,2021
2249,Kei-Kamara-2022-1,466,13.79,-2.03,-26.31,2022
2250,Carlos-Coronel-2023-1,980,47.01,41.32,-26.32,2023
2251,Jesús-Medina-2021-1,1036,18.14,3.4,-26.39,2021
2252,Jáder-Obrian-2021-1,487,14.21,0.97,-26.62,2021
2253,Cristian-Espinoza-2023-1,1486,19.47,-0.78,-26.63,2023
2254,Chris-Durkin-2022-1,1088,21.94,7.2,-26.71,2022
2255,Jeremy-Ebobisse-2023-1,705,17.07,1.11,-26.88,2023
2256,Alex-Bono-2022-1,869,35.79,28.41,-26.91,2022
2257,Fafa-Picault-2022-1,698,15.96,-0.86,-27.23,2022
2258,Paul-Arriola-2023-1,571,16.13,3.14,-27.71,2023
2259,Pedro-Santos-2023-1,774,19.84,4.87,-27.85,2023
2260,Carlos-Coronel-2022-1,911,45.0,38.88,-27.89,2022
2261,Dru-Yearwood-2021-1,600,18.73,5.17,-27.92,2021
2262,Marko-Maric-2021-1,566,39.07,30.18,-27.96,2021
2263,Mikael-Uhre-2023-1,410,13.81,-0.91,-27.97,2023
2264,Tate-Schmitt-2022-1,422,20.79,4.85,-28.08,2022
2265,Bjørn-Maars-Johnsen-2021-1,219,15.28,1.89,-28.08,2021
2266,Braian-Galván-2021-1,625,20.55,2.71,-28.18,2021
2267,Santiago-Arias-2023-1,888,18.74,3.62,-28.25,2023
2268,Cristian-Arango-2022-1,494,14.5,1.9,-28.41,2022
2269,Pedro-Santos-2021-1,1271,21.03,4.77,-28.43,2021
2270,Dániel-Sallói-2021-1,856,16.09,-0.63,-28.68,2021
2271,Carlos-Coronel-2021-1,938,43.67,36.6,-29.0,2021
2272,Cristian-Dájome-2021-1,971,18.29,1.24,-29.59,2021
2273,Cameron-Harper-2023-1,950,18.33,3.75,-29.85,2023
2274,Luciano-Acosta-2022-1,1384,18.54,4.98,-30.0,2022
2275,Brian-White-2021-1,488,13.26,-1.39,-30.38,2021
2276,José-Andrés-Martínez-2023-1,922,22.14,8.18,-30.46,2023
2277,Brad-Smith-2022-1,602,19.01,5.23,-30.71,2022
2278,Aljaz-Ivacic-2022-1,869,40.69,33.04,-31.52,2022
2279,Brad-Smith-2021-1,776,15.85,0.56,-31.56,2021
2280,Kevin-Cabral-2021-1,583,15.94,-2.28,-31.68,2021
2281,Cade-Cowell-2023-1,376,15.23,0.04,-31.77,2023
2282,Carlos-Ferreira-2022-1,486,13.95,-0.99,-31.93,2022
2283,Kyle-Duncan-2023-1,877,18.09,5.75,-32.14,2023
2284,Patryk-Klimala-2021-1,380,16.64,-0.16,-32.35,2021
2285,Gustavo-Bou-2022-1,515,19.22,2.01,-32.59,2022
2286,Will-Bruin-2021-1,325,13.93,1.89,-32.7,2021
2287,Sergio-Santos-2021-1,339,16.7,0.89,-32.72,2021
2288,Eduard-Löwen-2023-1,1378,21.78,8.18,-32.84,2023
2289,Jared-Stroud-2023-1,645,18.22,2.07,-32.91,2023
2290,Dru-Yearwood-2022-1,563,20.32,7.65,-33.01,2022
2291,Kacper-Przybylko-2021-1,792,15.01,-0.71,-33.14,2021
2292,Emanuel-Reynoso-2021-1,1584,20.58,5.84,-33.29,2021
2293,Jesús-Jiménez-2022-1,637,14.34,-1.45,-33.34,2022
2294,Luis-Amarilla-2022-1,629,13.21,-0.71,-33.42,2022
2295,Sam-Junqua-2021-1,764,20.9,7.43,-33.6,2021
2296,Brandon-Vázquez-2022-1,649,15.8,-0.79,-35.18,2022
2297,Nicholas-Gioacchini-2023-1,544,13.59,0.04,-35.25,2023
2298,Karol-Swiderski-2022-1,640,17.88,0.77,-35.27,2022
2299,Cristian-Cásseres-Jr-2021-1,856,16.6,4.4,-35.59,2021
2300,Bryce-Duke-2023-1,988,18.66,1.87,-35.99,2023
2301,Nathan-Saliba-2023-1,727,18.55,2.59,-36.6,2023
2302,Denis-Bouanga-2023-1,776,17.08,1.36,-37.55,2023
2303,Gonzalo-Higuaín-2021-1,749,21.28,1.11,-37.87,2021
2304,Cristian-Cásseres-Jr-2022-1,962,17.75,5.72,-38.0,2022
2305,Luca-Petrasso-2022-1,946,17.77,3.15,-38.48,2022
2306,Brandon-Vázquez-2023-1,604,15.8,-0.72,-38.95,2023
2307,John-Tolkin-2022-1,1343,21.38,4.69,-39.66,2022
2308,Cucho-Hernández-2023-1,862,17.48,2.92,-39.8,2023
2309,Andrew-Gutman-2021-1,1052,22.83,8.27,-40.08,2021
2310,Enzo-Copetti-2023-1,531,14.16,-0.43,-40.34,2023
2311,Nnamdi-Chinonso-Offor-2023-1,347,13.87,-0.82,-41.18,2023
2312,Julián-Carranza-2023-1,707,14.55,0.16,-41.79,2023
2313,Jon-Gallagher-2023-1,1364,20.26,0.61,-42.24,2023
2314,Karol-Swiderski-2023-1,727,18.25,1.08,-42.54,2023
2315,Taty-Castellanos-2021-1,765,14.16,1.09,-43.34,2021
2316,Fafa-Picault-2021-1,799,17.26,-0.32,-43.54,2021
2317,Thomas-Edwards-2022-1,960,28.34,14.05,-48.64,2022
2318,Lewis-Morgan-2022-1,874,19.96,4.39,-50.35,2022
2319,Julian-Gressel-2022-1,1404,23.18,5.24,-50.57,2022
2320,Maarten-Paes-2022-1,959,34.4,25.97,-50.57,2022
2321,Sebastián-Driussi-2022-1,1325,19.73,3.27,-51.1,2022
2322,Julian-Gressel-2021-1,1736,23.4,5.8,-59.98,2021
