,Player_ID,Season,Base Salary,Guaranteed Compensation
175,Damir-Kreilach-2022-1,2022,1762572.00,1762572.00
176,Brenner-2021-1,2021,1221818.00,1760418.00
178,Darlington-Nagbe-2022-1,2022,1760000.00,1760000.00
180,Jefferson-Savarino-2023-1,2023,1525000.00,1749292.00
181,Georgios-Giakoumakis-2023-1,2023,1576636.00,1748728.00
182,Sebastián-Blanco-2023-1,2023,1380000.00,1748000.00
183,Giacomo-Vrioni-2022-1,2022,1500000.00,1747500.00
184,Taxiarchis-Fountas-2023-1,2023,1700000.00,1741000.00
185,Cecilio-Domínguez-2021-1,2021,1530000.00,1736000.00
187,Cecilio-Domínguez-2022-1,2022,1530000.00,1736000.00
188,Edison-Flores-2021-1,2021,1600000.00,1733000.00
190,Edison-Flores-2022-1,2022,1600000.00,1733000.00
191,Riqui-Puig-2023-1,2023,1650000.00,1732500.00
192,Paul-Arriola-2023-1,2023,1550000.00,1729400.00
193,Cristian-Tello-2022-1,2022,1333333.00,1725069.00
194,Darlington-Nagbe-2021-1,2021,1710000.00,1710000.00
196,Sebastián-Blanco-2022-1,2022,1340000.00,1708000.00
198,Riqui-Puig-2022-1,2022,1612500.00,1695000.00
199,Mikael-Uhre-2022-1,2022,1400000.00,1666250.00
200,Erik-Thommy-2023-1,2023,1550000.00,1656250.00
201,Kevin-Cabral-2022-1,2022,1650000.00,1650000.00
203,Damir-Kreilach-2023-1,2023,1650000.00,1650000.00
204,Taxiarchis-Fountas-2022-1,2022,1600000.00,1646000.00
206,Alexander-Ring-2022-1,2022,1500000.00,1640000.00
208,Alexander-Ring-2023-1,2023,1500000.00,1640000.00
210,Gastón-Giménez-2023-1,2023,1600000.00,1633333.00
211,Roman-Bürki-2023-1,2023,1500000.00,1632469.00
212,Johnny-Russell-2021-1,2021,1600000.00,1600000.00
214,Jürgen-Damm-2021-1,2021,1290000.00,1582509.00
217,Carlos-Gruezo-2023-1,2023,1350000.00,1571086.00
218,Ashley-Fletcher-2022-1,2022,1350000.00,1569750.00
219,Jordan-Morris-2023-1,2023,1550000.00,1560000.00
223,Nemanja-Radoja-2023-1,2023,1440000.00,1530000.00
224,Ola-Kamara-2022-1,2022,1500000.00,1520000.00
226,Domenico-Criscito-2022-1,2022,1200000.00,1510000.00
227,Hany-Mukhtar-2021-1,2021,1505000.00,1505000.00
229,Yimmi-Chará-2021-1,2021,1200000.00,1503000.00
230,Matt-Miazga-2023-1,2023,1500000.00,1500000.00
231,Blaise-Matuidi-2021-1,2021,1500000.00,1500000.00
235,Michael-Bradley-2021-1,2021,1500000.00,1500000.00
237,Michael-Bradley-2022-1,2022,1500000.00,1500000.00
239,Jesús-Ferreira-2022-1,2022,1300000.00,1499000.00
