,Player_ID,Season,Base Salary,Guaranteed Compensation
721,José-Antonio-Martínez-2022-1,2022,650000.00,723000.00
723,Yeimar-Gómez-Andrade-2022-1,2022,650004.00,719092.00
725,Bakaye-Dibassy-2021-1,2021,625000.00,718125.00
727,Danny-Hoesen-2021-1,2021,650000.00,716667.00
729,Danny-Hoesen-2022-1,2022,650000.00,716667.00
731,Graham-Zusi-2021-1,2021,650000.00,713333.00
733,Steve-Birnbaum-2021-1,2021,700000.00,712500.00
735,Efrain-Álvarez-2022-1,2022,600000.00,712167.00
736,Bryan-Acosta-2022-1,2022,650000.00,706667.00
739,Diego-Rubio-2023-1,2023,660000.00,704667.00
740,Michael-Boxall-2023-1,2023,650000.00,703097.00
741,Lalas-Abubakar-2023-1,2023,665000.00,702125.00
742,Kai-Wagner-2023-1,2023,630000.00,701000.00
743,Kevin-Molino-2022-1,2022,700348.00,700348.00
745,Bryan-Acosta-2021-1,2021,650000.00,700000.00
749,Bill-Hamid-2022-1,2022,700000.00,700000.00
753,Paxton-Pomykal-2022-1,2022,700000.00,700000.00
755,Xavier-Arreaga-2022-1,2022,700000.00,700000.00
757,Brooks-Lennon-2023-1,2023,700000.00,700000.00
758,Maxime-Chanot-2022-1,2022,700000.00,700000.00
760,Romain-Métanire-2021-1,2021,600000.00,699250.00
762,Sergio-Córdova-2022-1,2022,600000.00,696000.00
764,Luis-Abram-2023-1,2023,556364.00,695977.00
765,Julio-Cascante-2023-1,2023,620000.00,693750.00
766,Santiago-Sosa-2023-1,2023,575000.00,693100.00
767,Aleksandar-Radovanovic-2023-1,2023,600000.00,692500.00
770,Nathan-2022-1,2022,650000.00,691250.00
772,Cade-Cowell-2023-1,2023,600000.00,689909.00
773,Pedro-Santos-2022-1,2022,625000.00,687500.00
775,Miles-Robinson-2021-1,2021,650000.00,687500.00
778,Diego-Chara-2022-1,2022,675000.00,683333.00
780,Sean-Johnson-2023-1,2023,405751.00,683013.00
781,Cristian-Arango-2022-1,2022,624000.00,683000.00
783,Michael-Barrios-2022-1,2022,650000.00,680000.00
786,Arnaud-Souquet-2023-1,2023,600000.00,679667.00
787,Julian-Araujo-2022-1,2022,575000.00,678750.00
789,Derrick-Etienne-2023-1,2023,676250.00,676250.00
790,Mauricio-Pereyra-2023-1,2023,675000.00,675000.00
791,José-Antonio-Martínez-2021-1,2021,600000.00,673000.00
793,Rubio-Rubín-2023-1,2023,600000.00,672847.00
794,Ayo-Akinola-2022-1,2022,600000.00,671875.00
796,Dave-Romney-2023-1,2023,625000.00,671667.00
797,Boris-Sekulic-2022-1,2022,596000.00,668900.00
799,Diego-Chara-2021-1,2021,650000.00,668750.00
801,Nanu-2022-1,2022,600000.00,668750.00
803,Alan-Franco-2022-1,2022,540000.00,667500.00
805,Kevin-Molino-2021-1,2021,667000.00,667000.00
808,Yaw-Yeboah-2022-1,2022,600000.00,663750.00
810,Yaw-Yeboah-2023-1,2023,600000.00,663750.00
811,Matheus-Rossetto-2021-1,2021,550000.00,662500.00
813,Matheus-Rossetto-2022-1,2022,550000.00,662500.00
815,Chris-Mueller-2023-1,2023,600000.00,662320.00
816,Alfredo-Morales-2021-1,2021,600000.00,662250.00
818,Alfredo-Morales-2022-1,2022,600000.00,662250.00
820,Alfredo-Morales-2023-1,2023,600000.00,662250.00
821,Maximiliano-Urruti-2022-1,2022,625000.00,661250.00
823,Darwin-Quintero-2022-1,2022,600000.00,661250.00
825,Bakaye-Dibassy-2023-1,2023,600000.00,661250.00
826,Justen-Glad-2021-1,2021,600000.00,660031.00
828,Lassi-Lappalainen-2023-1,2023,630000.00,660000.00
829,José-Mauri-2021-1,2021,660000.00,660000.00
830,Mohanad-Jeahze-2023-1,2023,660000.00,660000.00
831,Gabriel-Pereira-2023-1,2023,590000.00,659500.00
832,Cristian-Arango-2021-1,2021,600000.00,659000.00
833,Guzmán-Corujo-2023-1,2023,625000.00,658500.00
834,Diego-Chara-2023-1,2023,650000.00,658333.00
835,Rodrigues-2023-1,2023,600000.00,658000.00
836,Emerson-Hyndman-2022-1,2022,657143.00,657143.00
838,Jack-Price-2021-1,2021,600000.00,655625.00
840,Michael-Boxall-2022-1,2022,602210.00,655307.00
842,Jan-Gregus-2022-1,2022,600000.00,655000.00
844,Jeong-Sang-Bin-2023-1,2023,548000.00,654708.00
845,Leo-Väisänen-2023-1,2023,600000.00,654500.00
846,Julian-Araujo-2021-1,2021,550000.00,653750.00
847,Lewis-Morgan-2022-1,2022,650000.00,653125.00
849,Djordje-Mihailovic-2021-1,2021,600000.00,651875.00
851,Artur-2023-1,2023,600000.00,651633.00
852,Dejan-Joveljic-2023-1,2023,651250.00,651250.00
853,Andrew-Farrell-2023-1,2023,651250.00,651250.00
854,Gregore-2021-1,2021,550000.00,651000.00
856,Matt-Besler-2021-1,2021,650000.00,650000.00
858,Remi-Walter-2021-1,2021,650000.00,650000.00
860,Andre-Blake-2021-1,2021,600000.00,650000.00
862,Stipe-Biuk-2023-1,2023,650000.00,650000.00
863,Yerson-Mosquera-2023-1,2023,600000.00,650000.00
864,Michael-Barrios-2021-1,2021,650000.00,650000.00
866,Anton-Tinnerholm-2021-1,2021,600000.00,650000.00
868,Khiry-Shelton-2021-1,2021,650000.00,650000.00
870,Mateusz-Bogusz-2023-1,2023,650000.00,650000.00
871,Fafa-Picault-2023-1,2023,650000.00,650000.00
872,Stefan-Frei-2023-1,2023,650000.00,650000.00
875,Braian-Ojeda-2023-1,2023,590000.00,648653.00
876,Cristhian-Paredes-2023-1,2023,550000.00,648000.00
877,Ismael-Tajouri-Shradi-2022-1,2022,606375.00,647860.00
879,Marcelo-Silva-2022-1,2022,600000.00,646667.00
881,Pedro-Vite-2023-1,2023,592000.00,645997.00
882,Boris-Sekulic-2021-1,2021,571000.00,643900.00
884,Santiago-Sosa-2022-1,2022,525000.00,643100.00
886,Tomás-Pochettino-2021-1,2021,582447.00,642447.00
888,Nathan-2021-1,2021,600000.00,641250.00
889,Dylan-Borrero-2023-1,2023,575000.00,638962.00
890,Sean-Davis-2022-1,2022,637500.00,637500.00
892,Tim-Melia-2023-1,2023,625000.00,637500.00
893,Jackson-Yueill-2021-1,2021,600000.00,636875.00
897,Cade-Cowell-2022-1,2022,545455.00,635364.00
899,Guzmán-Corujo-2022-1,2022,600000.00,633500.00
901,Steven-Moreira-2022-1,2022,550000.00,632708.00
905,Robin-Jansson-2023-1,2023,575000.00,631250.00
906,Nicolás-Figal-2021-1,2021,600000.00,630000.00
908,Diego-Rubio-2021-1,2021,585000.00,629583.00
910,Diego-Rubio-2022-1,2022,585000.00,629583.00
913,Haris-Medunjanin-2021-1,2021,570000.00,625750.00
915,Eryk-Williamson-2023-1,2023,625000.00,625000.00
916,Khiry-Shelton-2023-1,2023,575000.00,625000.00
917,Marinos-Tzionis-2023-1,2023,625000.00,625000.00
918,Gabriel-Pereira-2022-1,2022,555000.00,624500.00
921,Matías-Vera-2022-1,2022,550000.00,622812.00
923,Nigel-Robertha-2023-1,2023,550000.00,622542.00
924,Nigel-Robertha-2021-1,2021,550000.00,622406.00
926,Nigel-Robertha-2022-1,2022,550000.00,622406.00
928,Steve-Clark-2022-1,2022,560000.00,620031.00
931,Steve-Clark-2023-1,2023,560000.00,619281.00
932,Ismael-Tajouri-Shradi-2021-1,2021,577500.00,618985.00
935,Artur-2022-1,2022,564000.00,615633.00
937,Sergii-Kryvstov-2023-1,2023,555500.00,614500.00
938,Michael-Bradley-2023-1,2023,614286.00,614286.00
939,Dylan-Borrero-2022-1,2022,550000.00,613962.00
940,Sergio-Ruiz-2022-1,2022,550000.00,613000.00
941,Brad-Guzan-2023-1,2023,600000.00,612500.00
942,Dejan-Joveljic-2021-1,2021,612500.00,612500.00
943,Dejan-Joveljic-2022-1,2022,612500.00,612500.00
945,Santiago-Rodríguez-2021-1,2021,612500.00,612500.00
946,Santiago-Rodríguez-2022-1,2022,612500.00,612500.00
948,Marinos-Tzionis-2022-1,2022,612500.00,612500.00
950,Niko-Hämäläinen-2021-1,2021,612500.00,612500.00
951,Chris-Mueller-2022-1,2022,549996.00,612316.00
952,Efrain-Álvarez-2021-1,2021,500000.00,612167.00
953,Calegari-2023-1,2023,550000.00,611564.00
954,Nuno-Santos-2023-1,2023,550000.00,611387.00
955,Santiago-Arias-2023-1,2023,550000.00,611354.00
956,Bongokuhle-Hlongwane-2023-1,2023,560000.00,610000.00
958,Pedro-Vite-2022-1,2022,556000.00,609997.00
960,Braian-Ojeda-2022-1,2022,550000.00,608653.00
961,Mason-Toye-2023-1,2023,550000.00,608000.00
962,Rodrigues-2022-1,2022,550000.00,608000.00
963,Nathan-Byrne-2022-1,2022,560000.00,607833.00
964,Nathan-Byrne-2023-1,2023,560000.00,607833.00
965,Dominique-Badji-2023-1,2023,550000.00,605000.00
966,Jonathan-Menéndez-2021-1,2021,500000.00,602813.00
967,Jonathan-Menéndez-2022-1,2022,500000.00,602813.00
970,Leonardo-Campana-2023-1,2023,550000.00,601680.00
971,Marcelo-Silva-2023-1,2023,600000.00,600000.00
972,Paxton-Pomykal-2021-1,2021,600000.00,600000.00
974,Fafa-Picault-2022-1,2022,600000.00,600000.00
977,Ahmed-Hamdi-2023-1,2023,500000.00,597500.00
978,Martín-Rodríguez-2022-1,2022,456000.00,597200.00
979,Marcelo-Silva-2021-1,2021,550000.00,596667.00
981,Kemar-Lawrence-2023-1,2023,500012.00,595012.00
982,Dru-Yearwood-2023-1,2023,525000.00,593750.00
983,Matko-Miljevic-2021-1,2021,545455.00,593364.00
984,Matko-Miljevic-2022-1,2022,545455.00,593364.00
985,Matko-Miljevic-2023-1,2023,545455.00,593364.00
986,Florian-Jungwirth-2022-1,2022,550000.00,592667.00
989,Brad-Smith-2022-1,2022,550000.00,591250.00
991,Nick-Marsman-2022-1,2022,474996.00,587184.00
994,Miguel-Tapias-2023-1,2023,500012.00,586887.00
995,Jhegson-Méndez-2021-1,2021,550000.00,586750.00
997,Daniel-Gazdag-2022-1,2022,550000.00,586250.00
1001,Adama-Diomande-2023-1,2023,525000.00,585000.00
1002,Sebastien-Ibeagha-2023-1,2023,520000.00,583625.00
1003,Rubio-Rubín-2022-1,2022,510000.00,582937.00
1005,Wilfrid-Kaptoum-2022-1,2022,525000.00,582500.00
1007,Bressan-2021-1,2021,536000.00,582340.00
1009,Mark-Delgado-2021-1,2021,500000.00,581250.00
1011,Robin-Jansson-2022-1,2022,525000.00,581250.00
1013,Corey-Baird-2023-1,2023,550000.00,581031.00
1014,Kai-Wagner-2022-1,2022,510000.00,581000.00
1016,Ranko-Veselinovic-2023-1,2023,495000.00,580500.00
1017,Bongokuhle-Hlongwane-2022-1,2022,530000.00,580000.00
1020,Russell-Canouse-2023-1,2023,575000.00,575000.00
1021,Roberto-Puncec-2021-1,2021,575000.00,575000.00
1023,Pablo-Ruiz-2023-1,2023,500000.00,573500.00
1024,Ahmed-Hamdi-2022-1,2022,475000.00,572500.00
1025,Francisco-Ginella-2022-1,2022,450000.00,572250.00
1027,Nouhou-Tolo-2023-1,2023,550000.00,571875.00
1028,Cory-Burke-2023-1,2023,500000.00,571871.00
1029,Everton-Luiz-2022-1,2022,500000.00,570833.00
1030,Carlos-Akapo-2023-1,2023,525000.00,570111.00
1031,Felipe-Gutiérrez-2022-1,2022,552000.00,569250.00
1032,Dru-Yearwood-2022-1,2022,500000.00,568750.00
1033,Marcelino-Moreno-2022-1,2022,460000.00,568333.00
1034,Erik-López-2023-1,2023,400000.00,568300.00
1038,Brad-Smith-2021-1,2021,525000.00,566250.00
1040,Diego-Palacios-2023-1,2023,540000.00,564000.00
1041,Caio-Alexandre-2022-1,2022,500000.00,562500.00
1043,Nuno-Santos-2022-1,2022,500000.00,561387.00
1044,Mason-Toye-2022-1,2022,500000.00,558000.00
1045,Wilfrid-Kaptoum-2021-1,2021,500000.00,557500.00
1047,Alex-Bono-2022-1,2022,525000.00,557000.00
1049,Martín-Cáceres-2023-1,2023,500004.00,556671.00
1050,Robin-Jansson-2021-1,2021,500000.00,556250.00
1052,Kyle-Duncan-2023-1,2023,500000.00,555750.00
1053,Dominique-Badji-2022-1,2022,500000.00,555000.00
1055,Rudy-Camacho-2022-1,2022,500000.00,554000.00
1057,Lewis-Morgan-2021-1,2021,550000.00,553125.00
1059,Daniel-Lovitz-2023-1,2023,551250.00,551250.00
1060,Adalberto-Carrasquilla-2023-1,2023,500000.00,550224.00
1061,Franco-Escobar-2022-1,2022,550008.00,550008.00
1063,Keaton-Parks-2023-1,2023,550000.00,550000.00
1064,C.J.-Sapong-2022-1,2022,550000.00,550000.00
1066,Jesús-Ferreira-2021-1,2021,550000.00,550000.00
1068,Sean-Johnson-2022-1,2022,550000.00,550000.00
1070,Amine-Bassi-2023-1,2023,550000.00,550000.00
1071,Miguel-Trauco-2023-1,2023,500000.00,550000.00
1072,Eryk-Williamson-2022-1,2022,550000.00,550000.00
1074,Leo-Chú-2022-1,2022,550000.00,550000.00
1076,Leo-Chú-2023-1,2023,550000.00,550000.00
1077,Moussa-Djitté-2022-1,2022,550000.00,550000.00
1079,Erik-Godoy-2022-1,2022,550000.00,550000.00
1081,Francisco-Ginella-2021-1,2021,425000.00,547250.00
1085,Yamil-Asad-2021-1,2021,475000.00,542667.00
1087,Matt-Polster-2023-1,2023,500000.00,541667.00
1088,Dario-Zuparic-2021-1,2021,525000.00,541667.00
1090,Lassi-Lappalainen-2022-1,2022,510000.00,540000.00
1091,Leo-Chú-2021-1,2021,540000.00,540000.00
1092,Carlos-Coronel-2023-1,2023,490000.00,539649.00
1093,Caio-Alexandre-2021-1,2021,500000.00,539583.00
1096,Alan-Steven-Franco-2022-1,2022,480000.00,538300.00
1098,Timothy-Tillman-2023-1,2023,500000.00,537500.00
1100,Franck-Boli-2023-1,2023,450000.00,532000.00
1101,Artur-2021-1,2021,480000.00,531633.00
1103,Brandon-Servania-2023-1,2023,475000.00,530833.00
1104,Andre-Shinyashiki-2023-1,2023,500000.00,530000.00
1105,Carlos-Coronel-2022-1,2022,480000.00,529660.00
1107,Tim-Melia-2022-1,2022,525000.00,529167.00
1111,Kristijan-Kahlina-2023-1,2023,500000.00,526875.00
1112,Jonathan-Bond-2022-1,2022,475000.00,526875.00
1114,Jonathan-Bond-2023-1,2023,475000.00,525833.00
1115,Franco-Escobar-2023-1,2023,475000.00,524167.00
1116,Kim-Moon-Hwan-2021-1,2021,500000.00,524000.00
1118,Pablo-Ruiz-2022-1,2022,450000.00,523500.00
1120,Kai-Wagner-2021-1,2021,450000.00,521000.00
1122,Franco-Ibarra-2022-1,2022,450000.00,520000.00
1124,Dru-Yearwood-2021-1,2021,475000.00,519750.00
1126,Álvaro-Barreal-2023-1,2023,300000.00,519297.00
1127,Brandon-Vázquez-2022-1,2022,275000.00,517500.00
1128,Dax-McCarty-2022-1,2022,475000.00,517500.00
1130,Sega-Coulibaly-2023-1,2023,480000.00,517000.00
1132,Russell-Canouse-2022-1,2022,515000.00,515000.00
1134,Pedro-Gallese-2022-1,2022,515000.00,515000.00
1136,Ryan-Hollingshead-2023-1,2023,515000.00,515000.00
1137,Marko-Maric-2021-1,2021,465000.00,513250.00
1139,Carlos-Coronel-2021-1,2021,462996.00,512656.00
1141,Connor-Ronan-2023-1,2023,460000.00,512400.00
1142,José-Cifuentes-2023-1,2023,467875.00,511750.00
1143,Brian-White-2023-1,2023,511000.00,511000.00
1144,Sean-Johnson-2021-1,2021,510000.00,510000.00
1146,Diego-Palacios-2022-1,2022,486000.00,510000.00
1148,Jesús-David-Murillo-2022-1,2022,450000.00,509500.00
1150,Jesús-David-Murillo-2023-1,2023,450000.00,509500.00
1151,Erik-López-2021-1,2021,340000.00,508300.00
1153,Hassani-Dotson-2023-1,2023,450000.00,507500.00
1154,Federico-Navarro-2023-1,2023,450000.00,507500.00
1155,Brayan-Vera-2023-1,2023,450000.00,507000.00
1156,Dániel-Sallói-2022-1,2022,450000.00,506667.00
1158,Alan-Franco-2021-1,2021,378000.00,505500.00
1160,Tim-Melia-2021-1,2021,500000.00,504167.00
1162,Santiago-Sosa-2021-1,2021,385000.00,503100.00
1164,Jonathan-Bond-2021-1,2021,450000.00,501875.00
1166,Ilsinho-2021-1,2021,450000.00,501250.00
1168,Tim-Leibold-2023-1,2023,500000.00,501050.00
1169,Xavier-Arreaga-2021-1,2021,393600.00,500850.00
1171,Roger-Espinoza-2021-1,2021,500000.00,500000.00
1173,Keaton-Parks-2022-1,2022,500000.00,500000.00
1175,Bill-Hamid-2021-1,2021,500000.00,500000.00
1177,Russell-Canouse-2021-1,2021,500000.00,500000.00
1179,Alex-Muyl-2023-1,2023,500000.00,500000.00
1180,Brooks-Lennon-2022-1,2022,500000.00,500000.00
1182,Fafa-Picault-2021-1,2021,500000.00,500000.00
1184,Matt-Turner-2022-1,2022,500000.00,500000.00
1185,Justin-Meram-2021-1,2021,500000.00,500000.00
1187,Andy-Polo-2021-1,2021,500000.00,500000.00
1189,Uri-Rosell-2023-1,2023,500000.00,500000.00
1190,Moussa-Djitté-2021-1,2021,500000.00,500000.00
1191,Stefan-Frei-2021-1,2021,500000.00,500000.00
1193,Stefan-Frei-2022-1,2022,500000.00,500000.00
1195,Daniel-Lovitz-2022-1,2022,498750.00,498750.00
1197,Ahmed-Hamdi-2021-1,2021,400000.00,497500.00
1199,Elias-Manoel-2023-1,2023,420000.00,497250.00
1200,David-Ayala-2023-1,2023,375000.00,496000.00
1201,Christian-Mafla-2021-1,2021,400000.00,495000.00
1203,Andrés-Reyes-2023-1,2023,450000.00,494375.00
1207,Vito-Wormgoor-2021-1,2021,415000.00,492875.00
1209,Julián-Aude-2023-1,2023,275000.00,492000.00
1210,Ranko-Veselinovic-2022-1,2022,405000.00,490500.00
1212,Johan-Kappelhof-2021-1,2021,462500.00,490333.00
1214,Sam-Vines-2021-1,2021,425000.00,487677.00
1215,Andrés-Ricaurte-2021-1,2021,450000.00,487178.00
1217,Jorge-Villafaña-2021-1,2021,450000.00,486667.00
1221,Anderson-Julio-2021-1,2021,402000.00,485875.00
1223,Juan-José-Purata-2022-1,2022,400000.00,483500.00
1224,Juan-José-Purata-2023-1,2023,400000.00,483500.00
1225,Maxime-Chanot-2023-1,2023,400000.00,483333.00
1226,Alexandru-Matan-2023-1,2023,450000.00,483250.00
1227,Kemar-Lawrence-2022-1,2022,400000.00,482500.00
1229,Alex-Bono-2021-1,2021,450000.00,482000.00
1231,Nikola-Vujnovic-2022-1,2022,428580.00,481705.00
1232,Chris-Durkin-2023-1,2023,425000.00,481250.00
1233,Eloy-Room-2021-1,2021,425004.00,479698.00
1235,Rándall-Leal-2021-1,2021,420000.00,477750.00
1237,Sean-Nealis-2023-1,2023,400000.00,476250.00
1238,Bradley-Wright-Phillips-2021-1,2021,410000.00,475750.00
1240,Dave-Romney-2022-1,2022,475000.00,475000.00
1242,William-Yarbrough-2023-1,2023,400000.00,475000.00
1243,Uri-Rosell-2021-1,2021,475000.00,475000.00
1245,Uri-Rosell-2022-1,2022,475000.00,475000.00
1247,Corey-Baird-2022-1,2022,440000.00,471031.00
1249,Georgios-Koutsias-2023-1,2023,470800.00,470800.00
1250,Samuel-Piette-2023-1,2023,397375.00,469563.00
1251,Andrés-Reyes-2022-1,2022,425000.00,469375.00
1253,Teal-Bunbury-2023-1,2023,425000.00,469167.00
1254,Adalberto-Carrasquilla-2021-1,2021,418908.00,469132.00
1255,Adalberto-Carrasquilla-2022-1,2022,418908.00,469132.00
1257,Geoff-Cameron-2022-1,2022,387000.00,469000.00
1258,Daniel-Steres-2022-1,2022,450000.00,468750.00
1260,Justin-Meram-2022-1,2022,425000.00,468750.00
1262,Toni-Datkovic-2021-1,2021,420000.00,468175.00
1263,Brendan-Hines-Ike-2023-1,2023,425000.00,467917.00
1264,Jáder-Obrian-2022-1,2022,382500.00,467100.00
1266,Jáder-Obrian-2023-1,2023,382500.00,467100.00
1267,Braian-Galván-2023-1,2023,365700.00,462022.00
1268,Erik-Sviatchenko-2023-1,2023,410532.00,460532.00
1269,Aljaz-Ivacic-2023-1,2023,375000.00,460000.00
1272,Larrys-Mabiala-2022-1,2022,450000.00,460000.00
1273,Bill-Tuiloma-2023-1,2023,435000.00,459938.00
1274,Jesús-David-Murillo-2021-1,2021,400000.00,459500.00
1276,Will-Bruin-2021-1,2021,450000.00,458333.00
1278,Alexandru-Matan-2022-1,2022,425000.00,458250.00
1280,Brad-Guzan-2022-1,2022,445716.00,458216.00
1282,Joevin-Jones-2022-1,2022,360000.00,458100.00
1284,Marco-Farfan-2023-1,2023,425000.00,457813.00
1285,Hassani-Dotson-2022-1,2022,400000.00,457500.00
1287,Sega-Coulibaly-2022-1,2022,420000.00,457000.00
1289,Dániel-Sallói-2021-1,2021,400000.00,456667.00
1291,Dany-Rosero-Valencia-2023-1,2023,456000.00,456000.00
1292,Brian-White-2022-1,2022,456000.00,456000.00
1294,Diego-Palacios-2021-1,2021,432000.00,456000.00
1296,Brandon-Servania-2022-1,2022,400000.00,455833.00
1298,Samuel-Piette-2021-1,2021,425000.00,454750.00
1300,Robert-Voloder-2023-1,2023,425000.00,452860.00
1301,Chris-Mavinga-2023-1,2023,399996.00,452496.00
1302,Kristijan-Kahlina-2022-1,2022,425000.00,451875.00
1304,Tristan-Blackmon-2023-1,2023,400000.00,451208.00
1305,Cory-Burke-2022-1,2022,400000.00,450770.00
1307,Đorđe-Petrović-2023-1,2023,450000.00,450000.00
1308,Andreu-Fontàs-2023-1,2023,450000.00,450000.00
1309,Eric-Remedi-2021-1,2021,450000.00,450000.00
1311,Eric-Remedi-2022-1,2022,450000.00,450000.00
1313,Stuart-Findlay-2022-1,2022,450000.00,450000.00
1316,Cole-Bassett-2023-1,2023,450000.00,450000.00
1319,Andy-Najar-2023-1,2023,450000.00,450000.00
1320,Diego-Fagundez-2022-1,2022,450000.00,450000.00
1322,Larrys-Mabiala-2021-1,2021,450000.00,450000.00
1325,Ethan-Finlay-2021-1,2021,450000.00,450000.00
1327,Omar-González-2022-1,2022,425000.00,450000.00
1329,Omar-González-2023-1,2023,425000.00,450000.00
1330,Graham-Zusi-2022-1,2022,450000.00,450000.00
1332,Erik-Godoy-2021-1,2021,450000.00,450000.00
1334,Russell-Teibert-2022-1,2022,400000.00,449375.00
1335,Russell-Teibert-2023-1,2023,400000.00,449375.00
1336,Pablo-Ruiz-2021-1,2021,375000.00,448500.00
1338,Jakob-Glesnes-2021-1,2021,425000.00,448125.00
1340,Cristian-Dájome-2021-1,2021,400000.00,447917.00
1342,Tyler-Miller-2022-1,2022,425000.00,445938.00
1344,Christian-Ramirez-2023-1,2023,400000.00,445833.00
1345,Alistair-Johnston-2022-1,2022,400000.00,445625.00
1346,Ranko-Veselinovic-2021-1,2021,360000.00,445500.00
1348,Jhojan-Valencia-2023-1,2023,400000.00,445125.00
1349,Chris-Durkin-2022-1,2022,400000.00,445000.00
1351,Jáder-Obrian-2021-1,2021,360000.00,444600.00
1353,Andrés-Reyes-2021-1,2021,400000.00,444375.00
1355,Teal-Bunbury-2022-1,2022,400000.00,444167.00
1356,Andrew-Farrell-2022-1,2022,425000.00,443750.00
1358,Nicolás-Stefanelli-2023-1,2023,400000.00,441667.00
1360,Marcos-López-2022-1,2022,400000.00,440250.00
1361,Jhohan-Romaña-2022-1,2022,440000.00,440000.00
1363,Rodney-Redes-2023-1,2023,440000.00,440000.00
1364,Víctor-Vázquez-2022-1,2022,440000.00,440000.00
1366,Víctor-Vázquez-2021-1,2021,400000.00,439167.00
1370,Evan-Bush-2021-1,2021,376000.00,438667.00
1372,Arnór-Ingvi-Traustason-2022-1,2022,400000.00,438405.00
1374,Alan-Benítez-2022-1,2022,380000.00,437250.00
1375,John-Tolkin-2023-1,2023,400000.00,435500.00
1378,Jonathan-Lewis-2021-1,2021,410000.00,435000.00
1380,Jonathan-Lewis-2022-1,2022,410000.00,435000.00
1382,Jonathan-Lewis-2023-1,2023,410000.00,435000.00
1383,Steven-Moreira-2021-1,2021,350000.00,432708.00
1384,Sergi-Palencia-2023-1,2023,225000.00,432500.00
1387,Dayne-St.-Clair-2023-1,2023,410000.00,431875.00
1388,Auston-Trusty-2021-1,2021,375000.00,431250.00
1390,Brad-Stuver-2023-1,2023,408000.00,430813.00
1392,Samuel-Piette-2022-1,2022,400000.00,429750.00
1395,Robert-Voloder-2022-1,2022,400000.00,427860.00
1397,C.J.-Sapong-2021-1,2021,400000.00,427778.00
1399,Lucas-Esteves-2022-1,2022,373032.00,426092.00
1400,Michael-Estrada-2022-1,2022,300000.00,425700.00
1401,Judson-2022-1,2022,420000.00,425000.00
1403,Tyler-Miller-2023-1,2023,400000.00,425000.00
1404,Stuart-Findlay-2021-1,2021,425000.00,425000.00
1406,Chase-Gasper-2023-1,2023,400000.00,425000.00
1407,Ethan-Finlay-2023-1,2023,425000.00,425000.00
1408,Thomas-Edwards-2022-1,2022,422481.00,422481.00
1409,Michael-Boxall-2021-1,2021,384000.00,422400.00
1411,Bobby-Wood-2023-1,2023,400000.00,421250.00
1412,Tyler-Miller-2021-1,2021,400000.00,420937.00
1415,Ola-Kamara-2021-1,2021,400000.00,420000.00
1417,Jhohan-Romaña-2021-1,2021,420000.00,420000.00
1419,Tommy-McNamara-2023-1,2023,420000.00,420000.00
1420,Andrew-Farrell-2021-1,2021,400000.00,418750.00
1422,Brendan-Hines-Ike-2022-1,2022,375000.00,417917.00
1424,Brad-Smith-2023-1,2023,375000.00,416875.00
1425,Latif-Blessing-2022-1,2022,400000.00,416667.00
1428,Daniel-Lovitz-2021-1,2021,385000.00,415556.00
1433,Arnór-Ingvi-Traustason-2021-1,2021,375000.00,413405.00
1435,Rodney-Redes-2022-1,2022,412500.00,412500.00
1437,Larrys-Mabiala-2023-1,2023,400000.00,412500.00
1438,Lucas-Esteves-2021-1,2021,369996.00,412467.00
1439,Kerwin-Calderón-Vargas-2023-1,2023,375000.00,412125.00
1440,Edwin-Mosquera-2023-1,2023,375000.00,412000.00
1441,José-Cifuentes-2021-1,2021,367875.00,411750.00
1443,José-Cifuentes-2022-1,2022,367875.00,411750.00
1445,Pedro-Gallese-2021-1,2021,410000.00,410000.00
1447,Thomas-Edwards-2021-1,2021,409911.00,409911.00
1449,Jamal-Blackman-2021-1,2021,360000.00,409333.00
1450,Luis-Díaz-2022-1,2022,375000.00,408900.00
1452,James-Igbekeme-2022-1,2022,315000.00,408281.00
1454,Alexandru-Matan-2021-1,2021,375000.00,408250.00
1456,Frankie-Amaya-2023-1,2023,350000.00,406406.00
1457,Milton-Valenzuela-2021-1,2021,375000.00,406300.00
1461,Sean-Davis-2021-1,2021,375000.00,402500.00
1463,Daniel-Steres-2023-1,2023,355000.00,402175.00
1464,Fabio-2021-1,2021,380000.00,401400.00
1468,Leonard-Owusu-2021-1,2021,350000.00,401250.00
1470,Leonard-Owusu-2022-1,2022,350000.00,401250.00
1472,Tristan-Blackmon-2022-1,2022,350000.00,401208.00
1474,Cory-Burke-2021-1,2021,350000.00,400770.00
1476,Jason-Pendant-2022-1,2022,340000.00,400750.00
1477,Jhojan-Valencia-2022-1,2022,355000.00,400125.00
1479,Amro-Tarek-2021-1,2021,400000.00,400000.00
1480,Ruan-2023-1,2023,400000.00,400000.00
1481,Keegan-Rosenberry-2022-1,2022,400000.00,400000.00
1483,Keegan-Rosenberry-2023-1,2023,400000.00,400000.00
1484,Alexandre-Pato-2022-1,2022,400000.00,400000.00
1486,Marcelino-Moreno-2021-1,2021,400000.00,400000.00
1488,Chris-Wondolowski-2021-1,2021,390000.00,400000.00
1490,Diego-Fagundez-2021-1,2021,400000.00,400000.00
1492,Daniel-2023-1,2023,400000.00,400000.00
1494,Chase-Gasper-2022-1,2022,375000.00,400000.00
